Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
3(864)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 574,  7,  8,  130, 0, 3, 439154, 12113.99, 0, 0.00, 0: 8; 1: 55; 2: 27; 3: 7; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  140, 0, 3, 426062, 12113.99, 67, 0.00, 0: 8; 1: 51; 2: 25; 3: 13; 
Differentiation_of_T_lymphocytes, 481,  9,  6,  140, 0, 3, 426094, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 27; 3: 12; 
Differentiation_of_T_lymphocytes, 800,  6,  9,  140, 0, 3, 426094, 12113.99, 7, 0.00, 0: 8; 1: 51; 2: 25; 3: 13; 
Differentiation_of_T_lymphocytes, 712,  5, 12,  140, 0, 3, 463939, 12113.99, 192, 0.00, 0: 8; 1: 50; 2: 27; 3: 12; 
Differentiation_of_T_lymphocytes, 667,  9,  6,  140, 0, 3, 426054, 12113.99, 173, 0.00, 0: 8; 1: 47; 2: 33; 3: 9; 
Differentiation_of_T_lymphocytes, 127,  9,  6,  140, 0, 3, 426031, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 33; 3: 9; 
Differentiation_of_T_lymphocytes, 565,  5, 11,  140, 0, 3, 432244, 12113.99, 0, 0.00, 0: 8; 1: 49; 2: 29; 3: 11; 
Differentiation_of_T_lymphocytes, 904,  9,  6,  141, 0, 3, 426088, 12113.99, 128, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 827,  9,  6,  141, 0, 3, 426058, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  141, 0, 3, 426078, 12113.99, 86, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  141, 0, 3, 426066, 12113.99, 78, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 571,  7,  8,  141, 0, 3, 439220, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 614,  7,  8,  141, 0, 3, 439158, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 340,  7,  8,  141, 0, 3, 439093, 12113.99, 14, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 339,  6,  9,  141, 0, 3, 426136, 12113.99, 173, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes,  52,  8,  7,  141, 0, 3, 439416, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 338,  7,  8,  141, 0, 3, 439177, 12113.99, 124, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 737,  6,  9,  141, 0, 3, 426078, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 688,  6,  9,  141, 0, 3, 426073, 12113.99, 13, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  141, 0, 3, 426076, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  141, 0, 3, 426025, 12113.99, 124, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 153,  8,  7,  141, 0, 3, 439194, 12113.99, 181, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 118,  7,  8,  141, 0, 3, 439190, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 26; 3: 13; 
Differentiation_of_T_lymphocytes, 905,  7,  8,  141, 0, 3, 439212, 12113.99, 176, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 645,  6,  9,  141, 0, 3, 426101, 12113.99, 86, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 644,  9,  6,  141, 0, 3, 426063, 12113.99, 14, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  141, 0, 3, 426110, 12113.99, 14, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 319,  7,  8,  141, 0, 3, 439152, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 126,  8,  7,  141, 0, 3, 439321, 12113.99, 0, 0.00, 0: 8; 1: 52; 2: 22; 3: 15; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  141, 0, 3, 426074, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 11; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  141, 0, 3, 439248, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 826,  9,  6,  142, 0, 3, 426055, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 847,  9,  6,  142, 0, 3, 426046, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 824,  7,  8,  142, 0, 3, 439179, 12113.99, 0, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 219,  7,  8,  142, 0, 3, 439163, 12113.99, 173, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 806,  6,  9,  142, 0, 3, 426074, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 236,  6,  9,  142, 0, 3, 426067, 12113.99, 101, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 818,  6,  9,  142, 0, 3, 426074, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 811,  9,  6,  142, 0, 3, 426028, 12113.99, 49, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  142, 0, 3, 426094, 12113.99, 43, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 846,  7,  8,  142, 0, 3, 439204, 12113.99, 0, 0.00, 0: 8; 1: 51; 2: 23; 3: 15; 
Differentiation_of_T_lymphocytes, 320,  6,  9,  142, 0, 3, 426057, 12113.99, 160, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 146,  8,  7,  142, 0, 3, 439217, 12113.99, 181, 0.00, 0: 8; 1: 51; 2: 23; 3: 15; 
Differentiation_of_T_lymphocytes, 549,  7,  8,  142, 0, 3, 439188, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 25; 3: 14; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  142, 0, 3, 432171, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes,  54,  6,  9,  142, 0, 3, 426055, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 100,  5, 11,  142, 0, 3, 432152, 12113.99, 0, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  142, 0, 3, 426075, 12113.99, 192, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 569,  7,  8,  142, 0, 3, 439181, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 462,  9,  6,  142, 0, 3, 425941, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  142, 0, 3, 439212, 12113.99, 124, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  142, 0, 3, 426045, 12113.99, 14, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 701,  9,  6,  142, 0, 3, 426027, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 876,  7,  8,  142, 0, 3, 439154, 12113.99, 50, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 852,  6,  9,  142, 0, 3, 426033, 12113.99, 14, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 779,  7,  8,  142, 0, 3, 439223, 12113.99, 173, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 177,  7,  8,  142, 0, 3, 439248, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes,  39,  8,  7,  142, 0, 3, 439134, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 850,  9,  6,  142, 0, 3, 426006, 12113.99, 124, 0.00, 0: 8; 1: 52; 2: 21; 3: 16; 
Differentiation_of_T_lymphocytes, 866,  8,  7,  142, 0, 3, 439217, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  142, 0, 3, 426044, 12113.99, 1, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  142, 0, 3, 439151, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 353,  9,  6,  142, 0, 3, 426084, 12113.99, 0, 0.00, 0: 8; 1: 49; 2: 27; 3: 13; 
Differentiation_of_T_lymphocytes, 858,  6,  9,  142, 0, 3, 426113, 12113.99, 124, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 820,  7,  8,  143, 0, 3, 439158, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 984,  8,  7,  143, 0, 3, 439143, 12113.99, 216, 0.00, 0: 8; 1: 49; 2: 26; 3: 14; 
Differentiation_of_T_lymphocytes, 555,  6,  9,  143, 0, 3, 426084, 12113.99, 78, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes,   5,  6,  9,  143, 0, 3, 426092, 12113.99, 127, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 263,  9,  6,  143, 0, 3, 426018, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 997,  6,  9,  143, 0, 3, 426047, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 589,  7,  8,  143, 0, 3, 439169, 12113.99, 86, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 550,  9,  6,  143, 0, 3, 425977, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 535,  9,  6,  143, 0, 3, 426076, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 516,  8,  7,  143, 0, 3, 439184, 12113.99, 14, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 661,  8,  7,  143, 0, 3, 439146, 12113.99, 86, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 286,  6,  9,  143, 0, 3, 426116, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 662,  7,  8,  143, 0, 3, 439209, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 679,  7,  8,  143, 0, 3, 439199, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  143, 0, 3, 432235, 12113.99, 0, 0.00, 0: 8; 1: 49; 2: 26; 3: 14; 
Differentiation_of_T_lymphocytes, 453,  5, 12,  143, 0, 3, 464066, 12113.99, 86, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 397,  9,  6,  143, 0, 3, 426013, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 24; 3: 15; 
Differentiation_of_T_lymphocytes,  16,  9,  6,  143, 0, 3, 426044, 12113.99, 224, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 316,  5, 11,  143, 0, 3, 432171, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes,  50,  8,  7,  143, 0, 3, 439212, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 973,  7,  8,  143, 0, 3, 439136, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 958,  5, 12,  143, 0, 3, 463966, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 120,  9,  6,  143, 0, 3, 426113, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 235,  7,  8,  143, 0, 3, 439157, 12113.99, 109, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 154,  6,  9,  143, 0, 3, 426062, 12113.99, 124, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 208,  7,  8,  143, 0, 3, 439258, 12113.99, 128, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 953,  8,  7,  143, 0, 3, 439187, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes,  79,  7,  8,  143, 0, 3, 439197, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  143, 0, 3, 464025, 12113.99, 93, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 133,  6,  9,  143, 0, 3, 426081, 12113.99, 86, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 731,  5, 12,  144, 0, 3, 464301, 12113.99, 173, 0.00, 0: 8; 1: 50; 2: 23; 3: 16; 
Differentiation_of_T_lymphocytes, 186,  7,  8,  144, 0, 3, 439227, 12113.99, 0, 0.00, 0: 8; 1: 50; 2: 23; 3: 16; 
Differentiation_of_T_lymphocytes, 927,  5, 11,  144, 0, 3, 432228, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 31; 3: 12; 
Differentiation_of_T_lymphocytes, 642,  8,  7,  144, 0, 3, 439160, 12113.99, 124, 0.00, 0: 8; 1: 46; 2: 31; 3: 12; 
Differentiation_of_T_lymphocytes, 775,  9,  6,  144, 0, 3, 426066, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 31; 3: 12; 
Differentiation_of_T_lymphocytes,  78,  6,  9,  144, 0, 3, 426133, 12113.99, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  144, 0, 3, 426111, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 29; 3: 13; 
Differentiation_of_T_lymphocytes, 222,  7,  8,  144, 0, 3, 439255, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 537,  5, 10,  144, 0, 3, 395675, 12113.99, 183, 0.00, 0: 8; 1: 48; 2: 27; 3: 14; 
Differentiation_of_T_lymphocytes, 538,  8,  7,  144, 0, 3, 439169, 12113.99, 124, 0.00, 0: 8; 1: 47; 2: 29; 3: 13; 
Differentiation_of_T_lymphocytes, 792,  7,  8,  144, 0, 3, 439092, 12113.99, 24, 0.00, 0: 8; 1: 46; 2: 31; 3: 12; 
Differentiation_of_T_lymphocytes, 136,  8,  7,  144, 0, 3, 439062, 12113.99, 192, 0.00, 0: 8; 1: 47; 2: 29; 3: 13; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  144, 0, 3, 426089, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes, 594,  9,  6,  144, 0, 3, 426043, 12113.99, 124, 0.00, 0: 8; 1: 47; 2: 29; 3: 13; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  144, 0, 3, 426085, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 27; 3: 14; 
Differentiation_of_T_lymphocytes, 692,  9,  6,  144, 0, 3, 426086, 12113.99, 31, 0.00, 0: 8; 1: 49; 2: 25; 3: 15; 
Differentiation_of_T_lymphocytes,  24,  9,  6,  144, 0, 3, 426082, 12113.99, 224, 0.00, 0: 8; 1: 48; 2: 27; 3: 14; 
Differentiation_of_T_lymphocytes, 607,  6,  9,  144, 0, 3, 426112, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 160,  7,  8,  144, 0, 3, 439200, 12113.99, 6, 0.00, 0: 8; 1: 46; 2: 31; 3: 12; 
Differentiation_of_T_lymphocytes, 634,  7,  8,  145, 0, 3, 439209, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  145, 0, 3, 439137, 12113.99, 173, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  145, 0, 3, 432127, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes,  76,  7,  8,  145, 0, 3, 439199, 12113.99, 14, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  145, 0, 3, 432187, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  145, 0, 3, 426009, 12113.99, 176, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes, 321,  5, 10,  145, 0, 3, 395675, 12113.99, 173, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes, 845,  5, 12,  145, 0, 3, 463910, 12113.99, 86, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes, 704,  9,  6,  145, 0, 3, 426064, 12113.99, 176, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 430,  6,  9,  145, 0, 3, 426058, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 777,  7,  8,  145, 0, 3, 439208, 12113.99, 176, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 411,  6,  9,  145, 0, 3, 426057, 12113.99, 173, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 409,  9,  6,  145, 0, 3, 426128, 12113.99, 182, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  145, 0, 3, 432137, 12113.99, 181, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes, 346,  7,  8,  145, 0, 3, 439159, 12113.99, 124, 0.00, 0: 8; 1: 49; 2: 24; 3: 16; 
Differentiation_of_T_lymphocytes, 898,  6,  9,  145, 0, 3, 426013, 12113.99, 124, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 189,  5, 11,  145, 0, 3, 432248, 12113.99, 0, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 498,  9,  6,  145, 0, 3, 426058, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  145, 0, 3, 426029, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 394,  9,  6,  145, 0, 3, 426040, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  145, 0, 3, 426034, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 664,  5, 12,  145, 0, 3, 464190, 12113.99, 152, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  145, 0, 3, 426109, 12113.99, 173, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 909,  7,  8,  145, 0, 3, 439279, 12113.99, 86, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 870,  7,  8,  145, 0, 3, 439163, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  145, 0, 3, 395675, 12113.99, 32, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes, 228,  6,  9,  145, 0, 3, 426062, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes, 621,  7,  8,  145, 0, 3, 439208, 12113.99, 32, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 955,  8,  7,  145, 0, 3, 439178, 12113.99, 0, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 562,  7,  8,  145, 0, 3, 439234, 12113.99, 0, 0.00, 0: 8; 1: 48; 2: 26; 3: 15; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  145, 0, 3, 426062, 12113.99, 64, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes,  43,  5, 11,  145, 0, 3, 432220, 12113.99, 52, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes,  67,  5, 12,  145, 0, 3, 464071, 12113.99, 172, 0.00, 0: 8; 1: 49; 2: 24; 3: 16; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  145, 0, 3, 463977, 12113.99, 32, 0.00, 0: 8; 1: 50; 2: 22; 3: 17; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  146, 0, 3, 395675, 12113.99, 32, 0.00, 0: 8; 1: 44; 2: 33; 3: 12; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  146, 0, 3, 432160, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes,  62,  8,  7,  146, 0, 3, 439241, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 249,  5, 12,  146, 0, 3, 463960, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 194,  5, 12,  146, 0, 3, 463992, 12113.99, 181, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 415,  8,  7,  146, 0, 3, 439247, 12113.99, 0, 0.00, 0: 8; 1: 43; 2: 35; 3: 11; 
Differentiation_of_T_lymphocytes, 351,  9,  6,  146, 0, 3, 426077, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 27; 3: 15; 
Differentiation_of_T_lymphocytes, 432,  5, 11,  146, 0, 3, 432185, 12113.99, 26, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  146, 0, 3, 464024, 12113.99, 173, 0.00, 0: 8; 1: 48; 2: 25; 3: 16; 
Differentiation_of_T_lymphocytes, 495,  5, 12,  146, 0, 3, 463968, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 27; 3: 15; 
Differentiation_of_T_lymphocytes, 476,  8,  7,  146, 0, 3, 439107, 12113.99, 14, 0.00, 0: 8; 1: 43; 2: 35; 3: 11; 
Differentiation_of_T_lymphocytes, 378,  6,  9,  146, 0, 3, 426099, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 740,  6,  9,  146, 0, 3, 426093, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 473,  7,  8,  146, 0, 3, 439181, 12113.99, 182, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 961,  5, 10,  146, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 33; 3: 12; 
Differentiation_of_T_lymphocytes, 735,  5, 11,  146, 0, 3, 432243, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 113,  5, 12,  146, 0, 3, 463946, 12113.99, 0, 0.00, 0: 8; 1: 44; 2: 33; 3: 12; 
Differentiation_of_T_lymphocytes, 275,  6,  9,  146, 0, 3, 426085, 12113.99, 172, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 606,  8,  7,  146, 0, 3, 439209, 12113.99, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 408,  5, 12,  146, 0, 3, 463978, 12113.99, 152, 0.00, 0: 8; 1: 46; 2: 29; 3: 14; 
Differentiation_of_T_lymphocytes, 803,  6,  9,  146, 0, 3, 426081, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 524,  7,  8,  146, 0, 3, 439201, 12113.99, 14, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 795,  9,  6,  146, 0, 3, 426145, 12113.99, 173, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  146, 0, 3, 426078, 12113.99, 124, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 514,  7,  8,  146, 0, 3, 439172, 12113.99, 124, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  146, 0, 3, 439144, 12113.99, 0, 0.00, 0: 8; 1: 47; 2: 27; 3: 15; 
Differentiation_of_T_lymphocytes, 314,  6,  9,  146, 0, 3, 426024, 12113.99, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 10; 
Differentiation_of_T_lymphocytes, 376,  8,  7,  147, 0, 3, 439236, 12113.99, 0, 0.00, 0: 8; 1: 45; 2: 30; 3: 14; 
