Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(801)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  125, 1, 3, 383569, 12185.27, 176, 0.00, 1: 43; 2: 23; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  135, 1, 3, 383591, 12185.27, 53, 0.00, 1: 36; 2: 27; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 915,  7,  7,  135, 1, 3, 383605, 12185.27, 14, 0.00, 1: 37; 2: 25; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 110,  6,  8,  135, 1, 3, 376988, 12185.27, 0, 0.00, 1: 37; 2: 25; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 117,  5,  9,  135, 1, 3, 355410, 12185.27, 0, 0.00, 1: 35; 2: 29; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 711,  8,  6,  135, 1, 3, 376977, 12185.27, 0, 0.00, 1: 36; 2: 27; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 127,  5,  9,  135, 1, 3, 355410, 12185.27, 0, 0.00, 1: 41; 2: 17; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 524,  8,  6,  135, 1, 3, 376944, 12185.27, 53, 0.00, 1: 39; 2: 21; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 498,  6,  8,  135, 1, 3, 376987, 12185.27, 0, 0.00, 1: 35; 2: 29; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 452,  5, 10,  135, 1, 3, 390865, 12185.27, 53, 0.00, 1: 37; 2: 25; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 492,  7,  7,  135, 1, 3, 383599, 12185.27, 98, 0.00, 1: 37; 2: 25; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 684,  7,  7,  136, 1, 3, 383601, 12185.27, 95, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 793,  5, 10,  136, 1, 3, 390859, 12185.27, 177, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 422,  5,  9,  136, 1, 3, 355410, 12185.27, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  136, 1, 3, 376992, 12185.27, 86, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling,  10,  9,  5,  136, 1, 3, 355410, 12185.27, 51, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 770,  6,  8,  136, 1, 3, 376992, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 773,  8,  6,  136, 1, 3, 377007, 12185.27, 0, 0.00, 1: 31; 2: 36; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 677,  9,  5,  136, 1, 3, 355410, 12185.27, 0, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 814,  6,  8,  136, 1, 3, 376994, 12185.27, 114, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  136, 1, 3, 377019, 12185.27, 97, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,  136, 1, 3, 376958, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 743,  8,  6,  136, 1, 3, 376979, 12185.27, 0, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  136, 1, 3, 376991, 12185.27, 0, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  136, 1, 3, 376944, 12185.27, 53, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 375,  7,  7,  136, 1, 3, 383629, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,  136, 1, 3, 376970, 12185.27, 185, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  136, 1, 3, 377136, 12185.27, 32, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 365,  8,  6,  136, 1, 3, 377028, 12185.27, 110, 0.00, 1: 38; 2: 22; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 358,  7,  7,  136, 1, 3, 383583, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling,  28,  6,  8,  136, 1, 3, 377002, 12185.27, 53, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  136, 1, 3, 355410, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 949,  7,  7,  136, 1, 3, 383661, 12185.27, 0, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 169,  5,  9,  136, 1, 3, 355410, 12185.27, 65, 0.00, 1: 38; 2: 22; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 852,  7,  7,  136, 1, 3, 383613, 12185.27, 53, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 851,  6,  8,  136, 1, 3, 376974, 12185.27, 14, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 194,  8,  6,  136, 1, 3, 376977, 12185.27, 185, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,  136, 1, 3, 376980, 12185.27, 86, 0.00, 1: 37; 2: 24; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 572,  8,  6,  136, 1, 3, 376995, 12185.27, 1, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 123,  5, 10,  136, 1, 3, 390743, 12185.27, 0, 0.00, 1: 39; 2: 20; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 516,  7,  7,  136, 1, 3, 383576, 12185.27, 53, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,  136, 1, 3, 377004, 12185.27, 0, 0.00, 1: 39; 2: 20; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 842,  9,  5,  136, 1, 3, 355410, 12185.27, 185, 0.00, 1: 38; 2: 22; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling,  85,  7,  7,  136, 1, 3, 383581, 12185.27, 86, 0.00, 1: 32; 2: 34; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,  136, 1, 3, 391053, 12185.27, 0, 0.00, 1: 36; 2: 26; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling,  37,  6,  8,  137, 1, 3, 377019, 12185.27, 0, 0.00, 1: 33; 2: 31; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 849,  7,  7,  137, 1, 3, 383601, 12185.27, 169, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  137, 1, 3, 383617, 12185.27, 167, 0.00, 1: 32; 2: 33; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 188,  7,  7,  137, 1, 3, 383582, 12185.27, 53, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,  137, 1, 3, 390987, 12185.27, 48, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  137, 1, 3, 377017, 12185.27, 0, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 974,  9,  5,  137, 1, 3, 355410, 12185.27, 0, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 750,  9,  5,  137, 1, 3, 355410, 12185.27, 0, 0.00, 1: 39; 2: 19; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 439,  9,  5,  137, 1, 3, 355410, 12185.27, 0, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 747,  7,  7,  137, 1, 3, 383588, 12185.27, 73, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 880,  8,  6,  137, 1, 3, 376951, 12185.27, 32, 0.00, 1: 34; 2: 29; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 490,  7,  7,  137, 1, 3, 383577, 12185.27, 116, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 323,  9,  5,  137, 1, 3, 355410, 12185.27, 14, 0.00, 1: 38; 2: 21; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 723,  9,  5,  137, 1, 3, 355410, 12185.27, 14, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,  137, 1, 3, 383589, 12185.27, 0, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 332,  5, 10,  137, 1, 3, 390764, 12185.27, 53, 0.00, 1: 34; 2: 29; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 910,  5,  9,  137, 1, 3, 355410, 12185.27, 0, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 362,  6,  8,  137, 1, 3, 376988, 12185.27, 99, 0.00, 1: 38; 2: 21; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 695,  6,  8,  137, 1, 3, 376960, 12185.27, 0, 0.00, 1: 34; 2: 29; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,  137, 1, 3, 376980, 12185.27, 0, 0.00, 1: 33; 2: 31; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling,  13,  8,  6,  137, 1, 3, 376964, 12185.27, 127, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 971,  7,  7,  137, 1, 3, 383578, 12185.27, 14, 0.00, 1: 36; 2: 25; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,  137, 1, 3, 383605, 12185.27, 0, 0.00, 1: 34; 2: 29; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 638,  9,  5,  138, 1, 3, 355410, 12185.27, 0, 0.00, 1: 40; 2: 16; 3: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 372,  8,  6,  138, 1, 3, 377029, 12185.27, 12, 0.00, 1: 38; 2: 20; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 175,  8,  6,  138, 1, 3, 376995, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 690,  8,  6,  138, 1, 3, 376986, 12185.27, 0, 0.00, 1: 36; 2: 24; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 839,  8,  6,  138, 1, 3, 377056, 12185.27, 0, 0.00, 1: 37; 2: 22; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,  138, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  138, 1, 3, 376923, 12185.27, 53, 0.00, 1: 37; 2: 22; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 369,  6,  8,  138, 1, 3, 377041, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 819,  5,  9,  138, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  138, 1, 3, 376956, 12185.27, 7, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 763,  7,  7,  138, 1, 3, 383582, 12185.27, 0, 0.00, 1: 32; 2: 32; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 198,  7,  7,  138, 1, 3, 383607, 12185.27, 0, 0.00, 1: 33; 2: 30; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 215,  5, 10,  138, 1, 3, 390846, 12185.27, 0, 0.00, 1: 37; 2: 22; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 635,  5, 10,  138, 1, 3, 390819, 12185.27, 0, 0.00, 1: 36; 2: 24; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 318,  9,  5,  138, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 295,  6,  8,  138, 1, 3, 377016, 12185.27, 0, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 980,  7,  7,  138, 1, 3, 383583, 12185.27, 53, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 591,  5, 10,  138, 1, 3, 390848, 12185.27, 0, 0.00, 1: 38; 2: 20; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 151,  9,  5,  138, 1, 3, 355410, 12185.27, 0, 0.00, 1: 33; 2: 30; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 448,  9,  5,  138, 1, 3, 355410, 12185.27, 144, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 796,  7,  7,  138, 1, 3, 383590, 12185.27, 53, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,  138, 1, 3, 383617, 12185.27, 0, 0.00, 1: 32; 2: 32; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 465,  9,  5,  138, 1, 3, 355410, 12185.27, 168, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 385,  8,  6,  138, 1, 3, 376977, 12185.27, 168, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 399,  8,  6,  138, 1, 3, 376982, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 378,  6,  8,  138, 1, 3, 376985, 12185.27, 0, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 569,  7,  7,  138, 1, 3, 383633, 12185.27, 0, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,  138, 1, 3, 383609, 12185.27, 0, 0.00, 1: 33; 2: 30; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 617,  7,  7,  138, 1, 3, 383643, 12185.27, 67, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 720,  8,  6,  139, 1, 3, 377000, 12185.27, 208, 0.00, 1: 36; 2: 23; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  139, 1, 3, 355410, 12185.27, 24, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  139, 1, 3, 355410, 12185.27, 0, 0.00, 1: 37; 2: 21; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 511,  7,  7,  139, 1, 3, 383615, 12185.27, 0, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,  139, 1, 3, 390826, 12185.27, 194, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling,  29,  6,  8,  139, 1, 3, 376984, 12185.27, 86, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 137,  7,  7,  139, 1, 3, 383584, 12185.27, 35, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  139, 1, 3, 376979, 12185.27, 0, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,  139, 1, 3, 376988, 12185.27, 65, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling,  73,  5,  9,  139, 1, 3, 355410, 12185.27, 35, 0.00, 1: 38; 2: 19; 3: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,  139, 1, 3, 390824, 12185.27, 65, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 828,  9,  5,  139, 1, 3, 355410, 12185.27, 0, 0.00, 1: 38; 2: 19; 3: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 900,  5,  9,  139, 1, 3, 355410, 12185.27, 53, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling,  61,  8,  6,  139, 1, 3, 376778, 12185.27, 86, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 398,  7,  7,  139, 1, 3, 383625, 12185.27, 0, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 359,  7,  7,  139, 1, 3, 383613, 12185.27, 0, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling,  62,  6,  8,  139, 1, 3, 376958, 12185.27, 0, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 367,  6,  8,  139, 1, 3, 376987, 12185.27, 0, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,  139, 1, 3, 383611, 12185.27, 0, 0.00, 1: 37; 2: 21; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  19,  7,  7,  139, 1, 3, 383508, 12185.27, 14, 0.00, 1: 37; 2: 21; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 798,  7,  7,  139, 1, 3, 383601, 12185.27, 0, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 382,  6,  8,  139, 1, 3, 376998, 12185.27, 0, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  139, 1, 3, 390895, 12185.27, 105, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 373,  9,  5,  139, 1, 3, 355410, 12185.27, 0, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 529,  8,  6,  139, 1, 3, 377000, 12185.27, 168, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 444,  8,  6,  139, 1, 3, 376989, 12185.27, 2, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 289,  8,  6,  139, 1, 3, 376956, 12185.27, 0, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  139, 1, 3, 383579, 12185.27, 0, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 838,  5,  9,  139, 1, 3, 355410, 12185.27, 0, 0.00, 1: 36; 2: 23; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  139, 1, 3, 377031, 12185.27, 0, 0.00, 1: 35; 2: 25; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  139, 1, 3, 376987, 12185.27, 108, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling,  42,  8,  6,  139, 1, 3, 376981, 12185.27, 66, 0.00, 1: 37; 2: 21; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 809,  7,  7,  139, 1, 3, 383590, 12185.27, 67, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 277,  5, 10,  140, 1, 3, 390854, 12185.27, 86, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 727,  6,  8,  140, 1, 3, 376998, 12185.27, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 896,  8,  6,  140, 1, 3, 376971, 12185.27, 80, 0.00, 1: 32; 2: 30; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 500,  4, 11,  140, 1, 3, 347182, 12185.27, 19, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 792,  5, 10,  140, 1, 3, 390816, 12185.27, 216, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,  140, 1, 3, 377002, 12185.27, 0, 0.00, 1: 36; 2: 22; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 248,  9,  5,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  140, 1, 3, 377009, 12185.27, 14, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 32; 2: 30; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 394,  8,  6,  140, 1, 3, 376973, 12185.27, 185, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,  140, 1, 3, 376960, 12185.27, 65, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 389,  6,  8,  140, 1, 3, 376940, 12185.27, 86, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 527,  9,  5,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 36; 2: 22; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 356,  8,  6,  140, 1, 3, 377017, 12185.27, 0, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 181,  8,  6,  140, 1, 3, 376960, 12185.27, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 840,  6,  8,  140, 1, 3, 377000, 12185.27, 192, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 918,  6,  8,  140, 1, 3, 377007, 12185.27, 0, 0.00, 1: 32; 2: 30; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 882,  4, 11,  140, 1, 3, 347182, 12185.27, 255, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 623,  8,  6,  140, 1, 3, 377013, 12185.27, 80, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 420,  9,  5,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 660,  4, 12,  140, 1, 3, 377022, 12185.27, 53, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  140, 1, 3, 355410, 12185.27, 0, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  140, 1, 3, 383626, 12185.27, 35, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,  140, 1, 3, 355410, 12185.27, 189, 0.00, 1: 37; 2: 20; 3: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 162,  6,  8,  140, 1, 3, 376993, 12185.27, 0, 0.00, 1: 33; 2: 28; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling,  77,  7,  7,  140, 1, 3, 383596, 12185.27, 86, 0.00, 1: 35; 2: 24; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 565,  9,  5,  141, 1, 3, 355410, 12185.27, 255, 0.00, 1: 34; 2: 25; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  89,  5,  9,  141, 1, 3, 355410, 12185.27, 175, 0.00, 1: 34; 2: 25; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  141, 1, 3, 383590, 12185.27, 86, 0.00, 1: 28; 2: 37; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  141, 1, 3, 390848, 12185.27, 32, 0.00, 1: 32; 2: 29; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 112,  8,  6,  141, 1, 3, 377011, 12185.27, 28, 0.00, 1: 33; 2: 27; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 196,  5,  9,  141, 1, 3, 355410, 12185.27, 53, 0.00, 1: 33; 2: 27; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  141, 1, 3, 376976, 12185.27, 0, 0.00, 1: 30; 2: 33; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling,  92,  5, 10,  141, 1, 3, 390845, 12185.27, 53, 0.00, 1: 34; 2: 25; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 590,  8,  6,  141, 1, 3, 376952, 12185.27, 0, 0.00, 1: 35; 2: 23; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 438,  5,  9,  141, 1, 3, 355410, 12185.27, 0, 0.00, 1: 34; 2: 25; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  141, 1, 3, 377016, 12185.27, 169, 0.00, 1: 33; 2: 27; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 176,  6,  8,  141, 1, 3, 376984, 12185.27, 10, 0.00, 1: 31; 2: 31; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  141, 1, 3, 390836, 12185.27, 32, 0.00, 1: 36; 2: 21; 3: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  141, 1, 3, 376980, 12185.27, 32, 0.00, 1: 36; 2: 21; 3: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,  141, 1, 3, 383634, 12185.27, 0, 0.00, 1: 29; 2: 35; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,  141, 1, 3, 377007, 12185.27, 0, 0.00, 1: 38; 2: 17; 3: 23; 
Guard_Cell_Abscisic_Acid_Signaling, 553,  8,  6,  141, 1, 3, 376988, 12185.27, 67, 0.00, 1: 38; 2: 17; 3: 23; 
Guard_Cell_Abscisic_Acid_Signaling, 754,  5,  9,  141, 1, 3, 355410, 12185.27, 0, 0.00, 1: 35; 2: 23; 3: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,  141, 1, 3, 383588, 12185.27, 185, 0.00, 1: 29; 2: 35; 3: 14; 
