Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
4(832)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  232, 0, 4, 570326, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 56; 3: 19; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 498,  7, 10,  244, 0, 4, 557219, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 53; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  244, 0, 4, 557141, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  244, 0, 4, 604947, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 563,  7, 11,  244, 0, 4, 604974, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 52; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 840,  9,  8,  244, 0, 4, 570321, 42936.14, 59, 0.00, 0: 1; 1: 47; 2: 52; 3: 27; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  244, 0, 4, 570324, 42936.14, 61, 0.00, 0: 1; 1: 50; 2: 46; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 310,  9,  8,  244, 0, 4, 570248, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 49; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  244, 0, 4, 610290, 42936.14, 0, 0.00, 0: 1; 1: 53; 2: 43; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 824,  9,  8,  244, 0, 4, 570344, 42936.14, 59, 0.00, 0: 1; 1: 52; 2: 45; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  244, 0, 4, 557171, 42936.14, 10, 0.00, 0: 1; 1: 44; 2: 56; 3: 28; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 555,  7, 10,  244, 0, 4, 557167, 42936.14, 0, 0.00, 0: 1; 1: 54; 2: 41; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 818, 10,  7,  244, 0, 4, 557159, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 58; 3: 18; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 453,  9,  8,  244, 0, 4, 570223, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  244, 0, 4, 610248, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 47; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 804, 10,  7,  244, 0, 4, 557158, 42936.14, 17, 0.00, 0: 1; 1: 48; 2: 52; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  244, 0, 4, 557153, 42936.14, 66, 0.00, 0: 1; 1: 48; 2: 52; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 801,  9,  8,  244, 0, 4, 570347, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 49; 3: 21; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  244, 0, 4, 557110, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 31; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  244, 0, 4, 604716, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 59; 3: 22; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  244, 0, 4, 570316, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 55; 3: 18; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 292,  8,  9,  244, 0, 4, 570261, 42936.14, 15, 0.00, 0: 1; 1: 43; 2: 61; 3: 21; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 766,  7, 11,  244, 0, 4, 604954, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 23; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  244, 0, 4, 570299, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 53; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  244, 0, 4, 557155, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 59; 3: 19; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 898,  7, 10,  244, 0, 4, 557185, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 53; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 920,  6, 12,  244, 0, 4, 570320, 42936.14, 62, 0.00, 0: 1; 1: 53; 2: 41; 3: 31; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 407, 10,  7,  244, 0, 4, 557193, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 56; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  244, 0, 4, 570239, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 57; 3: 26; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 253,  7, 10,  244, 0, 4, 557186, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 46; 3: 27; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 567,  7, 11,  245, 0, 4, 604864, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 57; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  245, 0, 4, 605053, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 49; 3: 20; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 560,  7, 11,  245, 0, 4, 605054, 42936.14, 38, 0.00, 0: 1; 1: 45; 2: 57; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  245, 0, 4, 570245, 42936.14, 0, 0.00, 0: 1; 1: 52; 2: 41; 3: 33; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  245, 0, 4, 570284, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 54; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  245, 0, 4, 557183, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 51; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  245, 0, 4, 557152, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 44; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 524,  9,  8,  245, 0, 4, 570299, 42936.14, 32, 0.00, 0: 1; 1: 41; 2: 62; 3: 24; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 558,  9,  8,  245, 0, 4, 570289, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 56; 3: 24; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 437,  7, 10,  245, 0, 4, 557143, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 55; 3: 23; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 904,  6, 12,  245, 0, 4, 570374, 42936.14, 62, 0.00, 0: 1; 1: 52; 2: 44; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 900,  7, 11,  245, 0, 4, 604996, 42936.14, 5, 0.00, 0: 1; 1: 42; 2: 60; 3: 25; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 896,  9,  8,  245, 0, 4, 570334, 42936.14, 62, 0.00, 0: 1; 1: 42; 2: 61; 3: 23; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 461, 10,  7,  245, 0, 4, 557184, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 48; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  245, 0, 4, 557199, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 54; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 415,  9,  8,  245, 0, 4, 570286, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 59; 3: 21; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 831,  8,  9,  245, 0, 4, 570345, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 57; 3: 25; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  245, 0, 4, 570490, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 54; 3: 28; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 762,  6, 13,  245, 0, 4, 610268, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 52; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 854, 10,  7,  245, 0, 4, 557147, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 46; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 861,  9,  8,  245, 0, 4, 570250, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  86,  9,  8,  245, 0, 4, 570328, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 54; 3: 22; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  245, 0, 4, 570275, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 48; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 883,  9,  8,  245, 0, 4, 570296, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 26; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  245, 0, 4, 570317, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  245, 0, 4, 570314, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 22; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 263,  7, 10,  245, 0, 4, 557155, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 57; 3: 19; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 940, 10,  7,  245, 0, 4, 557175, 42936.14, 33, 0.00, 0: 1; 1: 52; 2: 43; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 751,  9,  8,  245, 0, 4, 570224, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 147,  8,  9,  245, 0, 4, 570225, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  245, 0, 4, 570345, 42936.14, 57, 0.00, 0: 1; 1: 47; 2: 52; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  245, 0, 4, 557174, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 49; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 716, 10,  7,  245, 0, 4, 557181, 42936.14, 66, 0.00, 0: 1; 1: 51; 2: 46; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  245, 0, 4, 557183, 42936.14, 30, 0.00, 0: 1; 1: 52; 2: 44; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 344,  9,  8,  245, 0, 4, 570324, 42936.14, 22, 0.00, 0: 1; 1: 46; 2: 52; 3: 29; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 348,  8,  9,  245, 0, 4, 570281, 42936.14, 39, 0.00, 0: 1; 1: 49; 2: 51; 3: 22; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  245, 0, 4, 557123, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 337,  7, 11,  246, 0, 4, 604863, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 517,  8,  9,  246, 0, 4, 570361, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 56; 3: 26; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  246, 0, 4, 570332, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  246, 0, 4, 610150, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 53; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 377, 10,  7,  246, 0, 4, 557166, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 51; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 391,  7, 10,  246, 0, 4, 557190, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 52; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 318, 10,  7,  246, 0, 4, 557144, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 56; 3: 20; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 447,  7, 10,  246, 0, 4, 557046, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 54; 3: 27; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 464, 10,  7,  246, 0, 4, 557141, 42936.14, 31, 0.00, 0: 1; 1: 52; 2: 45; 3: 24; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 472,  7, 11,  246, 0, 4, 604973, 42936.14, 31, 0.00, 0: 1; 1: 48; 2: 49; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  246, 0, 4, 604879, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 290,  9,  8,  246, 0, 4, 570327, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 61; 3: 22; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 480, 10,  7,  246, 0, 4, 557166, 42936.14, 31, 0.00, 0: 1; 1: 47; 2: 53; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  246, 0, 4, 557149, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 56; 3: 23; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 493,  9,  8,  246, 0, 4, 570256, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 499, 10,  7,  246, 0, 4, 557215, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 52; 3: 22; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  246, 0, 4, 570340, 42936.14, 15, 0.00, 0: 1; 1: 47; 2: 51; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 270,  7, 11,  246, 0, 4, 604820, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 259,  7, 10,  246, 0, 4, 557176, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 52; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 233,  6, 13,  246, 0, 4, 610167, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 53; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 719, 10,  7,  246, 0, 4, 557178, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  246, 0, 4, 570336, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 21; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 172,  7, 11,  246, 0, 4, 604999, 42936.14, 60, 0.00, 0: 1; 1: 46; 2: 53; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  246, 0, 4, 557168, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  246, 0, 4, 570365, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 51; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 182, 10,  7,  246, 0, 4, 557192, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 54; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 806,  6, 12,  246, 0, 4, 570278, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 47; 3: 23; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 821,  9,  8,  246, 0, 4, 570352, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  78,  7, 10,  246, 0, 4, 557167, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 45; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 617, 10,  7,  246, 0, 4, 557171, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 54; 3: 21; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 595,  9,  8,  246, 0, 4, 570313, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 942,  9,  8,  246, 0, 4, 570315, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  246, 0, 4, 557169, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 58; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 953,  9,  8,  246, 0, 4, 570329, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 49; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,   9,  7, 11,  246, 0, 4, 604940, 42936.14, 95, 0.00, 0: 1; 1: 50; 2: 45; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 575,  7, 11,  246, 0, 4, 604917, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 45; 3: 33; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 586,  8,  9,  246, 0, 4, 570242, 42936.14, 0, 0.00, 0: 1; 1: 52; 2: 42; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 134,  7, 11,  247, 0, 4, 605097, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 130, 10,  7,  247, 0, 4, 557185, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 58; 3: 24; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  17,  8,  9,  247, 0, 4, 570281, 42936.14, 120, 0.00, 0: 1; 1: 46; 2: 51; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 776,  9,  8,  247, 0, 4, 570322, 42936.14, 55, 0.00, 0: 1; 1: 43; 2: 57; 3: 26; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 116,  7, 10,  247, 0, 4, 557181, 42936.14, 6, 0.00, 0: 1; 1: 51; 2: 44; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 141,  9,  8,  247, 0, 4, 570370, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  247, 0, 4, 610280, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 51; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  247, 0, 4, 610289, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 44; 3: 31; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 994,  7, 10,  247, 0, 4, 557163, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 55; 3: 21; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 561, 10,  7,  247, 0, 4, 557147, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 47; 3: 31; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  247, 0, 4, 570255, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 56; 3: 25; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  247, 0, 4, 604980, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  247, 0, 4, 570316, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 45; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  247, 0, 4, 557145, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  247, 0, 4, 557175, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 59; 3: 25; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 836,  8,  9,  247, 0, 4, 570294, 42936.14, 30, 0.00, 0: 1; 1: 47; 2: 50; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 889,  7, 10,  247, 0, 4, 557193, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  247, 0, 4, 604908, 42936.14, 3, 0.00, 0: 1; 1: 48; 2: 49; 3: 27; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  66,  8,  9,  247, 0, 4, 570258, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  247, 0, 4, 570310, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 51; 3: 23; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  247, 0, 4, 610191, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 923,  9,  8,  247, 0, 4, 570252, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  247, 0, 4, 557129, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 390,  8,  9,  247, 0, 4, 570312, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  247, 0, 4, 605025, 42936.14, 10, 0.00, 0: 1; 1: 43; 2: 58; 3: 24; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  247, 0, 4, 557182, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 51; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 543,  9,  8,  247, 0, 4, 570311, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 43; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  247, 0, 4, 570294, 42936.14, 27, 0.00, 0: 1; 1: 49; 2: 49; 3: 24; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  247, 0, 4, 570278, 42936.14, 13, 0.00, 0: 1; 1: 46; 2: 54; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 552,  8,  9,  247, 0, 4, 570274, 42936.14, 37, 0.00, 0: 1; 1: 45; 2: 54; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  247, 0, 4, 570320, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 54; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 239,  9,  8,  247, 0, 4, 570319, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 170,  7, 10,  247, 0, 4, 557148, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 350,  7, 10,  248, 0, 4, 557151, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 56; 3: 27; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  248, 0, 4, 570360, 42936.14, 0, 0.00, 0: 1; 1: 53; 2: 44; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 849, 10,  7,  248, 0, 4, 557210, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 54; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 851,  7, 10,  248, 0, 4, 557194, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 55; 3: 29; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  248, 0, 4, 605101, 42936.14, 10, 0.00, 0: 1; 1: 42; 2: 59; 3: 24; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 874,  7, 11,  248, 0, 4, 605093, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 315,  8,  9,  248, 0, 4, 570360, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 44; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  248, 0, 4, 557186, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 23; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 420,  6, 13,  248, 0, 4, 610161, 42936.14, 41, 0.00, 0: 1; 1: 46; 2: 54; 3: 22; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  248, 0, 4, 557104, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 55; 3: 29; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  248, 0, 4, 570244, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 53; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  248, 0, 4, 610285, 42936.14, 36, 0.00, 0: 1; 1: 46; 2: 50; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  248, 0, 4, 570253, 42936.14, 20, 0.00, 0: 1; 1: 47; 2: 51; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  248, 0, 4, 557174, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 27; 4: 5; 
