Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 988,  8,  6,  110, 1, 3, 375554, 9216.06, 92, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 385,  8,  6,  110, 1, 3, 375667, 9216.06, 218, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 266,  5,  9,  110, 1, 3, 355021, 9216.06, 36, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  110, 1, 3, 355072, 9216.06, 85, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  110, 1, 3, 355084, 9216.06, 157, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 974,  9,  5,  110, 1, 3, 355080, 9216.06, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 628,  8,  6,  110, 1, 3, 375449, 9216.06, 5, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 868,  5, 10,  110, 1, 3, 388652, 9216.06, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  110, 1, 3, 375669, 9216.06, 36, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,  110, 1, 3, 355076, 9216.06, 0, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 132,  5,  9,  111, 1, 3, 355053, 9216.06, 92, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,  111, 1, 3, 375683, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,  111, 1, 3, 355045, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  111, 1, 3, 388940, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 230,  8,  6,  111, 1, 3, 375597, 9216.06, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 221,  8,  6,  111, 1, 3, 375539, 9216.06, 85, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 121,  5,  9,  111, 1, 3, 355068, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,  111, 1, 3, 382053, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,   5,  7,  7,  111, 1, 3, 381947, 9216.06, 127, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,  111, 1, 3, 388812, 9216.06, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 544,  5,  9,  111, 1, 3, 355056, 9216.06, 6, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,  111, 1, 3, 375718, 9216.06, 80, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 912,  8,  6,  111, 1, 3, 375579, 9216.06, 80, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,  111, 1, 3, 375470, 9216.06, 228, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 935,  8,  6,  111, 1, 3, 375655, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,  111, 1, 3, 355101, 9216.06, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 451,  9,  5,  111, 1, 3, 355072, 9216.06, 98, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 857,  5,  9,  111, 1, 3, 355046, 9216.06, 229, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,  111, 1, 3, 375656, 9216.06, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 955,  9,  5,  112, 1, 3, 355087, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,  112, 1, 3, 382053, 9216.06, 225, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  12,  8,  6,  112, 1, 3, 375607, 9216.06, 200, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,  112, 1, 3, 388943, 9216.06, 85, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 689,  5,  9,  112, 1, 3, 355035, 9216.06, 108, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,  112, 1, 3, 388850, 9216.06, 92, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,  112, 1, 3, 388787, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  71,  9,  5,  112, 1, 3, 355036, 9216.06, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 898,  6,  8,  112, 1, 3, 375609, 9216.06, 36, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 647,  9,  5,  112, 1, 3, 355047, 9216.06, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 681,  5,  9,  112, 1, 3, 355017, 9216.06, 67, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 462,  5,  9,  112, 1, 3, 355024, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,  112, 1, 3, 388692, 9216.06, 32, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 750,  9,  5,  112, 1, 3, 355039, 9216.06, 117, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,  112, 1, 3, 355057, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  36,  9,  5,  112, 1, 3, 355057, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,  112, 1, 3, 355076, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 420,  9,  5,  112, 1, 3, 355052, 9216.06, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,  112, 1, 3, 355060, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,  112, 1, 3, 375681, 9216.06, 32, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 105,  9,  5,  112, 1, 3, 355048, 9216.06, 65, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,  112, 1, 3, 382149, 9216.06, 0, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,  112, 1, 3, 375561, 9216.06, 68, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,  112, 1, 3, 355079, 9216.06, 218, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 524,  8,  6,  112, 1, 3, 375498, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,   0,  6,  8,  113, 1, 3, 375705, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,  113, 1, 3, 388991, 9216.06, 115, 0.00, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 268,  6,  8,  113, 1, 3, 375704, 9216.06, 92, 0.00, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 398,  7,  7,  113, 1, 3, 381936, 9216.06, 0, 0.00, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 262,  5,  9,  113, 1, 3, 355036, 9216.06, 0, 0.00, 1: 24; 2: 34; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 472,  5,  9,  113, 1, 3, 355051, 9216.06, 184, 0.00, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,  113, 1, 3, 375727, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 616,  5, 10,  113, 1, 3, 388714, 9216.06, 32, 0.00, 1: 30; 2: 22; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 614,  9,  5,  113, 1, 3, 355074, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 659,  5,  9,  113, 1, 3, 355074, 9216.06, 0, 0.00, 1: 24; 2: 34; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,  113, 1, 3, 375603, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 830,  9,  5,  113, 1, 3, 355067, 9216.06, 0, 0.00, 1: 28; 2: 26; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  113, 1, 3, 388931, 9216.06, 208, 0.00, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  11,  5, 10,  113, 1, 3, 388915, 9216.06, 219, 0.00, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,   3,  9,  5,  113, 1, 3, 355034, 9216.06, 219, 0.00, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 754,  5,  9,  113, 1, 3, 355036, 9216.06, 97, 0.00, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,  114, 1, 3, 355039, 9216.06, 36, 0.00, 1: 24; 2: 33; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 580,  9,  5,  114, 1, 3, 355062, 9216.06, 92, 0.00, 1: 24; 2: 33; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 283,  5,  9,  114, 1, 3, 355017, 9216.06, 98, 0.00, 1: 23; 2: 35; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 438,  5,  9,  114, 1, 3, 355061, 9216.06, 0, 0.00, 1: 27; 2: 27; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  114, 1, 3, 375577, 9216.06, 92, 0.00, 1: 25; 2: 31; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,  114, 1, 3, 388938, 9216.06, 0, 0.00, 1: 29; 2: 23; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 599,  9,  5,  114, 1, 3, 355047, 9216.06, 0, 0.00, 1: 25; 2: 31; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,  114, 1, 3, 355059, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 365,  8,  6,  114, 1, 3, 375655, 9216.06, 50, 0.00, 1: 26; 2: 29; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 593,  5, 10,  115, 1, 3, 388782, 9216.06, 219, 0.00, 1: 25; 2: 30; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  115, 1, 3, 388901, 9216.06, 0, 0.00, 1: 26; 2: 28; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 350,  5, 10,  115, 1, 3, 388966, 9216.06, 0, 0.00, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 418,  5,  9,  115, 1, 3, 355066, 9216.06, 0, 0.00, 1: 21; 2: 38; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,  115, 1, 3, 355060, 9216.06, 117, 0.00, 1: 26; 2: 28; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,  115, 1, 3, 388907, 9216.06, 51, 0.00, 1: 22; 2: 36; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  18,  7,  7,  115, 1, 3, 381999, 9216.06, 36, 0.00, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,  115, 1, 3, 375584, 9216.06, 0, 0.00, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 775,  9,  5,  115, 1, 3, 355030, 9216.06, 0, 0.00, 1: 27; 2: 26; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 963,  5,  9,  115, 1, 3, 355074, 9216.06, 97, 0.00, 1: 23; 2: 34; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 184,  5,  9,  116, 1, 3, 355059, 9216.06, 0, 0.00, 1: 26; 2: 27; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 406,  5,  9,  116, 1, 3, 355042, 9216.06, 0, 0.00, 1: 24; 2: 31; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 502,  5, 10,  116, 1, 3, 388804, 9216.06, 0, 0.00, 1: 25; 2: 29; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,  116, 1, 3, 382008, 9216.06, 0, 0.00, 1: 25; 2: 29; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 182,  5,  9,  116, 1, 3, 355042, 9216.06, 0, 0.00, 1: 22; 2: 35; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 176,  6,  8,  116, 1, 3, 375580, 9216.06, 10, 0.00, 1: 24; 2: 31; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 583,  9,  5,  116, 1, 3, 355048, 9216.06, 0, 0.00, 1: 27; 2: 25; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,  117, 1, 3, 388932, 9216.06, 0, 0.00, 1: 24; 2: 30; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 878,  4, 11,  117, 1, 3, 347182, 9216.06, 0, 0.00, 1: 27; 2: 24; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  117, 1, 3, 355093, 9216.06, 157, 0.00, 1: 24; 2: 30; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  95,  5,  9,  118, 1, 3, 355061, 9216.06, 0, 0.00, 1: 23; 2: 31; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 743,  8,  6,  119, 1, 3, 375699, 9216.06, 0, 0.00, 1: 23; 2: 30; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  34,  4, 11,  119, 1, 3, 347182, 9216.06, 0, 0.00, 1: 25; 2: 26; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 563,  4, 11,  119, 1, 3, 347182, 9216.06, 0, 0.00, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 634,  4, 11,  119, 1, 3, 347182, 9216.06, 0, 0.00, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,  119, 1, 3, 375752, 9216.06, 98, 0.00, 1: 25; 2: 26; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 641,  4, 12,  122, 1, 3, 375522, 9216.06, 0, 0.00, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 351,  4, 11,  124, 1, 3, 347182, 9216.06, 0, 0.00, 1: 23; 2: 25; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,  101, 1, 4, 375697, 9216.06, 0, 0.00, 1: 36; 2: 23; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  102, 1, 4, 375746, 9216.06, 98, 0.00, 1: 36; 2: 22; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 104,  7,  7,  102, 1, 4, 382010, 9216.06, 32, 0.00, 1: 35; 2: 24; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  103, 1, 4, 375656, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 879,  6,  8,  104, 1, 4, 375600, 9216.06, 0, 0.00, 1: 34; 2: 25; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  105, 1, 4, 382063, 9216.06, 0, 0.00, 1: 35; 2: 21; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  53,  7,  7,  105, 1, 4, 381894, 9216.06, 85, 0.00, 1: 32; 2: 27; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 177,  8,  6,  105, 1, 4, 375616, 9216.06, 0, 0.00, 1: 31; 2: 29; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 314,  7,  7,  105, 1, 4, 381937, 9216.06, 0, 0.00, 1: 33; 2: 25; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 629,  8,  6,  105, 1, 4, 375539, 9216.06, 0, 0.00, 1: 34; 2: 24; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  105, 1, 4, 381931, 9216.06, 0, 0.00, 1: 33; 2: 26; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,  105, 1, 4, 375572, 9216.06, 0, 0.00, 1: 32; 2: 27; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,  106, 1, 4, 381841, 9216.06, 0, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,  106, 1, 4, 381955, 9216.06, 0, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 889,  8,  6,  106, 1, 4, 375631, 9216.06, 0, 0.00, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  80,  7,  7,  106, 1, 4, 381870, 9216.06, 160, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,  106, 1, 4, 381997, 9216.06, 0, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  69,  6,  8,  106, 1, 4, 375644, 9216.06, 85, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  106, 1, 4, 355065, 9216.06, 98, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 564,  6,  8,  106, 1, 4, 375653, 9216.06, 1, 0.00, 1: 34; 2: 22; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,  106, 1, 4, 382036, 9216.06, 92, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 254,  7,  7,  106, 1, 4, 382037, 9216.06, 0, 0.00, 1: 30; 2: 30; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 685,  8,  6,  106, 1, 4, 375697, 9216.06, 45, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,  106, 1, 4, 375565, 9216.06, 0, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 784,  8,  6,  106, 1, 4, 375649, 9216.06, 208, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,  106, 1, 4, 375636, 9216.06, 85, 0.00, 1: 35; 2: 20; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,  106, 1, 4, 375731, 9216.06, 0, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,  106, 1, 4, 375533, 9216.06, 0, 0.00, 1: 34; 2: 22; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,  106, 1, 4, 375698, 9216.06, 0, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 349,  7,  7,  107, 1, 4, 382026, 9216.06, 85, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 346,  7,  7,  107, 1, 4, 381912, 9216.06, 36, 0.00, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 800,  7,  7,  107, 1, 4, 381839, 9216.06, 6, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 670,  8,  6,  107, 1, 4, 375621, 9216.06, 0, 0.00, 1: 34; 2: 21; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 488,  8,  6,  107, 1, 4, 375725, 9216.06, 32, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  107, 1, 4, 375616, 9216.06, 98, 0.00, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 465,  9,  5,  107, 1, 4, 355087, 9216.06, 219, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,  107, 1, 4, 381742, 9216.06, 0, 0.00, 1: 29; 2: 32; 3: 2; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 569,  7,  7,  107, 1, 4, 381843, 9216.06, 0, 0.00, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,  107, 1, 4, 382028, 9216.06, 219, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  107, 1, 4, 388774, 9216.06, 92, 0.00, 1: 33; 2: 24; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 852,  7,  7,  107, 1, 4, 381919, 9216.06, 92, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 744,  6,  8,  107, 1, 4, 375621, 9216.06, 32, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 682,  6,  8,  107, 1, 4, 375731, 9216.06, 68, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 699,  6,  8,  107, 1, 4, 375703, 9216.06, 0, 0.00, 1: 29; 2: 31; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 375,  7,  7,  107, 1, 4, 381912, 9216.06, 0, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 834,  8,  6,  107, 1, 4, 375549, 9216.06, 157, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 369,  6,  8,  107, 1, 4, 375697, 9216.06, 0, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 711,  8,  6,  107, 1, 4, 375631, 9216.06, 0, 0.00, 1: 34; 2: 21; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,  107, 1, 4, 381903, 9216.06, 0, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  87,  7,  7,  107, 1, 4, 381957, 9216.06, 0, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 201,  8,  6,  107, 1, 4, 375737, 9216.06, 218, 0.00, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,  107, 1, 4, 382015, 9216.06, 0, 0.00, 1: 37; 2: 17; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,  107, 1, 4, 375557, 9216.06, 0, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 197,  8,  6,  107, 1, 4, 375657, 9216.06, 85, 0.00, 1: 34; 2: 21; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 188,  7,  7,  107, 1, 4, 381905, 9216.06, 92, 0.00, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  107, 1, 4, 388910, 9216.06, 0, 0.00, 1: 32; 2: 26; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 687,  5, 10,  108, 1, 4, 388911, 9216.06, 121, 0.00, 1: 32; 2: 24; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,  108, 1, 4, 375492, 9216.06, 0, 0.00, 1: 29; 2: 30; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,  108, 1, 4, 375637, 9216.06, 0, 0.00, 1: 31; 2: 27; 3: 5; 4: 2; 
