Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
62(348)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  100, 1, 2, 383575, 11290.84, 0, 0.00, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 299,  8,  6,  104, 1, 2, 376915, 11290.84, 66, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  104, 1, 2, 377144, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,  104, 1, 2, 377187, 11290.84, 62, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,  104, 1, 2, 377028, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,  104, 1, 2, 355410, 11290.84, 152, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  33,  5, 10,  104, 1, 2, 390933, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 835,  9,  5,  104, 1, 2, 355410, 11290.84, 167, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 221,  8,  6,  104, 1, 2, 376889, 11290.84, 85, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 900,  5,  9,  104, 1, 2, 355410, 11290.84, 126, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  104, 1, 2, 377002, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 840,  6,  8,  104, 1, 2, 376995, 11290.84, 192, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  104, 1, 2, 383463, 11290.84, 176, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  104, 1, 2, 377111, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  104, 1, 2, 376894, 11290.84, 197, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  104, 1, 2, 377069, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 851,  6,  8,  104, 1, 2, 377058, 11290.84, 167, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  104, 1, 2, 390767, 11290.84, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 147,  5,  9,  104, 1, 2, 355410, 11290.84, 167, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 594,  6,  8,  104, 1, 2, 377080, 11290.84, 62, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 826,  7,  7,  104, 1, 2, 383711, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,  104, 1, 2, 376998, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 647,  9,  5,  104, 1, 2, 355410, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  104, 1, 2, 376925, 11290.84, 85, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 424,  9,  5,  104, 1, 2, 355410, 11290.84, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 666,  5, 10,  104, 1, 2, 391019, 11290.84, 62, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,  104, 1, 2, 383785, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 926,  5, 10,  104, 1, 2, 390530, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 829,  5,  9,  104, 1, 2, 355410, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 167,  5,  9,  104, 1, 2, 355410, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 117,  5,  9,  104, 1, 2, 355410, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  51,  5, 10,  104, 1, 2, 391073, 11290.84, 167, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  104, 1, 2, 347182, 11290.84, 69, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  93,  6,  8,  104, 1, 2, 377052, 11290.84, 85, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 627,  5, 10,  104, 1, 2, 391009, 11290.84, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,  104, 1, 2, 390959, 11290.84, 48, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 360,  9,  5,  104, 1, 2, 355410, 11290.84, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 362,  6,  8,  104, 1, 2, 377078, 11290.84, 99, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  104, 1, 2, 383782, 11290.84, 131, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 364,  8,  6,  104, 1, 2, 377090, 11290.84, 105, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 681,  5,  9,  104, 1, 2, 355410, 11290.84, 67, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 679,  5, 10,  104, 1, 2, 390621, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  104, 1, 2, 383574, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  91,  9,  5,  104, 1, 2, 355410, 11290.84, 167, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 371,  4, 11,  104, 1, 2, 347182, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 441,  5, 10,  104, 1, 2, 390977, 11290.84, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 289,  8,  6,  105, 1, 2, 376871, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 243,  7,  7,  105, 1, 2, 383583, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 321,  4, 12,  105, 1, 2, 377050, 11290.84, 7, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 653,  4, 11,  105, 1, 2, 347182, 11290.84, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 869,  5, 10,  105, 1, 2, 390846, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 884,  8,  6,  105, 1, 2, 377054, 11290.84, 31, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 298,  5,  9,  105, 1, 2, 355410, 11290.84, 71, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  105, 1, 2, 355410, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 987,  8,  6,  105, 1, 2, 376931, 11290.84, 167, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  105, 1, 2, 347182, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  105, 1, 2, 377058, 11290.84, 32, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,  105, 1, 2, 376876, 11290.84, 16, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  75,  4, 12,  105, 1, 2, 377019, 11290.84, 167, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 465,  9,  5,  105, 1, 2, 355410, 11290.84, 8, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,  105, 1, 2, 355410, 11290.84, 65, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 470,  6,  8,  105, 1, 2, 377006, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 763,  7,  7,  105, 1, 2, 383568, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 480,  5,  9,  105, 1, 2, 355410, 11290.84, 8, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 107,  4, 11,  105, 1, 2, 347182, 11290.84, 72, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 483,  8,  6,  105, 1, 2, 377048, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 990,  5, 10,  105, 1, 2, 390967, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 486,  4, 12,  105, 1, 2, 377103, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  27,  4, 11,  105, 1, 2, 347182, 11290.84, 167, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  16,  9,  5,  105, 1, 2, 355410, 11290.84, 160, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  105, 1, 2, 383833, 11290.84, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  105, 1, 2, 376869, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 698,  4, 11,  105, 1, 2, 347182, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,  105, 1, 2, 355410, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 355,  6,  8,  105, 1, 2, 376888, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,  105, 1, 2, 376995, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 368,  5,  9,  105, 1, 2, 355410, 11290.84, 13, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  105, 1, 2, 376970, 11290.84, 7, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 412,  9,  5,  105, 1, 2, 355410, 11290.84, 126, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  105, 1, 2, 376684, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 349,  7,  7,  105, 1, 2, 383525, 11290.84, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 164,  6,  8,  105, 1, 2, 377053, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 215,  5, 10,  105, 1, 2, 390638, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,  105, 1, 2, 355410, 11290.84, 126, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 146,  8,  6,  105, 1, 2, 377090, 11290.84, 61, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 837,  8,  6,  105, 1, 2, 376904, 11290.84, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 655,  9,  5,  105, 1, 2, 355410, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 743,  8,  6,  105, 1, 2, 376826, 11290.84, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 295,  6,  8,  106, 1, 2, 376873, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 769,  4, 11,  106, 1, 2, 347182, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 779,  4, 12,  106, 1, 2, 377087, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  106, 1, 2, 355410, 11290.84, 126, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 601,  4, 12,  106, 1, 2, 376883, 11290.84, 17, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,  106, 1, 2, 376907, 11290.84, 65, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 798,  7,  7,  106, 1, 2, 383579, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 391,  6,  8,  106, 1, 2, 376921, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 404,  9,  5,  106, 1, 2, 355410, 11290.84, 126, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 813,  4, 11,  106, 1, 2, 347182, 11290.84, 117, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 255,  5, 10,  106, 1, 2, 390716, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 752,  9,  5,  106, 1, 2, 355410, 11290.84, 64, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,  106, 1, 2, 390905, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 166,  9,  5,  106, 1, 2, 355410, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 678,  4, 12,  106, 1, 2, 377043, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,  106, 1, 2, 383696, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 963,  5,  9,  106, 1, 2, 355410, 11290.84, 167, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 263,  5, 10,  106, 1, 2, 390725, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 662,  6,  8,  106, 1, 2, 377048, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  106, 1, 2, 355410, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,  106, 1, 2, 376932, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  41,  5, 10,  106, 1, 2, 390659, 11290.84, 65, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 104,  7,  7,  106, 1, 2, 383661, 11290.84, 32, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 907,  8,  6,  106, 1, 2, 377063, 11290.84, 166, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,  106, 1, 2, 377006, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 923,  4, 12,  106, 1, 2, 376903, 11290.84, 167, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 981,  4, 12,  106, 1, 2, 377051, 11290.84, 85, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,  106, 1, 2, 383687, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  106, 1, 2, 347182, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,  106, 1, 2, 355410, 11290.84, 167, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 115,  7,  7,  106, 1, 2, 383473, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 194,  8,  6,  106, 1, 2, 376859, 11290.84, 62, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  106, 1, 2, 355410, 11290.84, 126, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,  106, 1, 2, 377101, 11290.84, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,  106, 1, 2, 355410, 11290.84, 216, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 946,  4, 12,  107, 1, 2, 376957, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling,  64,  4, 12,  107, 1, 2, 377065, 11290.84, 192, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 376,  5,  9,  107, 1, 2, 355410, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 416,  5, 10,  107, 1, 2, 390803, 11290.84, 9, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,  107, 1, 2, 347182, 11290.84, 85, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,  107, 1, 2, 390559, 11290.84, 51, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 843,  9,  5,  107, 1, 2, 355410, 11290.84, 167, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,  107, 1, 2, 390913, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 574,  7,  7,  107, 1, 2, 383640, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,  107, 1, 2, 383897, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  107, 1, 2, 383638, 11290.84, 205, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 628,  8,  6,  107, 1, 2, 376993, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 715,  5,  9,  107, 1, 2, 355410, 11290.84, 167, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 597,  5,  9,  107, 1, 2, 355410, 11290.84, 85, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 654,  4, 11,  107, 1, 2, 347182, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 476,  4, 11,  107, 1, 2, 347182, 11290.84, 126, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 775,  9,  5,  107, 1, 2, 355410, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 260,  5, 10,  107, 1, 2, 391006, 11290.84, 126, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  107, 1, 2, 355410, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 532,  9,  5,  107, 1, 2, 355410, 11290.84, 126, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 830,  9,  5,  107, 1, 2, 355410, 11290.84, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 208,  8,  6,  108, 1, 2, 377057, 11290.84, 48, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 629,  8,  6,  108, 1, 2, 376977, 11290.84, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  108, 1, 2, 355410, 11290.84, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 730,  4, 11,  108, 1, 2, 347182, 11290.84, 62, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,  108, 1, 2, 376845, 11290.84, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  108, 1, 2, 355410, 11290.84, 131, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 385,  8,  6,  108, 1, 2, 377086, 11290.84, 8, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 229,  4, 11,  108, 1, 2, 347182, 11290.84, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 896,  8,  6,  108, 1, 2, 376884, 11290.84, 80, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 725,  5, 10,  108, 1, 2, 390742, 11290.84, 85, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling,  42,  8,  6,  108, 1, 2, 377077, 11290.84, 66, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 127,  5,  9,  108, 1, 2, 355410, 11290.84, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling,   6,  5,  9,  109, 1, 2, 355410, 11290.84, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  109, 1, 2, 347182, 11290.84, 126, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,  109, 1, 2, 376963, 11290.84, 24, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 174,  9,  5,  109, 1, 2, 355410, 11290.84, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  110, 1, 2, 355410, 11290.84, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 492,  7,  7,   99, 1, 3, 383882, 11290.84, 98, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 854,  7,  7,  100, 1, 3, 383464, 11290.84, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  100, 1, 3, 391074, 11290.84, 105, 0.00, 1: 58; 2: 18; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 108,  7,  7,  100, 1, 3, 383798, 11290.84, 49, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  100, 1, 3, 376969, 11290.84, 126, 0.00, 1: 58; 2: 18; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 800,  7,  7,  100, 1, 3, 383624, 11290.84, 9, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  17,  7,  7,  100, 1, 3, 383600, 11290.84, 14, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 254,  7,  7,  100, 1, 3, 383470, 11290.84, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 609,  7,  7,  100, 1, 3, 383495, 11290.84, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  101, 1, 3, 383418, 11290.84, 126, 0.00, 1: 58; 2: 17; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,  101, 1, 3, 377130, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 388,  6,  8,  101, 1, 3, 377012, 11290.84, 126, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 663,  9,  5,  101, 1, 3, 355410, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  101, 1, 3, 376970, 11290.84, 9, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,  101, 1, 3, 377000, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 292,  7,  7,  101, 1, 3, 383495, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 272,  5, 10,  101, 1, 3, 390768, 11290.84, 112, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 766,  7,  7,  101, 1, 3, 383767, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  35,  7,  7,  101, 1, 3, 383734, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 857,  5,  9,  101, 1, 3, 355410, 11290.84, 18, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  37,  6,  8,  101, 1, 3, 377058, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 879,  6,  8,  101, 1, 3, 376898, 11290.84, 114, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 795,  6,  8,  101, 1, 3, 377010, 11290.84, 167, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 264,  8,  6,  101, 1, 3, 377056, 11290.84, 112, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  53,  7,  7,  101, 1, 3, 383672, 11290.84, 85, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  101, 1, 3, 376950, 11290.84, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 705,  6,  8,  101, 1, 3, 376995, 11290.84, 10, 0.00, 1: 56; 2: 21; 3: 1; 
