Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(182)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  137, 1, 2, 492709, 44429.70, 0, 0.00, 1: 69; 2: 34; 
MAPK_Cancer_Cell_Fate_Network,  71,  7,  9,  141, 1, 3, 492509, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 471, 10,  6,  141, 1, 3, 473338, 44429.70, 0, 0.00, 1: 67; 2: 34; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 159, 10,  6,  141, 1, 3, 473540, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  99,  8,  7,  141, 1, 3, 443520, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 628,  8,  7,  141, 1, 3, 443520, 44429.70, 255, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 739, 10,  6,  141, 1, 3, 473513, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 894,  7,  8,  141, 1, 3, 443520, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 706, 10,  6,  141, 1, 3, 473604, 44429.70, 150, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 204, 10,  6,  141, 1, 3, 473171, 44429.70, 4, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 417,  6, 10,  141, 1, 3, 473474, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 109, 10,  6,  141, 1, 3, 473438, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 136,  8,  7,  141, 1, 3, 443520, 44429.70, 80, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 671,  7,  9,  141, 1, 3, 492913, 44429.70, 0, 0.00, 1: 66; 2: 36; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 549,  7,  8,  141, 1, 3, 443520, 44429.70, 0, 0.00, 1: 67; 2: 34; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 346,  7,  8,  141, 1, 3, 443520, 44429.70, 150, 0.00, 1: 68; 2: 32; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 752,  8,  7,  142, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 277,  7,  9,  142, 1, 3, 492830, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 762,  6, 10,  142, 1, 3, 473474, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  87,  7,  9,  142, 1, 3, 492968, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 153,  8,  7,  142, 1, 3, 443520, 44429.70, 172, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 749,  6, 10,  142, 1, 3, 473210, 44429.70, 32, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 286,  7,  9,  142, 1, 3, 492890, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 726,  6, 10,  142, 1, 3, 473578, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 553,  6, 10,  142, 1, 3, 473548, 44429.70, 68, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 555,  7,  9,  142, 1, 3, 493003, 44429.70, 83, 0.00, 1: 67; 2: 33; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 747,  7,  9,  142, 1, 3, 492443, 44429.70, 75, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 780,  6, 10,  142, 1, 3, 473557, 44429.70, 4, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 787,  7,  8,  142, 1, 3, 443520, 44429.70, 98, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 500,  8,  7,  142, 1, 3, 443520, 44429.70, 0, 0.00, 1: 66; 2: 35; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 794,  6, 10,  142, 1, 3, 473507, 44429.70, 150, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 792,  7,  8,  142, 1, 3, 443520, 44429.70, 232, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 372,  8,  7,  142, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 690,  6, 10,  142, 1, 3, 473492, 44429.70, 117, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 392,  7,  8,  142, 1, 3, 443520, 44429.70, 192, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 850, 10,  6,  142, 1, 3, 473505, 44429.70, 150, 0.00, 1: 66; 2: 35; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 852,  7,  9,  142, 1, 3, 492576, 44429.70, 4, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 314,  7,  9,  142, 1, 3, 492124, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 967, 10,  6,  142, 1, 3, 473313, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 626,  7,  9,  142, 1, 3, 492738, 44429.70, 255, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 174,  8,  7,  142, 1, 3, 443520, 44429.70, 0, 0.00, 1: 66; 2: 35; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 611,  7,  8,  142, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 873,  6, 10,  142, 1, 3, 473504, 44429.70, 70, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 946,  7,  9,  142, 1, 3, 492515, 44429.70, 0, 0.00, 1: 65; 2: 37; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 960, 10,  6,  143, 1, 3, 473550, 44429.70, 176, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 785,  7,  8,  143, 1, 3, 443520, 44429.70, 93, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 377, 10,  6,  143, 1, 3, 473395, 44429.70, 0, 0.00, 1: 66; 2: 34; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,  21,  6, 10,  143, 1, 3, 473082, 44429.70, 86, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 959,  8,  7,  143, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 913,  6, 10,  143, 1, 3, 473450, 44429.70, 165, 0.00, 1: 67; 2: 32; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 775, 10,  6,  143, 1, 3, 473470, 44429.70, 0, 0.00, 1: 66; 2: 34; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 127, 10,  6,  143, 1, 3, 473315, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,   0,  6, 10,  143, 1, 3, 473466, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 518, 10,  6,  143, 1, 3, 473090, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 398,  7,  9,  143, 1, 3, 493019, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 329,  7,  9,  143, 1, 3, 493076, 44429.70, 245, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  39,  8,  7,  143, 1, 3, 443520, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 281,  7,  9,  143, 1, 3, 493199, 44429.70, 172, 0.00, 1: 66; 2: 34; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 498, 10,  6,  143, 1, 3, 473378, 44429.70, 101, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 441,  6, 10,  143, 1, 3, 473042, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 493,  7,  9,  143, 1, 3, 492912, 44429.70, 100, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 482,  7,  9,  143, 1, 3, 492609, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 840, 10,  6,  143, 1, 3, 473469, 44429.70, 48, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 837,  6, 10,  143, 1, 3, 473574, 44429.70, 86, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 467,  7,  9,  143, 1, 3, 492678, 44429.70, 99, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 658,  6, 10,  143, 1, 3, 473725, 44429.70, 150, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 168,  6, 10,  143, 1, 3, 473581, 44429.70, 32, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 236,  7,  9,  143, 1, 3, 493107, 44429.70, 32, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 585,  7,  8,  143, 1, 3, 443520, 44429.70, 208, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 206,  7,  8,  143, 1, 3, 443520, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 698,  6, 10,  143, 1, 3, 473320, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 241,  7,  9,  143, 1, 3, 492840, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 744, 10,  6,  143, 1, 3, 473467, 44429.70, 32, 0.00, 1: 66; 2: 34; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 243,  7,  8,  143, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 178, 10,  6,  143, 1, 3, 473377, 44429.70, 255, 0.00, 1: 65; 2: 36; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 680,  8,  7,  143, 1, 3, 443520, 44429.70, 32, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 135,  7,  9,  143, 1, 3, 492792, 44429.70, 0, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 687,  6, 10,  143, 1, 3, 473347, 44429.70, 116, 0.00, 1: 66; 2: 34; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 181,  6, 10,  143, 1, 3, 473726, 44429.70, 255, 0.00, 1: 64; 2: 38; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 160,  7,  8,  144, 1, 3, 443520, 44429.70, 6, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 217,  7,  8,  144, 1, 3, 443520, 44429.70, 172, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 464,  7,  9,  144, 1, 3, 492813, 44429.70, 176, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 164,  7,  9,  144, 1, 3, 492808, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 634,  7,  8,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 317,  6, 10,  144, 1, 3, 473519, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  66,  5, 13,  144, 1, 3, 503835, 44429.70, 194, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 313,  5, 11,  144, 1, 3, 435105, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 862,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  79,  7,  8,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 716,  7,  8,  144, 1, 3, 443520, 44429.70, 4, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 757,  6, 10,  144, 1, 3, 473419, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 445, 10,  6,  144, 1, 3, 473340, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 907, 10,  6,  144, 1, 3, 473527, 44429.70, 99, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 704, 10,  6,  144, 1, 3, 473375, 44429.70, 240, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 926,  7,  9,  144, 1, 3, 492851, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 931,  7,  8,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 403,  8,  7,  144, 1, 3, 443520, 44429.70, 98, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 199,  6, 10,  144, 1, 3, 473413, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 339,  7,  9,  144, 1, 3, 492921, 44429.70, 98, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 395,  8,  7,  144, 1, 3, 443520, 44429.70, 98, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 390, 10,  6,  144, 1, 3, 473245, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 195,  7,  8,  144, 1, 3, 443520, 44429.70, 98, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 954,  7,  9,  144, 1, 3, 492562, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 665,  6, 10,  144, 1, 3, 473446, 44429.70, 174, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 981,  7,  8,  144, 1, 3, 443520, 44429.70, 86, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 355,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 600,  7,  9,  144, 1, 3, 492727, 44429.70, 40, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 751,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 258,  6, 10,  144, 1, 3, 473571, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 546,  6, 10,  144, 1, 3, 473602, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 263, 10,  6,  144, 1, 3, 473413, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 526,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 746, 10,  6,  144, 1, 3, 473357, 44429.70, 76, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 507,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 504,  7,  8,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 275,  7,  9,  144, 1, 3, 493050, 44429.70, 0, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 276,  6, 10,  144, 1, 3, 473554, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  144, 1, 3, 473361, 44429.70, 4, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 150,  7,  9,  144, 1, 3, 492693, 44429.70, 0, 0.00, 1: 66; 2: 33; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 810, 10,  6,  144, 1, 3, 473346, 44429.70, 82, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 724,  8,  7,  144, 1, 3, 443520, 44429.70, 4, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 287,  7,  8,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,  84,  6, 10,  144, 1, 3, 473506, 44429.70, 4, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  144, 1, 3, 443520, 44429.70, 40, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 292,  6, 10,  144, 1, 3, 473522, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 821,  8,  7,  144, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 39; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 397, 10,  6,  145, 1, 3, 473472, 44429.70, 86, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 715,  7,  8,  145, 1, 3, 443520, 44429.70, 99, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 457,  6, 10,  145, 1, 3, 473493, 44429.70, 2, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 570,  5, 12,  145, 1, 3, 473259, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 516,  8,  7,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 523,  6, 10,  145, 1, 3, 473187, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 389, 10,  6,  145, 1, 3, 473328, 44429.70, 86, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 609,  7,  9,  145, 1, 3, 493033, 44429.70, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 948,  5, 12,  145, 1, 3, 473521, 44429.70, 23, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 558,  8,  7,  145, 1, 3, 443520, 44429.70, 32, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 608,  6, 10,  145, 1, 3, 473805, 44429.70, 6, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 999,  6, 10,  145, 1, 3, 473453, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 473,  7,  8,  145, 1, 3, 443520, 44429.70, 173, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 667, 10,  6,  145, 1, 3, 473321, 44429.70, 99, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 672,  7,  9,  145, 1, 3, 492156, 44429.70, 15, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 772,  7,  8,  145, 1, 3, 443520, 44429.70, 4, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 766,  7,  9,  145, 1, 3, 492922, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 829,  7,  9,  145, 1, 3, 492160, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 987, 10,  6,  145, 1, 3, 473560, 44429.70, 99, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 363,  7,  9,  145, 1, 3, 492773, 44429.70, 76, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 622,  8,  7,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 591, 10,  6,  145, 1, 3, 473348, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 631,  6, 10,  145, 1, 3, 473413, 44429.70, 255, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 863,  6, 10,  145, 1, 3, 473513, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 593,  5, 13,  145, 1, 3, 504304, 44429.70, 208, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 436,  7,  8,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 876,  7,  8,  145, 1, 3, 443520, 44429.70, 82, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 891, 10,  6,  145, 1, 3, 473654, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 435,  7,  8,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 708,  6, 10,  145, 1, 3, 473496, 44429.70, 4, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 899,  6, 10,  145, 1, 3, 473421, 44429.70, 99, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 613,  6, 10,  145, 1, 3, 473387, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 621,  7,  8,  145, 1, 3, 443520, 44429.70, 32, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 494,  7,  8,  145, 1, 3, 443520, 44429.70, 97, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 428,  6, 10,  145, 1, 3, 473631, 44429.70, 66, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 426,  7,  9,  145, 1, 3, 492407, 44429.70, 82, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 651,  7,  9,  145, 1, 3, 492128, 44429.70, 99, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 799, 10,  6,  145, 1, 3, 473463, 44429.70, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 740,  7,  9,  145, 1, 3, 492942, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 574,  7,  8,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 719,  7,  9,  145, 1, 3, 492926, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 484,  5, 12,  145, 1, 3, 473395, 44429.70, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 342, 10,  6,  145, 1, 3, 473118, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  62,  8,  7,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 116,  7,  8,  145, 1, 3, 443520, 44429.70, 29, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 101,  5, 12,  145, 1, 3, 473567, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 283,  5, 12,  145, 1, 3, 473325, 44429.70, 99, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 120, 10,  6,  145, 1, 3, 473325, 44429.70, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  91,  6, 10,  145, 1, 3, 473629, 44429.70, 99, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 271,  7,  8,  145, 1, 3, 443520, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 221,  6, 10,  145, 1, 3, 473458, 44429.70, 86, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 359,  7,  9,  145, 1, 3, 492962, 44429.70, 0, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  96,  5, 12,  145, 1, 3, 473465, 44429.70, 5, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  26,  6, 10,  145, 1, 3, 473198, 44429.70, 150, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  60,  7,  9,  145, 1, 3, 493083, 44429.70, 4, 0.00, 1: 62; 2: 40; 3: 1; 
