Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
3(298)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 876,  7,  8,  130, 0, 3, 439272, 9033.49, 50, 0.00, 0: 8; 1: 53; 2: 31; 3: 5; 
Differentiation_of_T_lymphocytes, 768,  8,  7,  142, 0, 3, 439256, 9033.49, 240, 0.00, 0: 8; 1: 41; 2: 43; 3: 5; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  142, 0, 3, 426126, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  142, 0, 3, 426014, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes,  16,  9,  6,  142, 0, 3, 426103, 9033.49, 224, 0.00, 0: 8; 1: 46; 2: 33; 3: 10; 
Differentiation_of_T_lymphocytes, 150,  6,  9,  142, 0, 3, 426155, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes,  71,  6,  9,  142, 0, 3, 426002, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 901,  5, 11,  142, 0, 3, 432230, 9033.49, 85, 0.00, 0: 8; 1: 46; 2: 33; 3: 10; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  142, 0, 3, 439316, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  142, 0, 3, 426061, 9033.49, 86, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 133,  6,  9,  142, 0, 3, 426052, 9033.49, 85, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 850,  9,  6,  142, 0, 3, 426065, 9033.49, 15, 0.00, 0: 8; 1: 47; 2: 31; 3: 11; 
Differentiation_of_T_lymphocytes, 135,  6,  9,  142, 0, 3, 426050, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 33; 3: 10; 
Differentiation_of_T_lymphocytes, 884,  8,  7,  142, 0, 3, 439259, 9033.49, 35, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 221,  5, 10,  142, 0, 3, 395675, 9033.49, 85, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  142, 0, 3, 426071, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 551,  7,  8,  142, 0, 3, 439202, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  142, 0, 3, 426048, 9033.49, 67, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  142, 0, 3, 426136, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 514,  7,  8,  143, 0, 3, 439207, 9033.49, 15, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 398,  6,  9,  143, 0, 3, 426070, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 40; 3: 7; 
Differentiation_of_T_lymphocytes, 634,  7,  8,  143, 0, 3, 439205, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 872,  6,  9,  143, 0, 3, 426008, 9033.49, 32, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 121,  7,  8,  143, 0, 3, 439154, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  143, 0, 3, 426058, 9033.49, 78, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 621,  7,  8,  143, 0, 3, 439293, 9033.49, 32, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 737,  6,  9,  143, 0, 3, 425764, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 578,  5, 10,  143, 0, 3, 395675, 9033.49, 15, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 366,  9,  6,  143, 0, 3, 425998, 9033.49, 32, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 974,  9,  6,  143, 0, 3, 426159, 9033.49, 0, 0.00, 0: 8; 1: 47; 2: 30; 3: 12; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  143, 0, 3, 426020, 9033.49, 78, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 482,  6,  9,  143, 0, 3, 426162, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 293,  5, 12,  143, 0, 3, 463993, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 179,  8,  7,  143, 0, 3, 439167, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  143, 0, 3, 439224, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes,  92,  9,  6,  143, 0, 3, 426134, 9033.49, 86, 0.00, 0: 8; 1: 45; 2: 34; 3: 10; 
Differentiation_of_T_lymphocytes, 219,  7,  8,  144, 0, 3, 439166, 9033.49, 196, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes,  88,  8,  7,  144, 0, 3, 439241, 9033.49, 88, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 906,  7,  8,  144, 0, 3, 439285, 9033.49, 15, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 989,  5, 10,  144, 0, 3, 395675, 9033.49, 85, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  144, 0, 3, 426120, 9033.49, 7, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 587,  7,  8,  144, 0, 3, 439213, 9033.49, 196, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 676,  9,  6,  144, 0, 3, 426093, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  144, 0, 3, 426097, 9033.49, 15, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 302,  6,  9,  144, 0, 3, 426055, 9033.49, 32, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 181,  5, 10,  144, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 799,  9,  6,  144, 0, 3, 425955, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes, 805,  7,  8,  144, 0, 3, 439135, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes, 822,  5, 12,  144, 0, 3, 464119, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes,  54,  6,  9,  144, 0, 3, 426082, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 206,  7,  8,  144, 0, 3, 439220, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes,  52,  8,  7,  144, 0, 3, 439210, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 337,  9,  6,  144, 0, 3, 426051, 9033.49, 78, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 264,  9,  6,  145, 0, 3, 426089, 9033.49, 64, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  145, 0, 3, 432256, 9033.49, 255, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes,  11,  5, 12,  145, 0, 3, 464142, 9033.49, 150, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes, 926,  6,  9,  145, 0, 3, 426131, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 40; 3: 8; 
Differentiation_of_T_lymphocytes, 274,  5, 10,  145, 0, 3, 395675, 9033.49, 72, 0.00, 0: 8; 1: 45; 2: 32; 3: 12; 
Differentiation_of_T_lymphocytes, 372,  8,  7,  145, 0, 3, 439111, 9033.49, 9, 0.00, 0: 8; 1: 47; 2: 28; 3: 14; 
Differentiation_of_T_lymphocytes, 380,  5, 11,  145, 0, 3, 432243, 9033.49, 86, 0.00, 0: 8; 1: 46; 2: 30; 3: 13; 
Differentiation_of_T_lymphocytes, 626,  6,  9,  145, 0, 3, 426014, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 40; 3: 8; 
Differentiation_of_T_lymphocytes, 498,  9,  6,  145, 0, 3, 426091, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes, 210,  5, 12,  145, 0, 3, 463901, 9033.49, 71, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 369,  7,  8,  146, 0, 3, 439150, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 41; 3: 8; 
Differentiation_of_T_lymphocytes, 631,  5, 10,  146, 0, 3, 395675, 9033.49, 255, 0.00, 0: 8; 1: 39; 2: 43; 3: 7; 
Differentiation_of_T_lymphocytes, 106,  5, 12,  146, 0, 3, 463915, 9033.49, 68, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  146, 0, 3, 426063, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 10; 
Differentiation_of_T_lymphocytes, 741,  5, 10,  146, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 43; 3: 7; 
Differentiation_of_T_lymphocytes, 495,  5, 12,  146, 0, 3, 463853, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 31; 3: 13; 
Differentiation_of_T_lymphocytes,  84,  5, 10,  146, 0, 3, 395675, 9033.49, 86, 0.00, 0: 8; 1: 42; 2: 37; 3: 10; 
Differentiation_of_T_lymphocytes,  38,  7,  8,  146, 0, 3, 439191, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 10; 
Differentiation_of_T_lymphocytes, 189,  5, 11,  147, 0, 3, 432203, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 11; 
Differentiation_of_T_lymphocytes, 325,  6,  9,  147, 0, 3, 426082, 9033.49, 85, 0.00, 0: 8; 1: 44; 2: 32; 3: 13; 
Differentiation_of_T_lymphocytes, 336,  5, 11,  147, 0, 3, 432281, 9033.49, 32, 0.00, 0: 8; 1: 43; 2: 34; 3: 12; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  147, 0, 3, 395675, 9033.49, 216, 0.00, 0: 8; 1: 43; 2: 34; 3: 12; 
Differentiation_of_T_lymphocytes, 307,  5, 11,  147, 0, 3, 432190, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 34; 3: 12; 
Differentiation_of_T_lymphocytes, 258,  5, 10,  147, 0, 3, 395675, 9033.49, 72, 0.00, 0: 8; 1: 42; 2: 36; 3: 11; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  147, 0, 3, 463941, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 32; 3: 13; 
Differentiation_of_T_lymphocytes, 860,  5, 10,  147, 0, 3, 395675, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 40; 3: 9; 
Differentiation_of_T_lymphocytes, 674,  5, 11,  147, 0, 3, 432126, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 28; 3: 15; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  147, 0, 3, 432373, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 42; 3: 8; 
Differentiation_of_T_lymphocytes, 735,  5, 11,  148, 0, 3, 432200, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 12; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  148, 0, 3, 432212, 9033.49, 255, 0.00, 0: 8; 1: 43; 2: 33; 3: 13; 
Differentiation_of_T_lymphocytes, 999,  5, 10,  148, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 37; 3: 11; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  148, 0, 3, 464060, 9033.49, 32, 0.00, 0: 8; 1: 45; 2: 29; 3: 15; 
Differentiation_of_T_lymphocytes, 837,  5, 10,  148, 0, 3, 395675, 9033.49, 85, 0.00, 0: 8; 1: 39; 2: 41; 3: 9; 
Differentiation_of_T_lymphocytes, 899,  5, 10,  148, 0, 3, 395675, 9033.49, 196, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes, 345,  5, 10,  148, 0, 3, 395675, 9033.49, 86, 0.00, 0: 8; 1: 45; 2: 29; 3: 15; 
Differentiation_of_T_lymphocytes, 420,  5, 10,  148, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 33; 3: 13; 
Differentiation_of_T_lymphocytes, 809,  5, 11,  148, 0, 3, 432230, 9033.49, 73, 0.00, 0: 8; 1: 41; 2: 37; 3: 11; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  148, 0, 3, 439264, 9033.49, 32, 0.00, 0: 8; 1: 41; 2: 37; 3: 11; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  148, 0, 3, 395675, 9033.49, 86, 0.00, 0: 8; 1: 42; 2: 35; 3: 12; 
Differentiation_of_T_lymphocytes,  76,  7,  8,  148, 0, 3, 439144, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes,  57,  5, 11,  148, 0, 3, 432207, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes,  47,  5, 10,  148, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 37; 3: 11; 
Differentiation_of_T_lymphocytes, 331,  5, 12,  149, 0, 3, 463915, 9033.49, 196, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 528,  5, 11,  149, 0, 3, 432191, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 42; 3: 9; 
Differentiation_of_T_lymphocytes, 525,  5, 12,  149, 0, 3, 464068, 9033.49, 85, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 669,  5, 12,  149, 0, 3, 463965, 9033.49, 85, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 731,  5, 12,  149, 0, 3, 464124, 9033.49, 196, 0.00, 0: 8; 1: 42; 2: 34; 3: 13; 
Differentiation_of_T_lymphocytes, 827,  9,  6,  149, 0, 3, 426133, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 13; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  149, 0, 3, 464015, 9033.49, 255, 0.00, 0: 8; 1: 45; 2: 28; 3: 16; 
Differentiation_of_T_lymphocytes, 922,  5, 12,  149, 0, 3, 463961, 9033.49, 15, 0.00, 0: 8; 1: 43; 2: 32; 3: 14; 
Differentiation_of_T_lymphocytes, 925,  9,  6,  149, 0, 3, 425939, 9033.49, 85, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 332,  5, 12,  149, 0, 3, 464241, 9033.49, 86, 0.00, 0: 8; 1: 38; 2: 42; 3: 9; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  149, 0, 3, 432303, 9033.49, 86, 0.00, 0: 8; 1: 43; 2: 32; 3: 14; 
Differentiation_of_T_lymphocytes, 397,  9,  6,  150, 0, 3, 426022, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes, 567,  5, 11,  150, 0, 3, 432153, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 992,  5, 12,  150, 0, 3, 464025, 9033.49, 6, 0.00, 0: 8; 1: 41; 2: 35; 3: 13; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  150, 0, 3, 432086, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 35; 3: 13; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  150, 0, 3, 463992, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 33; 3: 14; 
Differentiation_of_T_lymphocytes, 629,  5, 11,  150, 0, 3, 432234, 9033.49, 255, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  150, 0, 3, 395675, 9033.49, 86, 0.00, 0: 8; 1: 41; 2: 35; 3: 13; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  150, 0, 3, 432208, 9033.49, 6, 0.00, 0: 8; 1: 43; 2: 31; 3: 15; 
Differentiation_of_T_lymphocytes, 756,  5, 10,  150, 0, 3, 395675, 9033.49, 24, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 459,  5, 11,  150, 0, 3, 432233, 9033.49, 196, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  151, 0, 3, 432204, 9033.49, 108, 0.00, 0: 8; 1: 40; 2: 36; 3: 13; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  151, 0, 3, 410748, 9033.49, 79, 0.00, 0: 8; 1: 43; 2: 30; 3: 16; 
Differentiation_of_T_lymphocytes, 248,  4, 14,  151, 0, 3, 439233, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 28; 3: 17; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  152, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes, 455,  5, 11,  152, 0, 3, 432184, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 489,  5, 11,  152, 0, 3, 432130, 9033.49, 73, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  152, 0, 3, 432124, 9033.49, 61, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 247,  5, 10,  153, 0, 3, 395675, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 32; 3: 16; 
Differentiation_of_T_lymphocytes, 745,  5, 10,  158, 0, 3, 395675, 9033.49, 73, 0.00, 0: 8; 1: 35; 2: 39; 3: 15; 
Differentiation_of_T_lymphocytes,  66,  4, 13,  160, 0, 3, 410737, 9033.49, 71, 0.00, 0: 8; 1: 35; 2: 37; 3: 17; 
Differentiation_of_T_lymphocytes, 632,  7,  8,  130, 0, 4, 439313, 9033.49, 0, 0.00, 0: 8; 1: 54; 2: 30; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes,   8,  8,  7,  130, 0, 4, 439097, 9033.49, 0, 0.00, 0: 8; 1: 54; 2: 30; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 661,  8,  7,  133, 0, 4, 439246, 9033.49, 85, 0.00, 0: 8; 1: 53; 2: 29; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 834,  7,  8,  133, 0, 4, 439242, 9033.49, 15, 0.00, 0: 8; 1: 51; 2: 33; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 462,  9,  6,  133, 0, 4, 425852, 9033.49, 0, 0.00, 0: 8; 1: 52; 2: 31; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 730,  7,  8,  134, 0, 4, 439246, 9033.49, 15, 0.00, 0: 8; 1: 52; 2: 30; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 611,  7,  8,  134, 0, 4, 439133, 9033.49, 0, 0.00, 0: 8; 1: 53; 2: 29; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 517,  7,  8,  134, 0, 4, 439152, 9033.49, 85, 0.00, 0: 8; 1: 52; 2: 30; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 339,  6,  9,  135, 0, 4, 426108, 9033.49, 196, 0.00, 0: 8; 1: 48; 2: 37; 3: 3; 4: 1; 
Differentiation_of_T_lymphocytes, 329,  6,  9,  135, 0, 4, 426064, 9033.49, 78, 0.00, 0: 8; 1: 52; 2: 29; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 543,  7,  8,  135, 0, 4, 439142, 9033.49, 0, 0.00, 0: 8; 1: 50; 2: 33; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  135, 0, 4, 439221, 9033.49, 196, 0.00, 0: 8; 1: 54; 2: 25; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  135, 0, 4, 439058, 9033.49, 15, 0.00, 0: 8; 1: 48; 2: 37; 3: 3; 4: 1; 
Differentiation_of_T_lymphocytes, 137,  7,  8,  135, 0, 4, 439205, 9033.49, 24, 0.00, 0: 8; 1: 49; 2: 35; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 116,  7,  8,  135, 0, 4, 439338, 9033.49, 29, 0.00, 0: 8; 1: 49; 2: 35; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  135, 0, 4, 426104, 9033.49, 32, 0.00, 0: 8; 1: 49; 2: 35; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes,  60,  6,  9,  135, 0, 4, 426051, 9033.49, 86, 0.00, 0: 8; 1: 52; 2: 29; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 865,  8,  7,  135, 0, 4, 439173, 9033.49, 0, 0.00, 0: 8; 1: 48; 2: 37; 3: 3; 4: 1; 
Differentiation_of_T_lymphocytes,  37,  8,  7,  135, 0, 4, 439213, 9033.49, 0, 0.00, 0: 8; 1: 50; 2: 33; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 263,  9,  6,  136, 0, 4, 426053, 9033.49, 0, 0.00, 0: 8; 1: 51; 2: 30; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 993,  9,  6,  136, 0, 4, 426124, 9033.49, 0, 0.00, 0: 8; 1: 54; 2: 25; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes,  24,  9,  6,  136, 0, 4, 426041, 9033.49, 224, 0.00, 0: 8; 1: 51; 2: 30; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 233,  8,  7,  136, 0, 4, 439208, 9033.49, 69, 0.00, 0: 8; 1: 52; 2: 28; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 385,  5, 10,  136, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 51; 2: 30; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  136, 0, 4, 464335, 9033.49, 71, 0.00, 0: 8; 1: 50; 2: 32; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 204,  9,  6,  136, 0, 4, 426089, 9033.49, 86, 0.00, 0: 8; 1: 53; 2: 26; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 857,  8,  7,  136, 0, 4, 439179, 9033.49, 88, 0.00, 0: 8; 1: 51; 2: 30; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  136, 0, 4, 439250, 9033.49, 196, 0.00, 0: 8; 1: 51; 2: 30; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 471,  9,  6,  136, 0, 4, 426086, 9033.49, 0, 0.00, 0: 8; 1: 52; 2: 28; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 111,  5, 11,  136, 0, 4, 432172, 9033.49, 0, 0.00, 0: 8; 1: 52; 2: 29; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 571,  7,  8,  136, 0, 4, 439208, 9033.49, 0, 0.00, 0: 8; 1: 49; 2: 34; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 549,  7,  8,  137, 0, 4, 439309, 9033.49, 0, 0.00, 0: 8; 1: 49; 2: 33; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 913,  5, 10,  137, 0, 4, 395675, 9033.49, 80, 0.00, 0: 8; 1: 51; 2: 29; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 249,  5, 12,  137, 0, 4, 463927, 9033.49, 0, 0.00, 0: 8; 1: 51; 2: 30; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 617,  8,  7,  137, 0, 4, 439080, 9033.49, 73, 0.00, 0: 8; 1: 47; 2: 37; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 446,  5, 12,  137, 0, 4, 464358, 9033.49, 0, 0.00, 0: 8; 1: 52; 2: 28; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 760,  7,  8,  137, 0, 4, 439193, 9033.49, 0, 0.00, 0: 8; 1: 48; 2: 35; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes,  50,  8,  7,  137, 0, 4, 439180, 9033.49, 0, 0.00, 0: 8; 1: 47; 2: 37; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 426,  6,  9,  137, 0, 4, 426136, 9033.49, 122, 0.00, 0: 8; 1: 51; 2: 29; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 779,  7,  8,  137, 0, 4, 439227, 9033.49, 196, 0.00, 0: 8; 1: 49; 2: 33; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 208,  7,  8,  137, 0, 4, 439308, 9033.49, 128, 0.00, 0: 8; 1: 50; 2: 31; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 640,  5, 11,  137, 0, 4, 432093, 9033.49, 112, 0.00, 0: 8; 1: 50; 2: 31; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 900,  7,  8,  137, 0, 4, 439137, 9033.49, 86, 0.00, 0: 8; 1: 49; 2: 33; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 214,  7,  8,  137, 0, 4, 439250, 9033.49, 0, 0.00, 0: 8; 1: 47; 2: 37; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 484,  5, 12,  137, 0, 4, 463911, 9033.49, 0, 0.00, 0: 8; 1: 51; 2: 29; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  137, 0, 4, 432219, 9033.49, 0, 0.00, 0: 8; 1: 48; 2: 35; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 856,  5, 11,  138, 0, 4, 432074, 9033.49, 88, 0.00, 0: 8; 1: 48; 2: 34; 3: 6; 4: 1; 
