Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(242)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  174, 1, 3, 570556, 13022.43, 13, 0.00, 1: 95; 2: 26; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 517,  8,  9,  186, 1, 3, 570578, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  186, 1, 3, 557242, 13022.43, 60, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  186, 1, 3, 570116, 13022.43, 0, 0.00, 1: 85; 2: 34; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 898,  7, 10,  186, 1, 3, 557113, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  186, 1, 3, 605209, 13022.43, 13, 0.00, 1: 85; 2: 34; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  186, 1, 3, 557081, 13022.43, 0, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  186, 1, 3, 605127, 13022.43, 0, 0.00, 1: 84; 2: 36; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  186, 1, 3, 570425, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  186, 1, 3, 605287, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  186, 1, 3, 557191, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  74,  7, 10,  186, 1, 3, 557177, 13022.43, 0, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 524,  9,  8,  186, 1, 3, 570485, 13022.43, 32, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 753,  8,  9,  186, 1, 3, 570186, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 725,  9,  8,  186, 1, 3, 570089, 13022.43, 0, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  186, 1, 3, 603878, 13022.43, 0, 0.00, 1: 85; 2: 34; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 166,  8,  9,  186, 1, 3, 570090, 13022.43, 0, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 660,  7, 10,  186, 1, 3, 557188, 13022.43, 31, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 622,  7, 10,  186, 1, 3, 557031, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 453,  9,  8,  186, 1, 3, 570403, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  186, 1, 3, 570306, 13022.43, 62, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 596,  7, 10,  186, 1, 3, 557291, 13022.43, 14, 0.00, 1: 77; 2: 50; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 153,  9,  8,  186, 1, 3, 570117, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 222,  9,  8,  187, 1, 3, 570303, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 285,  6, 12,  187, 1, 3, 569860, 13022.43, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 625,  6, 12,  187, 1, 3, 570379, 13022.43, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  187, 1, 3, 605227, 13022.43, 0, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  187, 1, 3, 610839, 13022.43, 34, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 830,  7, 11,  187, 1, 3, 605218, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  187, 1, 3, 557187, 13022.43, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 704,  7, 10,  187, 1, 3, 557237, 13022.43, 49, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,   3,  6, 13,  187, 1, 3, 610024, 13022.43, 197, 0.00, 1: 79; 2: 45; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  187, 1, 3, 570148, 13022.43, 101, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  187, 1, 3, 569983, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  187, 1, 3, 557252, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  187, 1, 3, 605098, 13022.43, 52, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 561, 10,  7,  187, 1, 3, 557148, 13022.43, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 851,  7, 10,  187, 1, 3, 557017, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  188, 1, 3, 556856, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 140, 10,  7,  188, 1, 3, 557301, 13022.43, 6, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  188, 1, 3, 570334, 13022.43, 25, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  188, 1, 3, 557140, 13022.43, 0, 0.00, 1: 78; 2: 46; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 696,  6, 12,  188, 1, 3, 570175, 13022.43, 49, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  188, 1, 3, 610484, 13022.43, 0, 0.00, 1: 84; 2: 34; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 711,  5, 14,  188, 1, 3, 557298, 13022.43, 0, 0.00, 1: 78; 2: 46; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  61,  6, 12,  188, 1, 3, 570481, 13022.43, 0, 0.00, 1: 79; 2: 44; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 815, 10,  7,  188, 1, 3, 556978, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  188, 1, 3, 610725, 13022.43, 0, 0.00, 1: 80; 2: 42; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  188, 1, 3, 610431, 13022.43, 0, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 305,  6, 13,  189, 1, 3, 610888, 13022.43, 0, 0.00, 1: 78; 2: 45; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  189, 1, 3, 556946, 13022.43, 0, 0.00, 1: 80; 2: 41; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 566,  7, 11,  189, 1, 3, 605284, 13022.43, 0, 0.00, 1: 79; 2: 43; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  12,  5, 14,  189, 1, 3, 557309, 13022.43, 93, 0.00, 1: 79; 2: 43; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 890,  9,  8,  189, 1, 3, 570378, 13022.43, 0, 0.00, 1: 78; 2: 45; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  71,  6, 13,  189, 1, 3, 610370, 13022.43, 0, 0.00, 1: 81; 2: 39; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 615,  9,  8,  189, 1, 3, 569624, 13022.43, 0, 0.00, 1: 82; 2: 37; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 138,  5, 15,  190, 1, 3, 590503, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 939,  5, 16,  190, 1, 3, 622692, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 670,  5, 16,  190, 1, 3, 623129, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 252,  5, 15,  190, 1, 3, 591057, 13022.43, 50, 0.00, 1: 84; 2: 32; 3: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 202,  5, 16,  190, 1, 3, 622214, 13022.43, 0, 0.00, 1: 82; 2: 36; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 732,  5, 16,  191, 1, 3, 622691, 13022.43, 45, 0.00, 1: 81; 2: 37; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 804, 10,  7,  191, 1, 3, 557050, 13022.43, 17, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 488,  5, 14,  191, 1, 3, 557098, 13022.43, 32, 0.00, 1: 81; 2: 37; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  191, 1, 3, 610643, 13022.43, 123, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  191, 1, 3, 604454, 13022.43, 10, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 280,  5, 15,  193, 1, 3, 589990, 13022.43, 16, 0.00, 1: 77; 2: 43; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 787,  5, 16,  193, 1, 3, 622787, 13022.43, 0, 0.00, 1: 80; 2: 37; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  194, 1, 3, 589633, 13022.43, 0, 0.00, 1: 78; 2: 40; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 990,  5, 14,  194, 1, 3, 557286, 13022.43, 0, 0.00, 1: 78; 2: 40; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 362,  5, 14,  194, 1, 3, 557092, 13022.43, 0, 0.00, 1: 73; 2: 50; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 521,  5, 15,  195, 1, 3, 590713, 13022.43, 0, 0.00, 1: 79; 2: 37; 3: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 120,  7, 11,  174, 1, 4, 604010, 13022.43, 6, 0.00, 1: 94; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 894,  9,  8,  176, 1, 4, 570261, 13022.43, 0, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  177, 1, 4, 604634, 13022.43, 44, 0.00, 1: 92; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 709,  6, 13,  178, 1, 4, 610237, 13022.43, 0, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 821,  9,  8,  178, 1, 4, 570705, 13022.43, 0, 0.00, 1: 85; 2: 43; 3: 1; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 248, 10,  7,  178, 1, 4, 557302, 13022.43, 15, 0.00, 1: 92; 2: 30; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 805,  8,  9,  179, 1, 4, 570270, 13022.43, 0, 0.00, 1: 90; 2: 32; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  179, 1, 4, 570470, 13022.43, 64, 0.00, 1: 85; 2: 42; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  179, 1, 4, 605291, 13022.43, 0, 0.00, 1: 85; 2: 42; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  179, 1, 4, 570659, 13022.43, 0, 0.00, 1: 88; 2: 38; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 849, 10,  7,  179, 1, 4, 556928, 13022.43, 0, 0.00, 1: 89; 2: 34; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 950,  7, 11,  180, 1, 4, 605095, 13022.43, 0, 0.00, 1: 89; 2: 34; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  15,  8,  9,  180, 1, 4, 570557, 13022.43, 0, 0.00, 1: 89; 2: 33; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 893,  8,  9,  180, 1, 4, 570185, 13022.43, 0, 0.00, 1: 87; 2: 37; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 900,  7, 11,  180, 1, 4, 605452, 13022.43, 5, 0.00, 1: 89; 2: 33; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  180, 1, 4, 557169, 13022.43, 0, 0.00, 1: 87; 2: 37; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 492,  7, 11,  180, 1, 4, 604429, 13022.43, 22, 0.00, 1: 87; 2: 39; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 369,  9,  8,  180, 1, 4, 569782, 13022.43, 0, 0.00, 1: 88; 2: 36; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  59,  9,  8,  180, 1, 4, 570567, 13022.43, 0, 0.00, 1: 87; 2: 38; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 506,  7, 10,  180, 1, 4, 557230, 13022.43, 0, 0.00, 1: 88; 2: 35; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  180, 1, 4, 605378, 13022.43, 0, 0.00, 1: 84; 2: 43; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  180, 1, 4, 570494, 13022.43, 0, 0.00, 1: 86; 2: 39; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 540,  7, 10,  180, 1, 4, 557328, 13022.43, 38, 0.00, 1: 87; 2: 37; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  180, 1, 4, 570091, 13022.43, 0, 0.00, 1: 88; 2: 35; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 574,  8,  9,  180, 1, 4, 570391, 13022.43, 0, 0.00, 1: 89; 2: 33; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 426,  9,  8,  180, 1, 4, 570239, 13022.43, 0, 0.00, 1: 88; 2: 35; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 608,  6, 12,  180, 1, 4, 570296, 13022.43, 42, 0.00, 1: 87; 2: 37; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  181, 1, 4, 569788, 13022.43, 0, 0.00, 1: 84; 2: 42; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 508, 10,  7,  181, 1, 4, 557238, 13022.43, 62, 0.00, 1: 88; 2: 34; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 532, 10,  7,  181, 1, 4, 557245, 13022.43, 39, 0.00, 1: 86; 2: 38; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 472,  7, 11,  181, 1, 4, 605222, 13022.43, 31, 0.00, 1: 88; 2: 34; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  181, 1, 4, 557168, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 957,  8,  9,  181, 1, 4, 570531, 13022.43, 0, 0.00, 1: 85; 2: 41; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 653,  8,  9,  181, 1, 4, 570274, 13022.43, 0, 0.00, 1: 84; 2: 42; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 659,  8,  9,  181, 1, 4, 570232, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 309,  7, 11,  181, 1, 4, 605273, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  181, 1, 4, 570385, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 702,  9,  8,  181, 1, 4, 570348, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 903,  6, 12,  181, 1, 4, 570498, 13022.43, 0, 0.00, 1: 91; 2: 31; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 387,  6, 13,  181, 1, 4, 609825, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  181, 1, 4, 569743, 13022.43, 0, 0.00, 1: 86; 2: 38; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 801,  9,  8,  181, 1, 4, 570099, 13022.43, 0, 0.00, 1: 86; 2: 38; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 284, 10,  7,  181, 1, 4, 557161, 13022.43, 6, 0.00, 1: 90; 2: 31; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 142,  6, 12,  181, 1, 4, 570592, 13022.43, 0, 0.00, 1: 86; 2: 38; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  181, 1, 4, 605086, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  181, 1, 4, 605373, 13022.43, 0, 0.00, 1: 85; 2: 41; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 167,  7, 11,  181, 1, 4, 604824, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 174,  8,  9,  181, 1, 4, 570389, 13022.43, 0, 0.00, 1: 88; 2: 34; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 193, 10,  7,  181, 1, 4, 557109, 13022.43, 0, 0.00, 1: 90; 2: 31; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  181, 1, 4, 557207, 13022.43, 0, 0.00, 1: 85; 2: 40; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  182, 1, 4, 604793, 13022.43, 0, 0.00, 1: 88; 2: 34; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 954,  7, 10,  182, 1, 4, 557209, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 768,  5, 15,  182, 1, 4, 590264, 13022.43, 54, 0.00, 1: 90; 2: 29; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 765,  5, 14,  182, 1, 4, 557178, 13022.43, 0, 0.00, 1: 88; 2: 34; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 434,  9,  8,  182, 1, 4, 570551, 13022.43, 0, 0.00, 1: 84; 2: 41; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  182, 1, 4, 605019, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 633,  7, 10,  182, 1, 4, 557087, 13022.43, 0, 0.00, 1: 84; 2: 41; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  182, 1, 4, 570595, 13022.43, 0, 0.00, 1: 88; 2: 33; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 976,  7, 10,  182, 1, 4, 556933, 13022.43, 64, 0.00, 1: 86; 2: 37; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 405,  6, 13,  182, 1, 4, 610403, 13022.43, 0, 0.00, 1: 86; 2: 38; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  182, 1, 4, 570230, 13022.43, 0, 0.00, 1: 88; 2: 33; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  182, 1, 4, 603961, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 368,  8,  9,  182, 1, 4, 570287, 13022.43, 24, 0.00, 1: 90; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  182, 1, 4, 570179, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  182, 1, 4, 570108, 13022.43, 16, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 668,  7, 10,  182, 1, 4, 557303, 13022.43, 36, 0.00, 1: 85; 2: 39; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 673,  7, 10,  182, 1, 4, 557142, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  10,  8,  9,  182, 1, 4, 570409, 13022.43, 223, 0.00, 1: 86; 2: 37; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 870,  6, 13,  182, 1, 4, 610513, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  182, 1, 4, 557075, 13022.43, 0, 0.00, 1: 85; 2: 39; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 113,  7, 10,  182, 1, 4, 556962, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 344,  9,  8,  182, 1, 4, 569659, 13022.43, 22, 0.00, 1: 86; 2: 38; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 916,  8,  9,  182, 1, 4, 570481, 13022.43, 43, 0.00, 1: 86; 2: 37; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  182, 1, 4, 570242, 13022.43, 30, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  182, 1, 4, 609501, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  65,  7, 11,  182, 1, 4, 604823, 13022.43, 0, 0.00, 1: 89; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 944,  9,  8,  182, 1, 4, 570391, 13022.43, 63, 0.00, 1: 87; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 490,  8,  9,  182, 1, 4, 570440, 13022.43, 0, 0.00, 1: 85; 2: 39; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 303,  6, 12,  182, 1, 4, 570500, 13022.43, 0, 0.00, 1: 85; 2: 39; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  78,  7, 10,  182, 1, 4, 557291, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 529,  9,  8,  183, 1, 4, 570110, 13022.43, 0, 0.00, 1: 86; 2: 37; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  183, 1, 4, 570481, 13022.43, 25, 0.00, 1: 84; 2: 40; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  183, 1, 4, 570428, 13022.43, 101, 0.00, 1: 84; 2: 40; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 677,  7, 11,  183, 1, 4, 604532, 13022.43, 0, 0.00, 1: 86; 2: 36; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  31,  8,  9,  183, 1, 4, 570125, 13022.43, 0, 0.00, 1: 82; 2: 45; 3: 1; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 867,  7, 11,  183, 1, 4, 605189, 13022.43, 0, 0.00, 1: 86; 2: 36; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  183, 1, 4, 557141, 13022.43, 0, 0.00, 1: 87; 2: 34; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  183, 1, 4, 604796, 13022.43, 0, 0.00, 1: 87; 2: 34; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  183, 1, 4, 605651, 13022.43, 0, 0.00, 1: 87; 2: 36; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  183, 1, 4, 570320, 13022.43, 0, 0.00, 1: 87; 2: 34; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 507,  7, 10,  183, 1, 4, 557140, 13022.43, 0, 0.00, 1: 83; 2: 42; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 931,  9,  8,  183, 1, 4, 569992, 13022.43, 0, 0.00, 1: 85; 2: 38; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  183, 1, 4, 609351, 13022.43, 0, 0.00, 1: 87; 2: 35; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  183, 1, 4, 570507, 13022.43, 0, 0.00, 1: 82; 2: 44; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 353,  7, 11,  183, 1, 4, 605768, 13022.43, 0, 0.00, 1: 86; 2: 36; 3: 7; 4: 1; 
