Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  173, 1, 3, 604797, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 319,  8,  9,  173, 1, 3, 570306, 11999.60, 0, 0.00, 1: 92; 2: 33; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  173, 1, 3, 570257, 11999.60, 0, 0.00, 1: 90; 2: 37; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 331,  9,  8,  173, 1, 3, 569862, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  173, 1, 3, 609125, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 718,  7, 10,  173, 1, 3, 557231, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  173, 1, 3, 570431, 11999.60, 0, 0.00, 1: 90; 2: 37; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 562,  8,  9,  173, 1, 3, 570518, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 558,  9,  8,  173, 1, 3, 570344, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 209,  7, 11,  173, 1, 3, 604942, 11999.60, 0, 0.00, 1: 93; 2: 31; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  173, 1, 3, 570392, 11999.60, 238, 0.00, 1: 90; 2: 37; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 891,  7, 11,  173, 1, 3, 605280, 11999.60, 0, 0.00, 1: 92; 2: 33; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 836,  8,  9,  173, 1, 3, 570592, 11999.60, 30, 0.00, 1: 95; 2: 27; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 922,  7, 11,  173, 1, 3, 605063, 11999.60, 0, 0.00, 1: 95; 2: 27; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  173, 1, 3, 557320, 11999.60, 40, 0.00, 1: 92; 2: 33; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 944,  9,  8,  173, 1, 3, 570384, 11999.60, 63, 0.00, 1: 93; 2: 31; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 899,  7, 11,  173, 1, 3, 605097, 11999.60, 0, 0.00, 1: 92; 2: 33; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  173, 1, 3, 557200, 11999.60, 0, 0.00, 1: 95; 2: 27; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 158,  9,  8,  173, 1, 3, 570071, 11999.60, 0, 0.00, 1: 90; 2: 37; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  86,  9,  8,  173, 1, 3, 570462, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,   4,  9,  8,  173, 1, 3, 570181, 11999.60, 59, 0.00, 1: 90; 2: 37; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  173, 1, 3, 570327, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 826, 10,  7,  173, 1, 3, 557311, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  173, 1, 3, 556937, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,   6,  8,  9,  173, 1, 3, 570155, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  173, 1, 3, 569943, 11999.60, 20, 0.00, 1: 92; 2: 33; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 928,  6, 12,  173, 1, 3, 570547, 11999.60, 62, 0.00, 1: 93; 2: 31; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 113,  7, 10,  173, 1, 3, 556928, 11999.60, 0, 0.00, 1: 93; 2: 31; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  173, 1, 3, 570314, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 979, 10,  7,  173, 1, 3, 557189, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  24,  8,  9,  173, 1, 3, 570463, 11999.60, 160, 0.00, 1: 91; 2: 35; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  174, 1, 3, 604438, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  53,  7, 11,  174, 1, 3, 605713, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 270,  7, 11,  174, 1, 3, 603596, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  174, 1, 3, 557041, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  174, 1, 3, 557164, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 261,  7, 11,  174, 1, 3, 605299, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  174, 1, 3, 556998, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  174, 1, 3, 605557, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 633,  7, 10,  174, 1, 3, 557248, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 465, 10,  7,  174, 1, 3, 557248, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 817,  5, 16,  174, 1, 3, 622977, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 241,  5, 14,  174, 1, 3, 557275, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  174, 1, 3, 605629, 11999.60, 127, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  174, 1, 3, 556949, 11999.60, 30, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  49,  7, 10,  174, 1, 3, 557300, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 315,  8,  9,  174, 1, 3, 569920, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 407, 10,  7,  174, 1, 3, 557185, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  174, 1, 3, 570332, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 340, 10,  7,  174, 1, 3, 557025, 11999.60, 13, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  174, 1, 3, 610531, 11999.60, 212, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  78,  7, 10,  174, 1, 3, 557061, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 335,  6, 13,  174, 1, 3, 609810, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  174, 1, 3, 609547, 11999.60, 3, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 908,  8,  9,  174, 1, 3, 570284, 11999.60, 57, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  89,  8,  9,  174, 1, 3, 570406, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  174, 1, 3, 557061, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 893,  8,  9,  174, 1, 3, 570390, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  174, 1, 3, 570422, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 626,  7, 11,  174, 1, 3, 604147, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  174, 1, 3, 557311, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 627,  7, 10,  174, 1, 3, 556973, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 264,  9,  8,  174, 1, 3, 570270, 11999.60, 15, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  174, 1, 3, 570356, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 289,  6, 12,  174, 1, 3, 570625, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 495,  6, 13,  174, 1, 3, 610405, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  35, 10,  7,  174, 1, 3, 557295, 11999.60, 0, 0.00, 1: 89; 2: 38; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  174, 1, 3, 557150, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  174, 1, 3, 557226, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 702,  9,  8,  174, 1, 3, 570359, 11999.60, 0, 0.00, 1: 89; 2: 38; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  174, 1, 3, 570496, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  174, 1, 3, 570351, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 790,  9,  8,  174, 1, 3, 569996, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 762,  6, 13,  174, 1, 3, 610371, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 154,  6, 13,  174, 1, 3, 610847, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 807,  8,  9,  174, 1, 3, 570273, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 507,  7, 10,  174, 1, 3, 557098, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  174, 1, 3, 570160, 11999.60, 16, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  174, 1, 3, 605421, 11999.60, 0, 0.00, 1: 89; 2: 38; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 717,  6, 12,  174, 1, 3, 570142, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  174, 1, 3, 557246, 11999.60, 66, 0.00, 1: 89; 2: 38; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  174, 1, 3, 604720, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  175, 1, 3, 557027, 11999.60, 53, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  175, 1, 3, 570214, 11999.60, 15, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 655,  6, 13,  175, 1, 3, 610662, 11999.60, 0, 0.00, 1: 94; 2: 27; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  175, 1, 3, 609789, 11999.60, 47, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  175, 1, 3, 557186, 11999.60, 51, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 812,  6, 12,  175, 1, 3, 570272, 11999.60, 25, 0.00, 1: 88; 2: 39; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 857, 10,  7,  175, 1, 3, 557279, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 803,  6, 12,  175, 1, 3, 570185, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 288,  8,  9,  175, 1, 3, 569875, 11999.60, 17, 0.00, 1: 91; 2: 33; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 490,  8,  9,  175, 1, 3, 570430, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  175, 1, 3, 570186, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  175, 1, 3, 570566, 11999.60, 64, 0.00, 1: 88; 2: 39; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 527,  6, 13,  175, 1, 3, 609842, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  175, 1, 3, 557047, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 797,  9,  8,  175, 1, 3, 570336, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 603,  9,  8,  175, 1, 3, 570338, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 405,  6, 13,  175, 1, 3, 610290, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 895,  6, 13,  175, 1, 3, 608929, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  175, 1, 3, 570274, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  175, 1, 3, 570417, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 755, 10,  7,  175, 1, 3, 557279, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  175, 1, 3, 570080, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 894,  9,  8,  175, 1, 3, 570693, 11999.60, 0, 0.00, 1: 95; 2: 25; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 809,  6, 13,  175, 1, 3, 610405, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  175, 1, 3, 610247, 11999.60, 1, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  175, 1, 3, 610940, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  175, 1, 3, 591019, 11999.60, 29, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 444,  7, 10,  175, 1, 3, 557227, 11999.60, 47, 0.00, 1: 88; 2: 39; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 775, 10,  7,  175, 1, 3, 557101, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  175, 1, 3, 570156, 11999.60, 52, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  175, 1, 3, 570215, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 566,  7, 11,  175, 1, 3, 605257, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  175, 1, 3, 610118, 11999.60, 45, 0.00, 1: 93; 2: 29; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 952,  6, 12,  175, 1, 3, 570199, 11999.60, 64, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  175, 1, 3, 557259, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 367,  9,  8,  175, 1, 3, 570121, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  58,  9,  8,  175, 1, 3, 570432, 11999.60, 0, 0.00, 1: 94; 2: 27; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 660,  7, 10,  175, 1, 3, 557253, 11999.60, 31, 0.00, 1: 94; 2: 27; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  175, 1, 3, 557226, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 153,  9,  8,  175, 1, 3, 570174, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 423, 10,  7,  175, 1, 3, 557201, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 195,  8,  9,  176, 1, 3, 570330, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 170,  7, 10,  176, 1, 3, 556886, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  176, 1, 3, 557299, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 551,  8,  9,  176, 1, 3, 570417, 11999.60, 0, 0.00, 1: 88; 2: 38; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 564,  6, 12,  176, 1, 3, 570439, 11999.60, 31, 0.00, 1: 90; 2: 34; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 398,  8,  9,  176, 1, 3, 570232, 11999.60, 0, 0.00, 1: 88; 2: 38; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  96,  6, 12,  176, 1, 3, 570215, 11999.60, 4, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 389,  6, 12,  176, 1, 3, 570405, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  71,  6, 13,  176, 1, 3, 610582, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  31,  8,  9,  176, 1, 3, 570324, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  176, 1, 3, 570091, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 321,  9,  8,  176, 1, 3, 569834, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 601,  5, 14,  176, 1, 3, 557267, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  176, 1, 3, 569941, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 344,  9,  8,  176, 1, 3, 569222, 11999.60, 22, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  91, 10,  7,  176, 1, 3, 557198, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 918,  6, 12,  176, 1, 3, 570457, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  176, 1, 3, 610150, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  33,  7, 10,  176, 1, 3, 557263, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 784,  7, 10,  176, 1, 3, 557217, 11999.60, 56, 0.00, 1: 87; 2: 40; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 378,  6, 12,  176, 1, 3, 570421, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 673,  7, 10,  176, 1, 3, 557238, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 369,  9,  8,  176, 1, 3, 569786, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  176, 1, 3, 570208, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 222,  9,  8,  176, 1, 3, 570204, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 980,  6, 13,  176, 1, 3, 610569, 11999.60, 57, 0.00, 1: 88; 2: 38; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  176, 1, 3, 557130, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 124,  5, 16,  176, 1, 3, 621259, 11999.60, 4, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 843,  5, 15,  176, 1, 3, 590975, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 825,  6, 12,  176, 1, 3, 570127, 11999.60, 0, 0.00, 1: 87; 2: 40; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 281,  6, 12,  176, 1, 3, 570473, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 806,  6, 12,  176, 1, 3, 569976, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  176, 1, 3, 603919, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 815, 10,  7,  176, 1, 3, 557314, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 612,  6, 13,  176, 1, 3, 610779, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 746,  6, 12,  176, 1, 3, 570227, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  176, 1, 3, 557169, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 298,  6, 13,  176, 1, 3, 609857, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  176, 1, 3, 570528, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 104,  6, 13,  176, 1, 3, 610932, 11999.60, 5, 0.00, 1: 93; 2: 28; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 796,  6, 13,  176, 1, 3, 610608, 11999.60, 15, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  176, 1, 3, 570402, 11999.60, 238, 0.00, 1: 91; 2: 32; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 618, 10,  7,  176, 1, 3, 557341, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  176, 1, 3, 570524, 11999.60, 0, 0.00, 1: 88; 2: 38; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  48,  6, 12,  177, 1, 3, 570510, 11999.60, 0, 0.00, 1: 88; 2: 37; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 936,  5, 14,  177, 1, 3, 557254, 11999.60, 62, 0.00, 1: 88; 2: 37; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  177, 1, 3, 610401, 11999.60, 0, 0.00, 1: 88; 2: 37; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 350,  7, 10,  177, 1, 3, 557150, 11999.60, 0, 0.00, 1: 89; 2: 35; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 178,  6, 12,  177, 1, 3, 570218, 11999.60, 0, 0.00, 1: 90; 2: 33; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 541,  9,  8,  177, 1, 3, 570440, 11999.60, 0, 0.00, 1: 87; 2: 39; 3: 4; 
