Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(993)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  225, 0, 4, 570202, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 35; 3: 20; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  239, 0, 4, 557194, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 35; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 506,  7, 10,  239, 0, 4, 557209, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 18; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  239, 0, 4, 557117, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 36; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 174,  8,  9,  239, 0, 4, 570258, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 31; 3: 26; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 705,  9,  8,  239, 0, 4, 570265, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 35; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 883,  9,  8,  239, 0, 4, 570362, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 40; 3: 20; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 264,  9,  8,  239, 0, 4, 570240, 16660.03, 15, 0.00, 0: 1; 1: 61; 2: 36; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 795,  9,  8,  239, 0, 4, 570303, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 33; 3: 22; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 356,  9,  8,  239, 0, 4, 570307, 16660.03, 16, 0.00, 0: 1; 1: 60; 2: 37; 3: 23; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  31,  8,  9,  239, 0, 4, 570278, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 43; 3: 20; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  239, 0, 4, 570315, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 40; 3: 20; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  239, 0, 4, 605053, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 32; 3: 18; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  239, 0, 4, 610210, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 33; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo,  24,  8,  9,  239, 0, 4, 570302, 16660.03, 160, 0.00, 0: 1; 1: 64; 2: 32; 3: 21; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 310,  9,  8,  239, 0, 4, 570299, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 33; 3: 25; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 826, 10,  7,  239, 0, 4, 557172, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 38; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  239, 0, 4, 570326, 16660.03, 0, 0.00, 0: 1; 1: 64; 2: 33; 3: 19; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  239, 0, 4, 604868, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 47; 3: 18; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  239, 0, 4, 557191, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 37; 3: 20; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 426,  9,  8,  239, 0, 4, 570250, 16660.03, 0, 0.00, 0: 1; 1: 64; 2: 30; 3: 25; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  93,  9,  8,  239, 0, 4, 570283, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 35; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 677,  7, 11,  239, 0, 4, 604943, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 42; 3: 22; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 603,  9,  8,  239, 0, 4, 570274, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 41; 3: 18; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  239, 0, 4, 557182, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 21; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  239, 0, 4, 570244, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 31; 3: 20; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 437,  7, 10,  239, 0, 4, 557172, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 36; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 151,  8,  9,  239, 0, 4, 570277, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 39; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  239, 0, 4, 570302, 16660.03, 64, 0.00, 0: 1; 1: 62; 2: 37; 3: 17; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 153,  9,  8,  239, 0, 4, 570200, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 32; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 261,  7, 11,  239, 0, 4, 604958, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 21; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 892,  7, 11,  240, 0, 4, 604975, 16660.03, 4, 0.00, 0: 1; 1: 58; 2: 39; 3: 24; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 633,  7, 10,  240, 0, 4, 557152, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 45; 3: 15; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  240, 0, 4, 557151, 16660.03, 10, 0.00, 0: 1; 1: 61; 2: 38; 3: 17; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 864, 10,  7,  240, 0, 4, 557155, 16660.03, 61, 0.00, 0: 1; 1: 60; 2: 38; 3: 20; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 247,  7, 10,  240, 0, 4, 557135, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 32; 3: 23; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  240, 0, 4, 570277, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 34; 3: 19; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  240, 0, 4, 570266, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 40; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  240, 0, 4, 557181, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 37; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 496,  7, 10,  240, 0, 4, 557164, 16660.03, 33, 0.00, 0: 1; 1: 60; 2: 37; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 704,  7, 10,  240, 0, 4, 557171, 16660.03, 49, 0.00, 0: 1; 1: 68; 2: 22; 3: 28; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  240, 0, 4, 570288, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 35; 3: 26; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  240, 0, 4, 557136, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 36; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 903,  6, 12,  240, 0, 4, 570273, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 32; 3: 26; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 983,  7, 10,  240, 0, 4, 557198, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 28; 3: 25; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 916,  8,  9,  240, 0, 4, 570304, 16660.03, 43, 0.00, 0: 1; 1: 59; 2: 40; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  15,  8,  9,  240, 0, 4, 570329, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 39; 3: 15; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 982,  8,  9,  240, 0, 4, 570286, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 34; 3: 22; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  240, 0, 4, 557198, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 42; 3: 21; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  240, 0, 4, 604981, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 36; 3: 15; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  240, 0, 4, 557129, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 20; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  240, 0, 4, 557140, 16660.03, 0, 0.00, 0: 1; 1: 64; 2: 30; 3: 24; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 227, 10,  7,  241, 0, 4, 557192, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 902,  9,  8,  241, 0, 4, 570305, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 36; 3: 14; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 968,  7, 11,  241, 0, 4, 604971, 16660.03, 64, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 597,  6, 13,  241, 0, 4, 610241, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 26; 3: 22; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  241, 0, 4, 557166, 16660.03, 30, 0.00, 0: 1; 1: 58; 2: 42; 3: 17; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 231,  9,  8,  241, 0, 4, 570312, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 26; 3: 22; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 353,  7, 11,  241, 0, 4, 604925, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 471,  6, 13,  241, 0, 4, 610142, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 39; 3: 17; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 874,  7, 11,  241, 0, 4, 604940, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 38; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  241, 0, 4, 570291, 16660.03, 20, 0.00, 0: 1; 1: 59; 2: 41; 3: 16; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  241, 0, 4, 570140, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 682,  6, 12,  241, 0, 4, 570268, 16660.03, 0, 0.00, 0: 1; 1: 64; 2: 29; 3: 25; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 584,  7, 10,  241, 0, 4, 557151, 16660.03, 39, 0.00, 0: 1; 1: 62; 2: 34; 3: 21; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 904,  6, 12,  241, 0, 4, 570257, 16660.03, 62, 0.00, 0: 1; 1: 66; 2: 29; 3: 19; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 534,  7, 11,  241, 0, 4, 604953, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 40; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 541,  9,  8,  241, 0, 4, 570288, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 34; 3: 21; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  241, 0, 4, 570288, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 30; 3: 26; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  39, 10,  7,  241, 0, 4, 557197, 16660.03, 0, 0.00, 0: 1; 1: 70; 2: 23; 3: 19; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 259,  7, 10,  241, 0, 4, 557165, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 38; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 274,  6, 13,  241, 0, 4, 610335, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 33; 3: 23; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  241, 0, 4, 570355, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  241, 0, 4, 610283, 16660.03, 8, 0.00, 0: 1; 1: 61; 2: 35; 3: 22; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 424,  7, 11,  241, 0, 4, 604922, 16660.03, 28, 0.00, 0: 1; 1: 60; 2: 34; 3: 27; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  241, 0, 4, 557177, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  241, 0, 4, 570289, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 32; 3: 25; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  241, 0, 4, 557139, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 35; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 891,  7, 11,  241, 0, 4, 604953, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 27; 3: 26; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 617, 10,  7,  241, 0, 4, 557169, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 42; 3: 17; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 390,  8,  9,  241, 0, 4, 570279, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 42; 3: 17; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  241, 0, 4, 570303, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 34; 3: 27; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  241, 0, 4, 557154, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 34; 3: 21; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 369,  9,  8,  241, 0, 4, 570351, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 30; 3: 26; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 623,  9,  8,  241, 0, 4, 570296, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 37; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 195,  8,  9,  241, 0, 4, 570304, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 37; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 447,  7, 10,  241, 0, 4, 557161, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 37; 3: 15; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  241, 0, 4, 570300, 16660.03, 61, 0.00, 0: 1; 1: 55; 2: 45; 3: 20; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 994,  7, 10,  241, 0, 4, 557183, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 40; 3: 18; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 751,  9,  8,  241, 0, 4, 570311, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 40; 3: 18; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 792,  9,  8,  241, 0, 4, 570260, 16660.03, 57, 0.00, 0: 1; 1: 59; 2: 37; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  242, 0, 4, 604969, 16660.03, 52, 0.00, 0: 1; 1: 59; 2: 38; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 425,  9,  8,  242, 0, 4, 570267, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 37; 3: 20; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  91, 10,  7,  242, 0, 4, 557175, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 32; 3: 21; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 548,  7, 11,  242, 0, 4, 605063, 16660.03, 19, 0.00, 0: 1; 1: 59; 2: 37; 3: 23; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 431,  7, 11,  242, 0, 4, 605021, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 36; 3: 16; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 551,  8,  9,  242, 0, 4, 570315, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 34; 3: 23; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  35, 10,  7,  242, 0, 4, 557160, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 39; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  242, 0, 4, 570332, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 32; 3: 27; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  242, 0, 4, 570295, 16660.03, 15, 0.00, 0: 1; 1: 65; 2: 32; 3: 15; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  242, 0, 4, 557152, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 33; 3: 22; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 562,  8,  9,  242, 0, 4, 570320, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 44; 3: 15; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 423, 10,  7,  242, 0, 4, 557172, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 39; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 464, 10,  7,  242, 0, 4, 557132, 16660.03, 31, 0.00, 0: 1; 1: 64; 2: 30; 3: 22; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  242, 0, 4, 557174, 16660.03, 24, 0.00, 0: 1; 1: 63; 2: 31; 3: 23; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 798,  7, 11,  242, 0, 4, 605015, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 22; 3: 35; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  242, 0, 4, 557187, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 38; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  242, 0, 4, 605035, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 41; 3: 12; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  242, 0, 4, 557177, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 37; 3: 23; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 895,  6, 13,  242, 0, 4, 610189, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 39; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 368,  8,  9,  242, 0, 4, 570304, 16660.03, 24, 0.00, 0: 1; 1: 58; 2: 41; 3: 18; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 807,  8,  9,  242, 0, 4, 570395, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 38; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 328, 10,  7,  242, 0, 4, 557173, 16660.03, 21, 0.00, 0: 1; 1: 61; 2: 33; 3: 25; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 978,  8,  9,  242, 0, 4, 570292, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 37; 3: 20; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  242, 0, 4, 570336, 16660.03, 0, 0.00, 0: 1; 1: 63; 2: 32; 3: 21; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  242, 0, 4, 570271, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 42; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  242, 0, 4, 557162, 16660.03, 0, 0.00, 0: 1; 1: 50; 2: 55; 3: 14; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 441,  7, 10,  242, 0, 4, 557168, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 40; 3: 20; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  242, 0, 4, 605008, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 18; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 301, 10,  7,  242, 0, 4, 557168, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 41; 3: 18; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 295,  7, 10,  242, 0, 4, 557186, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 43; 3: 14; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 857, 10,  7,  242, 0, 4, 557192, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 43; 3: 20; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  23,  8,  9,  242, 0, 4, 570269, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 43; 3: 17; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  16, 10,  7,  242, 0, 4, 557161, 16660.03, 160, 0.00, 0: 1; 1: 56; 2: 42; 3: 22; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  242, 0, 4, 604974, 16660.03, 44, 0.00, 0: 1; 1: 57; 2: 43; 3: 17; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 620,  6, 12,  242, 0, 4, 570298, 16660.03, 42, 0.00, 0: 1; 1: 64; 2: 30; 3: 22; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  242, 0, 4, 570325, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 38; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  242, 0, 4, 605060, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 32; 3: 27; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 898,  7, 10,  242, 0, 4, 557163, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 47; 3: 15; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 260,  7, 10,  242, 0, 4, 557146, 16660.03, 18, 0.00, 0: 1; 1: 61; 2: 35; 3: 21; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 184,  7, 11,  242, 0, 4, 604872, 16660.03, 10, 0.00, 0: 1; 1: 60; 2: 39; 3: 16; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 876,  8,  9,  242, 0, 4, 570337, 16660.03, 24, 0.00, 0: 1; 1: 57; 2: 42; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 573,  7, 10,  242, 0, 4, 557171, 16660.03, 0, 0.00, 0: 1; 1: 62; 2: 32; 3: 24; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  242, 0, 4, 604889, 16660.03, 162, 0.00, 0: 1; 1: 59; 2: 38; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 621,  7, 10,  242, 0, 4, 557177, 16660.03, 0, 0.00, 0: 1; 1: 60; 2: 40; 3: 14; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  243, 0, 4, 557165, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 40; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 953,  9,  8,  243, 0, 4, 570302, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 37; 3: 22; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 218, 10,  7,  243, 0, 4, 557176, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 36; 3: 18; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 308,  7, 10,  243, 0, 4, 557149, 16660.03, 17, 0.00, 0: 1; 1: 63; 2: 30; 3: 24; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  243, 0, 4, 570256, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 38; 3: 23; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 824,  9,  8,  243, 0, 4, 570401, 16660.03, 59, 0.00, 0: 1; 1: 59; 2: 36; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  243, 0, 4, 570325, 16660.03, 61, 0.00, 0: 1; 1: 65; 2: 29; 3: 20; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo,  49,  7, 10,  243, 0, 4, 557168, 16660.03, 0, 0.00, 0: 1; 1: 66; 2: 29; 3: 17; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 511,  8,  9,  243, 0, 4, 570309, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 42; 3: 15; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 510, 10,  7,  243, 0, 4, 557178, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 32; 3: 26; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  243, 0, 4, 570220, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 38; 3: 20; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 816,  9,  8,  243, 0, 4, 570334, 16660.03, 59, 0.00, 0: 1; 1: 59; 2: 36; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  243, 0, 4, 604982, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 43; 3: 19; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  243, 0, 4, 604940, 16660.03, 0, 0.00, 0: 1; 1: 65; 2: 30; 3: 18; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 472,  7, 11,  243, 0, 4, 605031, 16660.03, 31, 0.00, 0: 1; 1: 61; 2: 36; 3: 18; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  243, 0, 4, 570257, 16660.03, 10, 0.00, 0: 1; 1: 61; 2: 36; 3: 18; 4: 14; 
