Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  43,  6, 12,  184, 1, 3, 570272, 16942.19, 0, 0.00, 1: 82; 2: 42; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  94,  8,  9,  184, 1, 3, 570287, 16942.19, 0, 0.00, 1: 85; 2: 36; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  184, 1, 3, 557079, 16942.19, 0, 0.00, 1: 82; 2: 42; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  184, 1, 3, 570433, 16942.19, 61, 0.00, 1: 84; 2: 38; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  66,  8,  9,  184, 1, 3, 570342, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,   9,  7, 11,  184, 1, 3, 604750, 16942.19, 175, 0.00, 1: 83; 2: 40; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 950,  7, 11,  185, 1, 3, 605129, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  185, 1, 3, 557166, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  58,  9,  8,  185, 1, 3, 570426, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  185, 1, 3, 604979, 16942.19, 0, 0.00, 1: 81; 2: 43; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 120,  7, 11,  185, 1, 3, 605020, 16942.19, 6, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  185, 1, 3, 605075, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 418, 10,  7,  185, 1, 3, 557124, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  185, 1, 3, 610234, 16942.19, 0, 0.00, 1: 88; 2: 29; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 406, 10,  7,  185, 1, 3, 557228, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 315,  8,  9,  185, 1, 3, 570381, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 759, 10,  7,  185, 1, 3, 557083, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  185, 1, 3, 570421, 16942.19, 16, 0.00, 1: 85; 2: 35; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 331,  9,  8,  185, 1, 3, 570311, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 133, 10,  7,  185, 1, 3, 557218, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  10,  8,  9,  185, 1, 3, 570396, 16942.19, 66, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 140, 10,  7,  185, 1, 3, 557150, 16942.19, 6, 0.00, 1: 81; 2: 43; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  185, 1, 3, 610132, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 776,  9,  8,  185, 1, 3, 570228, 16942.19, 55, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  185, 1, 3, 605057, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 357,  5, 14,  185, 1, 3, 557186, 16942.19, 0, 0.00, 1: 80; 2: 45; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 356,  9,  8,  185, 1, 3, 570341, 16942.19, 16, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  33,  7, 10,  185, 1, 3, 557074, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 233,  6, 13,  185, 1, 3, 610095, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  81,  8,  9,  185, 1, 3, 570308, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 885,  6, 13,  185, 1, 3, 610112, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 857, 10,  7,  185, 1, 3, 557191, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 148,  5, 15,  185, 1, 3, 590655, 16942.19, 48, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  185, 1, 3, 604954, 16942.19, 0, 0.00, 1: 80; 2: 45; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  185, 1, 3, 610365, 16942.19, 47, 0.00, 1: 87; 2: 31; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  185, 1, 3, 610246, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 684,  6, 13,  185, 1, 3, 610018, 16942.19, 46, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  185, 1, 3, 570354, 16942.19, 0, 0.00, 1: 81; 2: 43; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  185, 1, 3, 557153, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  16, 10,  7,  185, 1, 3, 557134, 16942.19, 160, 0.00, 1: 85; 2: 35; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 903,  6, 12,  185, 1, 3, 570247, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  185, 1, 3, 570298, 16942.19, 15, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 702,  9,  8,  185, 1, 3, 570379, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  185, 1, 3, 610310, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  185, 1, 3, 557105, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  185, 1, 3, 570411, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 106, 10,  7,  185, 1, 3, 557185, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  185, 1, 3, 570177, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 492,  7, 11,  185, 1, 3, 604744, 16942.19, 22, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 284, 10,  7,  185, 1, 3, 557163, 16942.19, 6, 0.00, 1: 82; 2: 41; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  185, 1, 3, 610291, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 459,  8,  9,  185, 1, 3, 570247, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 265,  8,  9,  186, 1, 3, 570259, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 797,  9,  8,  186, 1, 3, 570273, 16942.19, 0, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 796,  6, 13,  186, 1, 3, 610194, 16942.19, 15, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 941,  7, 10,  186, 1, 3, 557143, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 816,  9,  8,  186, 1, 3, 570418, 16942.19, 59, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 716, 10,  7,  186, 1, 3, 557167, 16942.19, 66, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  61,  6, 12,  186, 1, 3, 570148, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  186, 1, 3, 557186, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 673,  7, 10,  186, 1, 3, 557211, 16942.19, 0, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 668,  7, 10,  186, 1, 3, 557150, 16942.19, 36, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 889,  7, 10,  186, 1, 3, 557106, 16942.19, 0, 0.00, 1: 81; 2: 42; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  186, 1, 3, 557156, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 694,  6, 12,  186, 1, 3, 570222, 16942.19, 0, 0.00, 1: 86; 2: 32; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 575,  7, 11,  186, 1, 3, 604889, 16942.19, 0, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  59,  9,  8,  186, 1, 3, 570319, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 533,  7, 10,  186, 1, 3, 557186, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 305,  6, 13,  186, 1, 3, 610188, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 487, 10,  7,  186, 1, 3, 557171, 16942.19, 0, 0.00, 1: 86; 2: 32; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 746,  6, 12,  186, 1, 3, 570175, 16942.19, 0, 0.00, 1: 80; 2: 44; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 397,  6, 12,  186, 1, 3, 570094, 16942.19, 0, 0.00, 1: 87; 2: 30; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  186, 1, 3, 605149, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 957,  8,  9,  186, 1, 3, 570283, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  186, 1, 3, 604920, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 960,  6, 12,  186, 1, 3, 570239, 16942.19, 64, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 961,  6, 13,  186, 1, 3, 610477, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 321,  9,  8,  186, 1, 3, 570257, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 151,  8,  9,  186, 1, 3, 570246, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  48,  6, 12,  187, 1, 3, 570357, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  187, 1, 3, 557066, 16942.19, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 706, 10,  7,  187, 1, 3, 557143, 16942.19, 0, 0.00, 1: 77; 2: 49; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  187, 1, 3, 557166, 16942.19, 0, 0.00, 1: 79; 2: 45; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 855,  6, 12,  187, 1, 3, 570352, 16942.19, 0, 0.00, 1: 84; 2: 35; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 420,  6, 13,  187, 1, 3, 610282, 16942.19, 41, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  13,  5, 14,  187, 1, 3, 557227, 16942.19, 127, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 412,  6, 13,  187, 1, 3, 610349, 16942.19, 63, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  187, 1, 3, 570284, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 880,  6, 12,  187, 1, 3, 570310, 16942.19, 62, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  187, 1, 3, 557123, 16942.19, 30, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  187, 1, 3, 570256, 16942.19, 20, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  41,  6, 12,  187, 1, 3, 570329, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 766,  7, 11,  187, 1, 3, 605024, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 584,  7, 10,  187, 1, 3, 557145, 16942.19, 39, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 130, 10,  7,  187, 1, 3, 557117, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  79,  6, 12,  187, 1, 3, 570328, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,   6,  8,  9,  187, 1, 3, 570308, 16942.19, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 134,  7, 11,  187, 1, 3, 605266, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 219,  6, 13,  187, 1, 3, 610215, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  187, 1, 3, 570234, 16942.19, 0, 0.00, 1: 80; 2: 43; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  187, 1, 3, 557192, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  187, 1, 3, 570371, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  188, 1, 3, 570302, 16942.19, 62, 0.00, 1: 84; 2: 34; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  188, 1, 3, 610324, 16942.19, 62, 0.00, 1: 84; 2: 34; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  57,  5, 16,  188, 1, 3, 622450, 16942.19, 0, 0.00, 1: 81; 2: 40; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  188, 1, 3, 570162, 16942.19, 0, 0.00, 1: 84; 2: 34; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 467,  5, 14,  188, 1, 3, 557202, 16942.19, 0, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 381,  9,  8,  188, 1, 3, 570304, 16942.19, 0, 0.00, 1: 81; 2: 40; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 992,  5, 14,  188, 1, 3, 557185, 16942.19, 65, 0.00, 1: 82; 2: 38; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 378,  6, 12,  188, 1, 3, 570284, 16942.19, 0, 0.00, 1: 79; 2: 44; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 212,  5, 14,  188, 1, 3, 557185, 16942.19, 11, 0.00, 1: 83; 2: 36; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  188, 1, 3, 557187, 16942.19, 0, 0.00, 1: 79; 2: 44; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 779,  7, 10,  188, 1, 3, 557127, 16942.19, 0, 0.00, 1: 80; 2: 42; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  24,  8,  9,  188, 1, 3, 570375, 16942.19, 160, 0.00, 1: 83; 2: 36; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 691,  7, 10,  188, 1, 3, 557218, 16942.19, 0, 0.00, 1: 80; 2: 42; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  188, 1, 3, 590456, 16942.19, 0, 0.00, 1: 79; 2: 44; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  188, 1, 3, 610215, 16942.19, 0, 0.00, 1: 79; 2: 44; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 742,  5, 16,  188, 1, 3, 622669, 16942.19, 0, 0.00, 1: 80; 2: 42; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 656,  5, 16,  188, 1, 3, 622677, 16942.19, 44, 0.00, 1: 80; 2: 42; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 712, 10,  7,  188, 1, 3, 557169, 16942.19, 50, 0.00, 1: 81; 2: 40; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 534,  7, 11,  189, 1, 3, 604811, 16942.19, 0, 0.00, 1: 80; 2: 41; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  189, 1, 3, 590484, 16942.19, 0, 0.00, 1: 80; 2: 41; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 687,  6, 12,  189, 1, 3, 570263, 16942.19, 0, 0.00, 1: 78; 2: 45; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  189, 1, 3, 557214, 16942.19, 10, 0.00, 1: 77; 2: 47; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 618, 10,  7,  189, 1, 3, 557154, 16942.19, 0, 0.00, 1: 81; 2: 39; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  189, 1, 3, 609992, 16942.19, 0, 0.00, 1: 81; 2: 39; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  189, 1, 3, 605236, 16942.19, 0, 0.00, 1: 80; 2: 41; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  189, 1, 3, 557178, 16942.19, 0, 0.00, 1: 77; 2: 47; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  189, 1, 3, 610401, 16942.19, 0, 0.00, 1: 80; 2: 41; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  189, 1, 3, 570276, 16942.19, 0, 0.00, 1: 82; 2: 37; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 445,  5, 14,  190, 1, 3, 557071, 16942.19, 0, 0.00, 1: 74; 2: 52; 3: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  190, 1, 3, 570378, 16942.19, 0, 0.00, 1: 78; 2: 44; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 632,  5, 15,  190, 1, 3, 590677, 16942.19, 44, 0.00, 1: 83; 2: 34; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 259,  7, 10,  190, 1, 3, 557143, 16942.19, 0, 0.00, 1: 78; 2: 44; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 269,  6, 12,  190, 1, 3, 570208, 16942.19, 0, 0.00, 1: 80; 2: 40; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 388,  5, 14,  190, 1, 3, 557212, 16942.19, 24, 0.00, 1: 80; 2: 40; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  190, 1, 3, 557151, 16942.19, 0, 0.00, 1: 80; 2: 40; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,   7, 10,  7,  191, 1, 3, 557150, 16942.19, 0, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  191, 1, 3, 622560, 16942.19, 0, 0.00, 1: 81; 2: 37; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  191, 1, 3, 622519, 16942.19, 0, 0.00, 1: 79; 2: 41; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 814,  6, 12,  191, 1, 3, 570266, 16942.19, 0, 0.00, 1: 81; 2: 37; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 812,  6, 12,  191, 1, 3, 570343, 16942.19, 25, 0.00, 1: 82; 2: 35; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  191, 1, 3, 570248, 16942.19, 0, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  191, 1, 3, 557120, 16942.19, 0, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 698,  5, 15,  191, 1, 3, 590618, 16942.19, 0, 0.00, 1: 78; 2: 43; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 803,  6, 12,  191, 1, 3, 570328, 16942.19, 0, 0.00, 1: 80; 2: 39; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  192, 1, 3, 570234, 16942.19, 0, 0.00, 1: 79; 2: 40; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  192, 1, 3, 605140, 16942.19, 44, 0.00, 1: 79; 2: 40; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 988,  5, 14,  192, 1, 3, 557269, 16942.19, 7, 0.00, 1: 79; 2: 40; 3: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 541,  9,  8,  192, 1, 3, 570223, 16942.19, 0, 0.00, 1: 82; 2: 34; 3: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  192, 1, 3, 570391, 16942.19, 0, 0.00, 1: 78; 2: 42; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  193, 1, 3, 557229, 16942.19, 0, 0.00, 1: 79; 2: 39; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  193, 1, 3, 570327, 16942.19, 0, 0.00, 1: 77; 2: 43; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  176, 1, 4, 604758, 16942.19, 0, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 455,  9,  8,  177, 1, 4, 570317, 16942.19, 0, 0.00, 1: 90; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 892,  7, 11,  177, 1, 4, 605218, 16942.19, 4, 0.00, 1: 92; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 156,  9,  8,  177, 1, 4, 570116, 16942.19, 44, 0.00, 1: 88; 2: 38; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 214,  8,  9,  177, 1, 4, 570328, 16942.19, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 874,  7, 11,  178, 1, 4, 605075, 16942.19, 0, 0.00, 1: 93; 2: 27; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 940, 10,  7,  178, 1, 4, 557228, 16942.19, 33, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  178, 1, 4, 604934, 16942.19, 51, 0.00, 1: 89; 2: 35; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  178, 1, 4, 605154, 16942.19, 127, 0.00, 1: 89; 2: 35; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  179, 1, 4, 604971, 16942.19, 0, 0.00, 1: 90; 2: 33; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  179, 1, 4, 604921, 16942.19, 3, 0.00, 1: 86; 2: 40; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  179, 1, 4, 570516, 16942.19, 0, 0.00, 1: 88; 2: 36; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 480, 10,  7,  179, 1, 4, 557083, 16942.19, 31, 0.00, 1: 91; 2: 30; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 508, 10,  7,  179, 1, 4, 557186, 16942.19, 62, 0.00, 1: 85; 2: 42; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 184,  7, 11,  179, 1, 4, 605344, 16942.19, 10, 0.00, 1: 86; 2: 40; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  179, 1, 4, 610263, 16942.19, 1, 0.00, 1: 90; 2: 35; 3: 1; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  179, 1, 4, 570188, 16942.19, 0, 0.00, 1: 89; 2: 34; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 204,  9,  8,  179, 1, 4, 570240, 16942.19, 55, 0.00, 1: 89; 2: 35; 3: 4; 4: 2; 
