Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 815, 16, 12,  527, 1, 3, 1539655, 33154.60, 0, 0.00, 1: 189; 2: 133; 3: 24; 
CD4_T_cell_signaling, 958, 13, 15,  527, 1, 3, 1568183, 33154.60, 0, 0.00, 1: 189; 2: 133; 3: 24; 
CD4_T_cell_signaling, 759,  9, 22,  528, 1, 3, 1595580, 33154.60, 0, 0.00, 1: 186; 2: 138; 3: 22; 
CD4_T_cell_signaling, 481,  8, 24,  528, 1, 3, 1539768, 33154.60, 0, 0.00, 1: 189; 2: 132; 3: 25; 
CD4_T_cell_signaling, 375, 10, 19,  528, 1, 3, 1526017, 33154.60, 0, 0.00, 1: 191; 2: 128; 3: 27; 
CD4_T_cell_signaling, 185, 10, 20,  529, 1, 3, 1606649, 33154.60, 0, 0.00, 1: 188; 2: 133; 3: 25; 
CD4_T_cell_signaling, 604, 10, 19,  529, 1, 3, 1526060, 33154.60, 163, 0.00, 1: 187; 2: 135; 3: 24; 
CD4_T_cell_signaling, 347, 15, 13,  529, 1, 3, 1568050, 33154.60, 0, 0.00, 1: 185; 2: 139; 3: 22; 
CD4_T_cell_signaling, 860, 15, 13,  530, 1, 3, 1568176, 33154.60, 65, 0.00, 1: 184; 2: 140; 3: 22; 
CD4_T_cell_signaling,  50,  8, 25,  530, 1, 3, 1606472, 33154.60, 0, 0.00, 1: 190; 2: 128; 3: 28; 
CD4_T_cell_signaling, 633, 10, 20,  530, 1, 3, 1606374, 33154.60, 0, 0.00, 1: 190; 2: 128; 3: 28; 
CD4_T_cell_signaling, 429, 13, 15,  530, 1, 3, 1568142, 33154.60, 0, 0.00, 1: 194; 2: 120; 3: 32; 
CD4_T_cell_signaling, 880, 16, 12,  531, 1, 3, 1539750, 33154.60, 67, 0.00, 1: 189; 2: 129; 3: 28; 
CD4_T_cell_signaling, 840, 11, 18,  531, 1, 3, 1595393, 33154.60, 62, 0.00, 1: 192; 2: 123; 3: 31; 
CD4_T_cell_signaling, 205, 15, 13,  532, 1, 3, 1568281, 33154.60, 0, 0.00, 1: 185; 2: 136; 3: 25; 
CD4_T_cell_signaling, 501, 14, 14,  535, 1, 3, 1583867, 33154.60, 0, 0.00, 1: 194; 2: 115; 3: 37; 
CD4_T_cell_signaling, 249,  9, 21,  536, 1, 3, 1527876, 33154.60, 0, 0.00, 1: 181; 2: 140; 3: 25; 
CD4_T_cell_signaling, 456, 12, 16,  540, 1, 3, 1539663, 33154.60, 31, 0.00, 1: 178; 2: 142; 3: 26; 
CD4_T_cell_signaling, 572, 14, 14,  542, 1, 3, 1583957, 33154.60, 138, 0.00, 1: 178; 2: 140; 3: 28; 
CD4_T_cell_signaling, 912, 12, 16,  543, 1, 3, 1539664, 33154.60, 69, 0.00, 1: 187; 2: 121; 3: 38; 
CD4_T_cell_signaling, 709, 11, 18,  492, 1, 4, 1595590, 33154.60, 0, 0.00, 1: 215; 2: 117; 3: 13; 4: 1; 
CD4_T_cell_signaling, 868, 10, 20,  495, 1, 4, 1606738, 33154.60, 162, 0.00, 1: 215; 2: 115; 3: 14; 4: 2; 
CD4_T_cell_signaling, 495, 11, 18,  495, 1, 4, 1595517, 33154.60, 0, 0.00, 1: 216; 2: 113; 3: 15; 4: 2; 
CD4_T_cell_signaling, 435, 10, 20,  496, 1, 4, 1606453, 33154.60, 0, 0.00, 1: 213; 2: 117; 3: 15; 4: 1; 
CD4_T_cell_signaling, 360, 11, 18,  496, 1, 4, 1595442, 33154.60, 24, 0.00, 1: 213; 2: 117; 3: 15; 4: 1; 
CD4_T_cell_signaling,  51, 10, 20,  496, 1, 4, 1606558, 33154.60, 0, 0.00, 1: 215; 2: 113; 3: 17; 4: 1; 
CD4_T_cell_signaling, 646, 10, 20,  496, 1, 4, 1606449, 33154.60, 0, 0.00, 1: 211; 2: 121; 3: 13; 4: 1; 
CD4_T_cell_signaling, 361, 14, 14,  496, 1, 4, 1583706, 33154.60, 0, 0.00, 1: 211; 2: 122; 3: 11; 4: 2; 
CD4_T_cell_signaling,  38, 10, 20,  497, 1, 4, 1606578, 33154.60, 0, 0.00, 1: 219; 2: 105; 3: 20; 4: 2; 
CD4_T_cell_signaling, 172, 12, 16,  497, 1, 4, 1539780, 33154.60, 154, 0.00, 1: 214; 2: 115; 3: 15; 4: 2; 
CD4_T_cell_signaling, 614,  9, 23,  498, 1, 4, 1649824, 33154.60, 0, 0.00, 1: 218; 2: 106; 3: 20; 4: 2; 
CD4_T_cell_signaling, 734,  8, 26,  498, 1, 4, 1664405, 33154.60, 0, 0.00, 1: 220; 2: 103; 3: 20; 4: 3; 
CD4_T_cell_signaling, 764, 13, 15,  499, 1, 4, 1568240, 33154.60, 169, 0.00, 1: 211; 2: 119; 3: 14; 4: 2; 
CD4_T_cell_signaling, 980, 11, 18,  500, 1, 4, 1595743, 33154.60, 72, 0.00, 1: 216; 2: 108; 3: 20; 4: 2; 
CD4_T_cell_signaling, 206, 10, 20,  500, 1, 4, 1606500, 33154.60, 0, 0.00, 1: 210; 2: 120; 3: 14; 4: 2; 
CD4_T_cell_signaling, 118, 12, 17,  500, 1, 4, 1626025, 33154.60, 0, 0.00, 1: 210; 2: 119; 3: 16; 4: 1; 
CD4_T_cell_signaling, 970, 11, 18,  500, 1, 4, 1595349, 33154.60, 0, 0.00, 1: 212; 2: 115; 3: 18; 4: 1; 
CD4_T_cell_signaling, 167,  8, 26,  501, 1, 4, 1664248, 33154.60, 0, 0.00, 1: 214; 2: 111; 3: 19; 4: 2; 
CD4_T_cell_signaling, 232, 12, 16,  501, 1, 4, 1539729, 33154.60, 16, 0.00, 1: 208; 2: 123; 3: 13; 4: 2; 
CD4_T_cell_signaling, 259, 10, 20,  502, 1, 4, 1606656, 33154.60, 0, 0.00, 1: 208; 2: 121; 3: 16; 4: 1; 
CD4_T_cell_signaling, 761, 11, 18,  502, 1, 4, 1595470, 33154.60, 0, 0.00, 1: 211; 2: 115; 3: 19; 4: 1; 
CD4_T_cell_signaling, 400,  9, 23,  502, 1, 4, 1649941, 33154.60, 25, 0.00, 1: 213; 2: 111; 3: 21; 4: 1; 
CD4_T_cell_signaling, 298, 11, 18,  502, 1, 4, 1595599, 33154.60, 0, 0.00, 1: 211; 2: 117; 3: 15; 4: 3; 
CD4_T_cell_signaling, 896,  9, 23,  502, 1, 4, 1649523, 33154.60, 69, 0.00, 1: 213; 2: 112; 3: 19; 4: 2; 
CD4_T_cell_signaling, 770, 12, 17,  502, 1, 4, 1626090, 33154.60, 0, 0.00, 1: 213; 2: 111; 3: 21; 4: 1; 
CD4_T_cell_signaling, 177, 14, 14,  502, 1, 4, 1583752, 33154.60, 0, 0.00, 1: 212; 2: 113; 3: 20; 4: 1; 
CD4_T_cell_signaling, 252, 10, 20,  502, 1, 4, 1606565, 33154.60, 38, 0.00, 1: 203; 2: 131; 3: 11; 4: 1; 
CD4_T_cell_signaling,  89, 14, 14,  502, 1, 4, 1583934, 33154.60, 0, 0.00, 1: 212; 2: 113; 3: 20; 4: 1; 
CD4_T_cell_signaling, 792,  9, 23,  502, 1, 4, 1649535, 33154.60, 56, 0.00, 1: 208; 2: 121; 3: 16; 4: 1; 
CD4_T_cell_signaling, 643,  9, 22,  503, 1, 4, 1595501, 33154.60, 0, 0.00, 1: 208; 2: 121; 3: 15; 4: 2; 
CD4_T_cell_signaling, 703, 10, 20,  503, 1, 4, 1606525, 33154.60, 0, 0.00, 1: 209; 2: 118; 3: 18; 4: 1; 
CD4_T_cell_signaling, 702,  9, 23,  503, 1, 4, 1649598, 33154.60, 0, 0.00, 1: 206; 2: 124; 3: 15; 4: 1; 
CD4_T_cell_signaling, 528, 10, 20,  503, 1, 4, 1606634, 33154.60, 33, 0.00, 1: 209; 2: 119; 3: 16; 4: 2; 
CD4_T_cell_signaling, 737, 11, 18,  503, 1, 4, 1595618, 33154.60, 0, 0.00, 1: 211; 2: 115; 3: 18; 4: 2; 
CD4_T_cell_signaling, 948, 16, 12,  503, 1, 4, 1539684, 33154.60, 69, 0.00, 1: 212; 2: 114; 3: 17; 4: 3; 
CD4_T_cell_signaling, 925, 11, 18,  503, 1, 4, 1595422, 33154.60, 0, 0.00, 1: 212; 2: 114; 3: 17; 4: 3; 
CD4_T_cell_signaling, 989, 12, 16,  503, 1, 4, 1539731, 33154.60, 0, 0.00, 1: 215; 2: 107; 3: 22; 4: 2; 
CD4_T_cell_signaling, 115,  9, 23,  503, 1, 4, 1649837, 33154.60, 0, 0.00, 1: 210; 2: 116; 3: 19; 4: 1; 
CD4_T_cell_signaling, 248, 12, 17,  504, 1, 4, 1626258, 33154.60, 16, 0.00, 1: 204; 2: 128; 3: 12; 4: 2; 
CD4_T_cell_signaling, 307, 10, 20,  504, 1, 4, 1606487, 33154.60, 0, 0.00, 1: 204; 2: 127; 3: 14; 4: 1; 
CD4_T_cell_signaling, 379, 12, 16,  504, 1, 4, 1539713, 33154.60, 0, 0.00, 1: 206; 2: 124; 3: 14; 4: 2; 
CD4_T_cell_signaling, 274, 15, 13,  504, 1, 4, 1568257, 33154.60, 0, 0.00, 1: 205; 2: 125; 3: 15; 4: 1; 
CD4_T_cell_signaling, 222,  9, 23,  504, 1, 4, 1649513, 33154.60, 0, 0.00, 1: 208; 2: 119; 3: 18; 4: 1; 
CD4_T_cell_signaling, 286, 11, 18,  504, 1, 4, 1595591, 33154.60, 0, 0.00, 1: 209; 2: 117; 3: 19; 4: 1; 
CD4_T_cell_signaling, 681, 14, 14,  504, 1, 4, 1583913, 33154.60, 0, 0.00, 1: 210; 2: 115; 3: 20; 4: 1; 
CD4_T_cell_signaling,  57,  8, 26,  505, 1, 4, 1664405, 33154.60, 0, 0.00, 1: 214; 2: 107; 3: 23; 4: 2; 
CD4_T_cell_signaling, 356, 11, 18,  505, 1, 4, 1595503, 33154.60, 136, 0.00, 1: 208; 2: 118; 3: 19; 4: 1; 
CD4_T_cell_signaling, 565,  9, 23,  505, 1, 4, 1649566, 33154.60, 0, 0.00, 1: 210; 2: 114; 3: 21; 4: 1; 
CD4_T_cell_signaling, 148,  8, 25,  505, 1, 4, 1606575, 33154.60, 8, 0.00, 1: 213; 2: 109; 3: 22; 4: 2; 
CD4_T_cell_signaling,  33,  8, 25,  505, 1, 4, 1606414, 33154.60, 0, 0.00, 1: 211; 2: 113; 3: 20; 4: 2; 
CD4_T_cell_signaling, 947,  8, 26,  505, 1, 4, 1664190, 33154.60, 0, 0.00, 1: 215; 2: 104; 3: 26; 4: 1; 
CD4_T_cell_signaling, 875, 14, 14,  505, 1, 4, 1583749, 33154.60, 0, 0.00, 1: 211; 2: 113; 3: 20; 4: 2; 
CD4_T_cell_signaling, 460,  9, 22,  505, 1, 4, 1595639, 33154.60, 138, 0.00, 1: 210; 2: 114; 3: 21; 4: 1; 
CD4_T_cell_signaling,   4,  9, 23,  505, 1, 4, 1649658, 33154.60, 64, 0.00, 1: 212; 2: 110; 3: 23; 4: 1; 
CD4_T_cell_signaling,  48, 12, 17,  505, 1, 4, 1626436, 33154.60, 4, 0.00, 1: 209; 2: 116; 3: 20; 4: 1; 
CD4_T_cell_signaling, 797, 15, 13,  506, 1, 4, 1568149, 33154.60, 0, 0.00, 1: 210; 2: 113; 3: 22; 4: 1; 
CD4_T_cell_signaling, 101, 13, 15,  506, 1, 4, 1568256, 33154.60, 0, 0.00, 1: 206; 2: 122; 3: 16; 4: 2; 
CD4_T_cell_signaling, 568,  9, 22,  506, 1, 4, 1595563, 33154.60, 36, 0.00, 1: 214; 2: 105; 3: 26; 4: 1; 
CD4_T_cell_signaling, 915, 10, 20,  506, 1, 4, 1606592, 33154.60, 0, 0.00, 1: 206; 2: 121; 3: 18; 4: 1; 
CD4_T_cell_signaling, 563,  8, 26,  506, 1, 4, 1664755, 33154.60, 0, 0.00, 1: 211; 2: 111; 3: 23; 4: 1; 
CD4_T_cell_signaling, 410, 12, 17,  506, 1, 4, 1626334, 33154.60, 0, 0.00, 1: 201; 2: 131; 3: 13; 4: 1; 
CD4_T_cell_signaling, 573,  8, 25,  506, 1, 4, 1606636, 33154.60, 0, 0.00, 1: 210; 2: 114; 3: 20; 4: 2; 
CD4_T_cell_signaling, 621, 10, 20,  506, 1, 4, 1606662, 33154.60, 0, 0.00, 1: 209; 2: 115; 3: 21; 4: 1; 
CD4_T_cell_signaling, 644,  8, 24,  506, 1, 4, 1539744, 33154.60, 172, 0.00, 1: 208; 2: 117; 3: 20; 4: 1; 
CD4_T_cell_signaling, 574, 14, 14,  506, 1, 4, 1583847, 33154.60, 0, 0.00, 1: 211; 2: 111; 3: 23; 4: 1; 
CD4_T_cell_signaling,  72,  9, 21,  506, 1, 4, 1527876, 33154.60, 7, 0.00, 1: 209; 2: 118; 3: 15; 4: 4; 
CD4_T_cell_signaling, 862, 12, 16,  506, 1, 4, 1539773, 33154.60, 0, 0.00, 1: 209; 2: 115; 3: 21; 4: 1; 
CD4_T_cell_signaling, 520,  9, 23,  506, 1, 4, 1649418, 33154.60, 33, 0.00, 1: 210; 2: 114; 3: 20; 4: 2; 
CD4_T_cell_signaling, 684,  9, 23,  506, 1, 4, 1649840, 33154.60, 129, 0.00, 1: 210; 2: 114; 3: 20; 4: 2; 
CD4_T_cell_signaling, 582, 12, 16,  506, 1, 4, 1539695, 33154.60, 0, 0.00, 1: 207; 2: 119; 3: 19; 4: 1; 
CD4_T_cell_signaling, 235,  9, 23,  506, 1, 4, 1649685, 33154.60, 0, 0.00, 1: 210; 2: 114; 3: 20; 4: 2; 
CD4_T_cell_signaling, 825, 12, 17,  506, 1, 4, 1626183, 33154.60, 0, 0.00, 1: 208; 2: 117; 3: 20; 4: 1; 
CD4_T_cell_signaling, 874,  8, 26,  507, 1, 4, 1664056, 33154.60, 0, 0.00, 1: 207; 2: 118; 3: 20; 4: 1; 
CD4_T_cell_signaling, 312,  9, 23,  507, 1, 4, 1649784, 33154.60, 18, 0.00, 1: 210; 2: 113; 3: 21; 4: 2; 
CD4_T_cell_signaling, 365,  9, 22,  507, 1, 4, 1595404, 33154.60, 0, 0.00, 1: 209; 2: 115; 3: 20; 4: 2; 
CD4_T_cell_signaling, 555, 13, 15,  507, 1, 4, 1568133, 33154.60, 0, 0.00, 1: 206; 2: 120; 3: 19; 4: 1; 
CD4_T_cell_signaling, 542, 16, 12,  507, 1, 4, 1539793, 33154.60, 0, 0.00, 1: 206; 2: 120; 3: 19; 4: 1; 
CD4_T_cell_signaling, 700, 12, 17,  507, 1, 4, 1626338, 33154.60, 157, 0.00, 1: 205; 2: 123; 3: 16; 4: 2; 
CD4_T_cell_signaling, 696, 12, 17,  507, 1, 4, 1626245, 33154.60, 44, 0.00, 1: 207; 2: 118; 3: 20; 4: 1; 
CD4_T_cell_signaling, 505,  9, 23,  507, 1, 4, 1649486, 33154.60, 0, 0.00, 1: 209; 2: 115; 3: 20; 4: 2; 
CD4_T_cell_signaling, 334,  9, 23,  507, 1, 4, 1649930, 33154.60, 0, 0.00, 1: 208; 2: 117; 3: 19; 4: 2; 
CD4_T_cell_signaling,  24,  8, 24,  507, 1, 4, 1539646, 33154.60, 128, 0.00, 1: 212; 2: 109; 3: 23; 4: 2; 
CD4_T_cell_signaling,  60, 11, 18,  507, 1, 4, 1595600, 33154.60, 15, 0.00, 1: 204; 2: 124; 3: 17; 4: 1; 
CD4_T_cell_signaling, 229,  9, 23,  507, 1, 4, 1649691, 33154.60, 0, 0.00, 1: 210; 2: 113; 3: 21; 4: 2; 
CD4_T_cell_signaling, 466, 12, 17,  507, 1, 4, 1626037, 33154.60, 0, 0.00, 1: 208; 2: 116; 3: 21; 4: 1; 
CD4_T_cell_signaling, 515, 13, 15,  507, 1, 4, 1568209, 33154.60, 0, 0.00, 1: 209; 2: 114; 3: 22; 4: 1; 
CD4_T_cell_signaling, 739,  8, 24,  507, 1, 4, 1539743, 33154.60, 0, 0.00, 1: 208; 2: 117; 3: 19; 4: 2; 
CD4_T_cell_signaling, 292, 10, 19,  507, 1, 4, 1526072, 33154.60, 94, 0.00, 1: 204; 2: 124; 3: 17; 4: 1; 
CD4_T_cell_signaling, 304, 10, 19,  508, 1, 4, 1526085, 33154.60, 18, 0.00, 1: 208; 2: 115; 3: 22; 4: 1; 
CD4_T_cell_signaling, 524,  9, 23,  508, 1, 4, 1649614, 33154.60, 75, 0.00, 1: 209; 2: 113; 3: 23; 4: 1; 
CD4_T_cell_signaling, 180,  9, 22,  508, 1, 4, 1595566, 33154.60, 14, 0.00, 1: 208; 2: 116; 3: 20; 4: 2; 
CD4_T_cell_signaling, 450,  8, 26,  508, 1, 4, 1664280, 33154.60, 0, 0.00, 1: 205; 2: 121; 3: 19; 4: 1; 
CD4_T_cell_signaling, 835, 10, 20,  508, 1, 4, 1606593, 33154.60, 0, 0.00, 1: 207; 2: 118; 3: 19; 4: 2; 
CD4_T_cell_signaling, 518, 13, 15,  508, 1, 4, 1568195, 33154.60, 0, 0.00, 1: 208; 2: 115; 3: 22; 4: 1; 
CD4_T_cell_signaling, 690, 10, 19,  508, 1, 4, 1526087, 33154.60, 0, 0.00, 1: 201; 2: 129; 3: 15; 4: 1; 
CD4_T_cell_signaling, 335, 15, 13,  508, 1, 4, 1568028, 33154.60, 0, 0.00, 1: 206; 2: 120; 3: 18; 4: 2; 
CD4_T_cell_signaling, 308, 13, 15,  508, 1, 4, 1568121, 33154.60, 80, 0.00, 1: 200; 2: 133; 3: 10; 4: 3; 
CD4_T_cell_signaling,  74, 13, 15,  508, 1, 4, 1568298, 33154.60, 0, 0.00, 1: 200; 2: 131; 3: 14; 4: 1; 
CD4_T_cell_signaling, 966, 12, 16,  508, 1, 4, 1539761, 33154.60, 0, 0.00, 1: 201; 2: 130; 3: 13; 4: 2; 
CD4_T_cell_signaling,  90,  9, 22,  508, 1, 4, 1595590, 33154.60, 0, 0.00, 1: 206; 2: 121; 3: 16; 4: 3; 
CD4_T_cell_signaling,  86, 11, 18,  508, 1, 4, 1595345, 33154.60, 0, 0.00, 1: 214; 2: 106; 3: 22; 4: 4; 
CD4_T_cell_signaling,  47, 12, 16,  509, 1, 4, 1539759, 33154.60, 0, 0.00, 1: 207; 2: 117; 3: 20; 4: 2; 
CD4_T_cell_signaling, 638, 14, 14,  509, 1, 4, 1583803, 33154.60, 0, 0.00, 1: 214; 2: 103; 3: 27; 4: 2; 
CD4_T_cell_signaling, 945,  8, 25,  509, 1, 4, 1606706, 33154.60, 0, 0.00, 1: 204; 2: 123; 3: 17; 4: 2; 
CD4_T_cell_signaling, 354, 12, 16,  509, 1, 4, 1539670, 33154.60, 0, 0.00, 1: 202; 2: 126; 3: 17; 4: 1; 
CD4_T_cell_signaling, 357, 14, 14,  509, 1, 4, 1583861, 33154.60, 0, 0.00, 1: 212; 2: 106; 3: 27; 4: 1; 
CD4_T_cell_signaling, 472, 12, 16,  509, 1, 4, 1539766, 33154.60, 32, 0.00, 1: 205; 2: 121; 3: 18; 4: 2; 
CD4_T_cell_signaling, 147, 14, 14,  509, 1, 4, 1583916, 33154.60, 0, 0.00, 1: 204; 2: 122; 3: 19; 4: 1; 
CD4_T_cell_signaling, 609, 13, 15,  509, 1, 4, 1568225, 33154.60, 0, 0.00, 1: 205; 2: 121; 3: 18; 4: 2; 
CD4_T_cell_signaling, 670, 12, 16,  509, 1, 4, 1539769, 33154.60, 0, 0.00, 1: 208; 2: 114; 3: 23; 4: 1; 
CD4_T_cell_signaling, 576,  9, 22,  509, 1, 4, 1595579, 33154.60, 37, 0.00, 1: 203; 2: 124; 3: 18; 4: 1; 
CD4_T_cell_signaling, 575, 12, 16,  509, 1, 4, 1539745, 33154.60, 0, 0.00, 1: 205; 2: 121; 3: 18; 4: 2; 
CD4_T_cell_signaling, 851, 10, 20,  509, 1, 4, 1606438, 33154.60, 0, 0.00, 1: 206; 2: 120; 3: 17; 4: 3; 
CD4_T_cell_signaling,  70, 12, 16,  509, 1, 4, 1539722, 33154.60, 0, 0.00, 1: 198; 2: 134; 3: 13; 4: 1; 
CD4_T_cell_signaling, 660, 10, 20,  509, 1, 4, 1606551, 33154.60, 88, 0.00, 1: 205; 2: 120; 3: 20; 4: 1; 
CD4_T_cell_signaling, 384, 12, 17,  509, 1, 4, 1626530, 33154.60, 24, 0.00, 1: 206; 2: 119; 3: 19; 4: 2; 
CD4_T_cell_signaling, 900,  8, 26,  509, 1, 4, 1663666, 33154.60, 178, 0.00, 1: 205; 2: 121; 3: 18; 4: 2; 
CD4_T_cell_signaling,  95,  8, 25,  509, 1, 4, 1606470, 33154.60, 0, 0.00, 1: 210; 2: 110; 3: 25; 4: 1; 
CD4_T_cell_signaling, 179,  9, 22,  509, 1, 4, 1595576, 33154.60, 0, 0.00, 1: 208; 2: 115; 3: 21; 4: 2; 
CD4_T_cell_signaling, 714, 10, 20,  509, 1, 4, 1606284, 33154.60, 0, 0.00, 1: 205; 2: 120; 3: 20; 4: 1; 
CD4_T_cell_signaling, 747, 13, 15,  509, 1, 4, 1568017, 33154.60, 0, 0.00, 1: 207; 2: 116; 3: 22; 4: 1; 
CD4_T_cell_signaling, 698,  8, 25,  509, 1, 4, 1606533, 33154.60, 0, 0.00, 1: 210; 2: 111; 3: 23; 4: 2; 
CD4_T_cell_signaling, 752,  9, 22,  509, 1, 4, 1595491, 33154.60, 52, 0.00, 1: 209; 2: 114; 3: 20; 4: 3; 
CD4_T_cell_signaling,  21, 15, 13,  510, 1, 4, 1568059, 33154.60, 86, 0.00, 1: 199; 2: 132; 3: 13; 4: 2; 
CD4_T_cell_signaling, 908, 14, 14,  510, 1, 4, 1583849, 33154.60, 86, 0.00, 1: 203; 2: 123; 3: 19; 4: 1; 
CD4_T_cell_signaling, 726, 12, 16,  510, 1, 4, 1539725, 33154.60, 0, 0.00, 1: 204; 2: 121; 3: 20; 4: 1; 
CD4_T_cell_signaling, 261, 12, 16,  510, 1, 4, 1539677, 33154.60, 0, 0.00, 1: 202; 2: 125; 3: 18; 4: 1; 
CD4_T_cell_signaling, 756, 15, 13,  510, 1, 4, 1568171, 33154.60, 36, 0.00, 1: 213; 2: 107; 3: 21; 4: 5; 
CD4_T_cell_signaling, 268, 14, 14,  510, 1, 4, 1583719, 33154.60, 120, 0.00, 1: 204; 2: 121; 3: 20; 4: 1; 
CD4_T_cell_signaling, 131,  8, 25,  510, 1, 4, 1606483, 33154.60, 0, 0.00, 1: 202; 2: 127; 3: 14; 4: 3; 
CD4_T_cell_signaling, 326, 11, 18,  510, 1, 4, 1595485, 33154.60, 0, 0.00, 1: 199; 2: 131; 3: 15; 4: 1; 
CD4_T_cell_signaling, 695,  8, 25,  510, 1, 4, 1606579, 33154.60, 0, 0.00, 1: 211; 2: 108; 3: 25; 4: 2; 
CD4_T_cell_signaling, 895,  9, 23,  510, 1, 4, 1649906, 33154.60, 0, 0.00, 1: 199; 2: 132; 3: 13; 4: 2; 
CD4_T_cell_signaling, 208,  9, 23,  510, 1, 4, 1649427, 33154.60, 15, 0.00, 1: 210; 2: 111; 3: 22; 4: 3; 
CD4_T_cell_signaling, 418, 12, 17,  510, 1, 4, 1626141, 33154.60, 0, 0.00, 1: 205; 2: 121; 3: 17; 4: 3; 
CD4_T_cell_signaling, 742, 12, 16,  510, 1, 4, 1539722, 33154.60, 0, 0.00, 1: 201; 2: 128; 3: 15; 4: 2; 
CD4_T_cell_signaling, 240,  8, 26,  510, 1, 4, 1664273, 33154.60, 16, 0.00, 1: 208; 2: 113; 3: 24; 4: 1; 
CD4_T_cell_signaling, 512, 10, 20,  510, 1, 4, 1606533, 33154.60, 33, 0.00, 1: 207; 2: 116; 3: 21; 4: 2; 
CD4_T_cell_signaling, 341, 10, 20,  510, 1, 4, 1606650, 33154.60, 0, 0.00, 1: 204; 2: 121; 3: 20; 4: 1; 
CD4_T_cell_signaling, 346,  9, 23,  510, 1, 4, 1649719, 33154.60, 0, 0.00, 1: 204; 2: 121; 3: 20; 4: 1; 
CD4_T_cell_signaling, 566,  9, 21,  511, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 200; 2: 128; 3: 17; 4: 1; 
CD4_T_cell_signaling, 269, 12, 17,  511, 1, 4, 1626066, 33154.60, 0, 0.00, 1: 204; 2: 120; 3: 21; 4: 1; 
CD4_T_cell_signaling, 482, 11, 18,  511, 1, 4, 1595600, 33154.60, 0, 0.00, 1: 204; 2: 121; 3: 19; 4: 2; 
CD4_T_cell_signaling, 879,  9, 23,  511, 1, 4, 1649127, 33154.60, 0, 0.00, 1: 201; 2: 126; 3: 18; 4: 1; 
CD4_T_cell_signaling, 864, 12, 17,  511, 1, 4, 1626337, 33154.60, 65, 0.00, 1: 199; 2: 130; 3: 16; 4: 1; 
CD4_T_cell_signaling, 165,  8, 25,  511, 1, 4, 1606587, 33154.60, 0, 0.00, 1: 201; 2: 127; 3: 16; 4: 2; 
CD4_T_cell_signaling, 557, 12, 17,  511, 1, 4, 1626520, 33154.60, 0, 0.00, 1: 204; 2: 122; 3: 17; 4: 3; 
CD4_T_cell_signaling, 219,  9, 23,  511, 1, 4, 1649839, 33154.60, 0, 0.00, 1: 204; 2: 121; 3: 19; 4: 2; 
CD4_T_cell_signaling, 567,  8, 26,  511, 1, 4, 1664523, 33154.60, 0, 0.00, 1: 203; 2: 122; 3: 20; 4: 1; 
CD4_T_cell_signaling, 373,  8, 26,  511, 1, 4, 1664580, 33154.60, 0, 0.00, 1: 208; 2: 112; 3: 25; 4: 1; 
CD4_T_cell_signaling, 704, 13, 15,  511, 1, 4, 1568139, 33154.60, 45, 0.00, 1: 201; 2: 127; 3: 16; 4: 2; 
CD4_T_cell_signaling, 990, 14, 14,  511, 1, 4, 1583634, 33154.60, 0, 0.00, 1: 205; 2: 118; 3: 22; 4: 1; 
CD4_T_cell_signaling, 656,  8, 26,  511, 1, 4, 1664118, 33154.60, 41, 0.00, 1: 202; 2: 126; 3: 15; 4: 3; 
CD4_T_cell_signaling, 454, 15, 13,  511, 1, 4, 1568180, 33154.60, 0, 0.00, 1: 206; 2: 116; 3: 23; 4: 1; 
CD4_T_cell_signaling, 774, 10, 19,  511, 1, 4, 1526100, 33154.60, 0, 0.00, 1: 200; 2: 129; 3: 15; 4: 2; 
CD4_T_cell_signaling, 234,  9, 23,  511, 1, 4, 1649758, 33154.60, 0, 0.00, 1: 209; 2: 112; 3: 22; 4: 3; 
CD4_T_cell_signaling, 155,  9, 22,  511, 1, 4, 1595689, 33154.60, 0, 0.00, 1: 205; 2: 120; 3: 18; 4: 3; 
CD4_T_cell_signaling,  10, 14, 14,  511, 1, 4, 1583853, 33154.60, 81, 0.00, 1: 208; 2: 113; 3: 23; 4: 2; 
CD4_T_cell_signaling, 816, 15, 13,  511, 1, 4, 1568189, 33154.60, 59, 0.00, 1: 203; 2: 122; 3: 20; 4: 1; 
CD4_T_cell_signaling, 149, 10, 20,  511, 1, 4, 1606711, 33154.60, 0, 0.00, 1: 206; 2: 118; 3: 19; 4: 3; 
CD4_T_cell_signaling, 630, 10, 20,  511, 1, 4, 1606634, 33154.60, 0, 0.00, 1: 203; 2: 123; 3: 18; 4: 2; 
CD4_T_cell_signaling, 981,  8, 26,  511, 1, 4, 1664328, 33154.60, 0, 0.00, 1: 206; 2: 118; 3: 19; 4: 3; 
CD4_T_cell_signaling, 634, 10, 20,  511, 1, 4, 1606412, 33154.60, 0, 0.00, 1: 200; 2: 129; 3: 15; 4: 2; 
CD4_T_cell_signaling, 593,  9, 22,  511, 1, 4, 1595354, 33154.60, 0, 0.00, 1: 202; 2: 124; 3: 19; 4: 1; 
