Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
23(611)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 559,  9,  9,  170, 1, 3, 639198, 17907.34, 0, 0.00, 1: 55; 2: 38; 3: 13; 
Glucose_Repression_Signaling_2009, 446, 10,  8,  182, 1, 3, 634004, 17907.34, 0, 0.00, 1: 52; 2: 32; 3: 22; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  182, 1, 3, 658650, 17907.34, 185, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009, 508, 11,  7,  182, 1, 3, 613185, 17907.34, 0, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009, 807,  9,  9,  182, 1, 3, 639152, 17907.34, 0, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009, 657,  9,  9,  182, 1, 3, 639194, 17907.34, 159, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  182, 1, 3, 658619, 17907.34, 32, 0.00, 1: 54; 2: 28; 3: 24; 
Glucose_Repression_Signaling_2009, 335,  6, 13,  182, 1, 3, 619449, 17907.34, 0, 0.00, 1: 53; 2: 30; 3: 23; 
Glucose_Repression_Signaling_2009, 825,  7, 12,  182, 1, 3, 658643, 17907.34, 0, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  182, 1, 3, 658676, 17907.34, 127, 0.00, 1: 52; 2: 32; 3: 22; 
Glucose_Repression_Signaling_2009, 821, 10,  8,  182, 1, 3, 634046, 17907.34, 0, 0.00, 1: 51; 2: 34; 3: 21; 
Glucose_Repression_Signaling_2009,  15,  9,  9,  182, 1, 3, 639221, 17907.34, 0, 0.00, 1: 49; 2: 38; 3: 19; 
Glucose_Repression_Signaling_2009, 816, 10,  8,  182, 1, 3, 634107, 17907.34, 0, 0.00, 1: 49; 2: 38; 3: 19; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  182, 1, 3, 658645, 17907.34, 85, 0.00, 1: 53; 2: 30; 3: 23; 
Glucose_Repression_Signaling_2009, 509,  6, 13,  182, 1, 3, 619541, 17907.34, 0, 0.00, 1: 50; 2: 36; 3: 20; 
Glucose_Repression_Signaling_2009, 391,  8, 10,  183, 1, 3, 634074, 17907.34, 0, 0.00, 1: 50; 2: 35; 3: 21; 
Glucose_Repression_Signaling_2009,  79,  7, 12,  183, 1, 3, 658706, 17907.34, 0, 0.00, 1: 53; 2: 29; 3: 24; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  183, 1, 3, 634029, 17907.34, 197, 0.00, 1: 51; 2: 33; 3: 22; 
Glucose_Repression_Signaling_2009, 600,  9,  9,  183, 1, 3, 639115, 17907.34, 72, 0.00, 1: 48; 2: 39; 3: 19; 
Glucose_Repression_Signaling_2009, 700, 11,  7,  183, 1, 3, 613189, 17907.34, 1, 0.00, 1: 50; 2: 35; 3: 21; 
Glucose_Repression_Signaling_2009, 186, 11,  7,  183, 1, 3, 613170, 17907.34, 0, 0.00, 1: 50; 2: 35; 3: 21; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  183, 1, 3, 633942, 17907.34, 0, 0.00, 1: 49; 2: 37; 3: 20; 
Glucose_Repression_Signaling_2009,  78,  8, 10,  183, 1, 3, 634082, 17907.34, 0, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009, 718,  8, 10,  183, 1, 3, 634032, 17907.34, 0, 0.00, 1: 49; 2: 37; 3: 20; 
Glucose_Repression_Signaling_2009, 309,  7, 11,  183, 1, 3, 613215, 17907.34, 255, 0.00, 1: 51; 2: 33; 3: 22; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  183, 1, 3, 613198, 17907.34, 0, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  183, 1, 3, 634065, 17907.34, 48, 0.00, 1: 51; 2: 33; 3: 22; 
Glucose_Repression_Signaling_2009, 401,  7, 11,  183, 1, 3, 613198, 17907.34, 0, 0.00, 1: 49; 2: 37; 3: 20; 
Glucose_Repression_Signaling_2009, 868,  8, 10,  183, 1, 3, 634075, 17907.34, 0, 0.00, 1: 50; 2: 35; 3: 21; 
Glucose_Repression_Signaling_2009, 431,  7, 11,  183, 1, 3, 613182, 17907.34, 0, 0.00, 1: 52; 2: 31; 3: 23; 
Glucose_Repression_Signaling_2009, 106, 11,  7,  183, 1, 3, 613152, 17907.34, 67, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009,  64, 10,  8,  184, 1, 3, 634011, 17907.34, 0, 0.00, 1: 46; 2: 42; 3: 18; 
Glucose_Repression_Signaling_2009, 231, 10,  8,  184, 1, 3, 634034, 17907.34, 0, 0.00, 1: 52; 2: 30; 3: 24; 
Glucose_Repression_Signaling_2009, 487, 11,  7,  184, 1, 3, 613172, 17907.34, 0, 0.00, 1: 49; 2: 36; 3: 21; 
Glucose_Repression_Signaling_2009, 560,  7, 11,  184, 1, 3, 613152, 17907.34, 0, 0.00, 1: 50; 2: 34; 3: 22; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  184, 1, 3, 658596, 17907.34, 0, 0.00, 1: 47; 2: 40; 3: 19; 
Glucose_Repression_Signaling_2009, 493, 10,  8,  184, 1, 3, 633991, 17907.34, 49, 0.00, 1: 49; 2: 36; 3: 21; 
Glucose_Repression_Signaling_2009, 719, 11,  7,  184, 1, 3, 613198, 17907.34, 0, 0.00, 1: 50; 2: 34; 3: 22; 
Glucose_Repression_Signaling_2009, 344, 10,  8,  184, 1, 3, 634017, 17907.34, 72, 0.00, 1: 52; 2: 30; 3: 24; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  184, 1, 3, 613170, 17907.34, 78, 0.00, 1: 51; 2: 32; 3: 23; 
Glucose_Repression_Signaling_2009, 421,  9,  9,  184, 1, 3, 638964, 17907.34, 0, 0.00, 1: 49; 2: 36; 3: 21; 
Glucose_Repression_Signaling_2009, 635, 10,  8,  184, 1, 3, 634050, 17907.34, 0, 0.00, 1: 50; 2: 34; 3: 22; 
Glucose_Repression_Signaling_2009, 362,  6, 14,  184, 1, 3, 658735, 17907.34, 65, 0.00, 1: 52; 2: 30; 3: 24; 
Glucose_Repression_Signaling_2009, 660,  8, 10,  184, 1, 3, 633990, 17907.34, 211, 0.00, 1: 53; 2: 28; 3: 25; 
Glucose_Repression_Signaling_2009, 851,  8, 10,  184, 1, 3, 634057, 17907.34, 197, 0.00, 1: 52; 2: 30; 3: 24; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  184, 1, 3, 619566, 17907.34, 192, 0.00, 1: 51; 2: 32; 3: 23; 
Glucose_Repression_Signaling_2009, 590, 10,  8,  184, 1, 3, 634050, 17907.34, 0, 0.00, 1: 46; 2: 42; 3: 18; 
Glucose_Repression_Signaling_2009, 682,  7, 12,  184, 1, 3, 658772, 17907.34, 65, 0.00, 1: 49; 2: 36; 3: 21; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  184, 1, 3, 634048, 17907.34, 197, 0.00, 1: 53; 2: 28; 3: 25; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  184, 1, 3, 613175, 17907.34, 0, 0.00, 1: 53; 2: 28; 3: 25; 
Glucose_Repression_Signaling_2009, 187,  6, 14,  184, 1, 3, 658703, 17907.34, 0, 0.00, 1: 51; 2: 32; 3: 23; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  184, 1, 3, 639116, 17907.34, 0, 0.00, 1: 49; 2: 36; 3: 21; 
Glucose_Repression_Signaling_2009, 772, 10,  8,  184, 1, 3, 634094, 17907.34, 0, 0.00, 1: 50; 2: 34; 3: 22; 
Glucose_Repression_Signaling_2009, 810,  6, 14,  184, 1, 3, 658592, 17907.34, 65, 0.00, 1: 53; 2: 28; 3: 25; 
Glucose_Repression_Signaling_2009, 459,  9,  9,  184, 1, 3, 639183, 17907.34, 196, 0.00, 1: 50; 2: 34; 3: 22; 
Glucose_Repression_Signaling_2009, 814,  7, 12,  184, 1, 3, 658649, 17907.34, 0, 0.00, 1: 48; 2: 38; 3: 20; 
Glucose_Repression_Signaling_2009, 389,  7, 12,  184, 1, 3, 658731, 17907.34, 0, 0.00, 1: 51; 2: 32; 3: 23; 
Glucose_Repression_Signaling_2009, 643, 11,  7,  185, 1, 3, 613174, 17907.34, 197, 0.00, 1: 50; 2: 33; 3: 23; 
Glucose_Repression_Signaling_2009, 617, 11,  7,  185, 1, 3, 613188, 17907.34, 71, 0.00, 1: 48; 2: 37; 3: 21; 
Glucose_Repression_Signaling_2009, 699, 10,  8,  185, 1, 3, 634050, 17907.34, 0, 0.00, 1: 46; 2: 41; 3: 19; 
Glucose_Repression_Signaling_2009, 282, 10,  8,  185, 1, 3, 633982, 17907.34, 97, 0.00, 1: 48; 2: 37; 3: 21; 
Glucose_Repression_Signaling_2009, 382,  8, 10,  185, 1, 3, 634039, 17907.34, 0, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 965,  7, 11,  185, 1, 3, 613184, 17907.34, 85, 0.00, 1: 48; 2: 37; 3: 21; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  185, 1, 3, 613168, 17907.34, 2, 0.00, 1: 49; 2: 35; 3: 22; 
Glucose_Repression_Signaling_2009, 264, 10,  8,  185, 1, 3, 634095, 17907.34, 0, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  185, 1, 3, 639132, 17907.34, 0, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 326, 10,  8,  185, 1, 3, 634114, 17907.34, 0, 0.00, 1: 48; 2: 37; 3: 21; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  185, 1, 3, 613235, 17907.34, 97, 0.00, 1: 52; 2: 29; 3: 25; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  185, 1, 3, 639173, 17907.34, 183, 0.00, 1: 46; 2: 41; 3: 19; 
Glucose_Repression_Signaling_2009, 813,  7, 11,  185, 1, 3, 613199, 17907.34, 32, 0.00, 1: 54; 2: 25; 3: 27; 
Glucose_Repression_Signaling_2009, 442,  8, 10,  185, 1, 3, 634010, 17907.34, 0, 0.00, 1: 47; 2: 39; 3: 20; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  185, 1, 3, 639102, 17907.34, 97, 0.00, 1: 49; 2: 35; 3: 22; 
Glucose_Repression_Signaling_2009, 498,  8, 10,  185, 1, 3, 634086, 17907.34, 0, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 443,  6, 14,  185, 1, 3, 658658, 17907.34, 0, 0.00, 1: 48; 2: 37; 3: 21; 
Glucose_Repression_Signaling_2009, 193, 11,  7,  185, 1, 3, 613179, 17907.34, 195, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  185, 1, 3, 658598, 17907.34, 97, 0.00, 1: 46; 2: 41; 3: 19; 
Glucose_Repression_Signaling_2009, 203,  7, 12,  185, 1, 3, 658678, 17907.34, 196, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 156, 10,  8,  185, 1, 3, 634017, 17907.34, 211, 0.00, 1: 49; 2: 35; 3: 22; 
Glucose_Repression_Signaling_2009, 788,  6, 13,  185, 1, 3, 619486, 17907.34, 0, 0.00, 1: 50; 2: 33; 3: 23; 
Glucose_Repression_Signaling_2009,  31,  9,  9,  185, 1, 3, 639131, 17907.34, 0, 0.00, 1: 51; 2: 31; 3: 24; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  186, 1, 3, 634080, 17907.34, 159, 0.00, 1: 50; 2: 32; 3: 24; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  186, 1, 3, 658851, 17907.34, 0, 0.00, 1: 46; 2: 40; 3: 20; 
Glucose_Repression_Signaling_2009, 464, 11,  7,  186, 1, 3, 613196, 17907.34, 64, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  186, 1, 3, 639176, 17907.34, 0, 0.00, 1: 45; 2: 42; 3: 19; 
Glucose_Repression_Signaling_2009,  44,  9,  9,  186, 1, 3, 639129, 17907.34, 70, 0.00, 1: 48; 2: 36; 3: 22; 
Glucose_Repression_Signaling_2009, 118, 11,  7,  186, 1, 3, 613211, 17907.34, 0, 0.00, 1: 48; 2: 36; 3: 22; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  186, 1, 3, 613150, 17907.34, 0, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 988,  6, 14,  186, 1, 3, 658790, 17907.34, 211, 0.00, 1: 46; 2: 40; 3: 20; 
Glucose_Repression_Signaling_2009,  59, 10,  8,  186, 1, 3, 633996, 17907.34, 0, 0.00, 1: 51; 2: 30; 3: 25; 
Glucose_Repression_Signaling_2009, 470,  8, 10,  186, 1, 3, 634056, 17907.34, 0, 0.00, 1: 53; 2: 26; 3: 27; 
Glucose_Repression_Signaling_2009, 310, 10,  8,  186, 1, 3, 634084, 17907.34, 255, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  186, 1, 3, 619547, 17907.34, 0, 0.00, 1: 53; 2: 26; 3: 27; 
Glucose_Repression_Signaling_2009, 515,  8, 10,  186, 1, 3, 634009, 17907.34, 197, 0.00, 1: 50; 2: 32; 3: 24; 
Glucose_Repression_Signaling_2009, 837,  7, 12,  186, 1, 3, 658620, 17907.34, 85, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 340, 11,  7,  186, 1, 3, 613171, 17907.34, 211, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009,  41,  7, 12,  186, 1, 3, 658753, 17907.34, 52, 0.00, 1: 51; 2: 30; 3: 25; 
Glucose_Repression_Signaling_2009, 661,  8, 10,  186, 1, 3, 634037, 17907.34, 85, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  186, 1, 3, 613182, 17907.34, 242, 0.00, 1: 46; 2: 40; 3: 20; 
Glucose_Repression_Signaling_2009, 649,  8, 10,  186, 1, 3, 634047, 17907.34, 159, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 256,  8, 10,  186, 1, 3, 634071, 17907.34, 0, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 558, 10,  8,  186, 1, 3, 633960, 17907.34, 0, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 227, 11,  7,  186, 1, 3, 613163, 17907.34, 0, 0.00, 1: 45; 2: 42; 3: 19; 
Glucose_Repression_Signaling_2009, 441,  8, 10,  186, 1, 3, 634030, 17907.34, 0, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 752, 11,  7,  186, 1, 3, 613187, 17907.34, 22, 0.00, 1: 51; 2: 30; 3: 25; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  186, 1, 3, 613179, 17907.34, 0, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  186, 1, 3, 613183, 17907.34, 0, 0.00, 1: 45; 2: 42; 3: 19; 
Glucose_Repression_Signaling_2009, 253,  8, 10,  186, 1, 3, 634058, 17907.34, 0, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 746,  7, 12,  186, 1, 3, 658758, 17907.34, 65, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 642,  7, 11,  186, 1, 3, 613170, 17907.34, 96, 0.00, 1: 51; 2: 30; 3: 25; 
Glucose_Repression_Signaling_2009, 724, 11,  7,  186, 1, 3, 613172, 17907.34, 0, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  186, 1, 3, 658840, 17907.34, 0, 0.00, 1: 49; 2: 34; 3: 23; 
Glucose_Repression_Signaling_2009, 565,  6, 13,  186, 1, 3, 619524, 17907.34, 0, 0.00, 1: 50; 2: 32; 3: 24; 
Glucose_Repression_Signaling_2009, 582,  7, 11,  186, 1, 3, 613146, 17907.34, 0, 0.00, 1: 51; 2: 30; 3: 25; 
Glucose_Repression_Signaling_2009, 415, 10,  8,  186, 1, 3, 633986, 17907.34, 0, 0.00, 1: 48; 2: 36; 3: 22; 
Glucose_Repression_Signaling_2009, 445,  6, 14,  186, 1, 3, 658698, 17907.34, 0, 0.00, 1: 46; 2: 40; 3: 20; 
Glucose_Repression_Signaling_2009, 900,  7, 11,  186, 1, 3, 613207, 17907.34, 211, 0.00, 1: 47; 2: 38; 3: 21; 
Glucose_Repression_Signaling_2009, 342,  8, 10,  187, 1, 3, 633911, 17907.34, 0, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  187, 1, 3, 619487, 17907.34, 197, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 349,  6, 13,  187, 1, 3, 619502, 17907.34, 85, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 476,  6, 13,  187, 1, 3, 619536, 17907.34, 211, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  187, 1, 3, 658749, 17907.34, 197, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 838,  9,  9,  187, 1, 3, 639143, 17907.34, 0, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 151,  9,  9,  187, 1, 3, 639158, 17907.34, 0, 0.00, 1: 52; 2: 27; 3: 27; 
Glucose_Repression_Signaling_2009, 147,  9,  9,  187, 1, 3, 639149, 17907.34, 196, 0.00, 1: 46; 2: 39; 3: 21; 
Glucose_Repression_Signaling_2009, 116,  8, 10,  187, 1, 3, 634084, 17907.34, 29, 0.00, 1: 50; 2: 31; 3: 25; 
Glucose_Repression_Signaling_2009,   8, 11,  7,  187, 1, 3, 613175, 17907.34, 128, 0.00, 1: 53; 2: 25; 3: 28; 
Glucose_Repression_Signaling_2009, 517,  9,  9,  187, 1, 3, 639181, 17907.34, 85, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 516, 11,  7,  187, 1, 3, 613199, 17907.34, 211, 0.00, 1: 52; 2: 27; 3: 27; 
Glucose_Repression_Signaling_2009, 864, 11,  7,  187, 1, 3, 613215, 17907.34, 7, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  187, 1, 3, 658725, 17907.34, 49, 0.00, 1: 50; 2: 31; 3: 25; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  187, 1, 3, 613203, 17907.34, 0, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 892,  7, 11,  187, 1, 3, 613196, 17907.34, 0, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 938, 11,  7,  187, 1, 3, 613168, 17907.34, 76, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  187, 1, 3, 658681, 17907.34, 0, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009,  99,  7, 11,  187, 1, 3, 613183, 17907.34, 0, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  187, 1, 3, 634066, 17907.34, 2, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  187, 1, 3, 633986, 17907.34, 0, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 703,  8, 10,  187, 1, 3, 634016, 17907.34, 0, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 105,  6, 13,  187, 1, 3, 619543, 17907.34, 65, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009,  63, 11,  7,  187, 1, 3, 613148, 17907.34, 0, 0.00, 1: 50; 2: 31; 3: 25; 
Glucose_Repression_Signaling_2009, 809,  6, 13,  187, 1, 3, 619532, 17907.34, 71, 0.00, 1: 50; 2: 31; 3: 25; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  187, 1, 3, 613190, 17907.34, 211, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  187, 1, 3, 613194, 17907.34, 0, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 273,  7, 12,  187, 1, 3, 658652, 17907.34, 0, 0.00, 1: 50; 2: 31; 3: 25; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  187, 1, 3, 613180, 17907.34, 0, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 626,  7, 11,  187, 1, 3, 613172, 17907.34, 0, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 874,  7, 11,  187, 1, 3, 613170, 17907.34, 65, 0.00, 1: 47; 2: 37; 3: 22; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  187, 1, 3, 658798, 17907.34, 0, 0.00, 1: 49; 2: 33; 3: 24; 
Glucose_Repression_Signaling_2009, 314, 11,  7,  187, 1, 3, 613187, 17907.34, 0, 0.00, 1: 51; 2: 29; 3: 26; 
Glucose_Repression_Signaling_2009, 920,  7, 12,  187, 1, 3, 658650, 17907.34, 136, 0.00, 1: 48; 2: 35; 3: 23; 
Glucose_Repression_Signaling_2009, 637,  6, 13,  188, 1, 3, 619497, 17907.34, 0, 0.00, 1: 51; 2: 28; 3: 27; 
Glucose_Repression_Signaling_2009, 878,  6, 13,  188, 1, 3, 619521, 17907.34, 32, 0.00, 1: 47; 2: 36; 3: 23; 
Glucose_Repression_Signaling_2009, 630,  8, 10,  188, 1, 3, 634025, 17907.34, 0, 0.00, 1: 44; 2: 42; 3: 20; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  188, 1, 3, 658761, 17907.34, 32, 0.00, 1: 51; 2: 28; 3: 27; 
Glucose_Repression_Signaling_2009, 483,  6, 14,  188, 1, 3, 658492, 17907.34, 0, 0.00, 1: 48; 2: 34; 3: 24; 
Glucose_Repression_Signaling_2009, 482, 10,  8,  188, 1, 3, 634094, 17907.34, 0, 0.00, 1: 46; 2: 38; 3: 22; 
Glucose_Repression_Signaling_2009, 987, 10,  8,  188, 1, 3, 634047, 17907.34, 197, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  188, 1, 3, 613177, 17907.34, 65, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 544,  7, 11,  188, 1, 3, 613163, 17907.34, 6, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 605,  7, 11,  188, 1, 3, 613178, 17907.34, 85, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 551,  9,  9,  188, 1, 3, 639202, 17907.34, 0, 0.00, 1: 48; 2: 34; 3: 24; 
Glucose_Repression_Signaling_2009, 400,  6, 13,  188, 1, 3, 619562, 17907.34, 0, 0.00, 1: 47; 2: 36; 3: 23; 
Glucose_Repression_Signaling_2009, 564,  7, 12,  188, 1, 3, 658709, 17907.34, 0, 0.00, 1: 46; 2: 38; 3: 22; 
Glucose_Repression_Signaling_2009, 576,  7, 12,  188, 1, 3, 658675, 17907.34, 240, 0.00, 1: 52; 2: 26; 3: 28; 
Glucose_Repression_Signaling_2009, 569,  6, 13,  188, 1, 3, 619580, 17907.34, 0, 0.00, 1: 48; 2: 34; 3: 24; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  188, 1, 3, 619530, 17907.34, 72, 0.00, 1: 45; 2: 40; 3: 21; 
Glucose_Repression_Signaling_2009, 287,  6, 13,  188, 1, 3, 619553, 17907.34, 0, 0.00, 1: 45; 2: 40; 3: 21; 
Glucose_Repression_Signaling_2009, 705, 10,  8,  188, 1, 3, 634020, 17907.34, 0, 0.00, 1: 50; 2: 30; 3: 26; 
Glucose_Repression_Signaling_2009, 685,  7, 12,  188, 1, 3, 658648, 17907.34, 32, 0.00, 1: 54; 2: 22; 3: 30; 
Glucose_Repression_Signaling_2009, 706, 11,  7,  188, 1, 3, 613196, 17907.34, 0, 0.00, 1: 51; 2: 28; 3: 27; 
Glucose_Repression_Signaling_2009, 269,  7, 12,  188, 1, 3, 658629, 17907.34, 0, 0.00, 1: 46; 2: 38; 3: 22; 
Glucose_Repression_Signaling_2009, 931, 10,  8,  188, 1, 3, 634026, 17907.34, 0, 0.00, 1: 46; 2: 38; 3: 22; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  188, 1, 3, 619548, 17907.34, 0, 0.00, 1: 52; 2: 26; 3: 28; 
Glucose_Repression_Signaling_2009, 305,  6, 13,  188, 1, 3, 619549, 17907.34, 0, 0.00, 1: 48; 2: 34; 3: 24; 
Glucose_Repression_Signaling_2009, 674, 11,  7,  188, 1, 3, 613164, 17907.34, 0, 0.00, 1: 46; 2: 38; 3: 22; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  188, 1, 3, 613196, 17907.34, 0, 0.00, 1: 48; 2: 34; 3: 24; 
Glucose_Repression_Signaling_2009, 776, 10,  8,  188, 1, 3, 633982, 17907.34, 0, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 209,  7, 11,  188, 1, 3, 613199, 17907.34, 196, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 644,  9,  9,  188, 1, 3, 639095, 17907.34, 211, 0.00, 1: 50; 2: 30; 3: 26; 
Glucose_Repression_Signaling_2009, 102, 11,  7,  188, 1, 3, 613197, 17907.34, 0, 0.00, 1: 49; 2: 32; 3: 25; 
Glucose_Repression_Signaling_2009, 241,  6, 14,  189, 1, 3, 658676, 17907.34, 0, 0.00, 1: 48; 2: 33; 3: 25; 
Glucose_Repression_Signaling_2009, 274,  6, 13,  189, 1, 3, 619508, 17907.34, 0, 0.00, 1: 46; 2: 37; 3: 23; 
Glucose_Repression_Signaling_2009, 947,  7, 11,  189, 1, 3, 613186, 17907.34, 0, 0.00, 1: 50; 2: 29; 3: 27; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  189, 1, 3, 634040, 17907.34, 71, 0.00, 1: 50; 2: 29; 3: 27; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  189, 1, 3, 613186, 17907.34, 200, 0.00, 1: 41; 2: 47; 3: 18; 
Glucose_Repression_Signaling_2009, 953, 10,  8,  189, 1, 3, 633986, 17907.34, 0, 0.00, 1: 49; 2: 31; 3: 26; 
Glucose_Repression_Signaling_2009, 261,  7, 11,  189, 1, 3, 613148, 17907.34, 0, 0.00, 1: 51; 2: 27; 3: 28; 
Glucose_Repression_Signaling_2009, 359,  7, 11,  189, 1, 3, 613205, 17907.34, 0, 0.00, 1: 44; 2: 41; 3: 21; 
Glucose_Repression_Signaling_2009, 360,  6, 13,  189, 1, 3, 619559, 17907.34, 32, 0.00, 1: 50; 2: 29; 3: 27; 
Glucose_Repression_Signaling_2009, 820,  7, 11,  189, 1, 3, 613201, 17907.34, 6, 0.00, 1: 49; 2: 31; 3: 26; 
Glucose_Repression_Signaling_2009, 179,  7, 12,  189, 1, 3, 658857, 17907.34, 0, 0.00, 1: 48; 2: 33; 3: 25; 
