Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes,  15,  8,  9,  135, 1, 2, 571197, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 686,  8,  9,  135, 1, 2, 571074, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 984,  8,  9,  135, 1, 2, 571266, 42480.03, 184, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 504,  6, 12,  135, 1, 2, 571249, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 510, 10,  7,  135, 1, 2, 557668, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 511,  8,  9,  135, 1, 2, 571080, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 514,  9,  8,  135, 1, 2, 570958, 42480.03, 91, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 524,  9,  8,  135, 1, 2, 571267, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 527,  6, 13,  135, 1, 2, 611926, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 538,  9,  8,  135, 1, 2, 571242, 42480.03, 91, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 691,  7, 10,  135, 1, 2, 557664, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 548,  7, 11,  135, 1, 2, 606860, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 554,  8,  9,  135, 1, 2, 571297, 42480.03, 68, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 989,  5, 16,  135, 1, 2, 625238, 42480.03, 85, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 568,  6, 12,  135, 1, 2, 571349, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 573,  7, 10,  135, 1, 2, 557676, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 993,  7, 11,  135, 1, 2, 606690, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 619,  6, 13,  135, 1, 2, 612319, 42480.03, 69, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 617, 10,  7,  135, 1, 2, 557675, 42480.03, 67, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 436,  6, 12,  135, 1, 2, 571281, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 779,  7, 10,  135, 1, 2, 557660, 42480.03, 103, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 772,  9,  8,  135, 1, 2, 571244, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 371,  8,  9,  135, 1, 2, 571249, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 377, 10,  7,  135, 1, 2, 557623, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 379,  7, 11,  135, 1, 2, 606688, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 380,  5, 15,  135, 1, 2, 592140, 42480.03, 3, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 391,  7, 10,  135, 1, 2, 557664, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 398,  8,  9,  135, 1, 2, 571297, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 421,  8,  9,  135, 1, 2, 571261, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 348,  8,  9,  135, 1, 2, 571232, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 717,  6, 12,  135, 1, 2, 571088, 42480.03, 85, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 449,  7, 10,  135, 1, 2, 557597, 42480.03, 171, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 715,  6, 13,  135, 1, 2, 612459, 42480.03, 103, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 451,  7, 11,  135, 1, 2, 607221, 42480.03, 103, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 455,  9,  8,  135, 1, 2, 571130, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 708,  5, 14,  135, 1, 2, 557598, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 458, 10,  7,  135, 1, 2, 557646, 42480.03, 91, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 471,  6, 13,  135, 1, 2, 611814, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  58,  9,  8,  135, 1, 2, 571293, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 102, 10,  7,  135, 1, 2, 557617, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 147,  8,  9,  135, 1, 2, 571157, 42480.03, 102, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 150,  6, 12,  135, 1, 2, 571309, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 201,  9,  8,  135, 1, 2, 570935, 42480.03, 78, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  60,  9,  8,  135, 1, 2, 570892, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 199,  6, 12,  135, 1, 2, 571067, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 154,  6, 13,  135, 1, 2, 612143, 42480.03, 91, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 888,  6, 13,  135, 1, 2, 612496, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  61,  6, 12,  135, 1, 2, 571171, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 942,  9,  8,  135, 1, 2, 571213, 42480.03, 105, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 193, 10,  7,  135, 1, 2, 557674, 42480.03, 78, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 113,  7, 10,  135, 1, 2, 557686, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 114,  5, 16,  135, 1, 2, 625319, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 935,  5, 16,  135, 1, 2, 625017, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 119,  7, 10,  135, 1, 2, 557674, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 902,  9,  8,  135, 1, 2, 571098, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  80,  6, 13,  135, 1, 2, 612503, 42480.03, 48, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 962,  6, 12,  135, 1, 2, 571154, 42480.03, 134, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 180,  6, 12,  135, 1, 2, 571067, 42480.03, 45, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 233,  6, 13,  135, 1, 2, 612531, 42480.03, 65, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  84,  5, 15,  135, 1, 2, 592031, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 132,  7, 11,  135, 1, 2, 606887, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  76,  5, 16,  135, 1, 2, 625395, 42480.03, 252, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes, 122,  6, 12,  135, 1, 2, 571076, 42480.03, 0, 0.00, 1: 71; 2: 32; 
HGF_Signaling_in_Keratinocytes,  20,  6, 13,  136, 1, 2, 612354, 42480.03, 252, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 668,  7, 10,  136, 1, 2, 557630, 42480.03, 252, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 203,  6, 12,  136, 1, 2, 571160, 42480.03, 102, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 453,  9,  8,  136, 1, 2, 571127, 42480.03, 85, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  18,  8,  9,  136, 1, 2, 571152, 42480.03, 91, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 316, 10,  7,  136, 1, 2, 557648, 42480.03, 2, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 920,  6, 12,  136, 1, 2, 571292, 42480.03, 120, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 490,  8,  9,  136, 1, 2, 571159, 42480.03, 68, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 699,  9,  8,  136, 1, 2, 571092, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 801,  9,  8,  136, 1, 2, 571085, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 802,  6, 12,  136, 1, 2, 571294, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 328, 10,  7,  136, 1, 2, 557636, 42480.03, 80, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 694,  6, 12,  136, 1, 2, 571214, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 928,  6, 12,  136, 1, 2, 571220, 42480.03, 15, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 344,  9,  8,  136, 1, 2, 570879, 42480.03, 56, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 365,  6, 12,  136, 1, 2, 571062, 42480.03, 48, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 368,  8,  9,  136, 1, 2, 571248, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 369,  9,  8,  136, 1, 2, 571034, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 356,  9,  8,  136, 1, 2, 571174, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 981,  5, 16,  136, 1, 2, 625189, 42480.03, 85, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  33,  7, 10,  136, 1, 2, 557641, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 350,  7, 10,  136, 1, 2, 557624, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 760,  5, 16,  136, 1, 2, 624699, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 192,  6, 13,  136, 1, 2, 612086, 42480.03, 64, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 392,  8,  9,  136, 1, 2, 571025, 42480.03, 160, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 714,  7, 10,  136, 1, 2, 557626, 42480.03, 91, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 749,  5, 15,  136, 1, 2, 591759, 42480.03, 32, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 166,  8,  9,  136, 1, 2, 571166, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 161,  7, 10,  136, 1, 2, 557720, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 735,  7, 11,  136, 1, 2, 606942, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  54,  6, 12,  136, 1, 2, 571346, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 725,  9,  8,  136, 1, 2, 571305, 42480.03, 85, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 298,  6, 13,  136, 1, 2, 612479, 42480.03, 51, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 446,  9,  8,  136, 1, 2, 571272, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 323,  6, 13,  136, 1, 2, 612548, 42480.03, 102, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 320,  7, 11,  136, 1, 2, 606801, 42480.03, 64, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 559,  8,  9,  136, 1, 2, 570993, 42480.03, 32, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 644,  8,  9,  136, 1, 2, 570951, 42480.03, 252, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 544,  7, 11,  136, 1, 2, 606871, 42480.03, 8, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 640,  7, 11,  136, 1, 2, 606718, 42480.03, 64, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 638,  8,  9,  136, 1, 2, 571319, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 549,  8,  9,  136, 1, 2, 571317, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 823,  5, 14,  136, 1, 2, 557664, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 868,  7, 10,  136, 1, 2, 557684, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  93,  9,  8,  136, 1, 2, 571024, 42480.03, 85, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 557, 10,  7,  136, 1, 2, 557616, 42480.03, 50, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 827,  5, 14,  136, 1, 2, 557620, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 297,  7, 10,  136, 1, 2, 557649, 42480.03, 67, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 562,  8,  9,  136, 1, 2, 571238, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  91, 10,  7,  136, 1, 2, 557578, 42480.03, 103, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  90,  6, 12,  136, 1, 2, 571116, 42480.03, 91, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  89,  8,  9,  136, 1, 2, 571283, 42480.03, 196, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  81,  8,  9,  136, 1, 2, 571328, 42480.03, 73, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 995,  6, 12,  136, 1, 2, 571136, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 590,  9,  8,  136, 1, 2, 571405, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  73,  6, 13,  136, 1, 2, 612485, 42480.03, 73, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 960,  6, 12,  136, 1, 2, 571183, 42480.03, 192, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 503,  7, 11,  136, 1, 2, 606665, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 513,  9,  8,  136, 1, 2, 571036, 42480.03, 171, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 505,  9,  8,  136, 1, 2, 571128, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 657,  8,  9,  136, 1, 2, 571167, 42480.03, 73, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes,  63, 10,  7,  136, 1, 2, 557640, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 817,  5, 16,  136, 1, 2, 625107, 42480.03, 255, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 280,  5, 15,  136, 1, 2, 591558, 42480.03, 248, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 124,  5, 16,  136, 1, 2, 624313, 42480.03, 0, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 944,  9,  8,  136, 1, 2, 571147, 42480.03, 114, 0.00, 1: 70; 2: 33; 
HGF_Signaling_in_Keratinocytes, 478, 10,  7,  137, 1, 2, 557638, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  24,  8,  9,  137, 1, 2, 571217, 42480.03, 192, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 506,  7, 10,  137, 1, 2, 557667, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 753,  8,  9,  137, 1, 2, 571045, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 567,  7, 11,  137, 1, 2, 606682, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  75,  5, 16,  137, 1, 2, 625111, 42480.03, 102, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 755, 10,  7,  137, 1, 2, 557677, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 499, 10,  7,  137, 1, 2, 557528, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 596,  7, 10,  137, 1, 2, 557672, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  78,  7, 10,  137, 1, 2, 557613, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 470,  7, 10,  137, 1, 2, 557643, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 627,  7, 10,  137, 1, 2, 557482, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 500, 10,  7,  137, 1, 2, 557608, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 622,  7, 10,  137, 1, 2, 557585, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 182, 10,  7,  137, 1, 2, 557403, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 441,  7, 10,  137, 1, 2, 557621, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  64,  9,  8,  137, 1, 2, 571250, 42480.03, 32, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 948,  6, 12,  137, 1, 2, 571190, 42480.03, 111, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 106, 10,  7,  137, 1, 2, 557651, 42480.03, 80, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  96,  6, 12,  137, 1, 2, 571063, 42480.03, 5, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 912,  5, 16,  137, 1, 2, 625225, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 706, 10,  7,  137, 1, 2, 557611, 42480.03, 91, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 153,  9,  8,  137, 1, 2, 571170, 42480.03, 196, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 703,  7, 10,  137, 1, 2, 557636, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 637,  6, 13,  137, 1, 2, 612359, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 550,  6, 13,  137, 1, 2, 612273, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 551,  8,  9,  137, 1, 2, 571222, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 555,  7, 10,  137, 1, 2, 557680, 42480.03, 75, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 426,  9,  8,  137, 1, 2, 571137, 42480.03, 68, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 739,  8,  9,  137, 1, 2, 571182, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 535,  5, 15,  137, 1, 2, 592122, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  26,  8,  9,  137, 1, 2, 571238, 42480.03, 91, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 325,  5, 14,  137, 1, 2, 557673, 42480.03, 85, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 808,  6, 12,  137, 1, 2, 571159, 42480.03, 32, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 223,  7, 11,  137, 1, 2, 606697, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 800,  8,  9,  137, 1, 2, 571210, 42480.03, 4, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 819, 10,  7,  137, 1, 2, 557625, 42480.03, 255, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 340, 10,  7,  137, 1, 2, 557645, 42480.03, 252, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 877,  6, 12,  137, 1, 2, 571114, 42480.03, 50, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 253,  7, 10,  137, 1, 2, 557603, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes,  36,  5, 15,  137, 1, 2, 592241, 42480.03, 0, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 795,  9,  8,  137, 1, 2, 571061, 42480.03, 103, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 796,  6, 13,  137, 1, 2, 612113, 42480.03, 252, 0.00, 1: 69; 2: 34; 
HGF_Signaling_in_Keratinocytes, 415,  9,  8,  138, 1, 2, 571198, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes,  37,  7, 10,  138, 1, 2, 557770, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 474,  7, 11,  138, 1, 2, 606961, 42480.03, 91, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 597,  6, 13,  138, 1, 2, 612174, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 849, 10,  7,  138, 1, 2, 557628, 42480.03, 216, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 695,  7, 10,  138, 1, 2, 557666, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 878,  6, 13,  138, 1, 2, 612418, 42480.03, 95, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 630,  7, 10,  138, 1, 2, 557622, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 598,  6, 12,  138, 1, 2, 571261, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 978,  8,  9,  138, 1, 2, 571021, 42480.03, 134, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 702,  9,  8,  138, 1, 2, 571193, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 615,  9,  8,  138, 1, 2, 571283, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 741,  8,  9,  138, 1, 2, 571225, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 965,  7, 11,  138, 1, 2, 606970, 42480.03, 85, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 204,  9,  8,  138, 1, 2, 571139, 42480.03, 252, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 914,  9,  8,  138, 1, 2, 571283, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 322,  5, 15,  138, 1, 2, 592117, 42480.03, 133, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 798,  7, 11,  138, 1, 2, 606994, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 425,  9,  8,  138, 1, 2, 571181, 42480.03, 67, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 442,  7, 10,  138, 1, 2, 557598, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 584,  7, 10,  138, 1, 2, 557669, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 721, 10,  7,  138, 1, 2, 557630, 42480.03, 172, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 724, 10,  7,  138, 1, 2, 557581, 42480.03, 252, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 722,  7, 11,  138, 1, 2, 606944, 42480.03, 91, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 179,  6, 12,  138, 1, 2, 571277, 42480.03, 0, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 969, 10,  7,  138, 1, 2, 557759, 42480.03, 44, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 362,  5, 14,  138, 1, 2, 557646, 42480.03, 67, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 530,  6, 13,  138, 1, 2, 612481, 42480.03, 91, 0.00, 1: 68; 2: 35; 
HGF_Signaling_in_Keratinocytes, 521,  5, 15,  138, 1, 2, 592337, 42480.03, 172, 0.00, 1: 68; 2: 35; 
