Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(202)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  228, 0, 4, 570342, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 41; 3: 20; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  246, 0, 4, 604927, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 54; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 890,  9,  8,  247, 0, 4, 570269, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  247, 0, 4, 605069, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 48; 3: 23; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  248, 0, 4, 570327, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 48; 3: 22; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 544,  7, 11,  248, 0, 4, 605178, 12440.03, 37, 0.00, 0: 1; 1: 52; 2: 44; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 818, 10,  7,  248, 0, 4, 557162, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 48; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  248, 0, 4, 557201, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 47; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 718,  7, 10,  248, 0, 4, 557143, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 49; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  248, 0, 4, 605044, 12440.03, 9, 0.00, 0: 1; 1: 47; 2: 54; 3: 19; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  248, 0, 4, 557189, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 53; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 812,  6, 12,  248, 0, 4, 570318, 12440.03, 25, 0.00, 0: 1; 1: 47; 2: 51; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  248, 0, 4, 557156, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 45; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 183,  7, 10,  248, 0, 4, 557180, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 23; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  33,  7, 10,  248, 0, 4, 557170, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 52; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 389,  6, 12,  249, 0, 4, 570356, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 316, 10,  7,  249, 0, 4, 557194, 12440.03, 62, 0.00, 0: 1; 1: 40; 2: 61; 3: 25; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 418, 10,  7,  249, 0, 4, 557148, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 22; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  249, 0, 4, 610403, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 49; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 273,  6, 12,  249, 0, 4, 570285, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 40; 3: 22; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  249, 0, 4, 610100, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 712, 10,  7,  249, 0, 4, 557190, 12440.03, 50, 0.00, 0: 1; 1: 49; 2: 46; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 541,  9,  8,  249, 0, 4, 570272, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  22,  7, 11,  249, 0, 4, 604984, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  250, 0, 4, 604943, 12440.03, 10, 0.00, 0: 1; 1: 49; 2: 46; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  250, 0, 4, 570279, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 48; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,   4,  9,  8,  250, 0, 4, 570326, 12440.03, 106, 0.00, 0: 1; 1: 40; 2: 62; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  250, 0, 4, 604853, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 49; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  251, 0, 4, 570268, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 47; 3: 21; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 716, 10,  7,  251, 0, 4, 557155, 12440.03, 66, 0.00, 0: 1; 1: 39; 2: 62; 3: 24; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  251, 0, 4, 610082, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 751,  9,  8,  251, 0, 4, 570211, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 44; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 903,  6, 12,  251, 0, 4, 570329, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 53; 3: 24; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  252, 0, 4, 610122, 12440.03, 44, 0.00, 0: 1; 1: 47; 2: 48; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  252, 0, 4, 557196, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 59; 3: 17; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 561, 10,  7,  252, 0, 4, 557138, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 53; 3: 23; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 283,  6, 13,  253, 0, 4, 610040, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 960,  6, 12,  255, 0, 4, 570319, 12440.03, 64, 0.00, 0: 1; 1: 45; 2: 51; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 546,  5, 14,  255, 0, 4, 557178, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 40; 3: 25; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 188, 10,  7,  257, 0, 4, 557188, 12440.03, 61, 0.00, 0: 1; 1: 42; 2: 52; 3: 29; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 609,  5, 15,  257, 0, 4, 590467, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 46; 3: 23; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  257, 0, 4, 590680, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 44; 3: 30; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 749,  5, 15,  257, 0, 4, 590390, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 40; 3: 29; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 155,  6, 12,  257, 0, 4, 570362, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 40; 3: 32; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 630,  7, 10,  258, 0, 4, 557156, 12440.03, 0, 0.00, 0: 1; 1: 41; 2: 54; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  85,  5, 15,  258, 0, 4, 590661, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 43; 3: 31; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 333,  5, 15,  259, 0, 4, 590649, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 47; 3: 31; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  259, 0, 4, 622618, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 51; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  259, 0, 4, 570225, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 52; 3: 27; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 243,  5, 15,  261, 0, 4, 590639, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 52; 3: 22; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 742,  5, 16,  261, 0, 4, 622502, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 41; 3: 32; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 793,  5, 14,  266, 0, 4, 557152, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 40; 3: 29; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  266, 0, 4, 590518, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 45; 3: 28; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  268, 0, 4, 557188, 12440.03, 0, 0.00, 0: 1; 1: 39; 2: 52; 3: 27; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 615,  9,  8,  228, 0, 5, 570250, 12440.03, 0, 0.00, 0: 1; 1: 60; 2: 45; 3: 19; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 493,  9,  8,  230, 0, 5, 570306, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 48; 3: 18; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 621,  7, 10,  230, 0, 5, 557144, 12440.03, 0, 0.00, 0: 1; 1: 60; 2: 45; 3: 17; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 766,  7, 11,  231, 0, 5, 604943, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 50; 3: 15; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  231, 0, 5, 557149, 12440.03, 0, 0.00, 0: 1; 1: 60; 2: 45; 3: 16; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  231, 0, 5, 570230, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 48; 3: 19; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  231, 0, 5, 570335, 12440.03, 0, 0.00, 0: 1; 1: 64; 2: 41; 3: 13; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 908,  8,  9,  231, 0, 5, 570265, 12440.03, 57, 0.00, 0: 1; 1: 58; 2: 49; 3: 14; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 910,  8,  9,  231, 0, 5, 570331, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 47; 3: 19; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  232, 0, 5, 604917, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 47; 3: 17; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  232, 0, 5, 604984, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 52; 3: 16; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 929,  8,  9,  232, 0, 5, 570332, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 47; 3: 21; 4: 2; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 417,  9,  8,  232, 0, 5, 570338, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 46; 3: 19; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 348,  8,  9,  232, 0, 5, 570281, 12440.03, 39, 0.00, 0: 1; 1: 59; 2: 45; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 166,  8,  9,  232, 0, 5, 570193, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 51; 3: 16; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 297,  7, 10,  232, 0, 5, 557161, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 47; 3: 18; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 367,  9,  8,  232, 0, 5, 570251, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 45; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 459,  8,  9,  233, 0, 5, 570262, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 42; 3: 23; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 805,  8,  9,  233, 0, 5, 570159, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 49; 3: 18; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 638,  8,  9,  233, 0, 5, 570373, 12440.03, 0, 0.00, 0: 1; 1: 61; 2: 40; 3: 22; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 113,  7, 10,  233, 0, 5, 557174, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 51; 3: 20; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 398,  8,  9,  233, 0, 5, 570282, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 56; 3: 12; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  233, 0, 5, 605142, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 46; 3: 19; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  233, 0, 5, 570300, 12440.03, 13, 0.00, 0: 1; 1: 55; 2: 50; 3: 19; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 950,  7, 11,  234, 0, 5, 604962, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 42; 3: 22; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  234, 0, 5, 570351, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 38; 3: 22; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 231,  9,  8,  234, 0, 5, 570357, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 48; 3: 19; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 603,  9,  8,  234, 0, 5, 570223, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 48; 3: 16; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 882,  7, 11,  234, 0, 5, 605002, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 44; 3: 21; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 151,  8,  9,  234, 0, 5, 570258, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 47; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 900,  7, 11,  234, 0, 5, 605053, 12440.03, 5, 0.00, 0: 1; 1: 52; 2: 56; 3: 16; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  234, 0, 5, 557147, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 51; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  235, 0, 5, 605031, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 46; 3: 17; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 379,  7, 11,  235, 0, 5, 604770, 12440.03, 0, 0.00, 0: 1; 1: 60; 2: 41; 3: 20; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 789,  8,  9,  235, 0, 5, 570313, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 43; 3: 25; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  45,  9,  8,  235, 0, 5, 570219, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 50; 3: 18; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 461, 10,  7,  235, 0, 5, 557198, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 43; 3: 25; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 552,  8,  9,  235, 0, 5, 570322, 12440.03, 37, 0.00, 0: 1; 1: 54; 2: 51; 3: 18; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  235, 0, 5, 604948, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 43; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 336,  7, 11,  235, 0, 5, 605054, 12440.03, 22, 0.00, 0: 1; 1: 59; 2: 43; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 540,  7, 10,  235, 0, 5, 557123, 12440.03, 38, 0.00, 0: 1; 1: 63; 2: 40; 3: 14; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 321,  9,  8,  235, 0, 5, 570284, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 53; 3: 20; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 235,  9,  8,  236, 0, 5, 570320, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 51; 3: 18; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  39, 10,  7,  236, 0, 5, 557146, 12440.03, 0, 0.00, 0: 1; 1: 60; 2: 38; 3: 25; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 261,  7, 11,  236, 0, 5, 604959, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 45; 3: 24; 4: 2; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 517,  8,  9,  236, 0, 5, 570323, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 52; 3: 18; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 175,  7, 10,  236, 0, 5, 557163, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 50; 3: 17; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 931,  9,  8,  236, 0, 5, 570366, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 47; 3: 23; 4: 2; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  81,  8,  9,  236, 0, 5, 570314, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 44; 3: 20; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 899,  7, 11,  236, 0, 5, 605181, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 42; 3: 24; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 574,  8,  9,  236, 0, 5, 570327, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 49; 3: 17; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 705,  9,  8,  236, 0, 5, 570293, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 49; 3: 21; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 242,  9,  8,  236, 0, 5, 570257, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 53; 3: 17; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 725,  9,  8,  237, 0, 5, 570314, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 47; 3: 18; 4: 3; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 984,  8,  9,  237, 0, 5, 570270, 12440.03, 64, 0.00, 0: 1; 1: 55; 2: 46; 3: 24; 4: 2; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 447,  7, 10,  237, 0, 5, 557189, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 45; 3: 22; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 133, 10,  7,  237, 0, 5, 557191, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 54; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 558,  9,  8,  237, 0, 5, 570300, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 46; 3: 18; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  237, 0, 5, 610175, 12440.03, 11, 0.00, 0: 1; 1: 59; 2: 43; 3: 20; 4: 3; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  237, 0, 5, 570349, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 47; 3: 19; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 639,  8,  9,  237, 0, 5, 570287, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 47; 3: 24; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 942,  9,  8,  237, 0, 5, 570322, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 45; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 927,  8,  9,  237, 0, 5, 570330, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 51; 3: 16; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 600,  8,  9,  237, 0, 5, 570235, 12440.03, 40, 0.00, 0: 1; 1: 55; 2: 46; 3: 23; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 623,  9,  8,  237, 0, 5, 570302, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 42; 3: 19; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  237, 0, 5, 570496, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 43; 3: 20; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 648,  8,  9,  237, 0, 5, 570330, 12440.03, 44, 0.00, 0: 1; 1: 55; 2: 47; 3: 21; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  238, 0, 5, 604918, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 48; 3: 24; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 159, 10,  7,  238, 0, 5, 557149, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 48; 3: 21; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  238, 0, 5, 570304, 12440.03, 255, 0.00, 0: 1; 1: 48; 2: 61; 3: 13; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 184,  7, 11,  238, 0, 5, 605108, 12440.03, 10, 0.00, 0: 1; 1: 56; 2: 47; 3: 19; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 997,  8,  9,  238, 0, 5, 570250, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 46; 3: 22; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 944,  9,  8,  238, 0, 5, 570252, 12440.03, 63, 0.00, 0: 1; 1: 56; 2: 48; 3: 17; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 134,  7, 11,  238, 0, 5, 604962, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 56; 3: 14; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  238, 0, 5, 557167, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 56; 3: 19; 4: 1; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 851,  7, 10,  238, 0, 5, 557154, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 55; 3: 19; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 976,  7, 10,  238, 0, 5, 557194, 12440.03, 64, 0.00, 0: 1; 1: 53; 2: 51; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  238, 0, 5, 570296, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 44; 3: 15; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 473,  6, 13,  238, 0, 5, 610186, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 49; 3: 19; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  238, 0, 5, 557162, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 48; 3: 21; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 605,  7, 11,  238, 0, 5, 604862, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 50; 3: 14; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  64,  9,  8,  238, 0, 5, 570274, 12440.03, 1, 0.00, 0: 1; 1: 55; 2: 48; 3: 19; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  238, 0, 5, 570365, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 47; 3: 26; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 248, 10,  7,  238, 0, 5, 557199, 12440.03, 15, 0.00, 0: 1; 1: 52; 2: 50; 3: 23; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  238, 0, 5, 557195, 12440.03, 51, 0.00, 0: 1; 1: 50; 2: 56; 3: 17; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 940, 10,  7,  238, 0, 5, 557155, 12440.03, 33, 0.00, 0: 1; 1: 53; 2: 49; 3: 22; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 195,  8,  9,  239, 0, 5, 570265, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 49; 3: 21; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  239, 0, 5, 570369, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 48; 3: 20; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 298,  6, 13,  239, 0, 5, 610282, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 48; 3: 16; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 772,  9,  8,  239, 0, 5, 570261, 12440.03, 12, 0.00, 0: 1; 1: 55; 2: 48; 3: 18; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  239, 0, 5, 605146, 12440.03, 51, 0.00, 0: 1; 1: 50; 2: 54; 3: 20; 4: 4; 5: 1; 
