Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
3(591)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 549,  7,  8,  130, 0, 3, 439086, 30005.01, 0, 0.00, 0: 8; 1: 52; 2: 33; 3: 4; 
Differentiation_of_T_lymphocytes, 286,  6,  9,  140, 0, 3, 426102, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 550,  9,  6,  140, 0, 3, 426131, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  140, 0, 3, 426075, 30005.01, 221, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 499,  5, 12,  140, 0, 3, 464083, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 31; 3: 10; 
Differentiation_of_T_lymphocytes, 293,  5, 12,  140, 0, 3, 464013, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 31; 3: 10; 
Differentiation_of_T_lymphocytes, 319,  7,  8,  140, 0, 3, 439278, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 320,  6,  9,  140, 0, 3, 426056, 30005.01, 160, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes,  45,  8,  7,  140, 0, 3, 439226, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 41; 3: 5; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  140, 0, 3, 439139, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 39; 3: 6; 
Differentiation_of_T_lymphocytes, 585,  7,  8,  140, 0, 3, 439179, 30005.01, 111, 0.00, 0: 8; 1: 47; 2: 33; 3: 9; 
Differentiation_of_T_lymphocytes, 847,  9,  6,  140, 0, 3, 426089, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 35; 3: 8; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  140, 0, 3, 464022, 30005.01, 221, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 779,  7,  8,  140, 0, 3, 439338, 30005.01, 60, 0.00, 0: 8; 1: 44; 2: 39; 3: 6; 
Differentiation_of_T_lymphocytes, 392,  7,  8,  140, 0, 3, 439112, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 41; 3: 5; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  140, 0, 3, 426061, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 384,  5, 11,  140, 0, 3, 432199, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 381,  5, 11,  140, 0, 3, 432296, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 112,  6,  9,  140, 0, 3, 426113, 30005.01, 28, 0.00, 0: 8; 1: 46; 2: 35; 3: 8; 
Differentiation_of_T_lymphocytes, 608,  5, 10,  140, 0, 3, 395675, 30005.01, 6, 0.00, 0: 8; 1: 46; 2: 35; 3: 8; 
Differentiation_of_T_lymphocytes, 659,  9,  6,  140, 0, 3, 426094, 30005.01, 60, 0.00, 0: 8; 1: 42; 2: 43; 3: 4; 
Differentiation_of_T_lymphocytes, 456,  8,  7,  140, 0, 3, 439303, 30005.01, 192, 0.00, 0: 8; 1: 45; 2: 37; 3: 7; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  140, 0, 3, 439171, 30005.01, 32, 0.00, 0: 8; 1: 48; 2: 31; 3: 10; 
Differentiation_of_T_lymphocytes, 272,  8,  7,  140, 0, 3, 439259, 30005.01, 96, 0.00, 0: 8; 1: 43; 2: 41; 3: 5; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  140, 0, 3, 426113, 30005.01, 2, 0.00, 0: 8; 1: 43; 2: 41; 3: 5; 
Differentiation_of_T_lymphocytes, 824,  7,  8,  140, 0, 3, 438928, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 39; 3: 6; 
Differentiation_of_T_lymphocytes, 795,  9,  6,  140, 0, 3, 426038, 30005.01, 60, 0.00, 0: 8; 1: 46; 2: 35; 3: 8; 
Differentiation_of_T_lymphocytes, 161,  7,  8,  141, 0, 3, 439248, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 388,  8,  7,  141, 0, 3, 439150, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 342,  9,  6,  141, 0, 3, 426038, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 774,  8,  7,  141, 0, 3, 439209, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 648,  7,  8,  141, 0, 3, 439315, 30005.01, 128, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 707,  9,  6,  141, 0, 3, 426105, 30005.01, 60, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 803,  6,  9,  141, 0, 3, 426085, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 375,  5, 10,  141, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 285,  8,  7,  141, 0, 3, 439190, 30005.01, 85, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 662,  7,  8,  141, 0, 3, 439251, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 266,  7,  8,  141, 0, 3, 439151, 30005.01, 59, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 270,  7,  8,  141, 0, 3, 439298, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 789,  9,  6,  141, 0, 3, 426023, 30005.01, 85, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 366,  9,  6,  141, 0, 3, 426061, 30005.01, 32, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 563,  7,  8,  141, 0, 3, 439122, 30005.01, 0, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 959,  8,  7,  141, 0, 3, 439114, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 545,  6,  9,  141, 0, 3, 426099, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 494,  7,  8,  141, 0, 3, 439053, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 149,  7,  8,  141, 0, 3, 439198, 30005.01, 85, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 490,  7,  8,  141, 0, 3, 439235, 30005.01, 70, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes,  64,  5, 10,  141, 0, 3, 395675, 30005.01, 176, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  141, 0, 3, 425970, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 852,  6,  9,  141, 0, 3, 426100, 30005.01, 221, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 808,  5, 10,  141, 0, 3, 395675, 30005.01, 32, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 905,  7,  8,  141, 0, 3, 439407, 30005.01, 112, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  141, 0, 3, 425971, 30005.01, 67, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 587,  7,  8,  141, 0, 3, 439178, 30005.01, 60, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 880,  9,  6,  141, 0, 3, 426054, 30005.01, 8, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 865,  8,  7,  141, 0, 3, 439042, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  141, 0, 3, 395675, 30005.01, 176, 0.00, 0: 8; 1: 47; 2: 32; 3: 10; 
Differentiation_of_T_lymphocytes, 876,  7,  8,  141, 0, 3, 439171, 30005.01, 50, 0.00, 0: 8; 1: 46; 2: 34; 3: 9; 
Differentiation_of_T_lymphocytes, 119,  5, 10,  141, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  141, 0, 3, 426067, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 527,  9,  6,  141, 0, 3, 425965, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 42; 3: 5; 
Differentiation_of_T_lymphocytes, 626,  6,  9,  141, 0, 3, 426017, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 617,  8,  7,  141, 0, 3, 439263, 30005.01, 73, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  141, 0, 3, 464068, 30005.01, 71, 0.00, 0: 8; 1: 44; 2: 38; 3: 7; 
Differentiation_of_T_lymphocytes, 516,  8,  7,  141, 0, 3, 439228, 30005.01, 221, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 991,  9,  6,  141, 0, 3, 426093, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 6; 
Differentiation_of_T_lymphocytes, 832,  7,  8,  141, 0, 3, 439209, 30005.01, 48, 0.00, 0: 8; 1: 45; 2: 36; 3: 8; 
Differentiation_of_T_lymphocytes, 462,  9,  6,  142, 0, 3, 426056, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 43; 3: 5; 
Differentiation_of_T_lymphocytes, 806,  6,  9,  142, 0, 3, 425997, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 43; 3: 5; 
Differentiation_of_T_lymphocytes, 118,  7,  8,  142, 0, 3, 439261, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 267,  8,  7,  142, 0, 3, 439159, 30005.01, 59, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 327,  5, 11,  142, 0, 3, 432159, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes,  39,  8,  7,  142, 0, 3, 439150, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes,   8,  8,  7,  142, 0, 3, 439241, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 988,  7,  8,  142, 0, 3, 439193, 30005.01, 221, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 120,  9,  6,  142, 0, 3, 426131, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  142, 0, 3, 426028, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 12; 
Differentiation_of_T_lymphocytes, 891,  9,  6,  142, 0, 3, 426106, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 331,  5, 12,  142, 0, 3, 463985, 30005.01, 60, 0.00, 0: 8; 1: 46; 2: 33; 3: 10; 
Differentiation_of_T_lymphocytes, 981,  7,  8,  142, 0, 3, 439172, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 517,  7,  8,  142, 0, 3, 439182, 30005.01, 85, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes,  73,  6,  9,  142, 0, 3, 426047, 30005.01, 29, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes,  71,  6,  9,  142, 0, 3, 426055, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 515,  6,  9,  142, 0, 3, 426067, 30005.01, 60, 0.00, 0: 8; 1: 40; 2: 45; 3: 4; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  142, 0, 3, 463912, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 953,  8,  7,  142, 0, 3, 439262, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 347,  8,  7,  142, 0, 3, 439282, 30005.01, 60, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  142, 0, 3, 464144, 30005.01, 112, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 701,  9,  6,  142, 0, 3, 426017, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 33; 3: 10; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  142, 0, 3, 426091, 30005.01, 112, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 169,  7,  8,  142, 0, 3, 439208, 30005.01, 68, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 645,  6,  9,  142, 0, 3, 426099, 30005.01, 85, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 594,  9,  6,  142, 0, 3, 426091, 30005.01, 2, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  142, 0, 3, 426092, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 819,  9,  6,  142, 0, 3, 426174, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 818,  6,  9,  142, 0, 3, 426104, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 598,  7,  8,  142, 0, 3, 439062, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 37; 3: 8; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  142, 0, 3, 439164, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  142, 0, 3, 432237, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 198,  5, 11,  142, 0, 3, 432158, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 209,  6,  9,  142, 0, 3, 426082, 30005.01, 29, 0.00, 0: 8; 1: 42; 2: 41; 3: 6; 
Differentiation_of_T_lymphocytes, 597,  8,  7,  142, 0, 3, 439156, 30005.01, 85, 0.00, 0: 8; 1: 45; 2: 35; 3: 9; 
Differentiation_of_T_lymphocytes, 124,  6,  9,  142, 0, 3, 426053, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 39; 3: 7; 
Differentiation_of_T_lymphocytes, 754,  7,  8,  142, 0, 3, 439262, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 43; 3: 5; 
Differentiation_of_T_lymphocytes, 952,  5, 10,  143, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 40; 3: 7; 
Differentiation_of_T_lymphocytes, 954,  6,  9,  143, 0, 3, 426144, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 699,  5, 10,  143, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  143, 0, 3, 426060, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 955,  8,  7,  143, 0, 3, 439024, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 719,  6,  9,  143, 0, 3, 426099, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 40; 3: 7; 
Differentiation_of_T_lymphocytes, 121,  7,  8,  143, 0, 3, 439263, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 44; 3: 5; 
Differentiation_of_T_lymphocytes, 609,  6,  9,  143, 0, 3, 426008, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 427,  7,  8,  143, 0, 3, 439126, 30005.01, 109, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  143, 0, 3, 439111, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 644,  9,  6,  143, 0, 3, 426102, 30005.01, 221, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 189,  5, 11,  143, 0, 3, 432161, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  143, 0, 3, 426045, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 44; 3: 5; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  143, 0, 3, 439286, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 44; 3: 5; 
Differentiation_of_T_lymphocytes, 211,  5, 10,  143, 0, 3, 395675, 30005.01, 59, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  143, 0, 3, 439181, 30005.01, 252, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 710,  8,  7,  143, 0, 3, 439341, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 44; 3: 5; 
Differentiation_of_T_lymphocytes, 777,  7,  8,  143, 0, 3, 439333, 30005.01, 112, 0.00, 0: 8; 1: 42; 2: 40; 3: 7; 
Differentiation_of_T_lymphocytes, 122,  5, 12,  143, 0, 3, 463888, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 871,  6,  9,  143, 0, 3, 426066, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 872,  6,  9,  143, 0, 3, 426113, 30005.01, 32, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 761,  6,  9,  143, 0, 3, 426069, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 40; 3: 7; 
Differentiation_of_T_lymphocytes, 127,  9,  6,  143, 0, 3, 426086, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 11; 
Differentiation_of_T_lymphocytes, 664,  5, 12,  143, 0, 3, 464197, 30005.01, 152, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 141,  6,  9,  143, 0, 3, 426027, 30005.01, 85, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 883,  8,  7,  143, 0, 3, 439320, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  143, 0, 3, 426096, 30005.01, 221, 0.00, 0: 8; 1: 48; 2: 28; 3: 13; 
Differentiation_of_T_lymphocytes, 277,  6,  9,  143, 0, 3, 426051, 30005.01, 85, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  143, 0, 3, 395675, 30005.01, 112, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  143, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes,  87,  6,  9,  143, 0, 3, 426102, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 9; 
Differentiation_of_T_lymphocytes, 246,  8,  7,  143, 0, 3, 439271, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 562,  7,  8,  143, 0, 3, 439168, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 654,  7,  8,  143, 0, 3, 439064, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 46; 3: 4; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  143, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  143, 0, 3, 426068, 30005.01, 32, 0.00, 0: 8; 1: 43; 2: 38; 3: 8; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  143, 0, 3, 426067, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 42; 3: 6; 
Differentiation_of_T_lymphocytes, 337,  9,  6,  144, 0, 3, 426101, 30005.01, 110, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 600,  6,  9,  144, 0, 3, 426071, 30005.01, 88, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 369,  7,  8,  144, 0, 3, 439174, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  144, 0, 3, 425965, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 997,  6,  9,  144, 0, 3, 426082, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  144, 0, 3, 426089, 30005.01, 192, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 596,  8,  7,  144, 0, 3, 439191, 30005.01, 221, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 525,  5, 12,  144, 0, 3, 464043, 30005.01, 85, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  144, 0, 3, 426045, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 894,  7,  8,  144, 0, 3, 439154, 30005.01, 255, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 964,  9,  6,  144, 0, 3, 426072, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 275,  6,  9,  144, 0, 3, 426127, 30005.01, 59, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  144, 0, 3, 425992, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  144, 0, 3, 432160, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 45; 3: 5; 
Differentiation_of_T_lymphocytes, 932,  9,  6,  144, 0, 3, 426024, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 720,  7,  8,  144, 0, 3, 439320, 30005.01, 192, 0.00, 0: 8; 1: 45; 2: 33; 3: 11; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  144, 0, 3, 439163, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes,  24,  9,  6,  144, 0, 3, 426141, 30005.01, 224, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  144, 0, 3, 426084, 30005.01, 43, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  144, 0, 3, 426123, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 7; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  144, 0, 3, 426077, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 9; 
Differentiation_of_T_lymphocytes, 836,  7,  8,  144, 0, 3, 439165, 30005.01, 221, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 154,  6,  9,  144, 0, 3, 426076, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 898,  6,  9,  144, 0, 3, 425932, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 132,  5, 11,  144, 0, 3, 432193, 30005.01, 221, 0.00, 0: 8; 1: 44; 2: 35; 3: 10; 
Differentiation_of_T_lymphocytes, 862,  8,  7,  144, 0, 3, 439198, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 135,  6,  9,  144, 0, 3, 426004, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 39; 3: 8; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  145, 0, 3, 426008, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 40; 3: 8; 
Differentiation_of_T_lymphocytes, 792,  7,  8,  145, 0, 3, 439208, 30005.01, 24, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  145, 0, 3, 426036, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 44; 3: 6; 
Differentiation_of_T_lymphocytes, 231,  8,  7,  145, 0, 3, 439129, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 40; 3: 8; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  145, 0, 3, 439214, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 34; 3: 11; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  145, 0, 3, 432029, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 38; 3: 9; 
Differentiation_of_T_lymphocytes, 265,  9,  6,  145, 0, 3, 426025, 30005.01, 121, 0.00, 0: 8; 1: 43; 2: 36; 3: 10; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  145, 0, 3, 426106, 30005.01, 7, 0.00, 0: 8; 1: 40; 2: 42; 3: 7; 
