Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
04(519)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  236, 0, 4, 795976, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 48; 3: 24; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 300, 10, 10,  250, 0, 4, 796057, 55407.78, 31, 0.00, 0: 25; 1: 42; 2: 46; 3: 32; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  250, 0, 4, 796005, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 47; 3: 27; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 887,  8, 12,  250, 0, 4, 764410, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 52; 3: 32; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 111, 10, 10,  250, 0, 4, 796088, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 48; 3: 25; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  43, 11,  9,  250, 0, 4, 786147, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 49; 3: 26; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 456, 11,  9,  250, 0, 4, 786177, 55407.78, 43, 0.00, 0: 25; 1: 39; 2: 52; 3: 29; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  28, 11,  9,  250, 0, 4, 786182, 55407.78, 99, 0.00, 0: 25; 1: 37; 2: 55; 3: 29; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  16,  8, 12,  250, 0, 4, 764424, 55407.78, 224, 0.00, 0: 25; 1: 45; 2: 41; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  250, 0, 4, 796001, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 46; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  250, 0, 4, 786209, 55407.78, 67, 0.00, 0: 25; 1: 45; 2: 41; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 593, 12,  8,  250, 0, 4, 764486, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 53; 3: 24; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 225, 11,  9,  250, 0, 4, 786198, 55407.78, 0, 0.00, 0: 25; 1: 46; 2: 42; 3: 28; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  59, 11,  9,  250, 0, 4, 786090, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 49; 3: 29; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 282, 11,  9,  250, 0, 4, 786114, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 51; 3: 31; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  250, 0, 4, 796014, 55407.78, 69, 0.00, 0: 25; 1: 43; 2: 46; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  251, 0, 4, 786116, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 51; 3: 30; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  251, 0, 4, 786203, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  251, 0, 4, 764374, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 46; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 375, 12,  8,  251, 0, 4, 764339, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 32; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 491, 10, 10,  251, 0, 4, 796040, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 41; 3: 35; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 906, 10, 10,  251, 0, 4, 796004, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 48; 3: 30; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 840, 11,  9,  251, 0, 4, 786104, 55407.78, 78, 0.00, 0: 25; 1: 37; 2: 54; 3: 30; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 986, 12,  8,  251, 0, 4, 764309, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 47; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 589, 11,  9,  251, 0, 4, 786191, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 53; 3: 32; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 127,  8, 12,  251, 0, 4, 764446, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 50; 3: 29; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 338, 10, 10,  251, 0, 4, 796127, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 53; 3: 26; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 772, 12,  8,  251, 0, 4, 764443, 55407.78, 38, 0.00, 0: 25; 1: 41; 2: 49; 3: 28; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  74,  9, 11,  251, 0, 4, 786083, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 48; 3: 30; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 942,  8, 12,  251, 0, 4, 764220, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 44; 3: 35; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 914,  8, 12,  251, 0, 4, 764520, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 54; 3: 27; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 617,  8, 12,  251, 0, 4, 764374, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 53; 3: 32; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 984, 10, 10,  251, 0, 4, 796101, 55407.78, 87, 0.00, 0: 25; 1: 36; 2: 56; 3: 29; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 696, 12,  8,  251, 0, 4, 764350, 55407.78, 58, 0.00, 0: 25; 1: 43; 2: 44; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 257, 12,  8,  251, 0, 4, 764384, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 45; 3: 33; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 935,  8, 12,  251, 0, 4, 764334, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 43; 3: 31; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  41, 11,  9,  251, 0, 4, 786104, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 49; 3: 31; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 861, 12,  8,  251, 0, 4, 764379, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 41; 3: 35; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 335, 12,  8,  251, 0, 4, 764384, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 46; 3: 25; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 198, 10, 10,  252, 0, 4, 796043, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 59; 3: 28; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 724, 10, 10,  252, 0, 4, 795890, 55407.78, 64, 0.00, 0: 25; 1: 39; 2: 51; 3: 29; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 475, 12,  8,  252, 0, 4, 764423, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 41; 3: 34; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 550,  8, 12,  252, 0, 4, 764444, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 46; 3: 30; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 810, 12,  8,  252, 0, 4, 764412, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 44; 3: 28; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 736,  7, 15,  252, 0, 4, 826408, 55407.78, 67, 0.00, 0: 25; 1: 41; 2: 47; 3: 31; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 219,  8, 12,  252, 0, 4, 764469, 55407.78, 0, 0.00, 0: 25; 1: 45; 2: 40; 3: 33; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 855,  8, 12,  252, 0, 4, 764402, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 55; 3: 27; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 363,  8, 12,  252, 0, 4, 764305, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 46; 3: 27; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 541,  9, 11,  252, 0, 4, 786066, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 820, 12,  8,  252, 0, 4, 764351, 55407.78, 71, 0.00, 0: 25; 1: 41; 2: 49; 3: 27; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  252, 0, 4, 764461, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 51; 3: 32; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  44, 10, 10,  252, 0, 4, 796151, 55407.78, 7, 0.00, 0: 25; 1: 40; 2: 49; 3: 30; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  252, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 45; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 889,  7, 14,  252, 0, 4, 780739, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 53; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 452,  9, 11,  252, 0, 4, 786181, 55407.78, 34, 0.00, 0: 25; 1: 38; 2: 54; 3: 26; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 501,  8, 12,  252, 0, 4, 764429, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 58; 3: 30; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 620,  9, 11,  252, 0, 4, 785999, 55407.78, 53, 0.00, 0: 25; 1: 37; 2: 55; 3: 27; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 104, 12,  8,  252, 0, 4, 764406, 55407.78, 14, 0.00, 0: 25; 1: 38; 2: 53; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 638, 12,  8,  252, 0, 4, 764377, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 51; 3: 26; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 898, 11,  9,  252, 0, 4, 786037, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 45; 3: 26; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 396, 10, 10,  252, 0, 4, 796082, 55407.78, 58, 0.00, 0: 25; 1: 40; 2: 49; 3: 30; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  252, 0, 4, 786120, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 458,  9, 11,  252, 0, 4, 786003, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 45; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 873, 12,  8,  252, 0, 4, 764396, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 54; 3: 29; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  252, 0, 4, 780723, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 50; 3: 28; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 868, 12,  8,  252, 0, 4, 764410, 55407.78, 80, 0.00, 0: 25; 1: 41; 2: 47; 3: 31; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 940, 10, 10,  252, 0, 4, 796019, 55407.78, 34, 0.00, 0: 25; 1: 38; 2: 53; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 966, 10, 10,  253, 0, 4, 796102, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 51; 3: 31; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 154,  9, 11,  253, 0, 4, 785885, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 46; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  253, 0, 4, 764291, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 47; 3: 30; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 761,  8, 12,  253, 0, 4, 764432, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 30; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 612, 10, 10,  253, 0, 4, 795974, 55407.78, 13, 0.00, 0: 25; 1: 41; 2: 48; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  253, 0, 4, 764402, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 50; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 115, 11,  9,  253, 0, 4, 786193, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 58; 3: 26; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 140,  9, 11,  253, 0, 4, 786122, 55407.78, 10, 0.00, 0: 25; 1: 43; 2: 43; 3: 32; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 692, 11,  9,  253, 0, 4, 786120, 55407.78, 38, 0.00, 0: 25; 1: 40; 2: 49; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 414, 12,  8,  253, 0, 4, 764397, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 31; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 506, 11,  9,  253, 0, 4, 786155, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 31; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 427, 11,  9,  253, 0, 4, 786136, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 51; 3: 28; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  56, 12,  8,  253, 0, 4, 764388, 55407.78, 10, 0.00, 0: 25; 1: 42; 2: 45; 3: 31; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 784, 10, 10,  253, 0, 4, 795843, 55407.78, 75, 0.00, 0: 25; 1: 42; 2: 44; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 567, 11,  9,  253, 0, 4, 786124, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 56; 3: 30; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  99,  9, 11,  253, 0, 4, 786203, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 43; 3: 32; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  253, 0, 4, 786065, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 58; 3: 29; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  95, 11,  9,  253, 0, 4, 786032, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 55; 3: 26; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  40, 11,  9,  253, 0, 4, 786075, 55407.78, 7, 0.00, 0: 25; 1: 44; 2: 40; 3: 35; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 484,  8, 12,  253, 0, 4, 764377, 55407.78, 44, 0.00, 0: 25; 1: 34; 2: 58; 3: 29; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 349, 12,  8,  254, 0, 4, 764358, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 53; 3: 29; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 843,  7, 14,  254, 0, 4, 780821, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 45; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 521,  7, 15,  254, 0, 4, 826818, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 50; 3: 26; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 345,  9, 11,  254, 0, 4, 786181, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 49; 3: 34; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 915,  8, 12,  254, 0, 4, 764390, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 46; 3: 31; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  254, 0, 4, 764385, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 49; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 899, 11,  9,  254, 0, 4, 786179, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 46; 3: 28; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  11,  8, 12,  254, 0, 4, 764418, 55407.78, 12, 0.00, 0: 25; 1: 39; 2: 50; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  254, 0, 4, 796092, 55407.78, 9, 0.00, 0: 25; 1: 40; 2: 47; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  39,  8, 12,  254, 0, 4, 764431, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 57; 3: 27; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 891,  8, 12,  254, 0, 4, 764397, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 60; 3: 27; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 471,  8, 12,  254, 0, 4, 764455, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 49; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 151, 12,  8,  254, 0, 4, 764369, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 56; 3: 23; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  254, 0, 4, 764401, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 29; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 776, 11,  9,  254, 0, 4, 786077, 55407.78, 74, 0.00, 0: 25; 1: 41; 2: 47; 3: 29; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  254, 0, 4, 796165, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 51; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 397, 10, 10,  254, 0, 4, 795878, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 52; 3: 31; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 983, 10, 10,  255, 0, 4, 796133, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 786, 11,  9,  255, 0, 4, 786164, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 47; 3: 34; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  255, 0, 4, 764393, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 47; 3: 28; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 703, 12,  8,  255, 0, 4, 764399, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 44; 3: 34; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 325, 12,  8,  255, 0, 4, 764453, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 55; 3: 30; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  255, 0, 4, 764430, 55407.78, 75, 0.00, 0: 25; 1: 39; 2: 48; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 350,  8, 12,  255, 0, 4, 764296, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 52; 3: 27; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 675,  8, 12,  255, 0, 4, 764419, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 56; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 163,  7, 15,  255, 0, 4, 826809, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 51; 3: 26; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 917,  9, 11,  255, 0, 4, 785997, 55407.78, 0, 0.00, 0: 25; 1: 28; 2: 68; 3: 25; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  255, 0, 4, 796083, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 56; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 445,  7, 14,  255, 0, 4, 780861, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 56; 3: 25; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 882,  7, 14,  255, 0, 4, 780828, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 47; 3: 25; 4: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 175, 12,  8,  255, 0, 4, 764376, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 52; 3: 33; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  255, 0, 4, 764348, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 41; 3: 31; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 866,  8, 12,  255, 0, 4, 764363, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 44; 3: 34; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 689,  7, 14,  255, 0, 4, 780852, 55407.78, 0, 0.00, 0: 25; 1: 45; 2: 42; 3: 26; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 543, 12,  8,  255, 0, 4, 764378, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 58; 3: 27; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 964, 12,  8,  255, 0, 4, 764406, 55407.78, 55, 0.00, 0: 25; 1: 35; 2: 56; 3: 28; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 401, 10, 10,  255, 0, 4, 796007, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 30; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 570,  8, 12,  255, 0, 4, 764381, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 29; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 234,  7, 15,  255, 0, 4, 826839, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 28; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 512,  8, 12,  255, 0, 4, 764242, 55407.78, 46, 0.00, 0: 25; 1: 40; 2: 49; 3: 27; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 833,  8, 12,  255, 0, 4, 764447, 55407.78, 0, 0.00, 0: 25; 1: 31; 2: 65; 3: 22; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 362,  8, 12,  256, 0, 4, 764413, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 45; 3: 31; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  256, 0, 4, 786077, 55407.78, 27, 0.00, 0: 25; 1: 37; 2: 51; 3: 31; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 920,  7, 15,  256, 0, 4, 826859, 55407.78, 86, 0.00, 0: 25; 1: 38; 2: 49; 3: 32; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 877,  7, 14,  256, 0, 4, 780819, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 48; 3: 34; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 571, 10, 10,  256, 0, 4, 796095, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 55; 3: 26; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 875,  7, 15,  256, 0, 4, 826658, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 47; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 398,  8, 12,  256, 0, 4, 764330, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 29; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 687, 10, 10,  256, 0, 4, 796205, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 47; 3: 33; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 383,  7, 13,  256, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 46; 3: 29; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 370, 12,  8,  256, 0, 4, 764411, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 29; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 768, 11,  9,  256, 0, 4, 786194, 55407.78, 72, 0.00, 0: 25; 1: 36; 2: 54; 3: 28; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 409,  8, 12,  256, 0, 4, 764398, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 43; 3: 38; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  256, 0, 4, 764384, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 44; 3: 30; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 954,  8, 12,  256, 0, 4, 764382, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 55; 3: 26; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 272,  9, 11,  256, 0, 4, 786248, 55407.78, 29, 0.00, 0: 25; 1: 39; 2: 46; 3: 35; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 158,  7, 15,  257, 0, 4, 826952, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 27; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   0,  8, 12,  257, 0, 4, 764384, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 57; 3: 30; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 636,  8, 12,  257, 0, 4, 764385, 55407.78, 50, 0.00, 0: 25; 1: 38; 2: 52; 3: 25; 4: 10; 
