Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 232,  8,  7,  194, 1, 3, 442657, 16882.14, 7, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 324,  8,  7,  194, 1, 3, 442634, 16882.14, 8, 0.00, 1: 86; 2: 39; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 322,  5, 13,  194, 1, 3, 499401, 16882.14, 0, 0.00, 1: 86; 2: 39; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 699,  6, 10,  194, 1, 3, 470341, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 320,  6,  9,  194, 1, 3, 427869, 16882.14, 10, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 774,  8,  7,  194, 1, 3, 442652, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 338,  7,  8,  194, 1, 3, 442680, 16882.14, 0, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 209,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 811,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 690,  6, 10,  194, 1, 3, 470445, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 314,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 756,  6, 10,  194, 1, 3, 470402, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 755,  7,  8,  194, 1, 3, 442651, 16882.14, 0, 0.00, 1: 87; 2: 37; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 710,  8,  7,  194, 1, 3, 442652, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 307,  5, 11,  194, 1, 3, 434856, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 258,  6, 10,  194, 1, 3, 470449, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 752,  8,  7,  194, 1, 3, 442616, 16882.14, 32, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 679,  7,  8,  194, 1, 3, 442646, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 810,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 907,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  73,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 922,  5, 12,  194, 1, 3, 470595, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  76,  7,  8,  194, 1, 3, 442669, 16882.14, 31, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 587,  7,  8,  194, 1, 3, 442634, 16882.14, 0, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 591,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 916,  8,  7,  194, 1, 3, 442651, 16882.14, 47, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  84,  6, 10,  194, 1, 3, 470332, 16882.14, 27, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 592,  5, 12,  194, 1, 3, 470554, 16882.14, 25, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 441,  6, 10,  194, 1, 3, 470264, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 452,  9,  6,  194, 1, 3, 427869, 16882.14, 32, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  94,  8,  7,  194, 1, 3, 442657, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  95,  6, 10,  194, 1, 3, 470391, 16882.14, 0, 0.00, 1: 78; 2: 55; 3: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 437,  7,  8,  194, 1, 3, 442695, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 900,  7,  8,  194, 1, 3, 442656, 16882.14, 44, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  99,  8,  7,  194, 1, 3, 442646, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 435,  7,  8,  194, 1, 3, 442656, 16882.14, 0, 0.00, 1: 86; 2: 39; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 886,  6, 10,  194, 1, 3, 470498, 16882.14, 0, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 117,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 558,  8,  7,  194, 1, 3, 442601, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 998,  5, 12,  194, 1, 3, 470468, 16882.14, 0, 0.00, 1: 86; 2: 39; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 533,  6, 10,  194, 1, 3, 470415, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 535,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 542,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 549,  7,  8,  194, 1, 3, 442639, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 976,  6, 10,  194, 1, 3, 470448, 16882.14, 45, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 550,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 493,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 960,  9,  6,  194, 1, 3, 427869, 16882.14, 44, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 180,  6, 10,  194, 1, 3, 470432, 16882.14, 32, 0.00, 1: 79; 2: 53; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 948,  5, 12,  194, 1, 3, 470441, 16882.14, 51, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 944,  5, 12,  194, 1, 3, 470432, 16882.14, 42, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 571,  7,  8,  194, 1, 3, 442634, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 577,  5, 12,  194, 1, 3, 470307, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  62,  8,  7,  194, 1, 3, 442631, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 460,  8,  7,  194, 1, 3, 442655, 16882.14, 16, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  67,  5, 12,  194, 1, 3, 470523, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  71,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 78; 2: 55; 3: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 119,  6, 10,  194, 1, 3, 470383, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 388,  8,  7,  194, 1, 3, 442655, 16882.14, 25, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 852,  6,  9,  194, 1, 3, 427869, 16882.14, 51, 0.00, 1: 85; 2: 41; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 153,  8,  7,  194, 1, 3, 442704, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 392,  7,  8,  194, 1, 3, 442655, 16882.14, 15, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 648,  7,  8,  194, 1, 3, 442667, 16882.14, 27, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 855,  5, 11,  194, 1, 3, 434790, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 394,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 634,  7,  8,  194, 1, 3, 442635, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 402,  7,  8,  194, 1, 3, 442623, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 143,  6, 10,  194, 1, 3, 470468, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 651,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 137,  7,  8,  194, 1, 3, 442651, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 136,  8,  7,  194, 1, 3, 442658, 16882.14, 5, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 168,  6, 10,  194, 1, 3, 470533, 16882.14, 5, 0.00, 1: 81; 2: 49; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 625,  7,  8,  194, 1, 3, 442625, 16882.14, 0, 0.00, 1: 82; 2: 47; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 129,  9,  6,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 369,  7,  8,  194, 1, 3, 442684, 16882.14, 0, 0.00, 1: 84; 2: 43; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 671,  6,  9,  194, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 45; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 832,  7,  8,  194, 1, 3, 442641, 16882.14, 37, 0.00, 1: 80; 2: 51; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 668,  5, 12,  195, 1, 3, 470527, 16882.14, 37, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 714,  7,  8,  195, 1, 3, 442640, 16882.14, 0, 0.00, 1: 79; 2: 52; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 285,  8,  7,  195, 1, 3, 442692, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 566,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 481,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 647,  5, 13,  195, 1, 3, 499270, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 518,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 559,  5, 13,  195, 1, 3, 499581, 16882.14, 0, 0.00, 1: 88; 2: 34; 3: 13; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 361,  7,  8,  195, 1, 3, 442652, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 540,  6,  9,  195, 1, 3, 427869, 16882.14, 29, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 497,  5, 13,  195, 1, 3, 499547, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 504,  7,  8,  195, 1, 3, 442674, 16882.14, 21, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 556,  7,  8,  195, 1, 3, 442680, 16882.14, 18, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 300,  5, 12,  195, 1, 3, 470504, 16882.14, 44, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 554,  5, 12,  195, 1, 3, 470483, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 293,  5, 12,  195, 1, 3, 470438, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 658,  6, 10,  195, 1, 3, 470500, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 676,  9,  6,  195, 1, 3, 427869, 16882.14, 15, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 442,  8,  7,  195, 1, 3, 442617, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 611,  7,  8,  195, 1, 3, 442671, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 331,  5, 12,  195, 1, 3, 470616, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 603,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 433,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 614,  7,  8,  195, 1, 3, 442645, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 332,  5, 12,  195, 1, 3, 470447, 16882.14, 16, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 616,  5, 12,  195, 1, 3, 470547, 16882.14, 26, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 436,  7,  8,  195, 1, 3, 442703, 16882.14, 9, 0.00, 1: 79; 2: 52; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 413,  6, 10,  195, 1, 3, 470398, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 624,  9,  6,  195, 1, 3, 427869, 16882.14, 26, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 626,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 569,  7,  8,  195, 1, 3, 442640, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 691,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 523,  6, 10,  195, 1, 3, 470439, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 590,  5, 13,  195, 1, 3, 499645, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 404,  5, 13,  195, 1, 3, 499292, 16882.14, 14, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 686,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 52; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 316,  5, 11,  195, 1, 3, 434821, 16882.14, 18, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 705,  8,  7,  195, 1, 3, 442668, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 459,  5, 11,  195, 1, 3, 434817, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 576,  8,  7,  195, 1, 3, 442679, 16882.14, 24, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 573,  5, 13,  195, 1, 3, 499282, 16882.14, 0, 0.00, 1: 79; 2: 52; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 389,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 791,  5, 12,  195, 1, 3, 470515, 16882.14, 0, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  57,  5, 11,  195, 1, 3, 434826, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 205,  8,  7,  195, 1, 3, 442640, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 945,  6, 10,  195, 1, 3, 470527, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 208,  7,  8,  195, 1, 3, 442673, 16882.14, 6, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  46,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 211,  6, 10,  195, 1, 3, 470541, 16882.14, 0, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 795,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 217,  7,  8,  195, 1, 3, 442678, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 952,  6, 10,  195, 1, 3, 470520, 16882.14, 43, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 816,  6, 10,  195, 1, 3, 470466, 16882.14, 37, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  39,  8,  7,  195, 1, 3, 442667, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 788,  5, 12,  195, 1, 3, 470281, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 954,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 231,  8,  7,  195, 1, 3, 442615, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 234,  7,  8,  195, 1, 3, 442845, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  33,  5, 13,  195, 1, 3, 499658, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 236,  6,  9,  195, 1, 3, 427869, 16882.14, 21, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 237,  5, 11,  195, 1, 3, 434793, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 884,  8,  7,  195, 1, 3, 442674, 16882.14, 21, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 142,  5, 11,  195, 1, 3, 434835, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 149,  7,  8,  195, 1, 3, 442642, 16882.14, 0, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 152,  6, 10,  195, 1, 3, 470599, 16882.14, 5, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 155,  5, 13,  195, 1, 3, 499537, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 870,  7,  8,  195, 1, 3, 442626, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 127,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 880,  9,  6,  195, 1, 3, 427869, 16882.14, 38, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 846,  7,  8,  195, 1, 3, 442661, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 283,  5, 12,  195, 1, 3, 470499, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 105,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 844,  5, 13,  195, 1, 3, 499412, 16882.14, 34, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 843,  7,  8,  195, 1, 3, 442649, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  96,  5, 12,  195, 1, 3, 470574, 16882.14, 4, 0.00, 1: 80; 2: 50; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 923,  5, 13,  195, 1, 3, 499389, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 926,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 930,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 182,  6, 10,  195, 1, 3, 470707, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  26,  6, 10,  195, 1, 3, 470400, 16882.14, 8, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   7,  7,  8,  195, 1, 3, 442673, 16882.14, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   8,  8,  7,  195, 1, 3, 442700, 16882.14, 224, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 275,  6,  9,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 274,  6, 10,  195, 1, 3, 470453, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 271,  7,  8,  195, 1, 3, 442678, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  11,  5, 12,  195, 1, 3, 470507, 16882.14, 205, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 270,  7,  8,  195, 1, 3, 442648, 16882.14, 0, 0.00, 1: 83; 2: 44; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 743,  9,  6,  195, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 52; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 260,  5, 13,  195, 1, 3, 499390, 16882.14, 47, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 753,  8,  7,  195, 1, 3, 442664, 16882.14, 0, 0.00, 1: 82; 2: 46; 3: 7; 
