Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
3(148)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 775, 12,  9,  336, 1, 3, 865794, 26664.03, 0, 0.00, 1: 133; 2: 79; 3: 15; 
EGFR_&_ErbB_Signaling, 923,  7, 16,  340, 1, 4, 891098, 26664.03, 0, 0.00, 1: 135; 2: 73; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 128,  7, 16,  340, 1, 4, 891080, 26664.03, 7, 0.00, 1: 129; 2: 85; 3: 11; 4: 2; 
EGFR_&_ErbB_Signaling, 334, 10, 11,  340, 1, 4, 879117, 26664.03, 0, 0.00, 1: 130; 2: 82; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 315,  7, 17,  340, 1, 4, 940611, 26664.03, 0, 0.00, 1: 132; 2: 78; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 125,  7, 17,  340, 1, 4, 940367, 26664.03, 0, 0.00, 1: 139; 2: 65; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 372, 11, 10,  341, 1, 4, 879028, 26664.03, 98, 0.00, 1: 132; 2: 78; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 362,  7, 16,  341, 1, 4, 891111, 26664.03, 0, 0.00, 1: 128; 2: 85; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 674,  7, 17,  341, 1, 4, 940309, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling,  67,  9, 12,  341, 1, 4, 865737, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 622, 11, 10,  341, 1, 4, 879016, 26664.03, 0, 0.00, 1: 132; 2: 80; 3: 11; 4: 4; 
EGFR_&_ErbB_Signaling,  56, 10, 11,  341, 1, 4, 879090, 26664.03, 5, 0.00, 1: 135; 2: 71; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  341, 1, 4, 865724, 26664.03, 0, 0.00, 1: 132; 2: 78; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 205,  7, 16,  341, 1, 4, 891292, 26664.03, 0, 0.00, 1: 137; 2: 68; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 512,  7, 17,  341, 1, 4, 940613, 26664.03, 24, 0.00, 1: 134; 2: 73; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 278, 12,  9,  341, 1, 4, 865770, 26664.03, 0, 0.00, 1: 131; 2: 80; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  341, 1, 4, 878979, 26664.03, 0, 0.00, 1: 131; 2: 80; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 777,  8, 14,  341, 1, 4, 891055, 26664.03, 0, 0.00, 1: 128; 2: 85; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 111,  7, 17,  341, 1, 4, 940492, 26664.03, 0, 0.00, 1: 130; 2: 81; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 691,  9, 12,  341, 1, 4, 865874, 26664.03, 0, 0.00, 1: 129; 2: 84; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 716, 10, 11,  341, 1, 4, 879012, 26664.03, 35, 0.00, 1: 129; 2: 83; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 422, 12,  9,  341, 1, 4, 865772, 26664.03, 0, 0.00, 1: 130; 2: 81; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 641,  7, 16,  341, 1, 4, 890867, 26664.03, 0, 0.00, 1: 129; 2: 83; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 927, 10, 11,  341, 1, 4, 879085, 26664.03, 0, 0.00, 1: 130; 2: 83; 3: 11; 4: 3; 
EGFR_&_ErbB_Signaling, 509,  7, 17,  341, 1, 4, 940164, 26664.03, 0, 0.00, 1: 132; 2: 78; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 767,  6, 20,  341, 1, 4, 947442, 26664.03, 0, 0.00, 1: 131; 2: 79; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 843,  7, 17,  341, 1, 4, 940533, 26664.03, 0, 0.00, 1: 130; 2: 82; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling, 389,  9, 12,  341, 1, 4, 865786, 26664.03, 0, 0.00, 1: 126; 2: 89; 3: 11; 4: 1; 
EGFR_&_ErbB_Signaling, 906,  7, 17,  341, 1, 4, 940337, 26664.03, 0, 0.00, 1: 132; 2: 77; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 465,  7, 17,  341, 1, 4, 940573, 26664.03, 0, 0.00, 1: 130; 2: 81; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  341, 1, 4, 891112, 26664.03, 0, 0.00, 1: 132; 2: 77; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 297,  7, 16,  342, 1, 4, 891259, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 614,  7, 17,  342, 1, 4, 940921, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  342, 1, 4, 879025, 26664.03, 35, 0.00, 1: 129; 2: 84; 3: 11; 4: 3; 
EGFR_&_ErbB_Signaling, 311, 10, 11,  342, 1, 4, 879068, 26664.03, 0, 0.00, 1: 128; 2: 84; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 848,  8, 14,  342, 1, 4, 891089, 26664.03, 37, 0.00, 1: 129; 2: 82; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  342, 1, 4, 879099, 26664.03, 0, 0.00, 1: 130; 2: 80; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 626, 12,  9,  342, 1, 4, 865810, 26664.03, 0, 0.00, 1: 135; 2: 70; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling, 847,  9, 12,  342, 1, 4, 865582, 26664.03, 0, 0.00, 1: 126; 2: 88; 3: 12; 4: 1; 
EGFR_&_ErbB_Signaling, 134,  7, 17,  342, 1, 4, 940506, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  342, 1, 4, 865863, 26664.03, 0, 0.00, 1: 130; 2: 80; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 845,  9, 12,  342, 1, 4, 865813, 26664.03, 0, 0.00, 1: 130; 2: 81; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 244,  8, 14,  342, 1, 4, 890840, 26664.03, 23, 0.00, 1: 132; 2: 76; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 304, 11, 10,  342, 1, 4, 879037, 26664.03, 19, 0.00, 1: 133; 2: 74; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling,  73, 12,  9,  342, 1, 4, 865827, 26664.03, 0, 0.00, 1: 131; 2: 79; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 551,  7, 17,  342, 1, 4, 940420, 26664.03, 0, 0.00, 1: 128; 2: 84; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling,  97,  7, 16,  342, 1, 4, 890949, 26664.03, 0, 0.00, 1: 133; 2: 76; 3: 15; 4: 3; 
EGFR_&_ErbB_Signaling, 781,  6, 20,  342, 1, 4, 947733, 26664.03, 0, 0.00, 1: 132; 2: 77; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 533,  7, 16,  342, 1, 4, 891165, 26664.03, 0, 0.00, 1: 132; 2: 79; 3: 12; 4: 4; 
EGFR_&_ErbB_Signaling, 227, 10, 11,  342, 1, 4, 879119, 26664.03, 0, 0.00, 1: 128; 2: 84; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 573, 11, 10,  342, 1, 4, 879011, 26664.03, 0, 0.00, 1: 131; 2: 78; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 726,  7, 16,  342, 1, 4, 891149, 26664.03, 0, 0.00, 1: 133; 2: 74; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  342, 1, 4, 891167, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 588,  9, 12,  342, 1, 4, 865785, 26664.03, 35, 0.00, 1: 128; 2: 84; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 364,  8, 14,  342, 1, 4, 891059, 26664.03, 55, 0.00, 1: 130; 2: 80; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  69,  7, 16,  342, 1, 4, 891150, 26664.03, 0, 0.00, 1: 124; 2: 92; 3: 10; 4: 1; 
EGFR_&_ErbB_Signaling, 940,  7, 17,  342, 1, 4, 940513, 26664.03, 13, 0.00, 1: 129; 2: 82; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  342, 1, 4, 865741, 26664.03, 0, 0.00, 1: 134; 2: 72; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 347, 11, 10,  342, 1, 4, 879027, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 461,  7, 17,  342, 1, 4, 940725, 26664.03, 0, 0.00, 1: 128; 2: 84; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 339,  9, 12,  342, 1, 4, 865786, 26664.03, 0, 0.00, 1: 127; 2: 86; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 748, 10, 11,  342, 1, 4, 879083, 26664.03, 66, 0.00, 1: 130; 2: 80; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 933,  9, 12,  342, 1, 4, 865754, 26664.03, 0, 0.00, 1: 132; 2: 77; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 281,  9, 12,  343, 1, 4, 865799, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 404,  8, 13,  343, 1, 4, 830180, 26664.03, 103, 0.00, 1: 128; 2: 83; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling,   7, 10, 11,  343, 1, 4, 878914, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 635, 11, 10,  343, 1, 4, 879106, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 529,  8, 14,  343, 1, 4, 891062, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 823,  6, 20,  343, 1, 4, 947501, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  343, 1, 4, 879086, 26664.03, 22, 0.00, 1: 132; 2: 76; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 557,  7, 17,  343, 1, 4, 940536, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 405,  7, 17,  343, 1, 4, 940189, 26664.03, 0, 0.00, 1: 133; 2: 75; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 793,  8, 14,  343, 1, 4, 890982, 26664.03, 0, 0.00, 1: 128; 2: 84; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling, 303,  8, 14,  343, 1, 4, 891005, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 384,  8, 14,  343, 1, 4, 890891, 26664.03, 21, 0.00, 1: 131; 2: 78; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 802,  7, 16,  343, 1, 4, 891051, 26664.03, 0, 0.00, 1: 131; 2: 78; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 842,  7, 17,  343, 1, 4, 940702, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  343, 1, 4, 890976, 26664.03, 0, 0.00, 1: 127; 2: 86; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 307,  7, 17,  343, 1, 4, 940438, 26664.03, 0, 0.00, 1: 133; 2: 73; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  343, 1, 4, 865747, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 344,  8, 14,  343, 1, 4, 891012, 26664.03, 20, 0.00, 1: 126; 2: 87; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  343, 1, 4, 879070, 26664.03, 0, 0.00, 1: 130; 2: 80; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 677,  7, 17,  343, 1, 4, 940785, 26664.03, 0, 0.00, 1: 127; 2: 86; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  343, 1, 4, 840840, 26664.03, 0, 0.00, 1: 129; 2: 81; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  343, 1, 4, 940113, 26664.03, 0, 0.00, 1: 123; 2: 93; 3: 10; 4: 1; 
EGFR_&_ErbB_Signaling, 123, 11, 10,  343, 1, 4, 879045, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  343, 1, 4, 890905, 26664.03, 74, 0.00, 1: 137; 2: 66; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  343, 1, 4, 865853, 26664.03, 0, 0.00, 1: 134; 2: 71; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling, 191,  9, 12,  343, 1, 4, 865822, 26664.03, 0, 0.00, 1: 132; 2: 75; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 258,  7, 16,  343, 1, 4, 890844, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 185, 10, 11,  343, 1, 4, 879092, 26664.03, 0, 0.00, 1: 129; 2: 82; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 233,  8, 13,  343, 1, 4, 830180, 26664.03, 0, 0.00, 1: 129; 2: 81; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  343, 1, 4, 878960, 26664.03, 0, 0.00, 1: 132; 2: 75; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 231, 11, 10,  343, 1, 4, 879008, 26664.03, 0, 0.00, 1: 125; 2: 91; 3: 8; 4: 3; 
EGFR_&_ErbB_Signaling, 905,  6, 20,  343, 1, 4, 947814, 26664.03, 0, 0.00, 1: 129; 2: 83; 3: 12; 4: 3; 
EGFR_&_ErbB_Signaling,  22, 10, 11,  343, 1, 4, 879148, 26664.03, 0, 0.00, 1: 127; 2: 86; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 941,  7, 16,  343, 1, 4, 891173, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 921,  7, 17,  343, 1, 4, 940644, 26664.03, 0, 0.00, 1: 133; 2: 73; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 952,  7, 16,  343, 1, 4, 891137, 26664.03, 46, 0.00, 1: 127; 2: 85; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 908, 10, 11,  343, 1, 4, 878900, 26664.03, 49, 0.00, 1: 128; 2: 83; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 969,  7, 17,  343, 1, 4, 940688, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 109,  9, 12,  343, 1, 4, 865840, 26664.03, 0, 0.00, 1: 127; 2: 86; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 181, 11, 10,  344, 1, 4, 879094, 26664.03, 0, 0.00, 1: 133; 2: 73; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  344, 1, 4, 830180, 26664.03, 0, 0.00, 1: 129; 2: 81; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 532,  7, 17,  344, 1, 4, 940501, 26664.03, 27, 0.00, 1: 130; 2: 80; 3: 14; 4: 3; 
EGFR_&_ErbB_Signaling, 153,  7, 16,  344, 1, 4, 891225, 26664.03, 0, 0.00, 1: 127; 2: 84; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 184, 12,  9,  344, 1, 4, 865810, 26664.03, 14, 0.00, 1: 134; 2: 71; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 106,  7, 15,  344, 1, 4, 840840, 26664.03, 0, 0.00, 1: 130; 2: 79; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 268,  6, 20,  344, 1, 4, 947459, 26664.03, 21, 0.00, 1: 128; 2: 82; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 179,  7, 16,  344, 1, 4, 891048, 26664.03, 0, 0.00, 1: 130; 2: 79; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 666, 11, 10,  344, 1, 4, 879073, 26664.03, 0, 0.00, 1: 126; 2: 86; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 892,  7, 17,  344, 1, 4, 940603, 26664.03, 0, 0.00, 1: 130; 2: 79; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 829, 12,  9,  344, 1, 4, 865674, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 914,  6, 20,  344, 1, 4, 948030, 26664.03, 0, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 526,  6, 19,  344, 1, 4, 908064, 26664.03, 0, 0.00, 1: 133; 2: 73; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 212,  8, 14,  344, 1, 4, 891127, 26664.03, 83, 0.00, 1: 129; 2: 81; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 199,  7, 16,  344, 1, 4, 891055, 26664.03, 0, 0.00, 1: 131; 2: 76; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 378,  9, 12,  344, 1, 4, 865797, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  344, 1, 4, 865739, 26664.03, 0, 0.00, 1: 125; 2: 89; 3: 11; 4: 2; 
EGFR_&_ErbB_Signaling, 596, 11, 10,  344, 1, 4, 878949, 26664.03, 89, 0.00, 1: 128; 2: 82; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 367,  7, 16,  344, 1, 4, 891212, 26664.03, 0, 0.00, 1: 131; 2: 76; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 206, 10, 11,  344, 1, 4, 879136, 26664.03, 0, 0.00, 1: 127; 2: 84; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 595,  9, 12,  344, 1, 4, 865761, 26664.03, 0, 0.00, 1: 126; 2: 87; 3: 12; 4: 2; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  344, 1, 4, 865750, 26664.03, 0, 0.00, 1: 132; 2: 76; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 210,  7, 15,  344, 1, 4, 840840, 26664.03, 0, 0.00, 1: 131; 2: 76; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  344, 1, 4, 940717, 26664.03, 23, 0.00, 1: 122; 2: 94; 3: 10; 4: 1; 
EGFR_&_ErbB_Signaling,  64,  7, 16,  344, 1, 4, 891032, 26664.03, 6, 0.00, 1: 131; 2: 76; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  344, 1, 4, 865776, 26664.03, 0, 0.00, 1: 127; 2: 85; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling, 720,  8, 14,  344, 1, 4, 891211, 26664.03, 32, 0.00, 1: 132; 2: 74; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  344, 1, 4, 865626, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 479,  7, 15,  344, 1, 4, 840840, 26664.03, 0, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 105, 12,  9,  344, 1, 4, 865774, 26664.03, 0, 0.00, 1: 134; 2: 72; 3: 18; 4: 3; 
EGFR_&_ErbB_Signaling, 216,  8, 13,  344, 1, 4, 830180, 26664.03, 15, 0.00, 1: 128; 2: 82; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 348,  7, 17,  344, 1, 4, 940519, 26664.03, 22, 0.00, 1: 130; 2: 81; 3: 12; 4: 4; 
EGFR_&_ErbB_Signaling,  26,  6, 19,  344, 1, 4, 908239, 26664.03, 43, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  344, 1, 4, 908310, 26664.03, 85, 0.00, 1: 134; 2: 71; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  344, 1, 4, 879040, 26664.03, 27, 0.00, 1: 129; 2: 80; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 696,  8, 14,  344, 1, 4, 891009, 26664.03, 31, 0.00, 1: 127; 2: 84; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 783, 12,  9,  344, 1, 4, 865782, 26664.03, 0, 0.00, 1: 129; 2: 81; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 883,  7, 16,  344, 1, 4, 891164, 26664.03, 0, 0.00, 1: 126; 2: 86; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 660,  6, 20,  344, 1, 4, 947848, 26664.03, 35, 0.00, 1: 129; 2: 80; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 519,  6, 20,  344, 1, 4, 947877, 26664.03, 0, 0.00, 1: 130; 2: 78; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 695,  7, 16,  344, 1, 4, 891093, 26664.03, 0, 0.00, 1: 130; 2: 78; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 504,  8, 14,  344, 1, 4, 891010, 26664.03, 24, 0.00, 1: 126; 2: 86; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  344, 1, 4, 865756, 26664.03, 0, 0.00, 1: 133; 2: 74; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling,  49,  9, 12,  344, 1, 4, 865770, 26664.03, 0, 0.00, 1: 132; 2: 74; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  344, 1, 4, 940476, 26664.03, 0, 0.00, 1: 128; 2: 82; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 778,  7, 15,  344, 1, 4, 840840, 26664.03, 0, 0.00, 1: 129; 2: 80; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 860,  8, 13,  344, 1, 4, 830180, 26664.03, 8, 0.00, 1: 128; 2: 82; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  89,  7, 17,  344, 1, 4, 940549, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 118,  7, 17,  344, 1, 4, 940250, 26664.03, 0, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  344, 1, 4, 865740, 26664.03, 35, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 639,  7, 15,  344, 1, 4, 840840, 26664.03, 0, 0.00, 1: 127; 2: 84; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 956,  8, 14,  344, 1, 4, 891181, 26664.03, 63, 0.00, 1: 132; 2: 75; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 890, 11, 10,  344, 1, 4, 879030, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 833,  6, 20,  344, 1, 4, 947162, 26664.03, 0, 0.00, 1: 135; 2: 70; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 177,  8, 14,  344, 1, 4, 891117, 26664.03, 0, 0.00, 1: 128; 2: 83; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  344, 1, 4, 878999, 26664.03, 202, 0.00, 1: 127; 2: 85; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling, 629,  8, 14,  344, 1, 4, 891363, 26664.03, 0, 0.00, 1: 126; 2: 86; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 871, 12,  9,  344, 1, 4, 865773, 26664.03, 0, 0.00, 1: 131; 2: 76; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 991, 12,  9,  344, 1, 4, 865797, 26664.03, 0, 0.00, 1: 126; 2: 86; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 659, 12,  9,  344, 1, 4, 865732, 26664.03, 0, 0.00, 1: 125; 2: 88; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 524,  8, 14,  344, 1, 4, 890940, 26664.03, 29, 0.00, 1: 129; 2: 81; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  344, 1, 4, 879068, 26664.03, 0, 0.00, 1: 131; 2: 77; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  344, 1, 4, 940596, 26664.03, 0, 0.00, 1: 134; 2: 72; 3: 18; 4: 3; 
EGFR_&_ErbB_Signaling, 930, 12,  9,  345, 1, 4, 865775, 26664.03, 0, 0.00, 1: 124; 2: 90; 3: 11; 4: 2; 
EGFR_&_ErbB_Signaling, 162,  7, 16,  345, 1, 4, 891025, 26664.03, 0, 0.00, 1: 130; 2: 78; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 166, 12,  9,  345, 1, 4, 865709, 26664.03, 0, 0.00, 1: 126; 2: 86; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling,  98,  6, 20,  345, 1, 4, 947602, 26664.03, 0, 0.00, 1: 131; 2: 75; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 158,  8, 14,  345, 1, 4, 890925, 26664.03, 0, 0.00, 1: 133; 2: 72; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 543,  6, 20,  345, 1, 4, 947221, 26664.03, 0, 0.00, 1: 134; 2: 69; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 381,  8, 14,  345, 1, 4, 891022, 26664.03, 0, 0.00, 1: 127; 2: 84; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 789, 12,  9,  345, 1, 4, 865790, 26664.03, 0, 0.00, 1: 131; 2: 75; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 694,  6, 20,  345, 1, 4, 947575, 26664.03, 0, 0.00, 1: 129; 2: 81; 3: 14; 4: 3; 
EGFR_&_ErbB_Signaling, 450,  6, 20,  345, 1, 4, 947873, 26664.03, 0, 0.00, 1: 135; 2: 67; 3: 24; 4: 1; 
EGFR_&_ErbB_Signaling, 411,  9, 12,  345, 1, 4, 865867, 26664.03, 0, 0.00, 1: 131; 2: 75; 3: 20; 4: 1; 
