Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(300)
Melhor resultado nxn: EGFR_&_ErbB_Signaling,  12,  8, 14,  495, 1, 4, 891073, 27200.04, 161, 0.00, 1: 77; 2: 66; 3: 50; 4: 34; 
EGFR_&_ErbB_Signaling, 404,  8, 13,  539, 1, 4, 830180, 27200.04, 103, 0.00, 1: 64; 2: 62; 3: 53; 4: 48; 
EGFR_&_ErbB_Signaling, 928,  6, 20,  539, 1, 4, 947641, 27200.04, 44, 0.00, 1: 67; 2: 56; 3: 56; 4: 48; 
EGFR_&_ErbB_Signaling, 149, 10, 11,  540, 1, 4, 879033, 27200.04, 0, 0.00, 1: 64; 2: 60; 3: 56; 4: 47; 
EGFR_&_ErbB_Signaling, 104,  6, 19,  541, 1, 4, 908209, 27200.04, 7, 0.00, 1: 62; 2: 63; 3: 55; 4: 47; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  541, 1, 4, 879031, 27200.04, 12, 0.00, 1: 59; 2: 73; 3: 44; 4: 51; 
EGFR_&_ErbB_Signaling, 919,  7, 15,  541, 1, 4, 840840, 27200.04, 0, 0.00, 1: 66; 2: 58; 3: 53; 4: 50; 
EGFR_&_ErbB_Signaling,  92,  6, 18,  541, 1, 4, 865798, 27200.04, 21, 0.00, 1: 68; 2: 53; 3: 57; 4: 49; 
EGFR_&_ErbB_Signaling, 925, 12,  9,  541, 1, 4, 865791, 27200.04, 0, 0.00, 1: 59; 2: 68; 3: 54; 4: 46; 
EGFR_&_ErbB_Signaling, 281,  9, 12,  541, 1, 4, 865793, 27200.04, 0, 0.00, 1: 65; 2: 64; 3: 44; 4: 54; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  542, 1, 4, 908190, 27200.04, 27, 0.00, 1: 63; 2: 63; 3: 51; 4: 50; 
EGFR_&_ErbB_Signaling, 387, 10, 11,  542, 1, 4, 879032, 27200.04, 0, 0.00, 1: 62; 2: 61; 3: 58; 4: 46; 
EGFR_&_ErbB_Signaling, 539,  8, 13,  542, 1, 4, 830180, 27200.04, 0, 0.00, 1: 58; 2: 71; 3: 50; 4: 48; 
EGFR_&_ErbB_Signaling, 327,  6, 20,  542, 1, 4, 947696, 27200.04, 0, 0.00, 1: 69; 2: 49; 3: 61; 4: 48; 
EGFR_&_ErbB_Signaling, 579,  7, 16,  542, 1, 4, 891199, 27200.04, 0, 0.00, 1: 60; 2: 65; 3: 56; 4: 46; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  542, 1, 4, 890948, 27200.04, 0, 0.00, 1: 63; 2: 64; 3: 49; 4: 51; 
EGFR_&_ErbB_Signaling,  71, 12,  9,  543, 1, 4, 865759, 27200.04, 0, 0.00, 1: 63; 2: 65; 3: 46; 4: 53; 
EGFR_&_ErbB_Signaling, 480,  7, 17,  543, 1, 4, 940403, 27200.04, 23, 0.00, 1: 60; 2: 61; 3: 63; 4: 43; 
EGFR_&_ErbB_Signaling, 950, 10, 11,  543, 1, 4, 879044, 27200.04, 0, 0.00, 1: 65; 2: 60; 3: 50; 4: 52; 
EGFR_&_ErbB_Signaling, 813, 10, 11,  543, 1, 4, 878978, 27200.04, 0, 0.00, 1: 62; 2: 60; 3: 59; 4: 46; 
EGFR_&_ErbB_Signaling, 599,  7, 17,  543, 1, 4, 940518, 27200.04, 0, 0.00, 1: 60; 2: 67; 3: 51; 4: 49; 
EGFR_&_ErbB_Signaling, 205,  7, 16,  543, 1, 4, 891058, 27200.04, 0, 0.00, 1: 67; 2: 55; 3: 54; 4: 51; 
EGFR_&_ErbB_Signaling, 175, 11, 10,  544, 1, 4, 879036, 27200.04, 0, 0.00, 1: 64; 2: 53; 3: 66; 4: 44; 
EGFR_&_ErbB_Signaling,   9,  8, 13,  544, 1, 4, 830180, 27200.04, 176, 0.00, 1: 63; 2: 54; 3: 67; 4: 43; 
EGFR_&_ErbB_Signaling, 127, 12,  9,  544, 1, 4, 865737, 27200.04, 0, 0.00, 1: 58; 2: 64; 3: 62; 4: 43; 
EGFR_&_ErbB_Signaling, 667,  9, 12,  544, 1, 4, 865752, 27200.04, 0, 0.00, 1: 61; 2: 60; 3: 61; 4: 45; 
EGFR_&_ErbB_Signaling, 681,  7, 17,  544, 1, 4, 940450, 27200.04, 0, 0.00, 1: 64; 2: 57; 3: 58; 4: 48; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  544, 1, 4, 879039, 27200.04, 26, 0.00, 1: 59; 2: 65; 3: 57; 4: 46; 
EGFR_&_ErbB_Signaling, 671, 12,  9,  544, 1, 4, 865804, 27200.04, 0, 0.00, 1: 60; 2: 64; 3: 56; 4: 47; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  545, 1, 4, 891066, 27200.04, 0, 0.00, 1: 69; 2: 48; 3: 60; 4: 50; 
EGFR_&_ErbB_Signaling, 298, 12,  9,  545, 1, 4, 865818, 27200.04, 0, 0.00, 1: 63; 2: 56; 3: 62; 4: 46; 
EGFR_&_ErbB_Signaling, 410,  8, 14,  545, 1, 4, 891032, 27200.04, 0, 0.00, 1: 64; 2: 56; 3: 59; 4: 48; 
EGFR_&_ErbB_Signaling, 304, 11, 10,  545, 1, 4, 879122, 27200.04, 19, 0.00, 1: 60; 2: 58; 3: 67; 4: 42; 
EGFR_&_ErbB_Signaling, 868,  8, 14,  545, 1, 4, 891076, 27200.04, 64, 0.00, 1: 57; 2: 64; 3: 64; 4: 42; 
EGFR_&_ErbB_Signaling, 998, 12,  9,  545, 1, 4, 865835, 27200.04, 0, 0.00, 1: 63; 2: 61; 3: 52; 4: 51; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  545, 1, 4, 908240, 27200.04, 0, 0.00, 1: 62; 2: 60; 3: 57; 4: 48; 
EGFR_&_ErbB_Signaling, 893, 12,  9,  546, 1, 4, 865803, 27200.04, 0, 0.00, 1: 60; 2: 63; 3: 56; 4: 48; 
EGFR_&_ErbB_Signaling, 933,  9, 12,  546, 1, 4, 865798, 27200.04, 0, 0.00, 1: 55; 2: 67; 3: 63; 4: 42; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  546, 1, 4, 891094, 27200.04, 0, 0.00, 1: 59; 2: 60; 3: 65; 4: 43; 
EGFR_&_ErbB_Signaling, 116,  6, 20,  546, 1, 4, 947540, 27200.04, 27, 0.00, 1: 66; 2: 52; 3: 60; 4: 49; 
EGFR_&_ErbB_Signaling, 342,  6, 18,  546, 1, 4, 865803, 27200.04, 0, 0.00, 1: 66; 2: 56; 3: 52; 4: 53; 
EGFR_&_ErbB_Signaling, 201, 11, 10,  546, 1, 4, 879014, 27200.04, 0, 0.00, 1: 59; 2: 65; 3: 55; 4: 48; 
EGFR_&_ErbB_Signaling,  47,  6, 19,  546, 1, 4, 908208, 27200.04, 0, 0.00, 1: 58; 2: 67; 3: 54; 4: 48; 
EGFR_&_ErbB_Signaling, 287,  7, 17,  547, 1, 4, 940418, 27200.04, 0, 0.00, 1: 63; 2: 60; 3: 52; 4: 52; 
EGFR_&_ErbB_Signaling, 311, 10, 11,  547, 1, 4, 879070, 27200.04, 0, 0.00, 1: 65; 2: 54; 3: 58; 4: 50; 
EGFR_&_ErbB_Signaling, 310,  9, 12,  547, 1, 4, 865797, 27200.04, 0, 0.00, 1: 67; 2: 54; 3: 52; 4: 54; 
EGFR_&_ErbB_Signaling, 682,  9, 12,  547, 1, 4, 865778, 27200.04, 0, 0.00, 1: 64; 2: 53; 3: 63; 4: 47; 
EGFR_&_ErbB_Signaling, 200,  8, 14,  547, 1, 4, 891011, 27200.04, 14, 0.00, 1: 57; 2: 65; 3: 60; 4: 45; 
EGFR_&_ErbB_Signaling,   0,  7, 16,  548, 1, 4, 891041, 27200.04, 144, 0.00, 1: 64; 2: 51; 3: 66; 4: 46; 
EGFR_&_ErbB_Signaling, 394,  6, 18,  548, 1, 4, 865796, 27200.04, 0, 0.00, 1: 63; 2: 57; 3: 57; 4: 50; 
EGFR_&_ErbB_Signaling, 106,  7, 15,  548, 1, 4, 840840, 27200.04, 0, 0.00, 1: 62; 2: 60; 3: 54; 4: 51; 
EGFR_&_ErbB_Signaling, 250,  9, 12,  548, 1, 4, 865783, 27200.04, 0, 0.00, 1: 58; 2: 68; 3: 50; 4: 51; 
EGFR_&_ErbB_Signaling,  67,  9, 12,  548, 1, 4, 865797, 27200.04, 0, 0.00, 1: 63; 2: 52; 3: 67; 4: 45; 
EGFR_&_ErbB_Signaling, 320,  7, 15,  548, 1, 4, 840840, 27200.04, 20, 0.00, 1: 59; 2: 62; 3: 59; 4: 47; 
EGFR_&_ErbB_Signaling, 607,  9, 12,  548, 1, 4, 865766, 27200.04, 0, 0.00, 1: 59; 2: 64; 3: 55; 4: 49; 
EGFR_&_ErbB_Signaling, 836, 10, 11,  548, 1, 4, 879058, 27200.04, 27, 0.00, 1: 67; 2: 53; 3: 53; 4: 54; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  548, 1, 4, 879012, 27200.04, 0, 0.00, 1: 65; 2: 56; 3: 53; 4: 53; 
EGFR_&_ErbB_Signaling, 279,  9, 12,  549, 1, 4, 865811, 27200.04, 0, 0.00, 1: 57; 2: 63; 3: 62; 4: 45; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  549, 1, 4, 865805, 27200.04, 47, 0.00, 1: 62; 2: 58; 3: 57; 4: 50; 
EGFR_&_ErbB_Signaling, 569, 10, 11,  549, 1, 4, 879040, 27200.04, 0, 0.00, 1: 63; 2: 55; 3: 60; 4: 49; 
EGFR_&_ErbB_Signaling, 231, 11, 10,  550, 1, 4, 879024, 27200.04, 0, 0.00, 1: 59; 2: 62; 3: 57; 4: 49; 
EGFR_&_ErbB_Signaling,  59, 11, 10,  550, 1, 4, 879004, 27200.04, 0, 0.00, 1: 62; 2: 60; 3: 52; 4: 53; 
EGFR_&_ErbB_Signaling, 577,  6, 18,  550, 1, 4, 865815, 27200.04, 0, 0.00, 1: 61; 2: 58; 3: 59; 4: 49; 
EGFR_&_ErbB_Signaling, 653, 10, 11,  550, 1, 4, 879036, 27200.04, 0, 0.00, 1: 55; 2: 71; 3: 51; 4: 50; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  550, 1, 4, 879053, 27200.04, 0, 0.00, 1: 58; 2: 63; 3: 58; 4: 48; 
EGFR_&_ErbB_Signaling, 890, 11, 10,  550, 1, 4, 879024, 27200.04, 0, 0.00, 1: 57; 2: 65; 3: 57; 4: 48; 
EGFR_&_ErbB_Signaling, 674,  7, 17,  550, 1, 4, 940475, 27200.04, 0, 0.00, 1: 61; 2: 60; 3: 55; 4: 51; 
EGFR_&_ErbB_Signaling, 293,  9, 12,  551, 1, 4, 865779, 27200.04, 0, 0.00, 1: 58; 2: 61; 3: 61; 4: 47; 
EGFR_&_ErbB_Signaling, 389,  9, 12,  551, 1, 4, 865783, 27200.04, 0, 0.00, 1: 66; 2: 55; 3: 49; 4: 57; 
EGFR_&_ErbB_Signaling,  98,  6, 20,  551, 1, 4, 947709, 27200.04, 0, 0.00, 1: 57; 2: 64; 3: 58; 4: 48; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  551, 1, 4, 879047, 27200.04, 0, 0.00, 1: 55; 2: 66; 3: 60; 4: 46; 
EGFR_&_ErbB_Signaling, 227, 10, 11,  551, 1, 4, 879046, 27200.04, 0, 0.00, 1: 61; 2: 56; 3: 62; 4: 48; 
EGFR_&_ErbB_Signaling, 493,  9, 12,  551, 1, 4, 865806, 27200.04, 0, 0.00, 1: 62; 2: 55; 3: 61; 4: 49; 
EGFR_&_ErbB_Signaling, 711, 11, 10,  552, 1, 4, 879031, 27200.04, 0, 0.00, 1: 58; 2: 64; 3: 54; 4: 51; 
EGFR_&_ErbB_Signaling, 260, 11, 10,  552, 1, 4, 879077, 27200.04, 21, 0.00, 1: 60; 2: 60; 3: 56; 4: 51; 
EGFR_&_ErbB_Signaling, 445,  9, 12,  552, 1, 4, 865788, 27200.04, 0, 0.00, 1: 63; 2: 54; 3: 59; 4: 51; 
EGFR_&_ErbB_Signaling, 665, 11, 10,  552, 1, 4, 879053, 27200.04, 0, 0.00, 1: 66; 2: 49; 3: 60; 4: 52; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  552, 1, 4, 879026, 27200.04, 0, 0.00, 1: 51; 2: 74; 3: 55; 4: 47; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  553, 1, 4, 891068, 27200.04, 0, 0.00, 1: 57; 2: 63; 3: 58; 4: 49; 
EGFR_&_ErbB_Signaling, 235,  6, 20,  553, 1, 4, 947625, 27200.04, 0, 0.00, 1: 57; 2: 65; 3: 54; 4: 51; 
EGFR_&_ErbB_Signaling, 621,  6, 20,  554, 1, 4, 947779, 27200.04, 0, 0.00, 1: 63; 2: 55; 3: 55; 4: 54; 
EGFR_&_ErbB_Signaling,  14, 10, 11,  554, 1, 4, 879036, 27200.04, 0, 0.00, 1: 58; 2: 63; 3: 54; 4: 52; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  555, 1, 4, 865769, 27200.04, 0, 0.00, 1: 55; 2: 64; 3: 60; 4: 48; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  555, 1, 4, 947504, 27200.04, 0, 0.00, 1: 60; 2: 59; 3: 55; 4: 53; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  556, 1, 4, 879022, 27200.04, 27, 0.00, 1: 57; 2: 60; 3: 61; 4: 49; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  556, 1, 4, 865832, 27200.04, 0, 0.00, 1: 51; 2: 71; 3: 57; 4: 48; 
EGFR_&_ErbB_Signaling, 522,  9, 12,  556, 1, 4, 865809, 27200.04, 0, 0.00, 1: 59; 2: 59; 3: 57; 4: 52; 
EGFR_&_ErbB_Signaling, 975,  8, 13,  556, 1, 4, 830180, 27200.04, 0, 0.00, 1: 56; 2: 62; 3: 60; 4: 49; 
EGFR_&_ErbB_Signaling, 835,  7, 17,  556, 1, 4, 940428, 27200.04, 0, 0.00, 1: 62; 2: 52; 3: 62; 4: 51; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  557, 1, 4, 940492, 27200.04, 74, 0.00, 1: 57; 2: 62; 3: 56; 4: 52; 
EGFR_&_ErbB_Signaling, 214, 10, 11,  558, 1, 4, 879057, 27200.04, 0, 0.00, 1: 55; 2: 65; 3: 55; 4: 52; 
EGFR_&_ErbB_Signaling, 793,  8, 14,  558, 1, 4, 891096, 27200.04, 0, 0.00, 1: 66; 2: 50; 3: 52; 4: 59; 
EGFR_&_ErbB_Signaling, 658, 11, 10,  558, 1, 4, 879048, 27200.04, 0, 0.00, 1: 59; 2: 60; 3: 53; 4: 55; 
EGFR_&_ErbB_Signaling, 510, 10, 11,  558, 1, 4, 879040, 27200.04, 0, 0.00, 1: 55; 2: 61; 3: 63; 4: 48; 
EGFR_&_ErbB_Signaling, 532,  7, 17,  559, 1, 4, 940458, 27200.04, 27, 0.00, 1: 61; 2: 54; 3: 58; 4: 54; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  560, 1, 4, 865795, 27200.04, 78, 0.00, 1: 60; 2: 55; 3: 58; 4: 54; 
EGFR_&_ErbB_Signaling, 202,  9, 12,  561, 1, 4, 865826, 27200.04, 0, 0.00, 1: 55; 2: 61; 3: 60; 4: 51; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  562, 1, 4, 830180, 27200.04, 0, 0.00, 1: 52; 2: 65; 3: 60; 4: 50; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  563, 1, 4, 879041, 27200.04, 0, 0.00, 1: 53; 2: 64; 3: 58; 4: 52; 
EGFR_&_ErbB_Signaling, 318,  7, 17,  563, 1, 4, 940491, 27200.04, 0, 0.00, 1: 54; 2: 63; 3: 57; 4: 53; 
EGFR_&_ErbB_Signaling, 628, 11, 10,  563, 1, 4, 879072, 27200.04, 23, 0.00, 1: 59; 2: 54; 3: 60; 4: 54; 
EGFR_&_ErbB_Signaling, 181, 11, 10,  564, 1, 4, 879045, 27200.04, 0, 0.00, 1: 58; 2: 56; 3: 58; 4: 55; 
EGFR_&_ErbB_Signaling, 720,  8, 14,  564, 1, 4, 891051, 27200.04, 32, 0.00, 1: 53; 2: 62; 3: 61; 4: 51; 
EGFR_&_ErbB_Signaling, 540,  9, 12,  564, 1, 4, 865775, 27200.04, 24, 0.00, 1: 55; 2: 59; 3: 61; 4: 52; 
EGFR_&_ErbB_Signaling, 179,  7, 16,  564, 1, 4, 890917, 27200.04, 0, 0.00, 1: 56; 2: 62; 3: 52; 4: 57; 
EGFR_&_ErbB_Signaling, 485, 11, 10,  565, 1, 4, 879027, 27200.04, 0, 0.00, 1: 52; 2: 65; 3: 57; 4: 53; 
EGFR_&_ErbB_Signaling, 380,  7, 17,  565, 1, 4, 940506, 27200.04, 75, 0.00, 1: 54; 2: 63; 3: 55; 4: 55; 
EGFR_&_ErbB_Signaling, 590, 11, 10,  565, 1, 4, 879025, 27200.04, 0, 0.00, 1: 52; 2: 67; 3: 53; 4: 55; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  566, 1, 4, 879020, 27200.04, 0, 0.00, 1: 57; 2: 58; 3: 55; 4: 57; 
EGFR_&_ErbB_Signaling,  41, 11, 10,  567, 1, 4, 879040, 27200.04, 0, 0.00, 1: 48; 2: 71; 3: 55; 4: 53; 
EGFR_&_ErbB_Signaling, 137, 10, 11,  567, 1, 4, 879056, 27200.04, 0, 0.00, 1: 55; 2: 63; 3: 50; 4: 59; 
EGFR_&_ErbB_Signaling, 864, 10, 11,  568, 1, 4, 879026, 27200.04, 40, 0.00, 1: 63; 2: 49; 3: 53; 4: 62; 
EGFR_&_ErbB_Signaling, 157,  8, 13,  569, 1, 4, 830180, 27200.04, 0, 0.00, 1: 51; 2: 63; 3: 60; 4: 53; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  569, 1, 4, 879041, 27200.04, 0, 0.00, 1: 49; 2: 67; 3: 58; 4: 53; 
EGFR_&_ErbB_Signaling, 766,  7, 15,  570, 1, 4, 840840, 27200.04, 0, 0.00, 1: 52; 2: 64; 3: 54; 4: 57; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  570, 1, 4, 879030, 27200.04, 0, 0.00, 1: 59; 2: 57; 3: 47; 4: 64; 
EGFR_&_ErbB_Signaling, 989,  7, 16,  570, 1, 4, 891067, 27200.04, 0, 0.00, 1: 53; 2: 60; 3: 59; 4: 55; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  572, 1, 4, 891078, 27200.04, 0, 0.00, 1: 53; 2: 62; 3: 53; 4: 59; 
EGFR_&_ErbB_Signaling, 884, 11, 10,  572, 1, 4, 879069, 27200.04, 11, 0.00, 1: 53; 2: 60; 3: 57; 4: 57; 
EGFR_&_ErbB_Signaling,  17,  7, 15,  573, 1, 4, 840840, 27200.04, 69, 0.00, 1: 55; 2: 56; 3: 58; 4: 58; 
EGFR_&_ErbB_Signaling, 411,  9, 12,  575, 1, 4, 865816, 27200.04, 0, 0.00, 1: 56; 2: 50; 3: 65; 4: 56; 
EGFR_&_ErbB_Signaling, 806,  9, 12,  575, 1, 4, 865801, 27200.04, 0, 0.00, 1: 54; 2: 56; 3: 59; 4: 58; 
EGFR_&_ErbB_Signaling, 741,  6, 19,  578, 1, 4, 908207, 27200.04, 0, 0.00, 1: 47; 2: 65; 3: 59; 4: 56; 
EGFR_&_ErbB_Signaling,  91,  8, 13,  579, 1, 4, 830180, 27200.04, 0, 0.00, 1: 46; 2: 59; 3: 73; 4: 49; 
EGFR_&_ErbB_Signaling, 456,  8, 13,  581, 1, 4, 830180, 27200.04, 22, 0.00, 1: 45; 2: 64; 3: 64; 4: 54; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  586, 1, 4, 865780, 27200.04, 0, 0.00, 1: 55; 2: 49; 3: 59; 4: 64; 
EGFR_&_ErbB_Signaling, 345,  8, 13,  590, 1, 4, 830180, 27200.04, 0, 0.00, 1: 48; 2: 58; 3: 58; 4: 63; 
EGFR_&_ErbB_Signaling, 176,  9, 12,  604, 1, 4, 865812, 27200.04, 11, 0.00, 1: 45; 2: 52; 3: 65; 4: 65; 
EGFR_&_ErbB_Signaling, 765, 11, 10,  514, 1, 5, 879030, 27200.04, 0, 0.00, 1: 70; 2: 68; 3: 50; 4: 37; 5: 2; 
EGFR_&_ErbB_Signaling, 291, 10, 11,  516, 1, 5, 879034, 27200.04, 0, 0.00, 1: 74; 2: 60; 3: 51; 4: 41; 5: 1; 
EGFR_&_ErbB_Signaling, 319,  7, 17,  517, 1, 5, 940560, 27200.04, 0, 0.00, 1: 69; 2: 66; 3: 53; 4: 38; 5: 1; 
EGFR_&_ErbB_Signaling, 347, 11, 10,  517, 1, 5, 879027, 27200.04, 0, 0.00, 1: 74; 2: 59; 3: 52; 4: 41; 5: 1; 
EGFR_&_ErbB_Signaling, 236, 12,  9,  518, 1, 5, 865779, 27200.04, 24, 0.00, 1: 70; 2: 66; 3: 50; 4: 39; 5: 2; 
EGFR_&_ErbB_Signaling, 430,  7, 15,  518, 1, 5, 840840, 27200.04, 0, 0.00, 1: 75; 2: 57; 3: 52; 4: 42; 5: 1; 
EGFR_&_ErbB_Signaling, 400,  7, 17,  519, 1, 5, 940403, 27200.04, 21, 0.00, 1: 70; 2: 66; 3: 48; 4: 42; 5: 1; 
EGFR_&_ErbB_Signaling, 792,  8, 14,  520, 1, 5, 891044, 27200.04, 34, 0.00, 1: 66; 2: 68; 3: 55; 4: 37; 5: 1; 
EGFR_&_ErbB_Signaling, 927, 10, 11,  520, 1, 5, 879047, 27200.04, 0, 0.00, 1: 70; 2: 60; 3: 59; 4: 37; 5: 1; 
EGFR_&_ErbB_Signaling,  56, 10, 11,  520, 1, 5, 879023, 27200.04, 5, 0.00, 1: 70; 2: 61; 3: 57; 4: 38; 5: 1; 
EGFR_&_ErbB_Signaling, 641,  7, 16,  520, 1, 5, 891049, 27200.04, 0, 0.00, 1: 75; 2: 55; 3: 54; 4: 42; 5: 1; 
EGFR_&_ErbB_Signaling, 272, 11, 10,  521, 1, 5, 879019, 27200.04, 19, 0.00, 1: 69; 2: 64; 3: 53; 4: 40; 5: 1; 
EGFR_&_ErbB_Signaling, 144,  8, 14,  521, 1, 5, 891037, 27200.04, 7, 0.00, 1: 68; 2: 65; 3: 54; 4: 39; 5: 1; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  523, 1, 5, 830180, 27200.04, 0, 0.00, 1: 71; 2: 62; 3: 49; 4: 44; 5: 1; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  523, 1, 5, 865792, 27200.04, 0, 0.00, 1: 69; 2: 65; 3: 50; 4: 41; 5: 2; 
EGFR_&_ErbB_Signaling, 903,  6, 18,  523, 1, 5, 865788, 27200.04, 0, 0.00, 1: 73; 2: 62; 3: 43; 4: 48; 5: 1; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  524, 1, 5, 879010, 27200.04, 0, 0.00, 1: 75; 2: 57; 3: 46; 4: 48; 5: 1; 
EGFR_&_ErbB_Signaling, 461,  7, 17,  524, 1, 5, 940514, 27200.04, 0, 0.00, 1: 76; 2: 57; 3: 43; 4: 50; 5: 1; 
EGFR_&_ErbB_Signaling, 390, 12,  9,  525, 1, 5, 865799, 27200.04, 0, 0.00, 1: 76; 2: 52; 3: 52; 4: 46; 5: 1; 
EGFR_&_ErbB_Signaling, 707, 12,  9,  527, 1, 5, 865766, 27200.04, 0, 0.00, 1: 70; 2: 58; 3: 57; 4: 40; 5: 2; 
EGFR_&_ErbB_Signaling, 701,  9, 12,  527, 1, 5, 865786, 27200.04, 0, 0.00, 1: 62; 2: 68; 3: 60; 4: 36; 5: 1; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  528, 1, 5, 830180, 27200.04, 0, 0.00, 1: 68; 2: 55; 3: 67; 4: 36; 5: 1; 
EGFR_&_ErbB_Signaling, 490, 10, 11,  528, 1, 5, 879059, 27200.04, 0, 0.00, 1: 70; 2: 59; 3: 53; 4: 44; 5: 1; 
EGFR_&_ErbB_Signaling, 888,  8, 13,  529, 1, 5, 830180, 27200.04, 41, 0.00, 1: 66; 2: 62; 3: 58; 4: 40; 5: 1; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  529, 1, 5, 947681, 27200.04, 0, 0.00, 1: 67; 2: 63; 3: 54; 4: 41; 5: 2; 
EGFR_&_ErbB_Signaling,  44,  7, 15,  529, 1, 5, 840840, 27200.04, 23, 0.00, 1: 73; 2: 53; 3: 56; 4: 43; 5: 2; 
EGFR_&_ErbB_Signaling, 563, 10, 11,  531, 1, 5, 879003, 27200.04, 0, 0.00, 1: 68; 2: 60; 3: 54; 4: 44; 5: 1; 
EGFR_&_ErbB_Signaling, 352,  8, 14,  531, 1, 5, 891092, 27200.04, 20, 0.00, 1: 71; 2: 57; 3: 51; 4: 47; 5: 1; 
EGFR_&_ErbB_Signaling, 246,  7, 16,  531, 1, 5, 891058, 27200.04, 0, 0.00, 1: 60; 2: 76; 3: 47; 4: 42; 5: 2; 
EGFR_&_ErbB_Signaling, 662,  6, 20,  531, 1, 5, 947475, 27200.04, 0, 0.00, 1: 69; 2: 59; 3: 54; 4: 43; 5: 2; 
EGFR_&_ErbB_Signaling, 249,  9, 12,  531, 1, 5, 865760, 27200.04, 0, 0.00, 1: 75; 2: 50; 3: 54; 4: 46; 5: 2; 
EGFR_&_ErbB_Signaling,  32,  6, 20,  532, 1, 5, 947554, 27200.04, 2, 0.00, 1: 69; 2: 60; 3: 50; 4: 47; 5: 1; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  533, 1, 5, 891009, 27200.04, 36, 0.00, 1: 67; 2: 63; 3: 49; 4: 47; 5: 1; 
EGFR_&_ErbB_Signaling, 475, 11, 10,  533, 1, 5, 879022, 27200.04, 0, 0.00, 1: 68; 2: 60; 3: 54; 4: 42; 5: 3; 
EGFR_&_ErbB_Signaling, 473, 10, 11,  534, 1, 5, 879025, 27200.04, 0, 0.00, 1: 69; 2: 57; 3: 54; 4: 46; 5: 1; 
EGFR_&_ErbB_Signaling, 962,  9, 12,  534, 1, 5, 865787, 27200.04, 0, 0.00, 1: 63; 2: 64; 3: 58; 4: 41; 5: 1; 
EGFR_&_ErbB_Signaling, 307,  7, 17,  534, 1, 5, 940487, 27200.04, 0, 0.00, 1: 69; 2: 54; 3: 60; 4: 43; 5: 1; 
EGFR_&_ErbB_Signaling, 776,  6, 18,  535, 1, 5, 865737, 27200.04, 34, 0.00, 1: 64; 2: 63; 3: 56; 4: 43; 5: 1; 
EGFR_&_ErbB_Signaling, 375,  6, 19,  536, 1, 5, 908210, 27200.04, 0, 0.00, 1: 66; 2: 59; 3: 57; 4: 44; 5: 1; 
EGFR_&_ErbB_Signaling, 600,  7, 15,  536, 1, 5, 840840, 27200.04, 27, 0.00, 1: 62; 2: 66; 3: 55; 4: 43; 5: 1; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  536, 1, 5, 947599, 27200.04, 0, 0.00, 1: 69; 2: 57; 3: 53; 4: 46; 5: 2; 
EGFR_&_ErbB_Signaling, 226, 12,  9,  536, 1, 5, 865808, 27200.04, 0, 0.00, 1: 63; 2: 65; 3: 54; 4: 44; 5: 1; 
EGFR_&_ErbB_Signaling, 215,  8, 14,  536, 1, 5, 891054, 27200.04, 0, 0.00, 1: 61; 2: 69; 3: 53; 4: 42; 5: 2; 
EGFR_&_ErbB_Signaling,  83, 12,  9,  536, 1, 5, 865814, 27200.04, 0, 0.00, 1: 70; 2: 61; 3: 43; 4: 50; 5: 3; 
EGFR_&_ErbB_Signaling,  66,  6, 19,  536, 1, 5, 908213, 27200.04, 0, 0.00, 1: 70; 2: 59; 3: 46; 4: 50; 5: 2; 
