Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
3(992)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 682,  9, 12,  339, 1, 3, 865815, 74000.52, 0, 0.00, 1: 123; 2: 96; 3: 8; 
EGFR_&_ErbB_Signaling,  58,  8, 14,  346, 1, 3, 891150, 74000.52, 0, 0.00, 1: 117; 2: 101; 3: 9; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  346, 1, 3, 865823, 74000.52, 7, 0.00, 1: 119; 2: 97; 3: 11; 
EGFR_&_ErbB_Signaling, 919,  7, 15,  346, 1, 3, 840840, 74000.52, 0, 0.00, 1: 118; 2: 99; 3: 10; 
EGFR_&_ErbB_Signaling, 412,  7, 17,  346, 1, 3, 940794, 74000.52, 100, 0.00, 1: 118; 2: 99; 3: 10; 
EGFR_&_ErbB_Signaling, 166, 12,  9,  346, 1, 3, 865840, 74000.52, 0, 0.00, 1: 118; 2: 99; 3: 10; 
EGFR_&_ErbB_Signaling, 947,  7, 17,  346, 1, 3, 940416, 74000.52, 0, 0.00, 1: 117; 2: 101; 3: 9; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  346, 1, 3, 865821, 74000.52, 0, 0.00, 1: 120; 2: 95; 3: 12; 
EGFR_&_ErbB_Signaling,  37,  7, 16,  346, 1, 3, 891104, 74000.52, 0, 0.00, 1: 118; 2: 99; 3: 10; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  346, 1, 3, 947551, 74000.52, 0, 0.00, 1: 116; 2: 103; 3: 8; 
EGFR_&_ErbB_Signaling,  43,  8, 14,  346, 1, 3, 891064, 74000.52, 0, 0.00, 1: 116; 2: 103; 3: 8; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  346, 1, 3, 865772, 74000.52, 0, 0.00, 1: 118; 2: 99; 3: 10; 
EGFR_&_ErbB_Signaling,  69,  7, 16,  346, 1, 3, 890975, 74000.52, 0, 0.00, 1: 119; 2: 97; 3: 11; 
EGFR_&_ErbB_Signaling, 901,  8, 14,  346, 1, 3, 890958, 74000.52, 0, 0.00, 1: 117; 2: 101; 3: 9; 
EGFR_&_ErbB_Signaling, 627,  8, 14,  346, 1, 3, 891171, 74000.52, 0, 0.00, 1: 120; 2: 95; 3: 12; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  346, 1, 3, 907709, 74000.52, 85, 0.00, 1: 124; 2: 87; 3: 16; 
EGFR_&_ErbB_Signaling, 447,  7, 16,  347, 1, 3, 890754, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  347, 1, 3, 947984, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 587,  6, 20,  347, 1, 3, 947863, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 451,  7, 17,  347, 1, 3, 940638, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 252,  7, 17,  347, 1, 3, 940615, 74000.52, 22, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  347, 1, 3, 891094, 74000.52, 0, 0.00, 1: 113; 2: 108; 3: 6; 
EGFR_&_ErbB_Signaling, 251,  8, 13,  347, 1, 3, 830180, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 441, 11, 10,  347, 1, 3, 879036, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  347, 1, 3, 865738, 74000.52, 0, 0.00, 1: 116; 2: 102; 3: 9; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  347, 1, 3, 947740, 74000.52, 26, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 391,  7, 16,  347, 1, 3, 891125, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  347, 1, 3, 865841, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 243, 10, 11,  347, 1, 3, 878833, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 380,  7, 17,  347, 1, 3, 940582, 74000.52, 75, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 473, 10, 11,  347, 1, 3, 879040, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 416,  8, 14,  347, 1, 3, 891148, 74000.52, 21, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 121; 2: 92; 3: 14; 
EGFR_&_ErbB_Signaling, 483,  8, 14,  347, 1, 3, 891070, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 288, 12,  9,  347, 1, 3, 865827, 74000.52, 19, 0.00, 1: 114; 2: 106; 3: 7; 
EGFR_&_ErbB_Signaling, 639,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 116; 2: 102; 3: 9; 
EGFR_&_ErbB_Signaling, 630,  8, 14,  347, 1, 3, 891006, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  347, 1, 3, 830180, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 509,  7, 17,  347, 1, 3, 940245, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 320,  7, 15,  347, 1, 3, 840840, 74000.52, 20, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  347, 1, 3, 890977, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 520,  7, 17,  347, 1, 3, 940366, 74000.52, 25, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling, 465,  7, 17,  347, 1, 3, 940509, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 337,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 596, 11, 10,  347, 1, 3, 878860, 74000.52, 89, 0.00, 1: 121; 2: 92; 3: 14; 
EGFR_&_ErbB_Signaling, 262, 12,  9,  347, 1, 3, 865766, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 513,  8, 14,  347, 1, 3, 891068, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling, 436,  8, 14,  347, 1, 3, 891115, 74000.52, 99, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  347, 1, 3, 865757, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 689,  7, 17,  347, 1, 3, 940806, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 589,  6, 20,  347, 1, 3, 947390, 74000.52, 0, 0.00, 1: 121; 2: 92; 3: 14; 
EGFR_&_ErbB_Signaling, 870, 10, 11,  347, 1, 3, 879054, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  347, 1, 3, 891103, 74000.52, 0, 0.00, 1: 116; 2: 102; 3: 9; 
EGFR_&_ErbB_Signaling, 966, 11, 10,  347, 1, 3, 879148, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling,  61, 11, 10,  347, 1, 3, 879058, 74000.52, 0, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 739, 12,  9,  347, 1, 3, 865718, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling,  86,  9, 12,  347, 1, 3, 865814, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling,  26,  6, 19,  347, 1, 3, 908303, 74000.52, 191, 0.00, 1: 116; 2: 102; 3: 9; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  347, 1, 3, 865842, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling,  88,  7, 16,  347, 1, 3, 891105, 74000.52, 6, 0.00, 1: 114; 2: 106; 3: 7; 
EGFR_&_ErbB_Signaling, 729,  6, 18,  347, 1, 3, 865692, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 958,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 212,  8, 14,  347, 1, 3, 891161, 74000.52, 83, 0.00, 1: 117; 2: 100; 3: 10; 
EGFR_&_ErbB_Signaling, 977,  7, 16,  347, 1, 3, 890904, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 757,  7, 16,  347, 1, 3, 891096, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 777,  8, 14,  347, 1, 3, 891169, 74000.52, 0, 0.00, 1: 116; 2: 102; 3: 9; 
EGFR_&_ErbB_Signaling,  71, 12,  9,  347, 1, 3, 865835, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 889,  8, 14,  347, 1, 3, 891033, 74000.52, 0, 0.00, 1: 121; 2: 92; 3: 14; 
EGFR_&_ErbB_Signaling, 948,  9, 12,  347, 1, 3, 865773, 74000.52, 38, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  347, 1, 3, 840840, 74000.52, 0, 0.00, 1: 119; 2: 96; 3: 12; 
EGFR_&_ErbB_Signaling, 162,  7, 16,  347, 1, 3, 891117, 74000.52, 0, 0.00, 1: 120; 2: 94; 3: 13; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  347, 1, 3, 940389, 74000.52, 0, 0.00, 1: 118; 2: 98; 3: 11; 
EGFR_&_ErbB_Signaling, 841,  9, 12,  347, 1, 3, 865781, 74000.52, 0, 0.00, 1: 115; 2: 104; 3: 8; 
EGFR_&_ErbB_Signaling, 307,  7, 17,  348, 1, 3, 940616, 74000.52, 0, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  348, 1, 3, 879050, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 297,  7, 16,  348, 1, 3, 891320, 74000.52, 0, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling,  57,  8, 14,  348, 1, 3, 891151, 74000.52, 0, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 404,  8, 13,  348, 1, 3, 830180, 74000.52, 103, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 301, 10, 11,  348, 1, 3, 879070, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  348, 1, 3, 879195, 74000.52, 0, 0.00, 1: 113; 2: 107; 3: 7; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  348, 1, 3, 865798, 74000.52, 47, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling, 158,  8, 14,  348, 1, 3, 891100, 74000.52, 0, 0.00, 1: 112; 2: 109; 3: 6; 
EGFR_&_ErbB_Signaling, 827,  9, 12,  348, 1, 3, 865872, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  348, 1, 3, 940707, 74000.52, 23, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 583,  7, 17,  348, 1, 3, 940229, 74000.52, 0, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  348, 1, 3, 865869, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  348, 1, 3, 865744, 74000.52, 0, 0.00, 1: 122; 2: 89; 3: 16; 
EGFR_&_ErbB_Signaling, 600,  7, 15,  348, 1, 3, 840840, 74000.52, 27, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 377,  7, 15,  348, 1, 3, 840840, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 379,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 815,  7, 15,  348, 1, 3, 840840, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 814,  7, 16,  348, 1, 3, 891180, 74000.52, 0, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  348, 1, 3, 891149, 74000.52, 36, 0.00, 1: 113; 2: 107; 3: 7; 
EGFR_&_ErbB_Signaling, 125,  7, 17,  348, 1, 3, 940592, 74000.52, 0, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling,  82, 10, 11,  348, 1, 3, 879125, 74000.52, 0, 0.00, 1: 114; 2: 105; 3: 8; 
EGFR_&_ErbB_Signaling, 812, 11, 10,  348, 1, 3, 879115, 74000.52, 68, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  348, 1, 3, 891017, 74000.52, 43, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 321,  7, 16,  348, 1, 3, 890841, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 139,  6, 20,  348, 1, 3, 947952, 74000.52, 0, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  348, 1, 3, 865856, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  348, 1, 3, 891091, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 390, 12,  9,  348, 1, 3, 865725, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 145, 12,  9,  348, 1, 3, 865817, 74000.52, 0, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  348, 1, 3, 940126, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 765, 11, 10,  348, 1, 3, 879027, 74000.52, 0, 0.00, 1: 112; 2: 109; 3: 6; 
EGFR_&_ErbB_Signaling, 152,  6, 19,  348, 1, 3, 908138, 74000.52, 8, 0.00, 1: 124; 2: 85; 3: 18; 
EGFR_&_ErbB_Signaling, 250,  9, 12,  348, 1, 3, 865705, 74000.52, 0, 0.00, 1: 117; 2: 99; 3: 11; 
EGFR_&_ErbB_Signaling, 581,  7, 16,  348, 1, 3, 891203, 74000.52, 0, 0.00, 1: 112; 2: 109; 3: 6; 
EGFR_&_ErbB_Signaling, 363,  6, 18,  348, 1, 3, 865778, 74000.52, 0, 0.00, 1: 123; 2: 87; 3: 17; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  348, 1, 3, 865892, 74000.52, 0, 0.00, 1: 121; 2: 91; 3: 15; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling,  19,  7, 15,  348, 1, 3, 840840, 74000.52, 130, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 215,  8, 14,  348, 1, 3, 890886, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  348, 1, 3, 840840, 74000.52, 0, 0.00, 1: 122; 2: 89; 3: 16; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  348, 1, 3, 878993, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  348, 1, 3, 879004, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  348, 1, 3, 947671, 74000.52, 0, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 205,  7, 16,  348, 1, 3, 891029, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 708,  7, 16,  348, 1, 3, 890832, 74000.52, 89, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 233,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 122; 2: 89; 3: 16; 
EGFR_&_ErbB_Signaling, 985,  7, 16,  348, 1, 3, 890948, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 695,  7, 16,  348, 1, 3, 891024, 74000.52, 0, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 244,  8, 14,  348, 1, 3, 890843, 74000.52, 23, 0.00, 1: 114; 2: 105; 3: 8; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  348, 1, 3, 878996, 74000.52, 0, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 704,  9, 12,  348, 1, 3, 865788, 74000.52, 31, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling, 861,  9, 12,  348, 1, 3, 865810, 74000.52, 0, 0.00, 1: 114; 2: 105; 3: 8; 
EGFR_&_ErbB_Signaling, 659, 12,  9,  348, 1, 3, 865855, 74000.52, 0, 0.00, 1: 110; 2: 113; 3: 4; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  348, 1, 3, 878934, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 579,  7, 16,  348, 1, 3, 891158, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 506,  7, 16,  348, 1, 3, 890898, 74000.52, 0, 0.00, 1: 112; 2: 109; 3: 6; 
EGFR_&_ErbB_Signaling, 504,  8, 14,  348, 1, 3, 891396, 74000.52, 24, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling,  44,  7, 15,  348, 1, 3, 840840, 74000.52, 23, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 114; 2: 105; 3: 8; 
EGFR_&_ErbB_Signaling,  36,  7, 17,  348, 1, 3, 940324, 74000.52, 83, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  348, 1, 3, 830180, 74000.52, 67, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 202,  9, 12,  348, 1, 3, 865722, 74000.52, 0, 0.00, 1: 118; 2: 97; 3: 12; 
EGFR_&_ErbB_Signaling, 956,  8, 14,  348, 1, 3, 891270, 74000.52, 63, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 480,  7, 17,  348, 1, 3, 940717, 74000.52, 23, 0.00, 1: 120; 2: 93; 3: 14; 
EGFR_&_ErbB_Signaling, 424,  7, 17,  348, 1, 3, 940619, 74000.52, 21, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 745,  8, 13,  348, 1, 3, 830180, 74000.52, 0, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling, 270, 10, 11,  348, 1, 3, 878976, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling, 971,  6, 19,  348, 1, 3, 908213, 74000.52, 0, 0.00, 1: 119; 2: 95; 3: 13; 
EGFR_&_ErbB_Signaling, 678,  6, 20,  348, 1, 3, 947189, 74000.52, 0, 0.00, 1: 115; 2: 103; 3: 9; 
EGFR_&_ErbB_Signaling,  21,  7, 16,  348, 1, 3, 890968, 74000.52, 85, 0.00, 1: 116; 2: 101; 3: 10; 
EGFR_&_ErbB_Signaling, 372, 11, 10,  349, 1, 3, 878945, 74000.52, 98, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling,  89,  7, 17,  349, 1, 3, 940498, 74000.52, 0, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling, 937,  8, 14,  349, 1, 3, 890989, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  349, 1, 3, 891217, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 405,  7, 17,  349, 1, 3, 940637, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling,   3,  7, 17,  349, 1, 3, 940624, 74000.52, 236, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  349, 1, 3, 891285, 74000.52, 0, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling,  13,  8, 14,  349, 1, 3, 891115, 74000.52, 127, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling, 459, 10, 11,  349, 1, 3, 878981, 74000.52, 0, 0.00, 1: 120; 2: 92; 3: 15; 
EGFR_&_ErbB_Signaling, 461,  7, 17,  349, 1, 3, 940733, 74000.52, 0, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  349, 1, 3, 865752, 74000.52, 64, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling, 477,  6, 20,  349, 1, 3, 947578, 74000.52, 0, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  349, 1, 3, 830180, 74000.52, 0, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling, 487, 12,  9,  349, 1, 3, 865828, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 408,  7, 15,  349, 1, 3, 840840, 74000.52, 21, 0.00, 1: 113; 2: 106; 3: 8; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  349, 1, 3, 890890, 74000.52, 4, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  349, 1, 3, 879079, 74000.52, 0, 0.00, 1: 118; 2: 96; 3: 13; 
EGFR_&_ErbB_Signaling, 240,  8, 14,  349, 1, 3, 891222, 74000.52, 16, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 936,  9, 12,  349, 1, 3, 865879, 74000.52, 45, 0.00, 1: 119; 2: 94; 3: 14; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  349, 1, 3, 891274, 74000.52, 0, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  349, 1, 3, 890971, 74000.52, 0, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling, 915, 10, 11,  349, 1, 3, 879072, 74000.52, 0, 0.00, 1: 122; 2: 88; 3: 17; 
EGFR_&_ErbB_Signaling, 913,  6, 19,  349, 1, 3, 908290, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling,  67,  9, 12,  349, 1, 3, 865852, 74000.52, 0, 0.00, 1: 118; 2: 96; 3: 13; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  349, 1, 3, 879052, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 383,  8, 14,  349, 1, 3, 891073, 74000.52, 0, 0.00, 1: 121; 2: 90; 3: 16; 
EGFR_&_ErbB_Signaling, 381,  8, 14,  349, 1, 3, 891234, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 892,  7, 17,  349, 1, 3, 940726, 74000.52, 0, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling, 755, 10, 11,  349, 1, 3, 879217, 74000.52, 0, 0.00, 1: 118; 2: 96; 3: 13; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  349, 1, 3, 879130, 74000.52, 35, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling, 613,  7, 16,  349, 1, 3, 891278, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 266,  7, 17,  349, 1, 3, 940925, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 268,  6, 20,  349, 1, 3, 947795, 74000.52, 21, 0.00, 1: 116; 2: 100; 3: 11; 
EGFR_&_ErbB_Signaling, 795,  9, 12,  349, 1, 3, 865756, 74000.52, 0, 0.00, 1: 115; 2: 102; 3: 10; 
EGFR_&_ErbB_Signaling, 312,  6, 20,  349, 1, 3, 948160, 74000.52, 19, 0.00, 1: 119; 2: 94; 3: 14; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  349, 1, 3, 891093, 74000.52, 74, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  349, 1, 3, 891036, 74000.52, 0, 0.00, 1: 110; 2: 112; 3: 5; 
EGFR_&_ErbB_Signaling, 191,  9, 12,  349, 1, 3, 865878, 74000.52, 0, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling, 159,  7, 15,  349, 1, 3, 840840, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 783, 12,  9,  349, 1, 3, 865776, 74000.52, 0, 0.00, 1: 114; 2: 104; 3: 9; 
EGFR_&_ErbB_Signaling, 671, 12,  9,  349, 1, 3, 865780, 74000.52, 0, 0.00, 1: 117; 2: 98; 3: 12; 
EGFR_&_ErbB_Signaling, 144,  8, 14,  349, 1, 3, 891163, 74000.52, 7, 0.00, 1: 118; 2: 96; 3: 13; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  349, 1, 3, 830180, 74000.52, 0, 0.00, 1: 118; 2: 96; 3: 13; 
EGFR_&_ErbB_Signaling, 775, 12,  9,  349, 1, 3, 865860, 74000.52, 0, 0.00, 1: 121; 2: 90; 3: 16; 
EGFR_&_ErbB_Signaling, 648,  7, 17,  349, 1, 3, 940736, 74000.52, 29, 0.00, 1: 116; 2: 100; 3: 11; 
