Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(418)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  137, 1, 3, 443520, 17788.86, 40, 0.00, 1: 72; 2: 28; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 631,  6, 10,  144, 1, 3, 473472, 17788.86, 255, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 542, 10,  6,  144, 1, 3, 473350, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 435,  7,  8,  144, 1, 3, 443520, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 642,  8,  7,  144, 1, 3, 443520, 17788.86, 60, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 234,  7,  8,  144, 1, 3, 443520, 17788.86, 84, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 228,  7,  9,  144, 1, 3, 492945, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  42,  5, 13,  144, 1, 3, 504633, 17788.86, 75, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 644, 10,  6,  144, 1, 3, 473475, 17788.86, 198, 0.00, 1: 70; 2: 25; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 439,  5, 13,  144, 1, 3, 504820, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 479,  7,  9,  144, 1, 3, 492479, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 850, 10,  6,  144, 1, 3, 473688, 17788.86, 60, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 778,  7,  9,  144, 1, 3, 492745, 17788.86, 104, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 857,  8,  7,  144, 1, 3, 443520, 17788.86, 159, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 462, 10,  6,  144, 1, 3, 473496, 17788.86, 0, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network,  99,  8,  7,  144, 1, 3, 443520, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 843,  7,  8,  144, 1, 3, 443520, 17788.86, 89, 0.00, 1: 66; 2: 33; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 139,  7,  8,  144, 1, 3, 443520, 17788.86, 88, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 780,  6, 10,  144, 1, 3, 473504, 17788.86, 198, 0.00, 1: 65; 2: 35; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 749,  6, 10,  144, 1, 3, 473497, 17788.86, 32, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 133,  7,  9,  144, 1, 3, 492812, 17788.86, 85, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 497,  5, 13,  144, 1, 3, 504929, 17788.86, 103, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 808,  6, 10,  144, 1, 3, 473851, 17788.86, 32, 0.00, 1: 70; 2: 25; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 720,  7,  8,  144, 1, 3, 443520, 17788.86, 0, 0.00, 1: 70; 2: 25; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 180,  6, 10,  144, 1, 3, 473563, 17788.86, 255, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 101,  5, 12,  144, 1, 3, 473483, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 102,  6, 10,  144, 1, 3, 473489, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 339,  7,  9,  144, 1, 3, 492853, 17788.86, 88, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 122,  5, 12,  144, 1, 3, 473476, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 186,  7,  8,  144, 1, 3, 443520, 17788.86, 0, 0.00, 1: 68; 2: 29; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 469,  6, 10,  144, 1, 3, 473295, 17788.86, 85, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 715,  7,  8,  144, 1, 3, 443520, 17788.86, 89, 0.00, 1: 64; 2: 37; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 320,  7,  9,  144, 1, 3, 492805, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 799, 10,  6,  144, 1, 3, 473499, 17788.86, 0, 0.00, 1: 69; 2: 27; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 460,  8,  7,  144, 1, 3, 443520, 17788.86, 198, 0.00, 1: 66; 2: 33; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 181,  6, 10,  144, 1, 3, 473378, 17788.86, 255, 0.00, 1: 66; 2: 33; 3: 4; 
MAPK_Cancer_Cell_Fate_Network,  78,  7,  9,  144, 1, 3, 492916, 17788.86, 0, 0.00, 1: 67; 2: 31; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 146,  8,  7,  145, 1, 3, 443520, 17788.86, 105, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 624, 10,  6,  145, 1, 3, 473437, 17788.86, 255, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 112,  7,  9,  145, 1, 3, 492688, 17788.86, 28, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 477,  7,  8,  145, 1, 3, 443520, 17788.86, 85, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 821,  8,  7,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 960, 10,  6,  145, 1, 3, 473314, 17788.86, 176, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 475,  6, 10,  145, 1, 3, 473495, 17788.86, 89, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 981,  7,  8,  145, 1, 3, 443520, 17788.86, 85, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 347,  8,  7,  145, 1, 3, 443520, 17788.86, 89, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 400,  7,  8,  145, 1, 3, 443520, 17788.86, 208, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 575,  8,  7,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,   3,  7,  8,  145, 1, 3, 443520, 17788.86, 241, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 394, 10,  6,  145, 1, 3, 473527, 17788.86, 105, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 812,  6, 10,  145, 1, 3, 473284, 17788.86, 32, 0.00, 1: 69; 2: 26; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 982,  6, 10,  145, 1, 3, 473515, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 598,  7,  8,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 621,  7,  8,  145, 1, 3, 443520, 17788.86, 32, 0.00, 1: 62; 2: 40; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 473,  7,  8,  145, 1, 3, 443520, 17788.86, 157, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 117, 10,  6,  145, 1, 3, 473425, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 943,  6, 10,  145, 1, 3, 473371, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 975,  8,  7,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 476,  8,  7,  145, 1, 3, 443520, 17788.86, 198, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 779,  7,  8,  145, 1, 3, 443520, 17788.86, 88, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 544,  7,  9,  145, 1, 3, 492827, 17788.86, 7, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 456,  8,  7,  145, 1, 3, 443520, 17788.86, 176, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 899,  6, 10,  145, 1, 3, 473306, 17788.86, 89, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 863,  6, 10,  145, 1, 3, 473528, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 209,  7,  9,  145, 1, 3, 492826, 17788.86, 4, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 862,  8,  7,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 449,  7,  9,  145, 1, 3, 493023, 17788.86, 242, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 861, 10,  6,  145, 1, 3, 473535, 17788.86, 85, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 905,  7,  8,  145, 1, 3, 443520, 17788.86, 149, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 437,  7,  8,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 375,  6, 10,  145, 1, 3, 473555, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 671,  7,  9,  145, 1, 3, 493043, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 494,  7,  8,  145, 1, 3, 443520, 17788.86, 97, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 312,  5, 11,  145, 1, 3, 435105, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 440,  7,  9,  145, 1, 3, 492702, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 322,  5, 13,  145, 1, 3, 504609, 17788.86, 104, 0.00, 1: 68; 2: 28; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 161,  7,  8,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 34; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 486, 10,  6,  145, 1, 3, 473421, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 7; 
MAPK_Cancer_Cell_Fate_Network,  41,  5, 13,  145, 1, 3, 504863, 17788.86, 65, 0.00, 1: 63; 2: 38; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 941,  6, 10,  145, 1, 3, 473427, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 501,  7,  8,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 714,  7,  8,  145, 1, 3, 443520, 17788.86, 60, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 306,  5, 13,  145, 1, 3, 504776, 17788.86, 32, 0.00, 1: 68; 2: 28; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 481, 10,  6,  145, 1, 3, 473440, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  71,  7,  9,  145, 1, 3, 492899, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 882,  5, 13,  145, 1, 3, 504552, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,  79,  7,  8,  145, 1, 3, 443520, 17788.86, 0, 0.00, 1: 64; 2: 36; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 452, 10,  6,  146, 1, 3, 473398, 17788.86, 198, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 402,  7,  8,  146, 1, 3, 443520, 17788.86, 105, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 474,  5, 13,  146, 1, 3, 504794, 17788.86, 60, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 459,  5, 11,  146, 1, 3, 435105, 17788.86, 89, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 516,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 376,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 360,  5, 12,  146, 1, 3, 473477, 17788.86, 32, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 487,  5, 12,  146, 1, 3, 473354, 17788.86, 0, 0.00, 1: 63; 2: 37; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 385,  6, 10,  146, 1, 3, 473484, 17788.86, 87, 0.00, 1: 64; 2: 35; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 335,  5, 13,  146, 1, 3, 504822, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 338,  7,  8,  146, 1, 3, 443520, 17788.86, 104, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  146, 1, 3, 435105, 17788.86, 2, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,  36,  7,  8,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 141,  7,  9,  146, 1, 3, 492860, 17788.86, 85, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 241,  7,  9,  146, 1, 3, 492919, 17788.86, 0, 0.00, 1: 63; 2: 37; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 766,  7,  9,  146, 1, 3, 492618, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 958,  5, 12,  146, 1, 3, 473476, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 758,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 955,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 235,  7,  8,  146, 1, 3, 443520, 17788.86, 77, 0.00, 1: 63; 2: 37; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 232,  8,  7,  146, 1, 3, 443520, 17788.86, 32, 0.00, 1: 64; 2: 35; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 665,  6, 10,  146, 1, 3, 473374, 17788.86, 158, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 883,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 888,  5, 13,  146, 1, 3, 504987, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network,  65,  5, 11,  146, 1, 3, 435105, 17788.86, 82, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 202, 10,  6,  146, 1, 3, 473352, 17788.86, 105, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 698,  6, 10,  146, 1, 3, 473420, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 928,  7,  8,  146, 1, 3, 443520, 17788.86, 16, 0.00, 1: 64; 2: 35; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 167,  5, 11,  146, 1, 3, 435105, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 894,  7,  8,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 736,  5, 13,  146, 1, 3, 504757, 17788.86, 6, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 731,  5, 12,  146, 1, 3, 473664, 17788.86, 89, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 620,  8,  7,  146, 1, 3, 443520, 17788.86, 82, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 822,  5, 12,  146, 1, 3, 473395, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network,   8,  8,  7,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,  17, 10,  6,  146, 1, 3, 473287, 17788.86, 155, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 829,  7,  9,  146, 1, 3, 492641, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  93,  8,  7,  146, 1, 3, 443520, 17788.86, 85, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 118,  7,  8,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 105, 10,  6,  146, 1, 3, 473736, 17788.86, 65, 0.00, 1: 67; 2: 29; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 254,  7,  8,  146, 1, 3, 443520, 17788.86, 0, 0.00, 1: 64; 2: 35; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 787,  7,  8,  146, 1, 3, 443520, 17788.86, 88, 0.00, 1: 64; 2: 35; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 140,  8,  7,  146, 1, 3, 443520, 17788.86, 198, 0.00, 1: 68; 2: 27; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 328,  8,  7,  147, 1, 3, 443520, 17788.86, 16, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 358,  6, 10,  147, 1, 3, 473529, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 359,  7,  9,  147, 1, 3, 492754, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 170,  5, 11,  147, 1, 3, 435105, 17788.86, 84, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 172,  6, 10,  147, 1, 3, 473557, 17788.86, 50, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 846,  7,  8,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 63; 2: 36; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 817,  7,  9,  147, 1, 3, 492671, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 877,  5, 12,  147, 1, 3, 473446, 17788.86, 51, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 157,  6, 10,  147, 1, 3, 473440, 17788.86, 85, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 156,  5, 13,  147, 1, 3, 504641, 17788.86, 198, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 155,  5, 13,  147, 1, 3, 504505, 17788.86, 89, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 805,  7,  8,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 61; 2: 40; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 363,  7,  9,  147, 1, 3, 492751, 17788.86, 76, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 881,  5, 13,  147, 1, 3, 504242, 17788.86, 0, 0.00, 1: 62; 2: 38; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,  52,  8,  7,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 775, 10,  6,  147, 1, 3, 473305, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 541,  5, 12,  147, 1, 3, 473469, 17788.86, 85, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  147, 1, 3, 435105, 17788.86, 18, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 998,  5, 12,  147, 1, 3, 473693, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 582,  5, 13,  147, 1, 3, 504762, 17788.86, 0, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 997,  7,  9,  147, 1, 3, 492855, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 267,  8,  7,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,   6,  5, 12,  147, 1, 3, 473310, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 605, 10,  6,  147, 1, 3, 473500, 17788.86, 85, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  19,  5, 12,  147, 1, 3, 473450, 17788.86, 89, 0.00, 1: 66; 2: 30; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 427,  7,  8,  147, 1, 3, 443520, 17788.86, 69, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 257,  5, 13,  147, 1, 3, 504541, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 617,  8,  7,  147, 1, 3, 443520, 17788.86, 69, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 618,  5, 12,  147, 1, 3, 473281, 17788.86, 71, 0.00, 1: 67; 2: 28; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 963,  5, 13,  147, 1, 3, 504603, 17788.86, 89, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 174,  8,  7,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 539,  8,  7,  147, 1, 3, 443520, 17788.86, 89, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 931,  7,  8,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 441,  6, 10,  147, 1, 3, 473241, 17788.86, 0, 0.00, 1: 68; 2: 26; 3: 9; 
MAPK_Cancer_Cell_Fate_Network, 183,  5, 12,  147, 1, 3, 473261, 17788.86, 255, 0.00, 1: 62; 2: 38; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 318,  5, 11,  147, 1, 3, 435105, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 436,  7,  8,  147, 1, 3, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 515,  7,  9,  147, 1, 3, 492783, 17788.86, 0, 0.00, 1: 62; 2: 38; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 658,  6, 10,  147, 1, 3, 473522, 17788.86, 60, 0.00, 1: 65; 2: 32; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 223,  5, 12,  147, 1, 3, 473417, 17788.86, 0, 0.00, 1: 68; 2: 26; 3: 9; 
MAPK_Cancer_Cell_Fate_Network, 233,  8,  7,  147, 1, 3, 443520, 17788.86, 65, 0.00, 1: 61; 2: 40; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 969,  7,  8,  148, 1, 3, 443520, 17788.86, 149, 0.00, 1: 65; 2: 31; 3: 7; 
MAPK_Cancer_Cell_Fate_Network,  67,  5, 12,  148, 1, 3, 473485, 17788.86, 88, 0.00, 1: 67; 2: 27; 3: 9; 
MAPK_Cancer_Cell_Fate_Network, 967, 10,  6,  148, 1, 3, 473355, 17788.86, 0, 0.00, 1: 62; 2: 37; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 917,  6, 10,  148, 1, 3, 473343, 17788.86, 85, 0.00, 1: 66; 2: 29; 3: 8; 
MAPK_Cancer_Cell_Fate_Network,  64,  6, 10,  148, 1, 3, 473392, 17788.86, 0, 0.00, 1: 68; 2: 25; 3: 10; 
MAPK_Cancer_Cell_Fate_Network, 581,  6, 10,  148, 1, 3, 473512, 17788.86, 85, 0.00, 1: 67; 2: 27; 3: 9; 
MAPK_Cancer_Cell_Fate_Network, 409, 10,  6,  148, 1, 3, 473524, 17788.86, 157, 0.00, 1: 65; 2: 31; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 906,  7,  8,  148, 1, 3, 443520, 17788.86, 60, 0.00, 1: 63; 2: 35; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 434,  5, 13,  148, 1, 3, 504855, 17788.86, 0, 0.00, 1: 68; 2: 25; 3: 10; 
MAPK_Cancer_Cell_Fate_Network, 445, 10,  6,  148, 1, 3, 473364, 17788.86, 0, 0.00, 1: 63; 2: 35; 3: 5; 
