Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,  109, 1, 3, 355072, 12166.34, 0, 0.00, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,  109, 1, 3, 388903, 12166.34, 0, 0.00, 1: 31; 2: 24; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 147,  5,  9,  109, 1, 3, 355049, 12166.34, 41, 0.00, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 162,  6,  8,  109, 1, 3, 375595, 12166.34, 0, 0.00, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,  109, 1, 3, 375606, 12166.34, 0, 0.00, 1: 34; 2: 18; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 852,  7,  7,  109, 1, 3, 381951, 12166.34, 241, 0.00, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,  109, 1, 3, 375635, 12166.34, 85, 0.00, 1: 34; 2: 18; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 129,  5, 10,  109, 1, 3, 388890, 12166.34, 100, 0.00, 1: 36; 2: 14; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 866,  8,  6,  109, 1, 3, 375625, 12166.34, 0, 0.00, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  93,  6,  8,  109, 1, 3, 375637, 12166.34, 85, 0.00, 1: 36; 2: 14; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 346,  7,  7,  110, 1, 3, 381914, 12166.34, 75, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,  110, 1, 3, 375640, 12166.34, 32, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  46,  5, 10,  110, 1, 3, 388872, 12166.34, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  110, 1, 3, 381942, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,  110, 1, 3, 381951, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 688,  9,  5,  110, 1, 3, 355058, 12166.34, 99, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 230,  8,  6,  110, 1, 3, 375620, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  110, 1, 3, 388855, 12166.34, 110, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 214,  7,  7,  110, 1, 3, 381945, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,  110, 1, 3, 355061, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,  110, 1, 3, 388890, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,  110, 1, 3, 388860, 12166.34, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,  110, 1, 3, 375625, 12166.34, 85, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 744,  6,  8,  110, 1, 3, 375633, 12166.34, 32, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,  110, 1, 3, 375639, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  48,  8,  6,  110, 1, 3, 375650, 12166.34, 48, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,  110, 1, 3, 382014, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 264,  8,  6,  110, 1, 3, 375659, 12166.34, 80, 0.00, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 955,  9,  5,  110, 1, 3, 355050, 12166.34, 0, 0.00, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  16,  9,  5,  110, 1, 3, 355050, 12166.34, 192, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 979,  5,  9,  110, 1, 3, 355040, 12166.34, 41, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,  110, 1, 3, 381866, 12166.34, 17, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  19,  7,  7,  110, 1, 3, 381907, 12166.34, 42, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 453,  6,  8,  110, 1, 3, 375676, 12166.34, 85, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  18,  7,  7,  110, 1, 3, 381971, 12166.34, 75, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  80,  7,  7,  110, 1, 3, 381949, 12166.34, 160, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 794,  8,  6,  110, 1, 3, 375628, 12166.34, 75, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 746,  5, 10,  110, 1, 3, 388800, 12166.34, 105, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,  110, 1, 3, 375663, 12166.34, 68, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,  110, 1, 3, 375730, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,  110, 1, 3, 355056, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  29,  6,  8,  110, 1, 3, 375639, 12166.34, 85, 0.00, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 996,  8,  6,  110, 1, 3, 375639, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 109,  6,  8,  110, 1, 3, 375667, 12166.34, 0, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 367,  6,  8,  110, 1, 3, 375686, 12166.34, 52, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,  110, 1, 3, 381968, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,  110, 1, 3, 375601, 12166.34, 75, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 650,  5,  9,  110, 1, 3, 355052, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  110, 1, 3, 375662, 12166.34, 75, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 196,  5,  9,  110, 1, 3, 355056, 12166.34, 241, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  98,  6,  8,  110, 1, 3, 375664, 12166.34, 0, 0.00, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,  110, 1, 3, 375697, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 485,  5, 10,  110, 1, 3, 388953, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,  110, 1, 3, 381977, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,  110, 1, 3, 375593, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 492,  7,  7,  110, 1, 3, 381915, 12166.34, 32, 0.00, 1: 35; 2: 15; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 483,  8,  6,  110, 1, 3, 375636, 12166.34, 0, 0.00, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  59,  5, 10,  110, 1, 3, 388870, 12166.34, 0, 0.00, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,  110, 1, 3, 355041, 12166.34, 18, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,  110, 1, 3, 381980, 12166.34, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  63,  5,  9,  110, 1, 3, 355048, 12166.34, 0, 0.00, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 819,  5,  9,  110, 1, 3, 355050, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  110, 1, 3, 375642, 12166.34, 42, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 890,  8,  6,  110, 1, 3, 375657, 12166.34, 0, 0.00, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,  111, 1, 3, 381974, 12166.34, 42, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 559,  7,  7,  111, 1, 3, 381927, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  111, 1, 3, 388814, 12166.34, 241, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,  111, 1, 3, 388754, 12166.34, 192, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  94,  5,  9,  111, 1, 3, 355061, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 924,  8,  6,  111, 1, 3, 375620, 12166.34, 241, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,  111, 1, 3, 375590, 12166.34, 10, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 604,  5,  9,  111, 1, 3, 355052, 12166.34, 241, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 766,  7,  7,  111, 1, 3, 381944, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,  111, 1, 3, 381955, 12166.34, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 123,  5, 10,  111, 1, 3, 388888, 12166.34, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 520,  5,  9,  111, 1, 3, 355049, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,  111, 1, 3, 375631, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 947,  5,  9,  111, 1, 3, 355039, 12166.34, 32, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 983,  8,  6,  111, 1, 3, 375704, 12166.34, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 344,  8,  6,  111, 1, 3, 375657, 12166.34, 56, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 760,  8,  6,  111, 1, 3, 375657, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,  111, 1, 3, 355070, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  111, 1, 3, 381905, 12166.34, 75, 0.00, 1: 34; 2: 16; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,  111, 1, 3, 375604, 12166.34, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 780,  6,  8,  111, 1, 3, 375655, 12166.34, 241, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 705,  6,  8,  111, 1, 3, 375621, 12166.34, 11, 0.00, 1: 34; 2: 16; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 777,  5, 10,  111, 1, 3, 388874, 12166.34, 11, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  111, 1, 3, 382139, 12166.34, 241, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,  111, 1, 3, 375660, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 366,  5,  9,  111, 1, 3, 355051, 12166.34, 52, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 848,  8,  6,  111, 1, 3, 375653, 12166.34, 144, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 318,  9,  5,  111, 1, 3, 355042, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 586,  7,  7,  111, 1, 3, 382001, 12166.34, 75, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 427,  5, 10,  111, 1, 3, 388890, 12166.34, 100, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 591,  5, 10,  111, 1, 3, 388881, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 761,  9,  5,  111, 1, 3, 355052, 12166.34, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 404,  9,  5,  111, 1, 3, 355067, 12166.34, 241, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  111, 1, 3, 388860, 12166.34, 208, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 305,  5,  9,  111, 1, 3, 355049, 12166.34, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,  111, 1, 3, 355016, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 598,  8,  6,  111, 1, 3, 375629, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 626,  9,  5,  111, 1, 3, 355051, 12166.34, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,  111, 1, 3, 375709, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,  111, 1, 3, 388974, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 211,  9,  5,  111, 1, 3, 355046, 12166.34, 42, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,  111, 1, 3, 355045, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,  111, 1, 3, 388926, 12166.34, 0, 0.00, 1: 34; 2: 16; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  111, 1, 3, 355040, 12166.34, 195, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 963,  5,  9,  111, 1, 3, 355048, 12166.34, 41, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 244,  8,  6,  111, 1, 3, 375657, 12166.34, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 857,  5,  9,  111, 1, 3, 355057, 12166.34, 21, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 652,  9,  5,  111, 1, 3, 355056, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 656,  6,  8,  111, 1, 3, 375594, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 490,  7,  7,  111, 1, 3, 381947, 12166.34, 65, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 155,  8,  6,  111, 1, 3, 375624, 12166.34, 42, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  61,  8,  6,  111, 1, 3, 375394, 12166.34, 85, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 488,  8,  6,  111, 1, 3, 375678, 12166.34, 32, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,  111, 1, 3, 375617, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 820,  7,  7,  111, 1, 3, 381981, 12166.34, 7, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,  111, 1, 3, 375622, 12166.34, 18, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  111, 1, 3, 381913, 12166.34, 11, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 854,  7,  7,  111, 1, 3, 381938, 12166.34, 0, 0.00, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 619,  5,  9,  111, 1, 3, 355044, 12166.34, 77, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,  111, 1, 3, 375571, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 263,  5, 10,  111, 1, 3, 388869, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 874,  9,  5,  111, 1, 3, 355050, 12166.34, 71, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 174,  9,  5,  111, 1, 3, 355047, 12166.34, 32, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,  111, 1, 3, 388897, 12166.34, 241, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 175,  8,  6,  111, 1, 3, 375660, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,  111, 1, 3, 388904, 12166.34, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 894,  5, 10,  111, 1, 3, 388961, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 477,  6,  8,  111, 1, 3, 375648, 12166.34, 85, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,  111, 1, 3, 388899, 12166.34, 70, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  111, 1, 3, 388861, 12166.34, 0, 0.00, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 455,  5, 10,  111, 1, 3, 388889, 12166.34, 0, 0.00, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,  112, 1, 3, 355040, 12166.34, 0, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 572,  8,  6,  112, 1, 3, 375674, 12166.34, 1, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 209,  9,  5,  112, 1, 3, 355060, 12166.34, 10, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,  112, 1, 3, 381974, 12166.34, 241, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 213,  7,  7,  112, 1, 3, 381948, 12166.34, 85, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,  112, 1, 3, 355032, 12166.34, 0, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  112, 1, 3, 355054, 12166.34, 85, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,  112, 1, 3, 375648, 12166.34, 29, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  56,  7,  7,  112, 1, 3, 381952, 12166.34, 0, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  112, 1, 3, 375640, 12166.34, 241, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,  112, 1, 3, 388901, 12166.34, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  112, 1, 3, 375642, 12166.34, 0, 0.00, 1: 34; 2: 15; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 666,  5, 10,  112, 1, 3, 388900, 12166.34, 75, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 168,  7,  7,  112, 1, 3, 381963, 12166.34, 32, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 494,  5, 10,  112, 1, 3, 388786, 12166.34, 0, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 386,  9,  5,  112, 1, 3, 355059, 12166.34, 75, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,  112, 1, 3, 388854, 12166.34, 0, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 382,  6,  8,  112, 1, 3, 375656, 12166.34, 0, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 829,  5,  9,  112, 1, 3, 355059, 12166.34, 0, 0.00, 1: 33; 2: 17; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,  112, 1, 3, 355064, 12166.34, 2, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 912,  8,  6,  112, 1, 3, 375619, 12166.34, 80, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,  112, 1, 3, 355054, 12166.34, 0, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,  112, 1, 3, 355051, 12166.34, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 183,  8,  6,  112, 1, 3, 375683, 12166.34, 0, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 670,  8,  6,  112, 1, 3, 375620, 12166.34, 0, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,  112, 1, 3, 375648, 12166.34, 0, 0.00, 1: 34; 2: 15; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 188,  7,  7,  112, 1, 3, 381955, 12166.34, 241, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  112, 1, 3, 381951, 12166.34, 0, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 158,  5, 10,  112, 1, 3, 388885, 12166.34, 0, 0.00, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  112, 1, 3, 375635, 12166.34, 0, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,  112, 1, 3, 375626, 12166.34, 0, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,  112, 1, 3, 375583, 12166.34, 9, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  112, 1, 3, 388801, 12166.34, 0, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  20,  5,  9,  112, 1, 3, 355039, 12166.34, 241, 0.00, 1: 33; 2: 17; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,  112, 1, 3, 381907, 12166.34, 75, 0.00, 1: 34; 2: 15; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  112, 1, 3, 388884, 12166.34, 0, 0.00, 1: 29; 2: 25; 3: 11; 
