Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
23(627)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  103, 1, 3, 382033, 26748.27, 235, 0.00, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,  110, 1, 3, 375501, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,  110, 1, 3, 375576, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,  110, 1, 3, 375715, 26748.27, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 489,  8,  6,  110, 1, 3, 375567, 26748.27, 66, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,  110, 1, 3, 389039, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 863,  8,  6,  110, 1, 3, 375693, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 431,  7,  7,  110, 1, 3, 381970, 26748.27, 101, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 766,  7,  7,  110, 1, 3, 381994, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,  110, 1, 3, 375682, 26748.27, 208, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 814,  6,  8,  110, 1, 3, 375718, 26748.27, 0, 0.00, 1: 25; 2: 35; 3: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 212,  8,  6,  110, 1, 3, 375584, 26748.27, 29, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 273,  6,  8,  110, 1, 3, 375691, 26748.27, 234, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,  110, 1, 3, 355072, 26748.27, 234, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  110, 1, 3, 375748, 26748.27, 82, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,  110, 1, 3, 381973, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,  110, 1, 3, 375641, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,  110, 1, 3, 355044, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,  110, 1, 3, 375554, 26748.27, 208, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 550,  7,  7,  110, 1, 3, 382047, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 913,  7,  7,  110, 1, 3, 381852, 26748.27, 236, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 529,  8,  6,  110, 1, 3, 375669, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 524,  8,  6,  110, 1, 3, 375624, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,  110, 1, 3, 375605, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 711,  8,  6,  110, 1, 3, 375582, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  110, 1, 3, 381889, 26748.27, 208, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,  110, 1, 3, 375676, 26748.27, 82, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,  110, 1, 3, 382073, 26748.27, 208, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,  110, 1, 3, 375625, 26748.27, 0, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 572,  8,  6,  110, 1, 3, 375607, 26748.27, 1, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 381,  8,  6,  110, 1, 3, 375647, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 577,  8,  6,  110, 1, 3, 375653, 26748.27, 235, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,  110, 1, 3, 375666, 26748.27, 244, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 705,  6,  8,  110, 1, 3, 375642, 26748.27, 235, 0.00, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 511,  7,  7,  110, 1, 3, 381944, 26748.27, 0, 0.00, 1: 25; 2: 35; 3: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 388,  6,  8,  110, 1, 3, 375697, 26748.27, 29, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 945,  8,  6,  110, 1, 3, 375697, 26748.27, 66, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 590,  8,  6,  110, 1, 3, 375601, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 700,  7,  7,  110, 1, 3, 381791, 26748.27, 1, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,  110, 1, 3, 375669, 26748.27, 66, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 505,  6,  8,  110, 1, 3, 375575, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,  110, 1, 3, 355046, 26748.27, 86, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  110, 1, 3, 375645, 26748.27, 82, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 196,  5,  9,  110, 1, 3, 355061, 26748.27, 29, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  110, 1, 3, 375594, 26748.27, 29, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 851,  6,  8,  110, 1, 3, 375697, 26748.27, 82, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  20,  5,  9,  110, 1, 3, 355078, 26748.27, 29, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,  110, 1, 3, 375698, 26748.27, 127, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  110, 1, 3, 355059, 26748.27, 100, 0.00, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 174,  9,  5,  110, 1, 3, 355091, 26748.27, 32, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 840,  6,  8,  110, 1, 3, 375519, 26748.27, 144, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,  110, 1, 3, 388994, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 181,  8,  6,  110, 1, 3, 375696, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,  110, 1, 3, 382001, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,  110, 1, 3, 388895, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 150,  6,  8,  110, 1, 3, 375660, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,  111, 1, 3, 388756, 26748.27, 68, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,  111, 1, 3, 375678, 26748.27, 86, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 367,  6,  8,  111, 1, 3, 375711, 26748.27, 52, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  111, 1, 3, 355083, 26748.27, 73, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 376,  5,  9,  111, 1, 3, 355057, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,  111, 1, 3, 375596, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 773,  8,  6,  111, 1, 3, 375598, 26748.27, 86, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 339,  6,  8,  111, 1, 3, 375720, 26748.27, 82, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 121,  5,  9,  111, 1, 3, 354998, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 408,  7,  7,  111, 1, 3, 382067, 26748.27, 120, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 420,  9,  5,  111, 1, 3, 355011, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 428,  7,  7,  111, 1, 3, 382050, 26748.27, 114, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,  111, 1, 3, 355059, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 348,  9,  5,  111, 1, 3, 355070, 26748.27, 29, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 342,  8,  6,  111, 1, 3, 375658, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 472,  5,  9,  111, 1, 3, 355028, 26748.27, 184, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 337,  7,  7,  111, 1, 3, 382019, 26748.27, 234, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 783,  5,  9,  111, 1, 3, 355063, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 328,  9,  5,  111, 1, 3, 355097, 26748.27, 144, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  111, 1, 3, 382048, 26748.27, 29, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 323,  9,  5,  111, 1, 3, 355074, 26748.27, 82, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,  111, 1, 3, 355066, 26748.27, 2, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 315,  9,  5,  111, 1, 3, 355071, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,  111, 1, 3, 388957, 26748.27, 51, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,  111, 1, 3, 388812, 26748.27, 32, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,  111, 1, 3, 382004, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,  111, 1, 3, 375538, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 914,  6,  8,  111, 1, 3, 375588, 26748.27, 208, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 670,  8,  6,  111, 1, 3, 375714, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 663,  9,  5,  111, 1, 3, 355046, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 659,  5,  9,  111, 1, 3, 355036, 26748.27, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,   8,  5,  9,  111, 1, 3, 355033, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 629,  8,  6,  111, 1, 3, 375626, 26748.27, 0, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 626,  9,  5,  111, 1, 3, 354998, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 690,  8,  6,  111, 1, 3, 375818, 26748.27, 105, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 620,  5, 10,  111, 1, 3, 388836, 26748.27, 49, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,  111, 1, 3, 355061, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,  111, 1, 3, 375487, 26748.27, 80, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 708,  6,  8,  111, 1, 3, 375818, 26748.27, 29, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,  111, 1, 3, 355071, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 854,  7,  7,  111, 1, 3, 381925, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,  111, 1, 3, 375635, 26748.27, 29, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,  111, 1, 3, 355075, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 531,  7,  7,  111, 1, 3, 382045, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  59,  5, 10,  111, 1, 3, 388913, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  60,  8,  6,  111, 1, 3, 375722, 26748.27, 29, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  62,  6,  8,  111, 1, 3, 375728, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 727,  6,  8,  111, 1, 3, 375619, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,  111, 1, 3, 375562, 26748.27, 29, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  111, 1, 3, 388781, 26748.27, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 927,  7,  7,  111, 1, 3, 381981, 26748.27, 0, 0.00, 1: 24; 2: 36; 3: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 483,  8,  6,  111, 1, 3, 375756, 26748.27, 0, 0.00, 1: 25; 2: 34; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 737,  8,  6,  111, 1, 3, 375578, 26748.27, 0, 0.00, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 110,  6,  8,  111, 1, 3, 375704, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,  111, 1, 3, 355026, 26748.27, 82, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 459,  7,  7,  111, 1, 3, 381963, 26748.27, 82, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  111, 1, 3, 388813, 26748.27, 29, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,  111, 1, 3, 381990, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 263,  5, 10,  111, 1, 3, 389048, 26748.27, 0, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 197,  8,  6,  111, 1, 3, 375740, 26748.27, 86, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 242,  8,  6,  111, 1, 3, 375705, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,  111, 1, 3, 388913, 26748.27, 16, 0.00, 1: 29; 2: 26; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  111, 1, 3, 375706, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 245,  6,  8,  111, 1, 3, 375655, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 206,  7,  7,  111, 1, 3, 381997, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,  111, 1, 3, 388834, 26748.27, 86, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 960,  6,  8,  111, 1, 3, 375457, 26748.27, 32, 0.00, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 240,  8,  6,  111, 1, 3, 375666, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 693,  5,  9,  112, 1, 3, 355053, 26748.27, 69, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 984,  5,  9,  112, 1, 3, 355040, 26748.27, 184, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 849,  7,  7,  112, 1, 3, 381949, 26748.27, 86, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,  112, 1, 3, 388806, 26748.27, 5, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  112, 1, 3, 355041, 26748.27, 86, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 650,  5,  9,  112, 1, 3, 355050, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,  112, 1, 3, 375725, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  112, 1, 3, 355076, 26748.27, 208, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,  112, 1, 3, 375610, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 406,  5,  9,  112, 1, 3, 355064, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 989,  6,  8,  112, 1, 3, 375311, 26748.27, 86, 0.00, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,  112, 1, 3, 388874, 26748.27, 29, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,  112, 1, 3, 375547, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  112, 1, 3, 355081, 26748.27, 73, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,  112, 1, 3, 388748, 26748.27, 7, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,  112, 1, 3, 389044, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  112, 1, 3, 375428, 26748.27, 82, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 957,  7,  7,  112, 1, 3, 381965, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 834,  8,  6,  112, 1, 3, 375645, 26748.27, 73, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 828,  9,  5,  112, 1, 3, 355050, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  12,  8,  6,  112, 1, 3, 375595, 26748.27, 39, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 477,  6,  8,  112, 1, 3, 375683, 26748.27, 86, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 621,  6,  8,  112, 1, 3, 375642, 26748.27, 50, 0.00, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  29,  6,  8,  112, 1, 3, 375592, 26748.27, 86, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,  112, 1, 3, 388837, 26748.27, 29, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,  112, 1, 3, 375720, 26748.27, 242, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 264,  8,  6,  112, 1, 3, 375630, 26748.27, 80, 0.00, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,  112, 1, 3, 388769, 26748.27, 86, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 580,  9,  5,  112, 1, 3, 355029, 26748.27, 29, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 448,  9,  5,  112, 1, 3, 355051, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,  112, 1, 3, 382234, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  83,  9,  5,  112, 1, 3, 355068, 26748.27, 82, 0.00, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,  112, 1, 3, 388836, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 295,  6,  8,  112, 1, 3, 375697, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  98,  6,  8,  112, 1, 3, 375597, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 775,  9,  5,  112, 1, 3, 355058, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 137,  7,  7,  112, 1, 3, 381920, 26748.27, 68, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 598,  8,  6,  112, 1, 3, 375635, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  92,  5, 10,  112, 1, 3, 389024, 26748.27, 29, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 672,  5, 10,  112, 1, 3, 388939, 26748.27, 15, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  112, 1, 3, 388852, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,  112, 1, 3, 355077, 26748.27, 2, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,   9,  9,  5,  112, 1, 3, 355064, 26748.27, 162, 0.00, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 896,  8,  6,  112, 1, 3, 375729, 26748.27, 64, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,  112, 1, 3, 355028, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 843,  9,  5,  112, 1, 3, 355054, 26748.27, 82, 0.00, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,  112, 1, 3, 388871, 26748.27, 0, 0.00, 1: 24; 2: 35; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 637,  5,  9,  112, 1, 3, 355071, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 9; 
