Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
02(547)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,   98, 1, 2, 383630, 32131.54, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 723,  9,  5,  103, 1, 2, 355410, 32131.54, 241, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,  103, 1, 2, 377134, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 737,  8,  6,  103, 1, 2, 377039, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 700,  7,  7,  103, 1, 2, 383746, 32131.54, 1, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  93,  6,  8,  103, 1, 2, 377099, 32131.54, 86, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  103, 1, 2, 377046, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  82,  7,  7,  103, 1, 2, 383715, 32131.54, 210, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  64,  4, 12,  103, 1, 2, 376992, 32131.54, 192, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  61,  8,  6,  103, 1, 2, 377047, 32131.54, 86, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,  103, 1, 2, 390856, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 776,  5, 10,  103, 1, 2, 390486, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 817,  5, 10,  103, 1, 2, 390660, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,  103, 1, 2, 376878, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  46,  5, 10,  103, 1, 2, 391089, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  41,  5, 10,  103, 1, 2, 390849, 32131.54, 65, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 796,  7,  7,  103, 1, 2, 383538, 32131.54, 37, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 991,  5,  9,  103, 1, 2, 355410, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,  103, 1, 2, 390928, 32131.54, 65, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  103, 1, 2, 377073, 32131.54, 86, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 852,  7,  7,  103, 1, 2, 383433, 32131.54, 37, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  103, 1, 2, 377055, 32131.54, 121, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 651,  5, 10,  103, 1, 2, 390815, 32131.54, 241, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 604,  5,  9,  103, 1, 2, 355410, 32131.54, 37, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  103, 1, 2, 355410, 32131.54, 37, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 623,  8,  6,  103, 1, 2, 376885, 32131.54, 80, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 150,  6,  8,  103, 1, 2, 376922, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 598,  8,  6,  103, 1, 2, 376958, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  103, 1, 2, 355410, 32131.54, 0, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 622,  8,  6,  103, 1, 2, 377227, 32131.54, 84, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,  103, 1, 2, 377050, 32131.54, 65, 0.00, 1: 53; 2: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 264,  8,  6,  104, 1, 2, 376855, 32131.54, 112, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 761,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,  104, 1, 2, 390749, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 760,  8,  6,  104, 1, 2, 377145, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 431,  7,  7,  104, 1, 2, 383808, 32131.54, 77, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,  104, 1, 2, 383682, 32131.54, 208, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 758,  7,  7,  104, 1, 2, 383710, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 964,  7,  7,  104, 1, 2, 383772, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  97,  6,  8,  104, 1, 2, 377079, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 435,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 543,  4, 12,  104, 1, 2, 376833, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,  104, 1, 2, 355410, 32131.54, 241, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 611,  4, 12,  104, 1, 2, 377063, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 273,  6,  8,  104, 1, 2, 377099, 32131.54, 215, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  84,  9,  5,  104, 1, 2, 355410, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 752,  9,  5,  104, 1, 2, 355410, 32131.54, 64, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  96,  5, 10,  104, 1, 2, 390947, 32131.54, 6, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 748,  7,  7,  104, 1, 2, 383640, 32131.54, 77, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 163,  8,  6,  104, 1, 2, 377046, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 445,  6,  8,  104, 1, 2, 377012, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  89,  5,  9,  104, 1, 2, 355410, 32131.54, 223, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 377,  7,  7,  104, 1, 2, 383811, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  104, 1, 2, 376492, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 347,  8,  6,  104, 1, 2, 377041, 32131.54, 241, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 969,  9,  5,  104, 1, 2, 355410, 32131.54, 219, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 309,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 908,  4, 11,  104, 1, 2, 347182, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 393,  6,  8,  104, 1, 2, 376976, 32131.54, 216, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 794,  8,  6,  104, 1, 2, 376489, 32131.54, 210, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 399,  8,  6,  104, 1, 2, 377102, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  49,  4, 12,  104, 1, 2, 376902, 32131.54, 117, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  38,  5, 10,  104, 1, 2, 391055, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 872,  5, 10,  104, 1, 2, 390880, 32131.54, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  74,  5, 10,  104, 1, 2, 391011, 32131.54, 210, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 182,  5,  9,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 420,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  104, 1, 2, 377136, 32131.54, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 291,  7,  7,  104, 1, 2, 383610, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 186,  7,  7,  104, 1, 2, 383533, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  71,  9,  5,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 369,  6,  8,  104, 1, 2, 377116, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling,  73,  5,  9,  104, 1, 2, 355410, 32131.54, 83, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  104, 1, 2, 390702, 32131.54, 105, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 331,  8,  6,  104, 1, 2, 376825, 32131.54, 241, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 211,  9,  5,  104, 1, 2, 355410, 32131.54, 241, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 840,  6,  8,  104, 1, 2, 377142, 32131.54, 192, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  104, 1, 2, 355410, 32131.54, 83, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,  104, 1, 2, 376916, 32131.54, 224, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,  104, 1, 2, 383685, 32131.54, 82, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 144,  5, 10,  104, 1, 2, 390668, 32131.54, 144, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 649,  5, 10,  104, 1, 2, 391011, 32131.54, 88, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  104, 1, 2, 377105, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 693,  5,  9,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 123,  5, 10,  104, 1, 2, 390345, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 337,  7,  7,  104, 1, 2, 383648, 32131.54, 215, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 898,  6,  8,  104, 1, 2, 377050, 32131.54, 49, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 664,  5,  9,  104, 1, 2, 355410, 32131.54, 88, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  104, 1, 2, 376975, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 201,  8,  6,  104, 1, 2, 376881, 32131.54, 215, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 666,  5, 10,  104, 1, 2, 391025, 32131.54, 210, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  104, 1, 2, 383695, 32131.54, 86, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 217,  5,  9,  104, 1, 2, 355410, 32131.54, 223, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 848,  8,  6,  104, 1, 2, 376984, 32131.54, 208, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 563,  4, 11,  104, 1, 2, 347182, 32131.54, 255, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 909,  6,  8,  104, 1, 2, 376994, 32131.54, 86, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 260,  5, 10,  104, 1, 2, 391083, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,  104, 1, 2, 376950, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 460,  7,  7,  104, 1, 2, 383489, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 103,  4, 12,  104, 1, 2, 377087, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  104, 1, 2, 377026, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,  104, 1, 2, 376840, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,  104, 1, 2, 355410, 32131.54, 254, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 108,  7,  7,  104, 1, 2, 383268, 32131.54, 49, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 914,  6,  8,  104, 1, 2, 376948, 32131.54, 49, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 109,  6,  8,  104, 1, 2, 377022, 32131.54, 32, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 147,  5,  9,  104, 1, 2, 355410, 32131.54, 241, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 634,  4, 11,  104, 1, 2, 347182, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,  104, 1, 2, 383799, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 243,  7,  7,  104, 1, 2, 383657, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 924,  8,  6,  104, 1, 2, 376959, 32131.54, 37, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  104, 1, 2, 355410, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 699,  6,  8,  104, 1, 2, 377000, 32131.54, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,  105, 1, 2, 390839, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 378,  6,  8,  105, 1, 2, 376844, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 849,  7,  7,  105, 1, 2, 383206, 32131.54, 217, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,  105, 1, 2, 377105, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 842,  9,  5,  105, 1, 2, 355410, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 818,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 361,  6,  8,  105, 1, 2, 376960, 32131.54, 65, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  105, 1, 2, 390787, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 363,  5, 10,  105, 1, 2, 390885, 32131.54, 116, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 365,  8,  6,  105, 1, 2, 377081, 32131.54, 110, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 825,  5, 10,  105, 1, 2, 390892, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 539,  5,  9,  105, 1, 2, 355410, 32131.54, 241, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 488,  8,  6,  105, 1, 2, 376885, 32131.54, 32, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 489,  8,  6,  105, 1, 2, 376991, 32131.54, 65, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 490,  7,  7,  105, 1, 2, 383567, 32131.54, 116, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 697,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 497,  4, 12,  105, 1, 2, 376990, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  105, 1, 2, 376986, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 512,  9,  5,  105, 1, 2, 355410, 32131.54, 208, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  105, 1, 2, 355410, 32131.54, 224, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 484,  4, 12,  105, 1, 2, 377087, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 548,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 655,  9,  5,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 553,  8,  6,  105, 1, 2, 376975, 32131.54, 67, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 650,  5,  9,  105, 1, 2, 355410, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 558,  8,  6,  105, 1, 2, 377014, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 608,  4, 12,  105, 1, 2, 376976, 32131.54, 12, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 910,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 862,  6,  8,  105, 1, 2, 376968, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  105, 1, 2, 383679, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 404,  9,  5,  105, 1, 2, 355410, 32131.54, 37, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 410,  8,  6,  105, 1, 2, 377060, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 788,  4, 11,  105, 1, 2, 347182, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 787,  5, 10,  105, 1, 2, 390913, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 786,  7,  7,  105, 1, 2, 383283, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,  105, 1, 2, 376965, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,  105, 1, 2, 390930, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 426,  5, 10,  105, 1, 2, 390668, 32131.54, 110, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 390,  9,  5,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 457,  6,  8,  105, 1, 2, 377042, 32131.54, 216, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 727,  6,  8,  105, 1, 2, 377090, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 465,  9,  5,  105, 1, 2, 355410, 32131.54, 216, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 466,  7,  7,  105, 1, 2, 383528, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  105, 1, 2, 376902, 32131.54, 37, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 477,  6,  8,  105, 1, 2, 377139, 32131.54, 86, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,  105, 1, 2, 355410, 32131.54, 160, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 960,  6,  8,  105, 1, 2, 376840, 32131.54, 160, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  105, 1, 2, 383777, 32131.54, 83, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 314,  7,  7,  105, 1, 2, 383623, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 215,  5, 10,  105, 1, 2, 390602, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,  105, 1, 2, 383680, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  60,  8,  6,  105, 1, 2, 376928, 32131.54, 37, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,  105, 1, 2, 390960, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 939,  5, 10,  105, 1, 2, 390608, 32131.54, 65, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,   4,  4, 12,  105, 1, 2, 377032, 32131.54, 208, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 104,  7,  7,  105, 1, 2, 383703, 32131.54, 32, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 230,  8,  6,  105, 1, 2, 377083, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 988,  8,  6,  105, 1, 2, 376613, 32131.54, 37, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 155,  8,  6,  105, 1, 2, 377082, 32131.54, 241, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 153,  6,  8,  105, 1, 2, 377130, 32131.54, 223, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  51,  5, 10,  105, 1, 2, 390962, 32131.54, 241, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,  105, 1, 2, 377009, 32131.54, 65, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  105, 1, 2, 347182, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  36,  9,  5,  105, 1, 2, 355410, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  105, 1, 2, 355410, 32131.54, 210, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  105, 1, 2, 383400, 32131.54, 176, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 995,  4, 12,  105, 1, 2, 377021, 32131.54, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 196,  5,  9,  106, 1, 2, 355410, 32131.54, 37, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  106, 1, 2, 347182, 32131.54, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  63,  5,  9,  106, 1, 2, 355410, 32131.54, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 533,  6,  8,  106, 1, 2, 376511, 32131.54, 86, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 530,  4, 11,  106, 1, 2, 347182, 32131.54, 210, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  29,  6,  8,  106, 1, 2, 377096, 32131.54, 86, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,  106, 1, 2, 355410, 32131.54, 210, 0.00, 1: 50; 2: 28; 
