Seed 1656949570
ARCH 1|F_ID 3|LIMIT 3
before: 
02(715)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,   91, 1, 2, 383712, 29591.63, 0, 0.00, 1: 65; 2: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 276,  4, 12,   98, 1, 2, 377074, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 911,  9,  5,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 284,  9,  5,   98, 1, 2, 355410, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,   98, 1, 2, 377057, 29591.63, 65, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 903,  8,  6,   98, 1, 2, 376954, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 306,  5,  9,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 898,  6,  8,   98, 1, 2, 376905, 29591.63, 35, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 851,  6,  8,   98, 1, 2, 376852, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 966,  5, 10,   98, 1, 2, 390770, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,   98, 1, 2, 377086, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 325,  5, 10,   98, 1, 2, 390763, 29591.63, 85, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,   98, 1, 2, 376673, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 741,  4, 11,   98, 1, 2, 347182, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 339,  6,  8,   98, 1, 2, 377109, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 868,  5, 10,   98, 1, 2, 390791, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,   98, 1, 2, 383677, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 862,  6,  8,   98, 1, 2, 376997, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 852,  7,  7,   98, 1, 2, 383389, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,   98, 1, 2, 355410, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 489,  8,  6,   98, 1, 2, 376945, 29591.63, 65, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 669,  5, 10,   98, 1, 2, 390967, 29591.63, 85, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 498,  6,  8,   98, 1, 2, 377024, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,   98, 1, 2, 376906, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,   98, 1, 2, 383587, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 660,  4, 12,   98, 1, 2, 376951, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,   98, 1, 2, 355410, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,   98, 1, 2, 383716, 29591.63, 85, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 529,  8,  6,   98, 1, 2, 376754, 29591.63, 56, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 650,  5,  9,   98, 1, 2, 355410, 29591.63, 196, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 646,  6,  8,   98, 1, 2, 377192, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 535,  7,  7,   98, 1, 2, 383965, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 483,  8,  6,   98, 1, 2, 377092, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 937,  8,  6,   98, 1, 2, 376989, 29591.63, 69, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 539,  5,  9,   98, 1, 2, 355410, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 550,  7,  7,   98, 1, 2, 383734, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 552,  9,  5,   98, 1, 2, 355410, 29591.63, 32, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 638,  9,  5,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,   98, 1, 2, 377191, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,   98, 1, 2, 377127, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 585,  7,  7,   98, 1, 2, 383534, 29591.63, 57, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 622,  8,  6,   98, 1, 2, 376884, 29591.63, 84, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,   98, 1, 2, 377156, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 607,  6,  8,   98, 1, 2, 377057, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 441,  5, 10,   98, 1, 2, 390963, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 922,  7,  7,   98, 1, 2, 383582, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 770,  6,  8,   98, 1, 2, 376955, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 396,  5, 10,   98, 1, 2, 390940, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 398,  7,  7,   98, 1, 2, 383843, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,   98, 1, 2, 355410, 29591.63, 96, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,   98, 1, 2, 347182, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 408,  7,  7,   98, 1, 2, 383968, 29591.63, 88, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,   98, 1, 2, 390981, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 609,  7,  7,   98, 1, 2, 383486, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,   98, 1, 2, 390625, 29591.63, 65, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 431,  7,  7,   98, 1, 2, 383348, 29591.63, 77, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,   98, 1, 2, 390806, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 380,  5,  9,   98, 1, 2, 355410, 29591.63, 2, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,   98, 1, 2, 377070, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 735,  9,  5,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 444,  8,  6,   98, 1, 2, 377057, 29591.63, 2, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 448,  9,  5,   98, 1, 2, 355410, 29591.63, 144, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 928,  4, 12,   98, 1, 2, 376880, 29591.63, 6, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,   98, 1, 2, 383354, 29591.63, 152, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 727,  6,  8,   98, 1, 2, 376955, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 726,  6,  8,   98, 1, 2, 377101, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 466,  7,  7,   98, 1, 2, 383851, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 469,  4, 11,   98, 1, 2, 347182, 29591.63, 85, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 934,  5, 10,   98, 1, 2, 390496, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 160,  5, 10,   98, 1, 2, 390855, 29591.63, 6, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,   98, 1, 2, 383657, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  37,  6,  8,   98, 1, 2, 377076, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,   98, 1, 2, 391084, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  41,  5, 10,   98, 1, 2, 390926, 29591.63, 65, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  13,  8,  6,   98, 1, 2, 376955, 29591.63, 127, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,   98, 1, 2, 355410, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 165,  9,  5,   98, 1, 2, 355410, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  46,  5, 10,   98, 1, 2, 391082, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,   98, 1, 2, 355410, 29591.63, 152, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  82,  7,  7,   98, 1, 2, 383770, 29591.63, 196, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,   98, 1, 2, 355410, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 203,  8,  6,   98, 1, 2, 376803, 29591.63, 189, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  57,  5, 10,   98, 1, 2, 390797, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 245,  6,  8,   98, 1, 2, 376569, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 144,  5, 10,   98, 1, 2, 390642, 29591.63, 144, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  59,  5, 10,   98, 1, 2, 390758, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,   98, 1, 2, 376860, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,   98, 1, 2, 355410, 29591.63, 179, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,   98, 1, 2, 355410, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,   98, 1, 2, 390771, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,   98, 1, 2, 383395, 29591.63, 208, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,   98, 1, 2, 377158, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,   98, 1, 2, 377201, 29591.63, 5, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,   98, 1, 2, 355410, 29591.63, 65, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 189,  4, 12,   98, 1, 2, 377143, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,   98, 1, 2, 383696, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,   98, 1, 2, 377096, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 230,  8,  6,   98, 1, 2, 377045, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  33,  5, 10,   98, 1, 2, 391071, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,   98, 1, 2, 355410, 29591.63, 255, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  20,  5,  9,   98, 1, 2, 355410, 29591.63, 154, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,   98, 1, 2, 383607, 29591.63, 197, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 990,  5, 10,   98, 1, 2, 391112, 29591.63, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 527,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,   99, 1, 2, 347182, 29591.63, 85, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 941,  4, 12,   99, 1, 2, 377143, 29591.63, 32, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 593,  5, 10,   99, 1, 2, 391035, 29591.63, 57, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 126,  7,  7,   99, 1, 2, 383705, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,   99, 1, 2, 377064, 29591.63, 80, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 544,  5,  9,   99, 1, 2, 355410, 29591.63, 5, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 579,  6,  8,   99, 1, 2, 377019, 29591.63, 189, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 569,  7,  7,   99, 1, 2, 383568, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 132,  5,  9,   99, 1, 2, 355410, 29591.63, 154, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 945,  8,  6,   99, 1, 2, 376906, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 566,  9,  5,   99, 1, 2, 355410, 29591.63, 255, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 555,  8,  6,   99, 1, 2, 377023, 29591.63, 83, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 559,  7,  7,   99, 1, 2, 383370, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 943,  5, 10,   99, 1, 2, 390735, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,   6,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 202,  4, 12,   99, 1, 2, 377135, 29591.63, 197, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 201,  8,  6,   99, 1, 2, 377116, 29591.63, 55, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 401,  9,  5,   99, 1, 2, 355410, 29591.63, 56, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,   5,  7,  7,   99, 1, 2, 383582, 29591.63, 127, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 192,  7,  7,   99, 1, 2, 383718, 29591.63, 32, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 426,  5, 10,   99, 1, 2, 390880, 29591.63, 110, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,   99, 1, 2, 390901, 29591.63, 105, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,   99, 1, 2, 355410, 29591.63, 35, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 436,  5, 10,   99, 1, 2, 390643, 29591.63, 26, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 174,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 948,  4, 12,   99, 1, 2, 376962, 29591.63, 36, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 457,  6,  8,   99, 1, 2, 377089, 29591.63, 56, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 470,  6,  8,   99, 1, 2, 376927, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 955,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,   99, 1, 2, 383840, 29591.63, 64, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 168,  7,  7,   99, 1, 2, 383248, 29591.63, 32, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 164,  6,  8,   99, 1, 2, 377182, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 161,  6,  8,   99, 1, 2, 376946, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 495,  9,  5,   99, 1, 2, 355410, 29591.63, 32, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,   99, 1, 2, 390654, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  10,  9,  5,   99, 1, 2, 355410, 29591.63, 159, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 841,  4, 12,   99, 1, 2, 376845, 29591.63, 57, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,   99, 1, 2, 390868, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,   99, 1, 2, 383762, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,   99, 1, 2, 377105, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,   99, 1, 2, 376999, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,   99, 1, 2, 390888, 29591.63, 65, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 800,  7,  7,   99, 1, 2, 383703, 29591.63, 9, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 812,  5, 10,   99, 1, 2, 391082, 29591.63, 115, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 818,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 822,  6,  8,   99, 1, 2, 377130, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 829,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 831,  7,  7,   99, 1, 2, 383601, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 832,  8,  6,   99, 1, 2, 377045, 29591.63, 144, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 833,  4, 12,   99, 1, 2, 377133, 29591.63, 57, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,   99, 1, 2, 390580, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,   99, 1, 2, 383484, 29591.63, 154, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 884,  8,  6,   99, 1, 2, 377033, 29591.63, 31, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,   99, 1, 2, 376891, 29591.63, 85, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,   99, 1, 2, 347182, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 996,  8,  6,   99, 1, 2, 377107, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 856,  9,  5,   99, 1, 2, 355410, 29591.63, 24, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 857,  5,  9,   99, 1, 2, 355410, 29591.63, 66, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 861,  4, 12,   99, 1, 2, 376895, 29591.63, 85, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,   99, 1, 2, 355410, 29591.63, 160, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 869,  5, 10,   99, 1, 2, 390633, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  17,  7,  7,   99, 1, 2, 383733, 29591.63, 62, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,   99, 1, 2, 383620, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,   99, 1, 2, 377092, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,   99, 1, 2, 383896, 29591.63, 97, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,   99, 1, 2, 376921, 29591.63, 65, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 624,  9,  5,   99, 1, 2, 355410, 29591.63, 97, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 635,  5, 10,   99, 1, 2, 390898, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 637,  5,  9,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,   99, 1, 2, 383602, 29591.63, 82, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,   99, 1, 2, 383424, 29591.63, 154, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 971,  7,  7,   99, 1, 2, 383660, 29591.63, 189, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 663,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  96,  5, 10,   99, 1, 2, 390799, 29591.63, 6, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 684,  7,  7,   99, 1, 2, 383890, 29591.63, 95, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,   99, 1, 2, 376931, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 606,  5, 10,   99, 1, 2, 390859, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 696,  5, 10,   99, 1, 2, 391048, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 932,  8,  6,   99, 1, 2, 376988, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,   99, 1, 2, 355410, 29591.63, 0, 0.00, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 713,  5, 10,   99, 1, 2, 390797, 29591.63, 58, 0.00, 1: 57; 2: 21; 
