Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,  133, 1, 3, 390754, 32649.12, 65, 0.00, 1: 36; 2: 29; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 814,  6,  8,  133, 1, 3, 377208, 32649.12, 114, 0.00, 1: 36; 2: 29; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 826,  7,  7,  133, 1, 3, 383698, 32649.12, 0, 0.00, 1: 34; 2: 33; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 971,  7,  7,  133, 1, 3, 383695, 32649.12, 127, 0.00, 1: 34; 2: 33; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 315,  9,  5,  133, 1, 3, 355410, 32649.12, 0, 0.00, 1: 34; 2: 33; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 250,  6,  8,  133, 1, 3, 377034, 32649.12, 0, 0.00, 1: 33; 2: 35; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 244,  8,  6,  133, 1, 3, 377075, 32649.12, 0, 0.00, 1: 33; 2: 35; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  133, 1, 3, 355410, 32649.12, 143, 0.00, 1: 35; 2: 31; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 879,  6,  8,  133, 1, 3, 377011, 32649.12, 114, 0.00, 1: 33; 2: 35; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 729,  8,  6,  133, 1, 3, 377017, 32649.12, 65, 0.00, 1: 35; 2: 31; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 417,  5, 10,  133, 1, 3, 390769, 32649.12, 0, 0.00, 1: 37; 2: 27; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  133, 1, 3, 377065, 32649.12, 0, 0.00, 1: 36; 2: 29; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 989,  6,  8,  133, 1, 3, 376961, 32649.12, 85, 0.00, 1: 33; 2: 35; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 347,  8,  6,  133, 1, 3, 376959, 32649.12, 127, 0.00, 1: 33; 2: 35; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 993,  5,  9,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 35; 2: 30; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 670,  8,  6,  134, 1, 3, 377015, 32649.12, 0, 0.00, 1: 31; 2: 38; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,  134, 1, 3, 383595, 32649.12, 208, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 314,  7,  7,  134, 1, 3, 383642, 32649.12, 0, 0.00, 1: 33; 2: 34; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 207,  7,  7,  134, 1, 3, 383816, 32649.12, 0, 0.00, 1: 34; 2: 32; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 945,  8,  6,  134, 1, 3, 377049, 32649.12, 0, 0.00, 1: 37; 2: 26; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 578,  5, 10,  134, 1, 3, 390862, 32649.12, 147, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,  134, 1, 3, 390831, 32649.12, 0, 0.00, 1: 34; 2: 32; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 217,  5,  9,  134, 1, 3, 355410, 32649.12, 63, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 614,  9,  5,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 34; 2: 32; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling,  39,  5,  9,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,  134, 1, 3, 383827, 32649.12, 147, 0.00, 1: 30; 2: 40; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 957,  7,  7,  134, 1, 3, 383617, 32649.12, 0, 0.00, 1: 36; 2: 28; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  134, 1, 3, 376996, 32649.12, 143, 0.00, 1: 31; 2: 38; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 163,  8,  6,  134, 1, 3, 377022, 32649.12, 0, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 966,  5, 10,  134, 1, 3, 390908, 32649.12, 0, 0.00, 1: 35; 2: 30; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling,  15,  9,  5,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 34; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 976,  5, 10,  134, 1, 3, 390746, 32649.12, 176, 0.00, 1: 33; 2: 34; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 498,  6,  8,  134, 1, 3, 376973, 32649.12, 0, 0.00, 1: 35; 2: 30; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling,  70,  6,  8,  134, 1, 3, 376983, 32649.12, 0, 0.00, 1: 36; 2: 28; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 876,  7,  7,  134, 1, 3, 383678, 32649.12, 111, 0.00, 1: 34; 2: 32; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 875,  6,  8,  134, 1, 3, 377029, 32649.12, 112, 0.00, 1: 35; 2: 30; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 146,  8,  6,  134, 1, 3, 376999, 32649.12, 146, 0.00, 1: 32; 2: 36; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 693,  5,  9,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 37; 2: 26; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 872,  5, 10,  134, 1, 3, 390968, 32649.12, 32, 0.00, 1: 30; 2: 40; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 874,  9,  5,  134, 1, 3, 355410, 32649.12, 101, 0.00, 1: 34; 2: 32; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 937,  8,  6,  134, 1, 3, 376938, 32649.12, 69, 0.00, 1: 31; 2: 38; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 422,  5,  9,  134, 1, 3, 355410, 32649.12, 0, 0.00, 1: 35; 2: 30; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling,  69,  6,  8,  134, 1, 3, 377041, 32649.12, 85, 0.00, 1: 33; 2: 34; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 892,  9,  5,  135, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 35; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 555,  8,  6,  135, 1, 3, 377038, 32649.12, 83, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,  135, 1, 3, 355410, 32649.12, 96, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 431,  7,  7,  135, 1, 3, 383634, 32649.12, 77, 0.00, 1: 34; 2: 31; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,  135, 1, 3, 355410, 32649.12, 0, 0.00, 1: 34; 2: 31; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  135, 1, 3, 376894, 32649.12, 0, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 160,  5, 10,  135, 1, 3, 390821, 32649.12, 6, 0.00, 1: 33; 2: 33; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  135, 1, 3, 383815, 32649.12, 179, 0.00, 1: 29; 2: 41; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 345,  5,  9,  135, 1, 3, 355410, 32649.12, 64, 0.00, 1: 34; 2: 31; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,  135, 1, 3, 377038, 32649.12, 24, 0.00, 1: 32; 2: 35; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling,  28,  6,  8,  135, 1, 3, 376926, 32649.12, 143, 0.00, 1: 32; 2: 35; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  135, 1, 3, 376959, 32649.12, 5, 0.00, 1: 36; 2: 27; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 505,  6,  8,  135, 1, 3, 376968, 32649.12, 0, 0.00, 1: 32; 2: 35; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 264,  8,  6,  135, 1, 3, 377009, 32649.12, 112, 0.00, 1: 33; 2: 33; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 263,  5, 10,  135, 1, 3, 390841, 32649.12, 0, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 565,  9,  5,  135, 1, 3, 355410, 32649.12, 255, 0.00, 1: 35; 2: 29; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  135, 1, 3, 390854, 32649.12, 0, 0.00, 1: 35; 2: 29; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  135, 1, 3, 390735, 32649.12, 0, 0.00, 1: 36; 2: 27; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 890,  8,  6,  135, 1, 3, 376985, 32649.12, 0, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 837,  8,  6,  135, 1, 3, 376964, 32649.12, 85, 0.00, 1: 33; 2: 33; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 362,  6,  8,  135, 1, 3, 376977, 32649.12, 99, 0.00, 1: 36; 2: 27; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 961,  7,  7,  135, 1, 3, 383563, 32649.12, 59, 0.00, 1: 32; 2: 35; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 544,  5,  9,  135, 1, 3, 355410, 32649.12, 5, 0.00, 1: 30; 2: 39; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  135, 1, 3, 377014, 32649.12, 47, 0.00, 1: 30; 2: 39; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 589,  6,  8,  135, 1, 3, 376986, 32649.12, 85, 0.00, 1: 31; 2: 37; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 551,  9,  5,  135, 1, 3, 355410, 32649.12, 0, 0.00, 1: 37; 2: 25; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  135, 1, 3, 377038, 32649.12, 97, 0.00, 1: 30; 2: 39; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 681,  5,  9,  135, 1, 3, 355410, 32649.12, 67, 0.00, 1: 34; 2: 31; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  135, 1, 3, 376968, 32649.12, 127, 0.00, 1: 30; 2: 39; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 353,  5,  9,  135, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 39; 3: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 656,  6,  8,  135, 1, 3, 376921, 32649.12, 48, 0.00, 1: 34; 2: 31; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 726,  6,  8,  136, 1, 3, 377003, 32649.12, 0, 0.00, 1: 32; 2: 34; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 723,  9,  5,  136, 1, 3, 355410, 32649.12, 127, 0.00, 1: 30; 2: 38; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  136, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 34; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 598,  8,  6,  136, 1, 3, 376917, 32649.12, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 625,  5, 10,  136, 1, 3, 390946, 32649.12, 115, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling,  20,  5,  9,  136, 1, 3, 355410, 32649.12, 143, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 690,  8,  6,  136, 1, 3, 376975, 32649.12, 0, 0.00, 1: 30; 2: 38; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  136, 1, 3, 355410, 32649.12, 0, 0.00, 1: 35; 2: 28; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  136, 1, 3, 377015, 32649.12, 0, 0.00, 1: 32; 2: 34; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling,   9,  9,  5,  136, 1, 3, 355410, 32649.12, 130, 0.00, 1: 31; 2: 36; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,  136, 1, 3, 355410, 32649.12, 160, 0.00, 1: 30; 2: 38; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  136, 1, 3, 383559, 32649.12, 143, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  136, 1, 3, 383619, 32649.12, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 165,  9,  5,  136, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 954,  5, 10,  136, 1, 3, 390856, 32649.12, 0, 0.00, 1: 34; 2: 30; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 647,  9,  5,  136, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 34; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,  136, 1, 3, 390812, 32649.12, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 245,  6,  8,  136, 1, 3, 376885, 32649.12, 0, 0.00, 1: 34; 2: 30; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  136, 1, 3, 383566, 32649.12, 253, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 832,  8,  6,  136, 1, 3, 377039, 32649.12, 144, 0.00, 1: 30; 2: 38; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 885,  9,  5,  136, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 32; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 948,  4, 12,  137, 1, 3, 376910, 32649.12, 36, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 947,  5,  9,  137, 1, 3, 355410, 32649.12, 0, 0.00, 1: 29; 2: 39; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 477,  6,  8,  137, 1, 3, 376924, 32649.12, 85, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 604,  5,  9,  137, 1, 3, 355410, 32649.12, 143, 0.00, 1: 32; 2: 33; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 113,  5, 10,  137, 1, 3, 390677, 32649.12, 0, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,  137, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 293,  6,  8,  137, 1, 3, 377003, 32649.12, 0, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 271,  5,  9,  137, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  137, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 31; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  137, 1, 3, 376941, 32649.12, 0, 0.00, 1: 33; 2: 31; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,  137, 1, 3, 376958, 32649.12, 64, 0.00, 1: 30; 2: 37; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,  137, 1, 3, 355410, 32649.12, 127, 0.00, 1: 29; 2: 39; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 793,  5, 10,  137, 1, 3, 390879, 32649.12, 65, 0.00, 1: 34; 2: 29; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 169,  5,  9,  137, 1, 3, 355410, 32649.12, 65, 0.00, 1: 32; 2: 33; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 655,  9,  5,  137, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 840,  6,  8,  137, 1, 3, 376965, 32649.12, 192, 0.00, 1: 30; 2: 37; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,  137, 1, 3, 383592, 32649.12, 143, 0.00, 1: 35; 2: 27; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 152,  7,  7,  137, 1, 3, 383712, 32649.12, 88, 0.00, 1: 27; 2: 43; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 712,  7,  7,  137, 1, 3, 383620, 32649.12, 208, 0.00, 1: 31; 2: 35; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 527,  9,  5,  138, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 459,  7,  7,  138, 1, 3, 383760, 32649.12, 127, 0.00, 1: 33; 2: 30; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 524,  8,  6,  138, 1, 3, 376905, 32649.12, 143, 0.00, 1: 31; 2: 34; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 360,  9,  5,  138, 1, 3, 355410, 32649.12, 32, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 393,  6,  8,  138, 1, 3, 377009, 32649.12, 56, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 548,  5,  9,  138, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 830,  9,  5,  138, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  138, 1, 3, 376978, 32649.12, 57, 0.00, 1: 32; 2: 32; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 377,  7,  7,  138, 1, 3, 383593, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,  138, 1, 3, 376995, 32649.12, 0, 0.00, 1: 29; 2: 38; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 424,  9,  5,  138, 1, 3, 355410, 32649.12, 32, 0.00, 1: 35; 2: 26; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 155,  8,  6,  138, 1, 3, 377074, 32649.12, 127, 0.00, 1: 34; 2: 28; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,  138, 1, 3, 383662, 32649.12, 152, 0.00, 1: 29; 2: 38; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 629,  8,  6,  138, 1, 3, 376952, 32649.12, 0, 0.00, 1: 31; 2: 34; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 973,  5,  9,  138, 1, 3, 355410, 32649.12, 85, 0.00, 1: 31; 2: 34; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 191,  4, 12,  139, 1, 3, 376893, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,  139, 1, 3, 376979, 32649.12, 0, 0.00, 1: 30; 2: 35; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 390,  9,  5,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,  139, 1, 3, 355410, 32649.12, 150, 0.00, 1: 36; 2: 23; 3: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 162,  6,  8,  139, 1, 3, 377114, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  139, 1, 3, 376965, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 871,  9,  5,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 29; 2: 37; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 267,  8,  6,  139, 1, 3, 376959, 32649.12, 127, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 816,  5, 10,  139, 1, 3, 390896, 32649.12, 32, 0.00, 1: 27; 2: 41; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 438,  5,  9,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 27; 2: 41; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 750,  9,  5,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 974,  9,  5,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 35; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 754,  5,  9,  139, 1, 3, 355410, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 348,  9,  5,  139, 1, 3, 355410, 32649.12, 143, 0.00, 1: 32; 2: 31; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 499,  4, 11,  140, 1, 3, 347182, 32649.12, 0, 0.00, 1: 31; 2: 32; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,  140, 1, 3, 383666, 32649.12, 97, 0.00, 1: 29; 2: 36; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  140, 1, 3, 376861, 32649.12, 143, 0.00, 1: 31; 2: 32; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 984,  5,  9,  140, 1, 3, 355410, 32649.12, 152, 0.00, 1: 30; 2: 34; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 305,  5,  9,  140, 1, 3, 355410, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 981,  4, 12,  140, 1, 3, 377148, 32649.12, 85, 0.00, 1: 32; 2: 30; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 246,  4, 12,  140, 1, 3, 376942, 32649.12, 0, 0.00, 1: 34; 2: 26; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 198,  7,  7,  140, 1, 3, 383571, 32649.12, 0, 0.00, 1: 30; 2: 34; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,  141, 1, 3, 383669, 32649.12, 143, 0.00, 1: 30; 2: 33; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling,  56,  7,  7,  141, 1, 3, 383589, 32649.12, 0, 0.00, 1: 26; 2: 41; 3: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 988,  8,  6,  141, 1, 3, 376986, 32649.12, 143, 0.00, 1: 28; 2: 37; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 189,  4, 12,  141, 1, 3, 377025, 32649.12, 0, 0.00, 1: 31; 2: 31; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 167,  5,  9,  141, 1, 3, 355410, 32649.12, 0, 0.00, 1: 30; 2: 33; 3: 15; 
Guard_Cell_Abscisic_Acid_Signaling, 151,  9,  5,  141, 1, 3, 355410, 32649.12, 0, 0.00, 1: 27; 2: 39; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 735,  9,  5,  141, 1, 3, 355410, 32649.12, 0, 0.00, 1: 25; 2: 43; 3: 10; 
Guard_Cell_Abscisic_Acid_Signaling, 763,  7,  7,  141, 1, 3, 383658, 32649.12, 0, 0.00, 1: 33; 2: 27; 3: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 924,  8,  6,  141, 1, 3, 376971, 32649.12, 143, 0.00, 1: 29; 2: 35; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 923,  4, 12,  141, 1, 3, 376916, 32649.12, 127, 0.00, 1: 31; 2: 31; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 331,  8,  6,  141, 1, 3, 377030, 32649.12, 127, 0.00, 1: 29; 2: 35; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 317,  5,  9,  141, 1, 3, 355410, 32649.12, 0, 0.00, 1: 31; 2: 31; 3: 16; 
Guard_Cell_Abscisic_Acid_Signaling, 564,  6,  8,  141, 1, 3, 377005, 32649.12, 255, 0.00, 1: 28; 2: 37; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  142, 1, 3, 376789, 32649.12, 0, 0.00, 1: 28; 2: 36; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 799,  8,  6,  142, 1, 3, 377023, 32649.12, 0, 0.00, 1: 28; 2: 36; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling, 592,  6,  8,  142, 1, 3, 377003, 32649.12, 32, 0.00, 1: 31; 2: 30; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 546,  4, 12,  142, 1, 3, 376930, 32649.12, 0, 0.00, 1: 31; 2: 30; 3: 17; 
Guard_Cell_Abscisic_Acid_Signaling, 123,  5, 10,  142, 1, 3, 390829, 32649.12, 0, 0.00, 1: 27; 2: 38; 3: 13; 
Guard_Cell_Abscisic_Acid_Signaling,  89,  5,  9,  142, 1, 3, 355410, 32649.12, 63, 0.00, 1: 28; 2: 36; 3: 14; 
Guard_Cell_Abscisic_Acid_Signaling,  88,  4, 12,  142, 1, 3, 377019, 32649.12, 24, 0.00, 1: 30; 2: 32; 3: 16; 
