Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
33(415)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 805,  9,  9,  169, 1, 3, 639193, 45171.35, 0, 0.00, 1: 52; 2: 45; 3: 9; 
Glucose_Repression_Signaling_2009, 931, 10,  8,  178, 1, 3, 634234, 45171.35, 0, 0.00, 1: 47; 2: 46; 3: 13; 
Glucose_Repression_Signaling_2009, 518,  8, 10,  178, 1, 3, 634031, 45171.35, 0, 0.00, 1: 50; 2: 40; 3: 16; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  178, 1, 3, 633888, 45171.35, 0, 0.00, 1: 48; 2: 44; 3: 14; 
Glucose_Repression_Signaling_2009,  45, 10,  8,  178, 1, 3, 634116, 45171.35, 115, 0.00, 1: 47; 2: 46; 3: 13; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  179, 1, 3, 619506, 45171.35, 0, 0.00, 1: 44; 2: 51; 3: 11; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  179, 1, 3, 634059, 45171.35, 0, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  179, 1, 3, 613175, 45171.35, 0, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009, 434, 10,  8,  179, 1, 3, 634036, 45171.35, 0, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 363,  7, 12,  179, 1, 3, 658783, 45171.35, 76, 0.00, 1: 45; 2: 49; 3: 12; 
Glucose_Repression_Signaling_2009, 920,  7, 12,  179, 1, 3, 658749, 45171.35, 136, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 376, 11,  7,  179, 1, 3, 613162, 45171.35, 0, 0.00, 1: 45; 2: 49; 3: 12; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  179, 1, 3, 613084, 45171.35, 150, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 278,  6, 13,  179, 1, 3, 619510, 45171.35, 0, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 480, 11,  7,  179, 1, 3, 613194, 45171.35, 7, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 461, 11,  7,  179, 1, 3, 613191, 45171.35, 85, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  179, 1, 3, 613197, 45171.35, 0, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009, 976,  8, 10,  179, 1, 3, 634064, 45171.35, 176, 0.00, 1: 49; 2: 41; 3: 16; 
Glucose_Repression_Signaling_2009, 242, 10,  8,  179, 1, 3, 634062, 45171.35, 0, 0.00, 1: 42; 2: 55; 3: 9; 
Glucose_Repression_Signaling_2009, 348,  9,  9,  179, 1, 3, 639089, 45171.35, 169, 0.00, 1: 43; 2: 53; 3: 10; 
Glucose_Repression_Signaling_2009, 182, 11,  7,  179, 1, 3, 613159, 45171.35, 0, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  179, 1, 3, 639225, 45171.35, 0, 0.00, 1: 45; 2: 49; 3: 12; 
Glucose_Repression_Signaling_2009, 189,  8, 10,  179, 1, 3, 634090, 45171.35, 0, 0.00, 1: 50; 2: 39; 3: 17; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  179, 1, 3, 639269, 45171.35, 56, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 687,  7, 12,  179, 1, 3, 658654, 45171.35, 0, 0.00, 1: 49; 2: 41; 3: 16; 
Glucose_Repression_Signaling_2009, 994,  8, 10,  179, 1, 3, 634071, 45171.35, 0, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 194,  6, 14,  179, 1, 3, 658776, 45171.35, 187, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  179, 1, 3, 613202, 45171.35, 64, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 902, 10,  8,  179, 1, 3, 634020, 45171.35, 0, 0.00, 1: 45; 2: 49; 3: 12; 
Glucose_Repression_Signaling_2009, 716, 11,  7,  179, 1, 3, 613195, 45171.35, 0, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009, 203,  7, 12,  179, 1, 3, 658598, 45171.35, 53, 0.00, 1: 48; 2: 43; 3: 15; 
Glucose_Repression_Signaling_2009,  62,  8, 10,  179, 1, 3, 634030, 45171.35, 0, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  179, 1, 3, 613121, 45171.35, 0, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 851,  8, 10,  179, 1, 3, 634158, 45171.35, 54, 0.00, 1: 47; 2: 45; 3: 14; 
Glucose_Repression_Signaling_2009, 318, 11,  7,  179, 1, 3, 613185, 45171.35, 0, 0.00, 1: 46; 2: 47; 3: 13; 
Glucose_Repression_Signaling_2009, 694,  7, 12,  180, 1, 3, 658616, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 712, 11,  7,  180, 1, 3, 613212, 45171.35, 0, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 499, 11,  7,  180, 1, 3, 613144, 45171.35, 0, 0.00, 1: 43; 2: 52; 3: 11; 
Glucose_Repression_Signaling_2009, 685,  7, 12,  180, 1, 3, 658593, 45171.35, 32, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 765,  6, 14,  180, 1, 3, 658797, 45171.35, 0, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009,  89,  9,  9,  180, 1, 3, 639169, 45171.35, 248, 0.00, 1: 44; 2: 50; 3: 12; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  180, 1, 3, 658754, 45171.35, 0, 0.00, 1: 44; 2: 50; 3: 12; 
Glucose_Repression_Signaling_2009, 928,  7, 12,  180, 1, 3, 658812, 45171.35, 6, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009,  91, 11,  7,  180, 1, 3, 613127, 45171.35, 54, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 836,  9,  9,  180, 1, 3, 639135, 45171.35, 169, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 943, 10,  8,  180, 1, 3, 633988, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 668,  8, 10,  180, 1, 3, 634129, 45171.35, 169, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  180, 1, 3, 634071, 45171.35, 71, 0.00, 1: 44; 2: 50; 3: 12; 
Glucose_Repression_Signaling_2009, 113,  8, 10,  180, 1, 3, 634125, 45171.35, 0, 0.00, 1: 44; 2: 50; 3: 12; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  180, 1, 3, 634105, 45171.35, 248, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  180, 1, 3, 619588, 45171.35, 169, 0.00, 1: 48; 2: 42; 3: 16; 
Glucose_Repression_Signaling_2009, 824, 10,  8,  180, 1, 3, 634086, 45171.35, 0, 0.00, 1: 43; 2: 52; 3: 11; 
Glucose_Repression_Signaling_2009, 265,  9,  9,  180, 1, 3, 639197, 45171.35, 0, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 947,  7, 11,  180, 1, 3, 613158, 45171.35, 0, 0.00, 1: 44; 2: 50; 3: 12; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  180, 1, 3, 619440, 45171.35, 53, 0.00, 1: 48; 2: 42; 3: 16; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  180, 1, 3, 639107, 45171.35, 0, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  180, 1, 3, 659037, 45171.35, 71, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  180, 1, 3, 658660, 45171.35, 0, 0.00, 1: 43; 2: 52; 3: 11; 
Glucose_Repression_Signaling_2009, 923, 10,  8,  180, 1, 3, 634055, 45171.35, 54, 0.00, 1: 43; 2: 52; 3: 11; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  180, 1, 3, 634128, 45171.35, 0, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009,  53,  7, 11,  180, 1, 3, 613229, 45171.35, 85, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 367, 10,  8,  180, 1, 3, 634028, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  180, 1, 3, 639316, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 371,  9,  9,  180, 1, 3, 639033, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 776, 10,  8,  180, 1, 3, 634038, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  180, 1, 3, 634195, 45171.35, 223, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  180, 1, 3, 613215, 45171.35, 0, 0.00, 1: 45; 2: 48; 3: 13; 
Glucose_Repression_Signaling_2009, 919, 11,  7,  180, 1, 3, 613150, 45171.35, 0, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 410,  7, 12,  180, 1, 3, 658780, 45171.35, 150, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  180, 1, 3, 639239, 45171.35, 247, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 962,  7, 12,  180, 1, 3, 658500, 45171.35, 150, 0.00, 1: 46; 2: 46; 3: 14; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  180, 1, 3, 613139, 45171.35, 2, 0.00, 1: 47; 2: 44; 3: 15; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  181, 1, 3, 658815, 45171.35, 0, 0.00, 1: 50; 2: 37; 3: 19; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  181, 1, 3, 658694, 45171.35, 127, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 954,  8, 10,  181, 1, 3, 633926, 45171.35, 0, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009,  20,  6, 13,  181, 1, 3, 619521, 45171.35, 169, 0.00, 1: 46; 2: 45; 3: 15; 
Glucose_Repression_Signaling_2009, 129,  8, 10,  181, 1, 3, 634072, 45171.35, 14, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 284, 11,  7,  181, 1, 3, 613203, 45171.35, 169, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  181, 1, 3, 658721, 45171.35, 221, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009, 137,  7, 11,  181, 1, 3, 613168, 45171.35, 14, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  181, 1, 3, 633955, 45171.35, 0, 0.00, 1: 44; 2: 49; 3: 13; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  181, 1, 3, 613158, 45171.35, 0, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009, 439,  6, 13,  181, 1, 3, 619521, 45171.35, 0, 0.00, 1: 46; 2: 45; 3: 15; 
Glucose_Repression_Signaling_2009, 504,  7, 12,  181, 1, 3, 658938, 45171.35, 0, 0.00, 1: 44; 2: 49; 3: 13; 
Glucose_Repression_Signaling_2009, 667,  7, 12,  181, 1, 3, 658748, 45171.35, 54, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  181, 1, 3, 613175, 45171.35, 162, 0.00, 1: 44; 2: 49; 3: 13; 
Glucose_Repression_Signaling_2009, 596,  8, 10,  181, 1, 3, 634136, 45171.35, 169, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  181, 1, 3, 613164, 45171.35, 0, 0.00, 1: 50; 2: 37; 3: 19; 
Glucose_Repression_Signaling_2009, 579, 10,  8,  181, 1, 3, 633981, 45171.35, 54, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  181, 1, 3, 658655, 45171.35, 32, 0.00, 1: 46; 2: 45; 3: 15; 
Glucose_Repression_Signaling_2009, 791,  6, 14,  181, 1, 3, 658752, 45171.35, 0, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 561, 11,  7,  181, 1, 3, 613200, 45171.35, 0, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 556,  7, 11,  181, 1, 3, 613194, 45171.35, 50, 0.00, 1: 48; 2: 41; 3: 17; 
Glucose_Repression_Signaling_2009, 552,  9,  9,  181, 1, 3, 639320, 45171.35, 32, 0.00, 1: 46; 2: 45; 3: 15; 
Glucose_Repression_Signaling_2009, 736,  8, 10,  181, 1, 3, 634059, 45171.35, 6, 0.00, 1: 44; 2: 49; 3: 13; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  181, 1, 3, 634078, 45171.35, 218, 0.00, 1: 49; 2: 39; 3: 18; 
Glucose_Repression_Signaling_2009, 927,  9,  9,  181, 1, 3, 639150, 45171.35, 0, 0.00, 1: 51; 2: 35; 3: 20; 
Glucose_Repression_Signaling_2009, 171,  7, 11,  181, 1, 3, 613165, 45171.35, 84, 0.00, 1: 45; 2: 47; 3: 14; 
Glucose_Repression_Signaling_2009, 508, 11,  7,  181, 1, 3, 613269, 45171.35, 0, 0.00, 1: 43; 2: 51; 3: 12; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  181, 1, 3, 613147, 45171.35, 0, 0.00, 1: 46; 2: 45; 3: 15; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  181, 1, 3, 658516, 45171.35, 54, 0.00, 1: 49; 2: 39; 3: 18; 
Glucose_Repression_Signaling_2009, 484,  8, 10,  181, 1, 3, 634027, 45171.35, 0, 0.00, 1: 43; 2: 51; 3: 12; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  181, 1, 3, 658810, 45171.35, 0, 0.00, 1: 47; 2: 43; 3: 16; 
Glucose_Repression_Signaling_2009, 998, 11,  7,  182, 1, 3, 613110, 45171.35, 0, 0.00, 1: 45; 2: 46; 3: 15; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  182, 1, 3, 639179, 45171.35, 255, 0.00, 1: 48; 2: 40; 3: 18; 
Glucose_Repression_Signaling_2009, 999,  7, 12,  182, 1, 3, 658450, 45171.35, 0, 0.00, 1: 44; 2: 48; 3: 14; 
Glucose_Repression_Signaling_2009, 569,  6, 13,  182, 1, 3, 619521, 45171.35, 0, 0.00, 1: 43; 2: 50; 3: 13; 
Glucose_Repression_Signaling_2009, 431,  7, 11,  182, 1, 3, 613206, 45171.35, 0, 0.00, 1: 46; 2: 44; 3: 16; 
Glucose_Repression_Signaling_2009, 724, 11,  7,  182, 1, 3, 613199, 45171.35, 0, 0.00, 1: 45; 2: 46; 3: 15; 
Glucose_Repression_Signaling_2009,  94,  9,  9,  182, 1, 3, 639124, 45171.35, 0, 0.00, 1: 47; 2: 42; 3: 17; 
Glucose_Repression_Signaling_2009, 848,  6, 14,  182, 1, 3, 658577, 45171.35, 48, 0.00, 1: 43; 2: 50; 3: 13; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  182, 1, 3, 613225, 45171.35, 0, 0.00, 1: 42; 2: 52; 3: 12; 
Glucose_Repression_Signaling_2009, 854, 11,  7,  182, 1, 3, 613140, 45171.35, 0, 0.00, 1: 45; 2: 46; 3: 15; 
Glucose_Repression_Signaling_2009, 672,  8, 10,  182, 1, 3, 634161, 45171.35, 6, 0.00, 1: 49; 2: 38; 3: 19; 
Glucose_Repression_Signaling_2009, 660,  8, 10,  182, 1, 3, 633930, 45171.35, 169, 0.00, 1: 44; 2: 48; 3: 14; 
Glucose_Repression_Signaling_2009, 873,  6, 13,  182, 1, 3, 619576, 45171.35, 71, 0.00, 1: 44; 2: 48; 3: 14; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  182, 1, 3, 619565, 45171.35, 0, 0.00, 1: 46; 2: 44; 3: 16; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  182, 1, 3, 639280, 45171.35, 0, 0.00, 1: 46; 2: 44; 3: 16; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  182, 1, 3, 633840, 45171.35, 48, 0.00, 1: 45; 2: 46; 3: 15; 
Glucose_Repression_Signaling_2009, 209,  7, 11,  182, 1, 3, 613244, 45171.35, 4, 0.00, 1: 42; 2: 52; 3: 12; 
Glucose_Repression_Signaling_2009, 555,  8, 10,  182, 1, 3, 634112, 45171.35, 76, 0.00, 1: 43; 2: 50; 3: 13; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  182, 1, 3, 619445, 45171.35, 97, 0.00, 1: 45; 2: 46; 3: 15; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  182, 1, 3, 634106, 45171.35, 32, 0.00, 1: 42; 2: 52; 3: 12; 
Glucose_Repression_Signaling_2009, 396,  7, 12,  182, 1, 3, 658540, 45171.35, 0, 0.00, 1: 47; 2: 42; 3: 17; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  182, 1, 3, 613172, 45171.35, 0, 0.00, 1: 41; 2: 54; 3: 11; 
Glucose_Repression_Signaling_2009, 460, 11,  7,  182, 1, 3, 613160, 45171.35, 169, 0.00, 1: 46; 2: 44; 3: 16; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  183, 1, 3, 613185, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 14; 
Glucose_Repression_Signaling_2009, 576,  7, 12,  183, 1, 3, 658507, 45171.35, 240, 0.00, 1: 45; 2: 45; 3: 16; 
Glucose_Repression_Signaling_2009, 783,  7, 11,  183, 1, 3, 613238, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 14; 
Glucose_Repression_Signaling_2009, 802,  7, 12,  183, 1, 3, 658533, 45171.35, 0, 0.00, 1: 45; 2: 45; 3: 16; 
Glucose_Repression_Signaling_2009, 809,  6, 13,  183, 1, 3, 619606, 45171.35, 71, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009, 713,  8, 10,  183, 1, 3, 634050, 45171.35, 0, 0.00, 1: 45; 2: 45; 3: 16; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  183, 1, 3, 634147, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 15; 
Glucose_Repression_Signaling_2009, 951, 11,  7,  183, 1, 3, 613222, 45171.35, 0, 0.00, 1: 45; 2: 45; 3: 16; 
Glucose_Repression_Signaling_2009, 481,  9,  9,  183, 1, 3, 639218, 45171.35, 0, 0.00, 1: 46; 2: 43; 3: 17; 
Glucose_Repression_Signaling_2009, 377, 11,  7,  183, 1, 3, 613136, 45171.35, 0, 0.00, 1: 46; 2: 43; 3: 17; 
Glucose_Repression_Signaling_2009, 942, 10,  8,  183, 1, 3, 633938, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 14; 
Glucose_Repression_Signaling_2009, 645, 11,  7,  183, 1, 3, 613163, 45171.35, 85, 0.00, 1: 45; 2: 45; 3: 16; 
Glucose_Repression_Signaling_2009, 630,  8, 10,  183, 1, 3, 634015, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 15; 
Glucose_Repression_Signaling_2009, 926,  6, 14,  183, 1, 3, 658837, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 15; 
Glucose_Repression_Signaling_2009, 229,  6, 13,  183, 1, 3, 619556, 45171.35, 0, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  183, 1, 3, 634174, 45171.35, 0, 0.00, 1: 47; 2: 41; 3: 18; 
Glucose_Repression_Signaling_2009,  63, 11,  7,  183, 1, 3, 613224, 45171.35, 0, 0.00, 1: 42; 2: 51; 3: 13; 
Glucose_Repression_Signaling_2009, 102, 11,  7,  183, 1, 3, 613102, 45171.35, 0, 0.00, 1: 41; 2: 53; 3: 12; 
Glucose_Repression_Signaling_2009, 159, 11,  7,  183, 1, 3, 613183, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 15; 
Glucose_Repression_Signaling_2009, 679,  6, 14,  184, 1, 3, 658792, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 669,  6, 14,  184, 1, 3, 658684, 45171.35, 85, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 922,  7, 11,  184, 1, 3, 613176, 45171.35, 150, 0.00, 1: 48; 2: 38; 3: 20; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  184, 1, 3, 613141, 45171.35, 32, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 304,  6, 14,  184, 1, 3, 658785, 45171.35, 8, 0.00, 1: 44; 2: 46; 3: 16; 
Glucose_Repression_Signaling_2009, 477,  6, 14,  184, 1, 3, 658644, 45171.35, 85, 0.00, 1: 44; 2: 46; 3: 16; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  184, 1, 3, 613179, 45171.35, 200, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 800,  9,  9,  184, 1, 3, 639122, 45171.35, 6, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 763, 11,  7,  184, 1, 3, 613166, 45171.35, 0, 0.00, 1: 44; 2: 46; 3: 16; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  184, 1, 3, 613233, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 17; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  184, 1, 3, 639159, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 635, 10,  8,  184, 1, 3, 633990, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 17; 
Glucose_Repression_Signaling_2009, 965,  7, 11,  184, 1, 3, 613231, 45171.35, 85, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009,  99,  7, 11,  184, 1, 3, 613188, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 130, 11,  7,  184, 1, 3, 613258, 45171.35, 187, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 290, 10,  8,  184, 1, 3, 634016, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 18; 
Glucose_Repression_Signaling_2009, 604,  9,  9,  184, 1, 3, 639206, 45171.35, 169, 0.00, 1: 45; 2: 44; 3: 17; 
Glucose_Repression_Signaling_2009, 540,  8, 10,  184, 1, 3, 633956, 45171.35, 169, 0.00, 1: 44; 2: 46; 3: 16; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  184, 1, 3, 658778, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 18; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  184, 1, 3, 634078, 45171.35, 54, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 558, 10,  8,  184, 1, 3, 633890, 45171.35, 0, 0.00, 1: 44; 2: 46; 3: 16; 
Glucose_Repression_Signaling_2009, 878,  6, 13,  184, 1, 3, 619528, 45171.35, 32, 0.00, 1: 43; 2: 48; 3: 15; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  185, 1, 3, 658867, 45171.35, 32, 0.00, 1: 44; 2: 45; 3: 17; 
Glucose_Repression_Signaling_2009, 488,  6, 14,  185, 1, 3, 658838, 45171.35, 32, 0.00, 1: 44; 2: 45; 3: 17; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  185, 1, 3, 613186, 45171.35, 0, 0.00, 1: 42; 2: 49; 3: 15; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  185, 1, 3, 619651, 45171.35, 0, 0.00, 1: 44; 2: 45; 3: 17; 
Glucose_Repression_Signaling_2009, 223,  7, 11,  185, 1, 3, 613208, 45171.35, 0, 0.00, 1: 42; 2: 49; 3: 15; 
Glucose_Repression_Signaling_2009,  79,  7, 12,  185, 1, 3, 658894, 45171.35, 0, 0.00, 1: 44; 2: 45; 3: 17; 
Glucose_Repression_Signaling_2009, 568,  7, 12,  185, 1, 3, 658766, 45171.35, 0, 0.00, 1: 39; 2: 55; 3: 12; 
Glucose_Repression_Signaling_2009, 389,  7, 12,  185, 1, 3, 658839, 45171.35, 0, 0.00, 1: 44; 2: 45; 3: 17; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  185, 1, 3, 658840, 45171.35, 250, 0.00, 1: 45; 2: 43; 3: 18; 
Glucose_Repression_Signaling_2009, 112,  6, 14,  185, 1, 3, 658751, 45171.35, 28, 0.00, 1: 42; 2: 49; 3: 15; 
Glucose_Repression_Signaling_2009, 959,  7, 11,  185, 1, 3, 613139, 45171.35, 0, 0.00, 1: 43; 2: 47; 3: 16; 
Glucose_Repression_Signaling_2009, 511,  9,  9,  185, 1, 3, 639161, 45171.35, 0, 0.00, 1: 41; 2: 51; 3: 14; 
Glucose_Repression_Signaling_2009, 509,  6, 13,  185, 1, 3, 619517, 45171.35, 0, 0.00, 1: 42; 2: 49; 3: 15; 
Glucose_Repression_Signaling_2009, 984,  9,  9,  185, 1, 3, 639144, 45171.35, 200, 0.00, 1: 45; 2: 43; 3: 18; 
Glucose_Repression_Signaling_2009, 625,  7, 12,  186, 1, 3, 658821, 45171.35, 0, 0.00, 1: 44; 2: 44; 3: 18; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  186, 1, 3, 658630, 45171.35, 0, 0.00, 1: 42; 2: 48; 3: 16; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  186, 1, 3, 613231, 45171.35, 186, 0.00, 1: 41; 2: 50; 3: 15; 
Glucose_Repression_Signaling_2009, 273,  7, 12,  186, 1, 3, 658896, 45171.35, 0, 0.00, 1: 45; 2: 42; 3: 19; 
Glucose_Repression_Signaling_2009, 752, 11,  7,  186, 1, 3, 613149, 45171.35, 22, 0.00, 1: 42; 2: 48; 3: 16; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  186, 1, 3, 613194, 45171.35, 0, 0.00, 1: 43; 2: 46; 3: 17; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  186, 1, 3, 619604, 45171.35, 0, 0.00, 1: 42; 2: 48; 3: 16; 
Glucose_Repression_Signaling_2009, 657,  9,  9,  186, 1, 3, 639246, 45171.35, 223, 0.00, 1: 44; 2: 44; 3: 18; 
Glucose_Repression_Signaling_2009, 233,  6, 13,  186, 1, 3, 619618, 45171.35, 67, 0.00, 1: 44; 2: 44; 3: 18; 
Glucose_Repression_Signaling_2009,  72,  7, 11,  186, 1, 3, 613263, 45171.35, 0, 0.00, 1: 43; 2: 46; 3: 17; 
