Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
53(788)
Melhor resultado nxn: CD4_T_cell_signaling,  81, 14, 14,  496, 1, 3, 1583841, 110173.38, 0, 0.00, 1: 205; 2: 132; 3: 9; 
CD4_T_cell_signaling, 932, 11, 18,  510, 1, 3, 1595514, 110173.38, 115, 0.00, 1: 199; 2: 130; 3: 17; 
CD4_T_cell_signaling, 111,  9, 23,  510, 1, 3, 1649566, 110173.38, 0, 0.00, 1: 200; 2: 128; 3: 18; 
CD4_T_cell_signaling, 950,  8, 26,  510, 1, 3, 1664366, 110173.38, 0, 0.00, 1: 199; 2: 130; 3: 17; 
CD4_T_cell_signaling, 897, 10, 19,  510, 1, 3, 1526098, 110173.38, 0, 0.00, 1: 198; 2: 132; 3: 16; 
CD4_T_cell_signaling, 696, 12, 17,  510, 1, 3, 1626150, 110173.38, 44, 0.00, 1: 200; 2: 128; 3: 18; 
CD4_T_cell_signaling, 381,  9, 23,  510, 1, 3, 1649630, 110173.38, 0, 0.00, 1: 197; 2: 134; 3: 15; 
CD4_T_cell_signaling, 318, 12, 17,  510, 1, 3, 1626452, 110173.38, 0, 0.00, 1: 196; 2: 136; 3: 14; 
CD4_T_cell_signaling, 701,  9, 21,  510, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 199; 2: 130; 3: 17; 
CD4_T_cell_signaling, 375, 10, 19,  510, 1, 3, 1526067, 110173.38, 0, 0.00, 1: 196; 2: 136; 3: 14; 
CD4_T_cell_signaling, 107, 15, 13,  510, 1, 3, 1568174, 110173.38, 0, 0.00, 1: 194; 2: 140; 3: 12; 
CD4_T_cell_signaling, 192, 15, 13,  510, 1, 3, 1568159, 110173.38, 14, 0.00, 1: 200; 2: 128; 3: 18; 
CD4_T_cell_signaling, 182,  9, 22,  510, 1, 3, 1595520, 110173.38, 0, 0.00, 1: 202; 2: 124; 3: 20; 
CD4_T_cell_signaling, 116, 10, 20,  510, 1, 3, 1606332, 110173.38, 21, 0.00, 1: 201; 2: 126; 3: 19; 
CD4_T_cell_signaling, 795, 11, 18,  510, 1, 3, 1595526, 110173.38, 0, 0.00, 1: 195; 2: 138; 3: 13; 
CD4_T_cell_signaling, 537, 10, 19,  510, 1, 3, 1526078, 110173.38, 0, 0.00, 1: 194; 2: 140; 3: 12; 
CD4_T_cell_signaling,  19,  9, 21,  510, 1, 3, 1527876, 110173.38, 72, 0.00, 1: 204; 2: 120; 3: 22; 
CD4_T_cell_signaling, 534,  9, 21,  510, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 195; 2: 138; 3: 13; 
CD4_T_cell_signaling, 869, 10, 19,  510, 1, 3, 1526081, 110173.38, 0, 0.00, 1: 198; 2: 132; 3: 16; 
CD4_T_cell_signaling,  34, 10, 20,  511, 1, 3, 1606536, 110173.38, 0, 0.00, 1: 194; 2: 139; 3: 13; 
CD4_T_cell_signaling, 110,  8, 25,  511, 1, 3, 1606564, 110173.38, 0, 0.00, 1: 203; 2: 121; 3: 22; 
CD4_T_cell_signaling, 769, 13, 15,  511, 1, 3, 1568180, 110173.38, 0, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 151, 10, 19,  511, 1, 3, 1526074, 110173.38, 0, 0.00, 1: 195; 2: 137; 3: 14; 
CD4_T_cell_signaling, 458,  9, 22,  511, 1, 3, 1595652, 110173.38, 0, 0.00, 1: 197; 2: 133; 3: 16; 
CD4_T_cell_signaling, 592, 16, 12,  511, 1, 3, 1539694, 110173.38, 39, 0.00, 1: 201; 2: 125; 3: 20; 
CD4_T_cell_signaling, 239, 11, 18,  511, 1, 3, 1595392, 110173.38, 0, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 585, 10, 20,  511, 1, 3, 1606382, 110173.38, 0, 0.00, 1: 201; 2: 125; 3: 20; 
CD4_T_cell_signaling, 779, 10, 20,  511, 1, 3, 1606677, 110173.38, 0, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling,  38, 10, 20,  511, 1, 3, 1606581, 110173.38, 0, 0.00, 1: 196; 2: 135; 3: 15; 
CD4_T_cell_signaling, 480, 12, 17,  511, 1, 3, 1626238, 110173.38, 32, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 568,  9, 22,  511, 1, 3, 1595779, 110173.38, 36, 0.00, 1: 200; 2: 127; 3: 19; 
CD4_T_cell_signaling, 557, 12, 17,  511, 1, 3, 1626366, 110173.38, 0, 0.00, 1: 197; 2: 133; 3: 16; 
CD4_T_cell_signaling, 995, 16, 12,  511, 1, 3, 1539735, 110173.38, 0, 0.00, 1: 197; 2: 133; 3: 16; 
CD4_T_cell_signaling, 517, 14, 14,  511, 1, 3, 1583850, 110173.38, 0, 0.00, 1: 198; 2: 131; 3: 17; 
CD4_T_cell_signaling,  94, 10, 19,  511, 1, 3, 1526064, 110173.38, 0, 0.00, 1: 196; 2: 135; 3: 15; 
CD4_T_cell_signaling, 797, 15, 13,  511, 1, 3, 1568168, 110173.38, 0, 0.00, 1: 194; 2: 139; 3: 13; 
CD4_T_cell_signaling, 902,  9, 23,  511, 1, 3, 1649758, 110173.38, 0, 0.00, 1: 203; 2: 121; 3: 22; 
CD4_T_cell_signaling, 135, 16, 12,  511, 1, 3, 1539596, 110173.38, 0, 0.00, 1: 198; 2: 131; 3: 17; 
CD4_T_cell_signaling,  63, 12, 17,  511, 1, 3, 1626199, 110173.38, 0, 0.00, 1: 194; 2: 139; 3: 13; 
CD4_T_cell_signaling, 326, 11, 18,  511, 1, 3, 1595345, 110173.38, 0, 0.00, 1: 196; 2: 135; 3: 15; 
CD4_T_cell_signaling, 712, 16, 12,  511, 1, 3, 1539755, 110173.38, 46, 0.00, 1: 197; 2: 133; 3: 16; 
CD4_T_cell_signaling, 371, 14, 14,  511, 1, 3, 1583892, 110173.38, 0, 0.00, 1: 195; 2: 137; 3: 14; 
CD4_T_cell_signaling,  66, 10, 19,  511, 1, 3, 1526065, 110173.38, 0, 0.00, 1: 193; 2: 141; 3: 12; 
CD4_T_cell_signaling, 732, 12, 16,  511, 1, 3, 1539766, 110173.38, 142, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 382, 10, 20,  511, 1, 3, 1606688, 110173.38, 0, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 386,  9, 21,  511, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 192; 2: 143; 3: 11; 
CD4_T_cell_signaling,  11, 16, 12,  511, 1, 3, 1539774, 110173.38, 241, 0.00, 1: 193; 2: 141; 3: 12; 
CD4_T_cell_signaling, 412,  9, 23,  511, 1, 3, 1649463, 110173.38, 39, 0.00, 1: 201; 2: 125; 3: 20; 
CD4_T_cell_signaling, 896,  9, 23,  511, 1, 3, 1649560, 110173.38, 69, 0.00, 1: 199; 2: 129; 3: 18; 
CD4_T_cell_signaling, 635, 15, 13,  511, 1, 3, 1568061, 110173.38, 0, 0.00, 1: 197; 2: 133; 3: 16; 
CD4_T_cell_signaling, 304, 10, 19,  511, 1, 3, 1526089, 110173.38, 18, 0.00, 1: 203; 2: 121; 3: 22; 
CD4_T_cell_signaling, 623,  9, 23,  511, 1, 3, 1649705, 110173.38, 0, 0.00, 1: 195; 2: 137; 3: 14; 
CD4_T_cell_signaling, 422, 16, 12,  511, 1, 3, 1539725, 110173.38, 0, 0.00, 1: 191; 2: 145; 3: 10; 
CD4_T_cell_signaling, 876, 14, 14,  512, 1, 3, 1583882, 110173.38, 65, 0.00, 1: 196; 2: 134; 3: 16; 
CD4_T_cell_signaling, 417, 15, 13,  512, 1, 3, 1568124, 110173.38, 0, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 289,  9, 22,  512, 1, 3, 1595237, 110173.38, 0, 0.00, 1: 202; 2: 122; 3: 22; 
CD4_T_cell_signaling, 901,  8, 26,  512, 1, 3, 1664237, 110173.38, 0, 0.00, 1: 196; 2: 134; 3: 16; 
CD4_T_cell_signaling, 862, 12, 16,  512, 1, 3, 1539715, 110173.38, 0, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 102,  9, 22,  512, 1, 3, 1595698, 110173.38, 0, 0.00, 1: 203; 2: 120; 3: 23; 
CD4_T_cell_signaling, 114,  9, 21,  512, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 195; 2: 136; 3: 15; 
CD4_T_cell_signaling, 855, 12, 17,  512, 1, 3, 1626207, 110173.38, 0, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 888, 15, 13,  512, 1, 3, 1568190, 110173.38, 68, 0.00, 1: 196; 2: 134; 3: 16; 
CD4_T_cell_signaling, 267, 15, 13,  512, 1, 3, 1568072, 110173.38, 0, 0.00, 1: 193; 2: 140; 3: 13; 
CD4_T_cell_signaling, 282,  9, 23,  512, 1, 3, 1649494, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 20; 
CD4_T_cell_signaling, 418, 12, 17,  512, 1, 3, 1626468, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 20; 
CD4_T_cell_signaling, 141, 11, 18,  512, 1, 3, 1595321, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 20; 
CD4_T_cell_signaling, 313, 14, 14,  512, 1, 3, 1583765, 110173.38, 0, 0.00, 1: 196; 2: 134; 3: 16; 
CD4_T_cell_signaling, 311, 14, 14,  512, 1, 3, 1583862, 110173.38, 0, 0.00, 1: 194; 2: 138; 3: 14; 
CD4_T_cell_signaling, 817,  9, 21,  512, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 204; 2: 118; 3: 24; 
CD4_T_cell_signaling, 197,  9, 21,  512, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 194; 2: 138; 3: 14; 
CD4_T_cell_signaling, 229,  9, 23,  512, 1, 3, 1649812, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 20; 
CD4_T_cell_signaling, 711, 10, 19,  512, 1, 3, 1526075, 110173.38, 0, 0.00, 1: 194; 2: 138; 3: 14; 
CD4_T_cell_signaling, 725, 15, 13,  512, 1, 3, 1568159, 110173.38, 0, 0.00, 1: 198; 2: 130; 3: 18; 
CD4_T_cell_signaling, 609, 13, 15,  512, 1, 3, 1568084, 110173.38, 0, 0.00, 1: 195; 2: 136; 3: 15; 
CD4_T_cell_signaling, 714, 10, 20,  512, 1, 3, 1606464, 110173.38, 0, 0.00, 1: 194; 2: 138; 3: 14; 
CD4_T_cell_signaling, 154, 11, 18,  512, 1, 3, 1595469, 110173.38, 0, 0.00, 1: 196; 2: 134; 3: 16; 
CD4_T_cell_signaling, 768,  8, 25,  512, 1, 3, 1606467, 110173.38, 53, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 763,  9, 22,  512, 1, 3, 1595415, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 20; 
CD4_T_cell_signaling, 629,  8, 26,  512, 1, 3, 1664240, 110173.38, 0, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 638, 14, 14,  512, 1, 3, 1583681, 110173.38, 0, 0.00, 1: 199; 2: 128; 3: 19; 
CD4_T_cell_signaling, 588, 11, 18,  512, 1, 3, 1595646, 110173.38, 125, 0.00, 1: 192; 2: 142; 3: 12; 
CD4_T_cell_signaling, 760,  8, 26,  512, 1, 3, 1664516, 110173.38, 52, 0.00, 1: 199; 2: 128; 3: 19; 
CD4_T_cell_signaling, 789,  8, 24,  512, 1, 3, 1539772, 110173.38, 0, 0.00, 1: 198; 2: 130; 3: 18; 
CD4_T_cell_signaling, 673, 10, 20,  512, 1, 3, 1606560, 110173.38, 0, 0.00, 1: 197; 2: 132; 3: 17; 
CD4_T_cell_signaling, 212, 14, 14,  512, 1, 3, 1583771, 110173.38, 120, 0.00, 1: 198; 2: 130; 3: 18; 
CD4_T_cell_signaling, 964, 13, 15,  513, 1, 3, 1567994, 110173.38, 70, 0.00, 1: 196; 2: 133; 3: 17; 
CD4_T_cell_signaling, 172, 12, 16,  513, 1, 3, 1539788, 110173.38, 154, 0.00, 1: 197; 2: 131; 3: 18; 
CD4_T_cell_signaling, 301, 12, 17,  513, 1, 3, 1626203, 110173.38, 0, 0.00, 1: 196; 2: 133; 3: 17; 
CD4_T_cell_signaling, 300, 13, 15,  513, 1, 3, 1568086, 110173.38, 91, 0.00, 1: 198; 2: 129; 3: 19; 
CD4_T_cell_signaling, 664, 11, 18,  513, 1, 3, 1595433, 110173.38, 41, 0.00, 1: 195; 2: 135; 3: 16; 
CD4_T_cell_signaling, 123,  8, 25,  513, 1, 3, 1606176, 110173.38, 0, 0.00, 1: 194; 2: 137; 3: 15; 
CD4_T_cell_signaling, 682, 16, 12,  513, 1, 3, 1539778, 110173.38, 0, 0.00, 1: 191; 2: 143; 3: 12; 
CD4_T_cell_signaling, 170, 10, 20,  513, 1, 3, 1606632, 110173.38, 0, 0.00, 1: 199; 2: 127; 3: 20; 
CD4_T_cell_signaling, 700, 12, 17,  513, 1, 3, 1626476, 110173.38, 157, 0.00, 1: 196; 2: 133; 3: 17; 
CD4_T_cell_signaling, 687,  9, 22,  513, 1, 3, 1595462, 110173.38, 0, 0.00, 1: 190; 2: 145; 3: 11; 
CD4_T_cell_signaling, 367, 15, 13,  513, 1, 3, 1568295, 110173.38, 0, 0.00, 1: 196; 2: 133; 3: 17; 
CD4_T_cell_signaling, 926,  8, 24,  513, 1, 3, 1539691, 110173.38, 0, 0.00, 1: 195; 2: 135; 3: 16; 
CD4_T_cell_signaling, 227, 12, 17,  513, 1, 3, 1626297, 110173.38, 0, 0.00, 1: 200; 2: 125; 3: 21; 
CD4_T_cell_signaling, 444, 13, 15,  513, 1, 3, 1568235, 110173.38, 155, 0.00, 1: 197; 2: 131; 3: 18; 
CD4_T_cell_signaling, 912, 12, 16,  513, 1, 3, 1539656, 110173.38, 69, 0.00, 1: 195; 2: 135; 3: 16; 
CD4_T_cell_signaling, 553,  9, 22,  513, 1, 3, 1595515, 110173.38, 0, 0.00, 1: 199; 2: 127; 3: 20; 
CD4_T_cell_signaling, 786,  8, 26,  513, 1, 3, 1663615, 110173.38, 0, 0.00, 1: 197; 2: 131; 3: 18; 
CD4_T_cell_signaling, 488, 10, 19,  513, 1, 3, 1526096, 110173.38, 33, 0.00, 1: 201; 2: 123; 3: 22; 
CD4_T_cell_signaling, 942, 15, 13,  513, 1, 3, 1568195, 110173.38, 0, 0.00, 1: 198; 2: 129; 3: 19; 
CD4_T_cell_signaling, 917,  9, 22,  513, 1, 3, 1595187, 110173.38, 0, 0.00, 1: 199; 2: 127; 3: 20; 
CD4_T_cell_signaling, 587, 14, 14,  513, 1, 3, 1583706, 110173.38, 0, 0.00, 1: 200; 2: 125; 3: 21; 
CD4_T_cell_signaling, 589, 10, 20,  513, 1, 3, 1606536, 110173.38, 0, 0.00, 1: 189; 2: 147; 3: 10; 
CD4_T_cell_signaling, 471, 11, 18,  513, 1, 3, 1595143, 110173.38, 0, 0.00, 1: 191; 2: 143; 3: 12; 
CD4_T_cell_signaling, 601, 14, 14,  513, 1, 3, 1583763, 110173.38, 0, 0.00, 1: 192; 2: 141; 3: 13; 
CD4_T_cell_signaling, 354, 12, 16,  513, 1, 3, 1539655, 110173.38, 0, 0.00, 1: 194; 2: 137; 3: 15; 
CD4_T_cell_signaling, 606,  9, 22,  513, 1, 3, 1595538, 110173.38, 0, 0.00, 1: 200; 2: 125; 3: 21; 
CD4_T_cell_signaling, 189, 10, 20,  513, 1, 3, 1606297, 110173.38, 0, 0.00, 1: 191; 2: 143; 3: 12; 
CD4_T_cell_signaling, 618, 16, 12,  513, 1, 3, 1539737, 110173.38, 0, 0.00, 1: 195; 2: 135; 3: 16; 
CD4_T_cell_signaling,  61,  9, 22,  514, 1, 3, 1595605, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 374, 12, 16,  514, 1, 3, 1539698, 110173.38, 0, 0.00, 1: 194; 2: 136; 3: 16; 
CD4_T_cell_signaling, 715,  9, 23,  514, 1, 3, 1649945, 110173.38, 0, 0.00, 1: 199; 2: 126; 3: 21; 
CD4_T_cell_signaling, 720,  8, 26,  514, 1, 3, 1664290, 110173.38, 47, 0.00, 1: 202; 2: 120; 3: 24; 
CD4_T_cell_signaling, 858,  9, 21,  514, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 199; 2: 126; 3: 21; 
CD4_T_cell_signaling, 627, 10, 20,  514, 1, 3, 1606499, 110173.38, 0, 0.00, 1: 193; 2: 138; 3: 15; 
CD4_T_cell_signaling, 706, 16, 12,  514, 1, 3, 1539678, 110173.38, 0, 0.00, 1: 195; 2: 134; 3: 17; 
CD4_T_cell_signaling, 341, 10, 20,  514, 1, 3, 1606632, 110173.38, 0, 0.00, 1: 191; 2: 142; 3: 13; 
CD4_T_cell_signaling, 340, 12, 17,  514, 1, 3, 1626377, 110173.38, 24, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 723, 11, 18,  514, 1, 3, 1595585, 110173.38, 0, 0.00, 1: 191; 2: 142; 3: 13; 
CD4_T_cell_signaling, 608,  9, 22,  514, 1, 3, 1595349, 110173.38, 39, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 539,  8, 25,  514, 1, 3, 1606483, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 794, 10, 19,  514, 1, 3, 1526106, 110173.38, 0, 0.00, 1: 194; 2: 136; 3: 16; 
CD4_T_cell_signaling, 503,  8, 26,  514, 1, 3, 1663852, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 484, 13, 15,  514, 1, 3, 1568050, 110173.38, 170, 0.00, 1: 199; 2: 126; 3: 21; 
CD4_T_cell_signaling, 574, 14, 14,  514, 1, 3, 1583814, 110173.38, 0, 0.00, 1: 195; 2: 134; 3: 17; 
CD4_T_cell_signaling,  88, 12, 16,  514, 1, 3, 1539756, 110173.38, 9, 0.00, 1: 192; 2: 140; 3: 14; 
CD4_T_cell_signaling, 468, 12, 17,  514, 1, 3, 1626421, 110173.38, 21, 0.00, 1: 190; 2: 144; 3: 12; 
CD4_T_cell_signaling, 463, 12, 17,  514, 1, 3, 1625632, 110173.38, 0, 0.00, 1: 197; 2: 130; 3: 19; 
CD4_T_cell_signaling, 737, 11, 18,  514, 1, 3, 1595599, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 612,  9, 23,  514, 1, 3, 1649648, 110173.38, 26, 0.00, 1: 196; 2: 132; 3: 18; 
CD4_T_cell_signaling, 616, 16, 12,  514, 1, 3, 1539764, 110173.38, 39, 0.00, 1: 193; 2: 138; 3: 15; 
CD4_T_cell_signaling, 449, 13, 15,  514, 1, 3, 1568176, 110173.38, 0, 0.00, 1: 194; 2: 136; 3: 16; 
CD4_T_cell_signaling, 430, 13, 15,  514, 1, 3, 1568176, 110173.38, 0, 0.00, 1: 192; 2: 140; 3: 14; 
CD4_T_cell_signaling, 624, 13, 15,  514, 1, 3, 1568229, 110173.38, 39, 0.00, 1: 192; 2: 140; 3: 14; 
CD4_T_cell_signaling,  80, 15, 13,  514, 1, 3, 1568138, 110173.38, 8, 0.00, 1: 195; 2: 134; 3: 17; 
CD4_T_cell_signaling, 954, 13, 15,  514, 1, 3, 1568200, 110173.38, 0, 0.00, 1: 190; 2: 144; 3: 12; 
CD4_T_cell_signaling, 312,  9, 23,  514, 1, 3, 1649398, 110173.38, 18, 0.00, 1: 201; 2: 122; 3: 23; 
CD4_T_cell_signaling, 190, 14, 14,  514, 1, 3, 1583667, 110173.38, 0, 0.00, 1: 195; 2: 134; 3: 17; 
CD4_T_cell_signaling, 908, 14, 14,  514, 1, 3, 1583836, 110173.38, 86, 0.00, 1: 192; 2: 140; 3: 14; 
CD4_T_cell_signaling, 261, 12, 16,  514, 1, 3, 1539671, 110173.38, 0, 0.00, 1: 196; 2: 132; 3: 18; 
CD4_T_cell_signaling, 940, 12, 17,  514, 1, 3, 1626344, 110173.38, 37, 0.00, 1: 197; 2: 130; 3: 19; 
CD4_T_cell_signaling, 899, 12, 16,  514, 1, 3, 1539739, 110173.38, 0, 0.00, 1: 195; 2: 134; 3: 17; 
CD4_T_cell_signaling, 903, 16, 12,  514, 1, 3, 1539669, 110173.38, 0, 0.00, 1: 194; 2: 136; 3: 16; 
CD4_T_cell_signaling, 989, 12, 16,  514, 1, 3, 1539758, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 20; 
CD4_T_cell_signaling, 291,  9, 23,  515, 1, 3, 1649489, 110173.38, 0, 0.00, 1: 191; 2: 141; 3: 14; 
CD4_T_cell_signaling, 162,  8, 25,  515, 1, 3, 1606509, 110173.38, 0, 0.00, 1: 196; 2: 131; 3: 19; 
CD4_T_cell_signaling, 918, 16, 12,  515, 1, 3, 1539724, 110173.38, 0, 0.00, 1: 197; 2: 129; 3: 20; 
CD4_T_cell_signaling, 835, 10, 20,  515, 1, 3, 1606713, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 18; 
CD4_T_cell_signaling, 399,  8, 24,  515, 1, 3, 1539745, 110173.38, 0, 0.00, 1: 197; 2: 129; 3: 20; 
CD4_T_cell_signaling, 400,  9, 23,  515, 1, 3, 1649651, 110173.38, 25, 0.00, 1: 198; 2: 127; 3: 21; 
CD4_T_cell_signaling, 648, 14, 14,  515, 1, 3, 1583686, 110173.38, 41, 0.00, 1: 192; 2: 139; 3: 15; 
CD4_T_cell_signaling, 490, 14, 14,  515, 1, 3, 1583767, 110173.38, 0, 0.00, 1: 193; 2: 137; 3: 16; 
CD4_T_cell_signaling, 275, 16, 12,  515, 1, 3, 1539723, 110173.38, 0, 0.00, 1: 193; 2: 137; 3: 16; 
CD4_T_cell_signaling, 198, 10, 20,  515, 1, 3, 1606451, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 18; 
CD4_T_cell_signaling, 530, 11, 18,  515, 1, 3, 1595599, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 18; 
CD4_T_cell_signaling, 262,  9, 21,  515, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 194; 2: 135; 3: 17; 
CD4_T_cell_signaling, 694, 12, 17,  515, 1, 3, 1626404, 110173.38, 0, 0.00, 1: 196; 2: 131; 3: 19; 
CD4_T_cell_signaling, 829, 11, 18,  515, 1, 3, 1595758, 110173.38, 0, 0.00, 1: 192; 2: 139; 3: 15; 
CD4_T_cell_signaling, 203,  9, 22,  515, 1, 3, 1595528, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 18; 
CD4_T_cell_signaling, 396, 16, 12,  515, 1, 3, 1539663, 110173.38, 141, 0.00, 1: 189; 2: 145; 3: 12; 
CD4_T_cell_signaling, 730, 10, 20,  515, 1, 3, 1606579, 110173.38, 0, 0.00, 1: 196; 2: 131; 3: 19; 
CD4_T_cell_signaling, 119,  8, 25,  515, 1, 3, 1606434, 110173.38, 0, 0.00, 1: 200; 2: 123; 3: 23; 
CD4_T_cell_signaling,  70, 12, 16,  515, 1, 3, 1539745, 110173.38, 0, 0.00, 1: 192; 2: 139; 3: 15; 
CD4_T_cell_signaling, 499, 16, 12,  515, 1, 3, 1539658, 110173.38, 0, 0.00, 1: 198; 2: 127; 3: 21; 
CD4_T_cell_signaling, 278, 11, 18,  515, 1, 3, 1595529, 110173.38, 0, 0.00, 1: 190; 2: 143; 3: 13; 
CD4_T_cell_signaling, 333, 10, 20,  515, 1, 3, 1606525, 110173.38, 0, 0.00, 1: 192; 2: 139; 3: 15; 
CD4_T_cell_signaling, 420, 15, 13,  515, 1, 3, 1568177, 110173.38, 9, 0.00, 1: 191; 2: 141; 3: 14; 
CD4_T_cell_signaling, 147, 14, 14,  515, 1, 3, 1583862, 110173.38, 0, 0.00, 1: 194; 2: 135; 3: 17; 
CD4_T_cell_signaling, 767, 10, 20,  515, 1, 3, 1606434, 110173.38, 0, 0.00, 1: 198; 2: 127; 3: 21; 
CD4_T_cell_signaling, 923, 15, 13,  515, 1, 3, 1568185, 110173.38, 0, 0.00, 1: 193; 2: 137; 3: 16; 
CD4_T_cell_signaling, 987, 11, 18,  515, 1, 3, 1595547, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 18; 
CD4_T_cell_signaling,  79, 12, 17,  515, 1, 3, 1626112, 110173.38, 0, 0.00, 1: 191; 2: 141; 3: 14; 
CD4_T_cell_signaling, 193, 16, 12,  515, 1, 3, 1539682, 110173.38, 0, 0.00, 1: 191; 2: 141; 3: 14; 
CD4_T_cell_signaling, 740,  8, 24,  515, 1, 3, 1539722, 110173.38, 48, 0.00, 1: 197; 2: 129; 3: 20; 
CD4_T_cell_signaling, 272,  9, 22,  515, 1, 3, 1595452, 110173.38, 18, 0.00, 1: 199; 2: 125; 3: 22; 
CD4_T_cell_signaling, 265,  8, 24,  515, 1, 3, 1539705, 110173.38, 0, 0.00, 1: 191; 2: 141; 3: 14; 
CD4_T_cell_signaling, 155,  9, 22,  515, 1, 3, 1595566, 110173.38, 0, 0.00, 1: 193; 2: 137; 3: 16; 
CD4_T_cell_signaling,  89, 14, 14,  515, 1, 3, 1583709, 110173.38, 0, 0.00, 1: 190; 2: 143; 3: 13; 
CD4_T_cell_signaling, 583,  9, 23,  515, 1, 3, 1649843, 110173.38, 0, 0.00, 1: 192; 2: 139; 3: 15; 
CD4_T_cell_signaling, 584, 13, 15,  515, 1, 3, 1568296, 110173.38, 38, 0.00, 1: 198; 2: 127; 3: 21; 
CD4_T_cell_signaling, 507,  8, 25,  516, 1, 3, 1606643, 110173.38, 0, 0.00, 1: 195; 2: 132; 3: 19; 
CD4_T_cell_signaling, 280,  8, 25,  516, 1, 3, 1606386, 110173.38, 18, 0.00, 1: 195; 2: 132; 3: 19; 
CD4_T_cell_signaling, 919, 16, 12,  516, 1, 3, 1539765, 110173.38, 0, 0.00, 1: 187; 2: 148; 3: 11; 
CD4_T_cell_signaling, 738,  9, 21,  516, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 193; 2: 136; 3: 17; 
CD4_T_cell_signaling, 421, 14, 14,  516, 1, 3, 1583810, 110173.38, 0, 0.00, 1: 192; 2: 138; 3: 16; 
CD4_T_cell_signaling, 677,  8, 26,  516, 1, 3, 1664537, 110173.38, 0, 0.00, 1: 193; 2: 136; 3: 17; 
CD4_T_cell_signaling, 306,  8, 25,  516, 1, 3, 1606465, 110173.38, 0, 0.00, 1: 195; 2: 132; 3: 19; 
CD4_T_cell_signaling, 809,  9, 23,  516, 1, 3, 1649983, 110173.38, 0, 0.00, 1: 201; 2: 120; 3: 25; 
CD4_T_cell_signaling, 837,  9, 22,  516, 1, 3, 1595508, 110173.38, 0, 0.00, 1: 195; 2: 132; 3: 19; 
CD4_T_cell_signaling, 651,  8, 24,  516, 1, 3, 1539712, 110173.38, 0, 0.00, 1: 196; 2: 130; 3: 20; 
CD4_T_cell_signaling, 848, 14, 14,  516, 1, 3, 1583791, 110173.38, 63, 0.00, 1: 190; 2: 142; 3: 14; 
CD4_T_cell_signaling, 823, 14, 14,  516, 1, 3, 1583865, 110173.38, 0, 0.00, 1: 190; 2: 142; 3: 14; 
CD4_T_cell_signaling, 572, 14, 14,  516, 1, 3, 1583982, 110173.38, 138, 0.00, 1: 192; 2: 138; 3: 16; 
CD4_T_cell_signaling, 169, 12, 17,  516, 1, 3, 1626268, 110173.38, 0, 0.00, 1: 191; 2: 140; 3: 15; 
CD4_T_cell_signaling, 276, 15, 13,  516, 1, 3, 1568222, 110173.38, 97, 0.00, 1: 191; 2: 140; 3: 15; 
