Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
193(640)
Melhor resultado nxn: CD4_T_cell_signaling, 990, 14, 14,  530, 1, 3, 1583733, 112548.32, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 680, 10, 19,  543, 1, 3, 1526064, 112548.32, 42, 0.00, 1: 174; 2: 147; 3: 25; 
CD4_T_cell_signaling, 989, 12, 16,  543, 1, 3, 1539734, 112548.32, 0, 0.00, 1: 170; 2: 155; 3: 21; 
CD4_T_cell_signaling, 652, 15, 13,  543, 1, 3, 1568139, 112548.32, 102, 0.00, 1: 167; 2: 161; 3: 18; 
CD4_T_cell_signaling,  14,  8, 26,  543, 1, 3, 1663873, 112548.32, 0, 0.00, 1: 175; 2: 145; 3: 26; 
CD4_T_cell_signaling, 431,  9, 21,  543, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 174; 2: 147; 3: 25; 
CD4_T_cell_signaling,  27, 14, 14,  543, 1, 3, 1583899, 112548.32, 6, 0.00, 1: 175; 2: 145; 3: 26; 
CD4_T_cell_signaling, 626,  9, 21,  543, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 177; 2: 141; 3: 28; 
CD4_T_cell_signaling, 581, 10, 19,  543, 1, 3, 1526102, 112548.32, 0, 0.00, 1: 172; 2: 151; 3: 23; 
CD4_T_cell_signaling, 281, 16, 12,  543, 1, 3, 1539691, 112548.32, 0, 0.00, 1: 172; 2: 151; 3: 23; 
CD4_T_cell_signaling, 381,  9, 23,  543, 1, 3, 1649492, 112548.32, 0, 0.00, 1: 168; 2: 159; 3: 19; 
CD4_T_cell_signaling,  71, 11, 18,  543, 1, 3, 1595352, 112548.32, 0, 0.00, 1: 168; 2: 159; 3: 19; 
CD4_T_cell_signaling, 516,  9, 22,  543, 1, 3, 1595664, 112548.32, 92, 0.00, 1: 177; 2: 141; 3: 28; 
CD4_T_cell_signaling, 676, 16, 12,  543, 1, 3, 1539697, 112548.32, 80, 0.00, 1: 173; 2: 149; 3: 24; 
CD4_T_cell_signaling, 887, 16, 12,  543, 1, 3, 1539665, 112548.32, 0, 0.00, 1: 167; 2: 161; 3: 18; 
CD4_T_cell_signaling, 334,  9, 23,  543, 1, 3, 1649656, 112548.32, 0, 0.00, 1: 174; 2: 147; 3: 25; 
CD4_T_cell_signaling, 968, 12, 16,  543, 1, 3, 1539742, 112548.32, 72, 0.00, 1: 169; 2: 157; 3: 20; 
CD4_T_cell_signaling, 824,  9, 23,  543, 1, 3, 1649631, 112548.32, 60, 0.00, 1: 171; 2: 153; 3: 22; 
CD4_T_cell_signaling, 748, 14, 14,  544, 1, 3, 1583820, 112548.32, 51, 0.00, 1: 172; 2: 150; 3: 24; 
CD4_T_cell_signaling, 228,  9, 21,  544, 1, 3, 1527876, 112548.32, 129, 0.00, 1: 168; 2: 158; 3: 20; 
CD4_T_cell_signaling, 685, 16, 12,  544, 1, 3, 1539751, 112548.32, 0, 0.00, 1: 167; 2: 160; 3: 19; 
CD4_T_cell_signaling, 507,  8, 25,  544, 1, 3, 1606716, 112548.32, 0, 0.00, 1: 170; 2: 154; 3: 22; 
CD4_T_cell_signaling, 524,  9, 23,  544, 1, 3, 1649890, 112548.32, 75, 0.00, 1: 172; 2: 150; 3: 24; 
CD4_T_cell_signaling,  69, 10, 19,  544, 1, 3, 1526097, 112548.32, 0, 0.00, 1: 169; 2: 156; 3: 21; 
CD4_T_cell_signaling, 350, 13, 15,  544, 1, 3, 1568205, 112548.32, 0, 0.00, 1: 171; 2: 152; 3: 23; 
CD4_T_cell_signaling, 285,  9, 22,  544, 1, 3, 1595455, 112548.32, 0, 0.00, 1: 172; 2: 150; 3: 24; 
CD4_T_cell_signaling, 538, 15, 13,  544, 1, 3, 1568252, 112548.32, 0, 0.00, 1: 173; 2: 148; 3: 25; 
CD4_T_cell_signaling, 791,  8, 24,  544, 1, 3, 1539705, 112548.32, 0, 0.00, 1: 173; 2: 148; 3: 25; 
CD4_T_cell_signaling, 384, 12, 17,  544, 1, 3, 1626242, 112548.32, 24, 0.00, 1: 171; 2: 152; 3: 23; 
CD4_T_cell_signaling, 606,  9, 22,  544, 1, 3, 1595546, 112548.32, 0, 0.00, 1: 174; 2: 146; 3: 26; 
CD4_T_cell_signaling, 533,  8, 25,  544, 1, 3, 1606583, 112548.32, 0, 0.00, 1: 178; 2: 138; 3: 30; 
CD4_T_cell_signaling, 925, 11, 18,  544, 1, 3, 1595483, 112548.32, 0, 0.00, 1: 169; 2: 156; 3: 21; 
CD4_T_cell_signaling, 214, 14, 14,  544, 1, 3, 1583723, 112548.32, 0, 0.00, 1: 177; 2: 140; 3: 29; 
CD4_T_cell_signaling, 731, 11, 18,  544, 1, 3, 1595663, 112548.32, 0, 0.00, 1: 166; 2: 162; 3: 18; 
CD4_T_cell_signaling, 353,  9, 21,  544, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 171; 2: 152; 3: 23; 
CD4_T_cell_signaling, 153, 15, 13,  544, 1, 3, 1568252, 112548.32, 0, 0.00, 1: 169; 2: 156; 3: 21; 
CD4_T_cell_signaling, 441,  8, 25,  544, 1, 3, 1606649, 112548.32, 0, 0.00, 1: 172; 2: 150; 3: 24; 
CD4_T_cell_signaling, 597, 15, 13,  545, 1, 3, 1568194, 112548.32, 0, 0.00, 1: 169; 2: 155; 3: 22; 
CD4_T_cell_signaling, 754, 10, 20,  545, 1, 3, 1606067, 112548.32, 0, 0.00, 1: 172; 2: 149; 3: 25; 
CD4_T_cell_signaling, 594, 11, 18,  545, 1, 3, 1595539, 112548.32, 0, 0.00, 1: 174; 2: 145; 3: 27; 
CD4_T_cell_signaling, 480, 12, 17,  545, 1, 3, 1626116, 112548.32, 32, 0.00, 1: 167; 2: 159; 3: 20; 
CD4_T_cell_signaling, 773, 14, 14,  545, 1, 3, 1583706, 112548.32, 0, 0.00, 1: 166; 2: 161; 3: 19; 
CD4_T_cell_signaling, 942, 15, 13,  545, 1, 3, 1568160, 112548.32, 0, 0.00, 1: 169; 2: 155; 3: 22; 
CD4_T_cell_signaling,  36, 10, 20,  545, 1, 3, 1606190, 112548.32, 54, 0.00, 1: 170; 2: 153; 3: 23; 
CD4_T_cell_signaling, 711, 10, 19,  545, 1, 3, 1526090, 112548.32, 0, 0.00, 1: 171; 2: 151; 3: 24; 
CD4_T_cell_signaling, 160, 12, 17,  545, 1, 3, 1626260, 112548.32, 13, 0.00, 1: 168; 2: 157; 3: 21; 
CD4_T_cell_signaling, 493, 11, 18,  545, 1, 3, 1595679, 112548.32, 0, 0.00, 1: 172; 2: 149; 3: 25; 
CD4_T_cell_signaling, 971, 15, 13,  545, 1, 3, 1568146, 112548.32, 0, 0.00, 1: 167; 2: 159; 3: 20; 
CD4_T_cell_signaling, 911,  9, 22,  545, 1, 3, 1595599, 112548.32, 0, 0.00, 1: 173; 2: 147; 3: 26; 
CD4_T_cell_signaling, 764, 13, 15,  545, 1, 3, 1568249, 112548.32, 169, 0.00, 1: 177; 2: 139; 3: 30; 
CD4_T_cell_signaling, 474, 12, 16,  545, 1, 3, 1539719, 112548.32, 0, 0.00, 1: 174; 2: 145; 3: 27; 
CD4_T_cell_signaling, 201, 15, 13,  545, 1, 3, 1568166, 112548.32, 0, 0.00, 1: 173; 2: 147; 3: 26; 
CD4_T_cell_signaling, 638, 14, 14,  545, 1, 3, 1583748, 112548.32, 0, 0.00, 1: 170; 2: 153; 3: 23; 
CD4_T_cell_signaling, 135, 16, 12,  545, 1, 3, 1539665, 112548.32, 0, 0.00, 1: 171; 2: 151; 3: 24; 
CD4_T_cell_signaling, 321, 15, 13,  545, 1, 3, 1568226, 112548.32, 0, 0.00, 1: 171; 2: 151; 3: 24; 
CD4_T_cell_signaling, 779, 10, 20,  545, 1, 3, 1606604, 112548.32, 0, 0.00, 1: 168; 2: 157; 3: 21; 
CD4_T_cell_signaling, 239, 11, 18,  545, 1, 3, 1595318, 112548.32, 0, 0.00, 1: 174; 2: 145; 3: 27; 
CD4_T_cell_signaling, 503,  8, 26,  545, 1, 3, 1664425, 112548.32, 0, 0.00, 1: 175; 2: 143; 3: 28; 
CD4_T_cell_signaling, 937,  8, 26,  545, 1, 3, 1664514, 112548.32, 0, 0.00, 1: 172; 2: 149; 3: 25; 
CD4_T_cell_signaling, 897, 10, 19,  545, 1, 3, 1526098, 112548.32, 0, 0.00, 1: 168; 2: 157; 3: 21; 
CD4_T_cell_signaling, 475, 10, 19,  545, 1, 3, 1526091, 112548.32, 0, 0.00, 1: 170; 2: 153; 3: 23; 
CD4_T_cell_signaling, 832, 14, 14,  546, 1, 3, 1583835, 112548.32, 61, 0.00, 1: 175; 2: 142; 3: 29; 
CD4_T_cell_signaling, 648, 14, 14,  546, 1, 3, 1583812, 112548.32, 41, 0.00, 1: 172; 2: 148; 3: 26; 
CD4_T_cell_signaling, 972,  9, 22,  546, 1, 3, 1595641, 112548.32, 164, 0.00, 1: 166; 2: 160; 3: 20; 
CD4_T_cell_signaling, 333, 10, 20,  546, 1, 3, 1606555, 112548.32, 0, 0.00, 1: 168; 2: 156; 3: 22; 
CD4_T_cell_signaling, 604, 10, 19,  546, 1, 3, 1526099, 112548.32, 163, 0.00, 1: 171; 2: 150; 3: 25; 
CD4_T_cell_signaling, 274, 15, 13,  546, 1, 3, 1568141, 112548.32, 0, 0.00, 1: 171; 2: 150; 3: 25; 
CD4_T_cell_signaling, 341, 10, 20,  546, 1, 3, 1606588, 112548.32, 0, 0.00, 1: 172; 2: 148; 3: 26; 
CD4_T_cell_signaling, 336,  8, 26,  546, 1, 3, 1664185, 112548.32, 21, 0.00, 1: 179; 2: 134; 3: 33; 
CD4_T_cell_signaling, 809,  9, 23,  546, 1, 3, 1649830, 112548.32, 0, 0.00, 1: 171; 2: 150; 3: 25; 
CD4_T_cell_signaling, 982, 10, 19,  546, 1, 3, 1526078, 112548.32, 0, 0.00, 1: 169; 2: 154; 3: 23; 
CD4_T_cell_signaling, 715,  9, 23,  546, 1, 3, 1649851, 112548.32, 0, 0.00, 1: 167; 2: 158; 3: 21; 
CD4_T_cell_signaling, 985,  9, 22,  546, 1, 3, 1595570, 112548.32, 0, 0.00, 1: 169; 2: 154; 3: 23; 
CD4_T_cell_signaling,  57,  8, 26,  546, 1, 3, 1664495, 112548.32, 0, 0.00, 1: 172; 2: 148; 3: 26; 
CD4_T_cell_signaling, 729,  9, 21,  546, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 170; 2: 152; 3: 24; 
CD4_T_cell_signaling, 222,  9, 23,  546, 1, 3, 1649504, 112548.32, 0, 0.00, 1: 167; 2: 158; 3: 21; 
CD4_T_cell_signaling, 220, 10, 20,  546, 1, 3, 1606553, 112548.32, 173, 0.00, 1: 168; 2: 156; 3: 22; 
CD4_T_cell_signaling, 236, 13, 15,  546, 1, 3, 1568230, 112548.32, 17, 0.00, 1: 164; 2: 164; 3: 18; 
CD4_T_cell_signaling,  21, 15, 13,  546, 1, 3, 1568109, 112548.32, 85, 0.00, 1: 164; 2: 164; 3: 18; 
CD4_T_cell_signaling, 125, 10, 20,  546, 1, 3, 1606635, 112548.32, 0, 0.00, 1: 169; 2: 154; 3: 23; 
CD4_T_cell_signaling, 932, 11, 18,  546, 1, 3, 1595385, 112548.32, 115, 0.00, 1: 171; 2: 150; 3: 25; 
CD4_T_cell_signaling, 571,  8, 26,  546, 1, 3, 1664235, 112548.32, 0, 0.00, 1: 178; 2: 136; 3: 32; 
CD4_T_cell_signaling, 546, 10, 19,  546, 1, 3, 1526084, 112548.32, 0, 0.00, 1: 168; 2: 156; 3: 22; 
CD4_T_cell_signaling, 192, 15, 13,  546, 1, 3, 1568280, 112548.32, 14, 0.00, 1: 169; 2: 154; 3: 23; 
CD4_T_cell_signaling, 603, 11, 18,  546, 1, 3, 1595350, 112548.32, 0, 0.00, 1: 168; 2: 156; 3: 22; 
CD4_T_cell_signaling, 162,  8, 25,  546, 1, 3, 1606572, 112548.32, 0, 0.00, 1: 176; 2: 140; 3: 30; 
CD4_T_cell_signaling, 392, 14, 14,  546, 1, 3, 1583717, 112548.32, 25, 0.00, 1: 168; 2: 156; 3: 22; 
CD4_T_cell_signaling, 593,  9, 22,  546, 1, 3, 1595654, 112548.32, 0, 0.00, 1: 163; 2: 166; 3: 17; 
CD4_T_cell_signaling, 155,  9, 22,  547, 1, 3, 1595534, 112548.32, 0, 0.00, 1: 166; 2: 159; 3: 21; 
CD4_T_cell_signaling, 835, 10, 20,  547, 1, 3, 1606715, 112548.32, 0, 0.00, 1: 168; 2: 155; 3: 23; 
CD4_T_cell_signaling, 552, 10, 19,  547, 1, 3, 1526068, 112548.32, 34, 0.00, 1: 171; 2: 149; 3: 26; 
CD4_T_cell_signaling, 210, 11, 18,  547, 1, 3, 1595392, 112548.32, 0, 0.00, 1: 168; 2: 155; 3: 23; 
CD4_T_cell_signaling, 823, 14, 14,  547, 1, 3, 1583835, 112548.32, 0, 0.00, 1: 168; 2: 155; 3: 23; 
CD4_T_cell_signaling, 519, 14, 14,  547, 1, 3, 1583735, 112548.32, 0, 0.00, 1: 169; 2: 153; 3: 24; 
CD4_T_cell_signaling, 745, 12, 16,  547, 1, 3, 1539761, 112548.32, 0, 0.00, 1: 166; 2: 159; 3: 21; 
CD4_T_cell_signaling, 498, 13, 15,  547, 1, 3, 1568115, 112548.32, 0, 0.00, 1: 165; 2: 161; 3: 20; 
CD4_T_cell_signaling, 203,  9, 22,  547, 1, 3, 1595525, 112548.32, 0, 0.00, 1: 166; 2: 159; 3: 21; 
CD4_T_cell_signaling, 757, 12, 16,  547, 1, 3, 1539746, 112548.32, 0, 0.00, 1: 166; 2: 159; 3: 21; 
CD4_T_cell_signaling, 345, 12, 16,  547, 1, 3, 1539702, 112548.32, 0, 0.00, 1: 167; 2: 157; 3: 22; 
CD4_T_cell_signaling, 798,  8, 26,  547, 1, 3, 1664272, 112548.32, 0, 0.00, 1: 176; 2: 139; 3: 31; 
CD4_T_cell_signaling, 186, 12, 17,  547, 1, 3, 1625951, 112548.32, 0, 0.00, 1: 174; 2: 143; 3: 29; 
CD4_T_cell_signaling, 471, 11, 18,  547, 1, 3, 1595435, 112548.32, 0, 0.00, 1: 171; 2: 149; 3: 26; 
CD4_T_cell_signaling, 765, 10, 19,  547, 1, 3, 1526074, 112548.32, 0, 0.00, 1: 171; 2: 149; 3: 26; 
CD4_T_cell_signaling, 363, 16, 12,  547, 1, 3, 1539696, 112548.32, 0, 0.00, 1: 177; 2: 137; 3: 32; 
CD4_T_cell_signaling, 387,  9, 23,  547, 1, 3, 1649488, 112548.32, 0, 0.00, 1: 168; 2: 155; 3: 23; 
CD4_T_cell_signaling, 804, 12, 17,  547, 1, 3, 1626070, 112548.32, 58, 0.00, 1: 167; 2: 157; 3: 22; 
CD4_T_cell_signaling,  30,  8, 26,  547, 1, 3, 1664213, 112548.32, 0, 0.00, 1: 170; 2: 151; 3: 25; 
CD4_T_cell_signaling, 383, 14, 14,  547, 1, 3, 1583799, 112548.32, 0, 0.00, 1: 166; 2: 159; 3: 21; 
CD4_T_cell_signaling, 406, 16, 12,  547, 1, 3, 1539710, 112548.32, 0, 0.00, 1: 167; 2: 157; 3: 22; 
CD4_T_cell_signaling, 416, 14, 14,  547, 1, 3, 1583757, 112548.32, 27, 0.00, 1: 161; 2: 169; 3: 16; 
CD4_T_cell_signaling, 426, 11, 18,  547, 1, 3, 1595384, 112548.32, 0, 0.00, 1: 170; 2: 151; 3: 25; 
CD4_T_cell_signaling, 578, 15, 13,  547, 1, 3, 1568212, 112548.32, 0, 0.00, 1: 169; 2: 153; 3: 24; 
CD4_T_cell_signaling, 440,  9, 21,  547, 1, 3, 1527876, 112548.32, 31, 0.00, 1: 168; 2: 155; 3: 23; 
CD4_T_cell_signaling,  26, 10, 19,  547, 1, 3, 1526086, 112548.32, 0, 0.00, 1: 169; 2: 153; 3: 24; 
CD4_T_cell_signaling, 233, 15, 13,  547, 1, 3, 1568196, 112548.32, 0, 0.00, 1: 170; 2: 151; 3: 25; 
CD4_T_cell_signaling, 558, 15, 13,  547, 1, 3, 1568141, 112548.32, 0, 0.00, 1: 177; 2: 137; 3: 32; 
CD4_T_cell_signaling, 373,  8, 26,  547, 1, 3, 1664261, 112548.32, 0, 0.00, 1: 175; 2: 141; 3: 30; 
CD4_T_cell_signaling, 999,  9, 22,  547, 1, 3, 1595678, 112548.32, 0, 0.00, 1: 173; 2: 145; 3: 28; 
CD4_T_cell_signaling, 535, 13, 15,  548, 1, 3, 1568191, 112548.32, 0, 0.00, 1: 169; 2: 152; 3: 25; 
CD4_T_cell_signaling, 371, 14, 14,  548, 1, 3, 1583687, 112548.32, 0, 0.00, 1: 166; 2: 158; 3: 22; 
CD4_T_cell_signaling, 801,  9, 23,  548, 1, 3, 1649731, 112548.32, 0, 0.00, 1: 168; 2: 154; 3: 24; 
CD4_T_cell_signaling, 796, 15, 13,  548, 1, 3, 1568137, 112548.32, 55, 0.00, 1: 165; 2: 160; 3: 21; 
CD4_T_cell_signaling, 400,  9, 23,  548, 1, 3, 1649711, 112548.32, 25, 0.00, 1: 171; 2: 148; 3: 27; 
CD4_T_cell_signaling, 564, 12, 17,  548, 1, 3, 1626103, 112548.32, 156, 0.00, 1: 171; 2: 148; 3: 27; 
CD4_T_cell_signaling, 456, 12, 16,  548, 1, 3, 1539678, 112548.32, 31, 0.00, 1: 163; 2: 164; 3: 19; 
CD4_T_cell_signaling, 415, 15, 13,  548, 1, 3, 1568291, 112548.32, 0, 0.00, 1: 173; 2: 144; 3: 29; 
CD4_T_cell_signaling, 664, 11, 18,  548, 1, 3, 1595435, 112548.32, 41, 0.00, 1: 163; 2: 164; 3: 19; 
CD4_T_cell_signaling, 461, 12, 17,  548, 1, 3, 1626258, 112548.32, 0, 0.00, 1: 167; 2: 156; 3: 23; 
CD4_T_cell_signaling, 429, 13, 15,  548, 1, 3, 1568177, 112548.32, 0, 0.00, 1: 170; 2: 150; 3: 26; 
CD4_T_cell_signaling, 375, 10, 19,  548, 1, 3, 1526095, 112548.32, 0, 0.00, 1: 160; 2: 170; 3: 16; 
CD4_T_cell_signaling,  72,  9, 21,  548, 1, 3, 1527876, 112548.32, 7, 0.00, 1: 166; 2: 158; 3: 22; 
CD4_T_cell_signaling, 250,  9, 21,  548, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 168; 2: 154; 3: 24; 
CD4_T_cell_signaling, 262,  9, 21,  548, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 166; 2: 158; 3: 22; 
CD4_T_cell_signaling, 249,  9, 21,  548, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 166; 2: 158; 3: 22; 
CD4_T_cell_signaling, 263, 13, 15,  548, 1, 3, 1568142, 112548.32, 0, 0.00, 1: 169; 2: 152; 3: 25; 
CD4_T_cell_signaling, 247,  8, 25,  548, 1, 3, 1606482, 112548.32, 0, 0.00, 1: 167; 2: 156; 3: 23; 
CD4_T_cell_signaling,  51, 10, 20,  548, 1, 3, 1606689, 112548.32, 0, 0.00, 1: 164; 2: 162; 3: 20; 
CD4_T_cell_signaling, 847,  9, 21,  548, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 168; 2: 154; 3: 24; 
CD4_T_cell_signaling, 217,  8, 26,  548, 1, 3, 1664598, 112548.32, 0, 0.00, 1: 171; 2: 148; 3: 27; 
CD4_T_cell_signaling, 212, 14, 14,  548, 1, 3, 1583820, 112548.32, 120, 0.00, 1: 166; 2: 158; 3: 22; 
CD4_T_cell_signaling, 884, 12, 16,  548, 1, 3, 1539752, 112548.32, 65, 0.00, 1: 170; 2: 150; 3: 26; 
CD4_T_cell_signaling, 290,  9, 23,  548, 1, 3, 1650053, 112548.32, 0, 0.00, 1: 169; 2: 152; 3: 25; 
CD4_T_cell_signaling, 171,  8, 26,  548, 1, 3, 1664445, 112548.32, 0, 0.00, 1: 168; 2: 154; 3: 24; 
CD4_T_cell_signaling, 840, 11, 18,  548, 1, 3, 1595491, 112548.32, 62, 0.00, 1: 163; 2: 164; 3: 19; 
CD4_T_cell_signaling, 154, 11, 18,  548, 1, 3, 1595659, 112548.32, 0, 0.00, 1: 168; 2: 154; 3: 24; 
CD4_T_cell_signaling,  82, 12, 17,  548, 1, 3, 1626205, 112548.32, 0, 0.00, 1: 173; 2: 144; 3: 29; 
CD4_T_cell_signaling, 918, 16, 12,  549, 1, 3, 1539764, 112548.32, 0, 0.00, 1: 168; 2: 153; 3: 25; 
CD4_T_cell_signaling, 311, 14, 14,  549, 1, 3, 1583840, 112548.32, 0, 0.00, 1: 166; 2: 157; 3: 23; 
CD4_T_cell_signaling, 189, 10, 20,  549, 1, 3, 1606520, 112548.32, 0, 0.00, 1: 168; 2: 153; 3: 25; 
CD4_T_cell_signaling, 663, 14, 14,  549, 1, 3, 1583617, 112548.32, 0, 0.00, 1: 165; 2: 159; 3: 22; 
CD4_T_cell_signaling, 370,  9, 22,  549, 1, 3, 1595417, 112548.32, 0, 0.00, 1: 170; 2: 149; 3: 27; 
CD4_T_cell_signaling, 427,  8, 26,  549, 1, 3, 1663943, 112548.32, 0, 0.00, 1: 165; 2: 159; 3: 22; 
CD4_T_cell_signaling, 844, 15, 13,  549, 1, 3, 1568170, 112548.32, 130, 0.00, 1: 167; 2: 155; 3: 24; 
CD4_T_cell_signaling, 526, 15, 13,  549, 1, 3, 1568256, 112548.32, 0, 0.00, 1: 171; 2: 147; 3: 28; 
CD4_T_cell_signaling, 620,  9, 22,  549, 1, 3, 1595530, 112548.32, 151, 0.00, 1: 170; 2: 149; 3: 27; 
CD4_T_cell_signaling, 910,  8, 24,  549, 1, 3, 1539673, 112548.32, 0, 0.00, 1: 169; 2: 151; 3: 26; 
CD4_T_cell_signaling, 156, 15, 13,  549, 1, 3, 1568206, 112548.32, 13, 0.00, 1: 163; 2: 163; 3: 20; 
CD4_T_cell_signaling,  89, 14, 14,  549, 1, 3, 1583746, 112548.32, 0, 0.00, 1: 171; 2: 147; 3: 28; 
CD4_T_cell_signaling, 213, 10, 20,  549, 1, 3, 1606417, 112548.32, 0, 0.00, 1: 167; 2: 155; 3: 24; 
CD4_T_cell_signaling, 647,  8, 25,  549, 1, 3, 1606640, 112548.32, 0, 0.00, 1: 172; 2: 145; 3: 29; 
CD4_T_cell_signaling, 978, 10, 19,  549, 1, 3, 1526060, 112548.32, 0, 0.00, 1: 165; 2: 159; 3: 22; 
CD4_T_cell_signaling, 602,  8, 26,  549, 1, 3, 1664372, 112548.32, 0, 0.00, 1: 175; 2: 139; 3: 32; 
CD4_T_cell_signaling, 788, 11, 18,  549, 1, 3, 1595540, 112548.32, 161, 0.00, 1: 173; 2: 143; 3: 30; 
CD4_T_cell_signaling, 234,  9, 23,  549, 1, 3, 1649781, 112548.32, 0, 0.00, 1: 165; 2: 159; 3: 22; 
CD4_T_cell_signaling, 573,  8, 25,  549, 1, 3, 1606473, 112548.32, 0, 0.00, 1: 169; 2: 151; 3: 26; 
CD4_T_cell_signaling, 718,  8, 25,  549, 1, 3, 1606422, 112548.32, 0, 0.00, 1: 172; 2: 145; 3: 29; 
CD4_T_cell_signaling, 854,  9, 22,  549, 1, 3, 1595575, 112548.32, 0, 0.00, 1: 167; 2: 155; 3: 24; 
CD4_T_cell_signaling, 129, 13, 15,  549, 1, 3, 1568036, 112548.32, 0, 0.00, 1: 169; 2: 151; 3: 26; 
CD4_T_cell_signaling, 420, 15, 13,  549, 1, 3, 1568182, 112548.32, 9, 0.00, 1: 169; 2: 151; 3: 26; 
CD4_T_cell_signaling, 959, 12, 16,  549, 1, 3, 1539693, 112548.32, 0, 0.00, 1: 168; 2: 153; 3: 25; 
CD4_T_cell_signaling, 853,  8, 26,  550, 1, 3, 1664304, 112548.32, 0, 0.00, 1: 170; 2: 148; 3: 28; 
CD4_T_cell_signaling, 454, 15, 13,  550, 1, 3, 1568115, 112548.32, 0, 0.00, 1: 163; 2: 162; 3: 21; 
CD4_T_cell_signaling,  53, 12, 16,  550, 1, 3, 1539750, 112548.32, 0, 0.00, 1: 163; 2: 162; 3: 21; 
CD4_T_cell_signaling, 463, 12, 17,  550, 1, 3, 1626119, 112548.32, 0, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling, 963,  8, 25,  550, 1, 3, 1606586, 112548.32, 0, 0.00, 1: 165; 2: 158; 3: 23; 
CD4_T_cell_signaling, 432, 14, 14,  550, 1, 3, 1583780, 112548.32, 29, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling,  91,  9, 22,  550, 1, 3, 1595609, 112548.32, 0, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling, 621, 10, 20,  550, 1, 3, 1606562, 112548.32, 0, 0.00, 1: 165; 2: 158; 3: 23; 
CD4_T_cell_signaling, 869, 10, 19,  550, 1, 3, 1526080, 112548.32, 0, 0.00, 1: 167; 2: 154; 3: 25; 
CD4_T_cell_signaling, 672, 13, 15,  550, 1, 3, 1568139, 112548.32, 41, 0.00, 1: 165; 2: 158; 3: 23; 
CD4_T_cell_signaling, 253,  8, 25,  550, 1, 3, 1606432, 112548.32, 0, 0.00, 1: 169; 2: 150; 3: 27; 
CD4_T_cell_signaling, 590, 15, 13,  550, 1, 3, 1568192, 112548.32, 0, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling, 586, 10, 19,  550, 1, 3, 1526092, 112548.32, 0, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling, 986,  9, 21,  550, 1, 3, 1527876, 112548.32, 0, 0.00, 1: 179; 2: 130; 3: 37; 
CD4_T_cell_signaling, 126, 12, 16,  550, 1, 3, 1539746, 112548.32, 0, 0.00, 1: 170; 2: 148; 3: 28; 
CD4_T_cell_signaling, 551, 14, 14,  550, 1, 3, 1583759, 112548.32, 0, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling,  59, 15, 13,  550, 1, 3, 1568124, 112548.32, 0, 0.00, 1: 169; 2: 150; 3: 27; 
CD4_T_cell_signaling,  74, 13, 15,  550, 1, 3, 1568113, 112548.32, 0, 0.00, 1: 170; 2: 148; 3: 28; 
CD4_T_cell_signaling, 299, 12, 16,  550, 1, 3, 1539713, 112548.32, 0, 0.00, 1: 169; 2: 150; 3: 27; 
CD4_T_cell_signaling, 424,  8, 26,  550, 1, 3, 1664365, 112548.32, 28, 0.00, 1: 171; 2: 146; 3: 29; 
CD4_T_cell_signaling, 517, 14, 14,  550, 1, 3, 1583769, 112548.32, 0, 0.00, 1: 163; 2: 162; 3: 21; 
CD4_T_cell_signaling, 166,  8, 24,  550, 1, 3, 1539743, 112548.32, 0, 0.00, 1: 176; 2: 136; 3: 34; 
CD4_T_cell_signaling, 508, 12, 17,  550, 1, 3, 1626195, 112548.32, 78, 0.00, 1: 166; 2: 156; 3: 24; 
CD4_T_cell_signaling, 291,  9, 23,  550, 1, 3, 1649997, 112548.32, 0, 0.00, 1: 164; 2: 160; 3: 22; 
CD4_T_cell_signaling, 324,  8, 25,  551, 1, 3, 1606609, 112548.32, 20, 0.00, 1: 173; 2: 141; 3: 32; 
CD4_T_cell_signaling, 421, 14, 14,  551, 1, 3, 1583620, 112548.32, 0, 0.00, 1: 165; 2: 157; 3: 24; 
CD4_T_cell_signaling, 759,  9, 22,  551, 1, 3, 1595554, 112548.32, 0, 0.00, 1: 167; 2: 153; 3: 26; 
CD4_T_cell_signaling, 865,  8, 25,  551, 1, 3, 1606443, 112548.32, 0, 0.00, 1: 172; 2: 143; 3: 31; 
CD4_T_cell_signaling, 970, 11, 18,  551, 1, 3, 1595495, 112548.32, 0, 0.00, 1: 168; 2: 151; 3: 27; 
