Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
13(156)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  190, 1, 3, 796130, 24388.44, 0, 0.00, 1: 114; 2: 32; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 153, 10, 10,  193, 1, 4, 796133, 24388.44, 0, 0.00, 1: 111; 2: 36; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  194, 1, 4, 826900, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 177, 11,  9,  194, 1, 4, 786223, 24388.44, 0, 0.00, 1: 114; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  194, 1, 4, 786319, 24388.44, 27, 0.00, 1: 112; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 262, 11,  9,  194, 1, 4, 785889, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 966, 10, 10,  194, 1, 4, 795938, 24388.44, 0, 0.00, 1: 112; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 300, 10, 10,  194, 1, 4, 796044, 24388.44, 31, 0.00, 1: 113; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 168, 11,  9,  194, 1, 4, 786107, 24388.44, 23, 0.00, 1: 112; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 663, 10, 10,  194, 1, 4, 796410, 24388.44, 0, 0.00, 1: 114; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 935,  8, 12,  194, 1, 4, 764464, 24388.44, 0, 0.00, 1: 116; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 401, 10, 10,  194, 1, 4, 795920, 24388.44, 0, 0.00, 1: 113; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 714, 10, 10,  194, 1, 4, 796227, 24388.44, 0, 0.00, 1: 114; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 816,  9, 11,  195, 1, 4, 786403, 24388.44, 76, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 638, 12,  8,  195, 1, 4, 764435, 24388.44, 0, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 460,  8, 12,  195, 1, 4, 764412, 24388.44, 45, 0.00, 1: 113; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  46,  9, 11,  195, 1, 4, 786183, 24388.44, 0, 0.00, 1: 112; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 652, 10, 10,  195, 1, 4, 796042, 24388.44, 77, 0.00, 1: 112; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 990,  8, 12,  195, 1, 4, 764322, 24388.44, 0, 0.00, 1: 115; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 862,  9, 11,  195, 1, 4, 785788, 24388.44, 0, 0.00, 1: 112; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  195, 1, 4, 795929, 24388.44, 0, 0.00, 1: 111; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 826,  8, 12,  195, 1, 4, 764378, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 395,  9, 11,  195, 1, 4, 786299, 24388.44, 0, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 356, 11,  9,  195, 1, 4, 786050, 24388.44, 81, 0.00, 1: 111; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 442,  7, 14,  195, 1, 4, 780790, 24388.44, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 555,  9, 11,  195, 1, 4, 786195, 24388.44, 0, 0.00, 1: 111; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  72, 10, 10,  195, 1, 4, 795992, 24388.44, 12, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  195, 1, 4, 786173, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 543, 12,  8,  195, 1, 4, 764386, 24388.44, 0, 0.00, 1: 112; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 334, 11,  9,  195, 1, 4, 786090, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 337,  7, 15,  195, 1, 4, 826688, 24388.44, 0, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 449,  9, 11,  195, 1, 4, 786062, 24388.44, 0, 0.00, 1: 113; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 915,  8, 12,  195, 1, 4, 764374, 24388.44, 0, 0.00, 1: 112; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 749, 11,  9,  195, 1, 4, 786207, 24388.44, 0, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  195, 1, 4, 786321, 24388.44, 0, 0.00, 1: 117; 2: 23; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 365,  9, 11,  195, 1, 4, 786190, 24388.44, 0, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 267, 11,  9,  196, 1, 4, 785938, 24388.44, 0, 0.00, 1: 116; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 263, 11,  9,  196, 1, 4, 786222, 24388.44, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 347,  7, 15,  196, 1, 4, 826789, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 283,  7, 14,  196, 1, 4, 780709, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  196, 1, 4, 786144, 24388.44, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  196, 1, 4, 786169, 24388.44, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 810, 12,  8,  196, 1, 4, 764250, 24388.44, 0, 0.00, 1: 116; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  81,  7, 15,  196, 1, 4, 826570, 24388.44, 0, 0.00, 1: 111; 2: 35; 3: 1; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 766, 11,  9,  196, 1, 4, 786178, 24388.44, 0, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 765,  9, 11,  196, 1, 4, 786064, 24388.44, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  196, 1, 4, 780756, 24388.44, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 835,  9, 11,  196, 1, 4, 786089, 24388.44, 0, 0.00, 1: 109; 2: 37; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  196, 1, 4, 796121, 24388.44, 69, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  97,  8, 12,  196, 1, 4, 764268, 24388.44, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  44, 10, 10,  196, 1, 4, 796022, 24388.44, 7, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  196, 1, 4, 764337, 24388.44, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  196, 1, 4, 796313, 24388.44, 0, 0.00, 1: 112; 2: 33; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 905,  8, 12,  196, 1, 4, 764534, 24388.44, 0, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 113,  7, 14,  196, 1, 4, 780698, 24388.44, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 673, 11,  9,  196, 1, 4, 786252, 24388.44, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 576,  7, 15,  196, 1, 4, 826665, 24388.44, 48, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 197,  7, 13,  196, 1, 4, 728910, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 462,  9, 11,  196, 1, 4, 786171, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 476,  7, 15,  196, 1, 4, 826589, 24388.44, 35, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 502, 12,  8,  196, 1, 4, 764452, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 523,  8, 12,  196, 1, 4, 764389, 24388.44, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 653, 11,  9,  196, 1, 4, 786090, 24388.44, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 633,  9, 11,  196, 1, 4, 786023, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 986, 12,  8,  197, 1, 4, 764295, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 290,  8, 12,  197, 1, 4, 764425, 24388.44, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 921,  9, 11,  197, 1, 4, 786146, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 821,  7, 15,  197, 1, 4, 826927, 24388.44, 0, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 294, 10, 10,  197, 1, 4, 795940, 24388.44, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 271,  9, 11,  197, 1, 4, 786036, 24388.44, 0, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 999,  7, 15,  197, 1, 4, 826934, 24388.44, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 989, 11,  9,  197, 1, 4, 786117, 24388.44, 0, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 942,  8, 12,  197, 1, 4, 764425, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  197, 1, 4, 728910, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 301, 10, 10,  197, 1, 4, 795967, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 844, 11,  9,  197, 1, 4, 785908, 24388.44, 72, 0.00, 1: 108; 2: 38; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 940, 10, 10,  197, 1, 4, 796169, 24388.44, 34, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  197, 1, 4, 764409, 24388.44, 0, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 896, 11,  9,  197, 1, 4, 785978, 24388.44, 84, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 900, 12,  8,  197, 1, 4, 764395, 24388.44, 84, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  197, 1, 4, 728910, 24388.44, 87, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 692, 11,  9,  197, 1, 4, 786025, 24388.44, 38, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 475, 12,  8,  197, 1, 4, 764379, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 499,  7, 14,  197, 1, 4, 780798, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  197, 1, 4, 795949, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 532, 12,  8,  197, 1, 4, 764307, 24388.44, 82, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 589, 11,  9,  197, 1, 4, 786084, 24388.44, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 605, 11,  9,  197, 1, 4, 786177, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 619, 12,  8,  197, 1, 4, 764448, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 433,  8, 12,  197, 1, 4, 764459, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 640,  9, 11,  197, 1, 4, 786283, 24388.44, 51, 0.00, 1: 115; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  197, 1, 4, 764272, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 323,  7, 15,  197, 1, 4, 827087, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 712,  9, 11,  197, 1, 4, 786214, 24388.44, 62, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 721,  9, 11,  197, 1, 4, 785866, 24388.44, 0, 0.00, 1: 110; 2: 35; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 733, 12,  8,  197, 1, 4, 764175, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 366,  9, 11,  197, 1, 4, 786286, 24388.44, 0, 0.00, 1: 115; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 357,  7, 15,  197, 1, 4, 826952, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  197, 1, 4, 786079, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 353, 11,  9,  197, 1, 4, 786072, 24388.44, 0, 0.00, 1: 109; 2: 37; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 762,  7, 15,  197, 1, 4, 826791, 24388.44, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 338, 10, 10,  197, 1, 4, 795810, 24388.44, 0, 0.00, 1: 111; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 332,  7, 13,  197, 1, 4, 728910, 24388.44, 77, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 194,  7, 15,  197, 1, 4, 827083, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 112, 11,  9,  197, 1, 4, 786127, 24388.44, 15, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 117, 12,  8,  197, 1, 4, 764272, 24388.44, 0, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 109,  7, 15,  197, 1, 4, 826654, 24388.44, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  94, 12,  8,  197, 1, 4, 764349, 24388.44, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  78,  7, 15,  197, 1, 4, 826935, 24388.44, 0, 0.00, 1: 117; 2: 21; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 144, 12,  8,  197, 1, 4, 764473, 24388.44, 21, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 146,  9, 11,  197, 1, 4, 786156, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  47,  8, 12,  197, 1, 4, 764452, 24388.44, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  40, 11,  9,  197, 1, 4, 786090, 24388.44, 7, 0.00, 1: 110; 2: 35; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  39,  8, 12,  197, 1, 4, 764297, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 182,  8, 12,  197, 1, 4, 764434, 24388.44, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 203, 10, 10,  197, 1, 4, 795963, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 266,  7, 14,  197, 1, 4, 780723, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  10, 11,  9,  197, 1, 4, 786166, 24388.44, 106, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 200, 10, 10,  197, 1, 4, 796062, 24388.44, 25, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  198, 1, 4, 764361, 24388.44, 80, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 407,  7, 15,  198, 1, 4, 826516, 24388.44, 0, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 151, 12,  8,  198, 1, 4, 764343, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  198, 1, 4, 796076, 24388.44, 0, 0.00, 1: 109; 2: 35; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 412, 11,  9,  198, 1, 4, 786168, 24388.44, 77, 0.00, 1: 112; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 842, 10, 10,  198, 1, 4, 795991, 24388.44, 0, 0.00, 1: 109; 2: 35; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 607, 10, 10,  198, 1, 4, 795892, 24388.44, 0, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 335, 12,  8,  198, 1, 4, 764120, 24388.44, 0, 0.00, 1: 113; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  51, 11,  9,  198, 1, 4, 786145, 24388.44, 0, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 599, 10, 10,  198, 1, 4, 795889, 24388.44, 0, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 419,  6, 16,  198, 1, 4, 764462, 24388.44, 0, 0.00, 1: 112; 2: 31; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 868, 12,  8,  198, 1, 4, 764211, 24388.44, 80, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 119, 12,  8,  198, 1, 4, 764202, 24388.44, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 882,  7, 14,  198, 1, 4, 780712, 24388.44, 0, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 885,  6, 18,  198, 1, 4, 846230, 24388.44, 0, 0.00, 1: 117; 2: 22; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 892,  7, 14,  198, 1, 4, 780646, 24388.44, 2, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 141,  7, 14,  198, 1, 4, 780557, 24388.44, 0, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  198, 1, 4, 764281, 24388.44, 72, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  88,  6, 18,  198, 1, 4, 846492, 24388.44, 13, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 655,  7, 13,  198, 1, 4, 728910, 24388.44, 0, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 654,  9, 11,  198, 1, 4, 786167, 24388.44, 0, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 776, 11,  9,  198, 1, 4, 786241, 24388.44, 74, 0.00, 1: 109; 2: 35; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 777,  7, 14,  198, 1, 4, 780534, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 398,  8, 12,  198, 1, 4, 764401, 24388.44, 0, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 399, 12,  8,  198, 1, 4, 764350, 24388.44, 0, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 202,  9, 11,  198, 1, 4, 786157, 24388.44, 0, 0.00, 1: 112; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 667, 12,  8,  198, 1, 4, 764286, 24388.44, 0, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  93,  7, 13,  198, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 745,  8, 12,  198, 1, 4, 764366, 24388.44, 0, 0.00, 1: 109; 2: 35; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 812,  7, 15,  198, 1, 4, 826771, 24388.44, 14, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 992,  7, 14,  198, 1, 4, 780754, 24388.44, 87, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 125,  8, 12,  198, 1, 4, 764319, 24388.44, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  198, 1, 4, 764370, 24388.44, 0, 0.00, 1: 109; 2: 36; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 185,  7, 13,  198, 1, 4, 728910, 24388.44, 0, 0.00, 1: 112; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 533, 10, 10,  198, 1, 4, 796227, 24388.44, 0, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 116, 12,  8,  198, 1, 4, 764412, 24388.44, 59, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 171,  8, 12,  198, 1, 4, 764434, 24388.44, 0, 0.00, 1: 111; 2: 32; 3: 5; 4: 2; 
