Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  193, 1, 3, 764231, 20046.63, 7, 0.00, 1: 114; 2: 29; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 632, 10, 10,  193, 1, 3, 795996, 20046.63, 50, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  193, 1, 3, 786120, 20046.63, 0, 0.00, 1: 117; 2: 23; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  193, 1, 3, 786126, 20046.63, 27, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 108,  8, 12,  193, 1, 3, 764386, 20046.63, 49, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 194,  7, 15,  193, 1, 3, 826925, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 932,  7, 14,  193, 1, 3, 780785, 20046.63, 22, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  36,  7, 14,  193, 1, 3, 780810, 20046.63, 75, 0.00, 1: 111; 2: 35; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 675,  8, 12,  193, 1, 3, 764354, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 884, 12,  8,  193, 1, 3, 764367, 20046.63, 18, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 501,  8, 12,  193, 1, 3, 764434, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 499,  7, 14,  193, 1, 3, 780682, 20046.63, 0, 0.00, 1: 112; 2: 33; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 976,  7, 15,  193, 1, 3, 826587, 20046.63, 87, 0.00, 1: 114; 2: 29; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 269,  7, 13,  193, 1, 3, 728910, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 554,  7, 14,  193, 1, 3, 780903, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 784, 10, 10,  193, 1, 3, 796158, 20046.63, 75, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 505,  8, 12,  193, 1, 3, 764450, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 663, 10, 10,  193, 1, 3, 795965, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 896, 11,  9,  193, 1, 3, 786094, 20046.63, 84, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 898, 11,  9,  193, 1, 3, 786305, 20046.63, 0, 0.00, 1: 110; 2: 37; 3: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 419,  6, 16,  193, 1, 3, 764368, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 309,  8, 12,  193, 1, 3, 764483, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 717, 10, 10,  193, 1, 3, 796248, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  83, 10, 10,  193, 1, 3, 796198, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  193, 1, 3, 728910, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 202,  9, 11,  194, 1, 3, 786224, 20046.63, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 254, 12,  8,  194, 1, 3, 764427, 20046.63, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 659,  7, 14,  194, 1, 3, 780902, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 644, 12,  8,  194, 1, 3, 764362, 20046.63, 54, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 272,  9, 11,  194, 1, 3, 786114, 20046.63, 29, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 673, 11,  9,  194, 1, 3, 786154, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 210, 12,  8,  194, 1, 3, 764314, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 572, 12,  8,  194, 1, 3, 764201, 20046.63, 47, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 256, 10, 10,  194, 1, 3, 796056, 20046.63, 28, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  194, 1, 3, 764442, 20046.63, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 193,  8, 12,  194, 1, 3, 764376, 20046.63, 0, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 843,  7, 14,  194, 1, 3, 780764, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 438, 12,  8,  194, 1, 3, 764410, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 416, 10, 10,  194, 1, 3, 796031, 20046.63, 40, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  194, 1, 3, 764352, 20046.63, 0, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 116, 12,  8,  194, 1, 3, 764465, 20046.63, 59, 0.00, 1: 112; 2: 32; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 475, 12,  8,  194, 1, 3, 764341, 20046.63, 0, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 480, 10, 10,  194, 1, 3, 796191, 20046.63, 45, 0.00, 1: 115; 2: 26; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 914,  8, 12,  194, 1, 3, 764512, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 485,  8, 12,  194, 1, 3, 764500, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 349, 12,  8,  194, 1, 3, 764436, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 411,  7, 14,  194, 1, 3, 780698, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  18,  9, 11,  194, 1, 3, 786283, 20046.63, 127, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 151, 12,  8,  194, 1, 3, 764263, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  16,  8, 12,  194, 1, 3, 764482, 20046.63, 224, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 721,  9, 11,  194, 1, 3, 786031, 20046.63, 0, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  194, 1, 3, 764409, 20046.63, 75, 0.00, 1: 110; 2: 36; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   2,  7, 15,  194, 1, 3, 826611, 20046.63, 124, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 412, 11,  9,  195, 1, 3, 786172, 20046.63, 77, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 386,  8, 12,  195, 1, 3, 764364, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 985, 11,  9,  195, 1, 3, 786323, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 382,  8, 12,  195, 1, 3, 764274, 20046.63, 0, 0.00, 1: 107; 2: 41; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 903,  7, 14,  195, 1, 3, 780571, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 902, 11,  9,  195, 1, 3, 785955, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 374,  7, 13,  195, 1, 3, 728910, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 616,  7, 14,  195, 1, 3, 780615, 20046.63, 49, 0.00, 1: 112; 2: 31; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 326, 12,  8,  195, 1, 3, 764247, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 858,  7, 15,  195, 1, 3, 826848, 20046.63, 0, 0.00, 1: 109; 2: 37; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 186,  7, 13,  195, 1, 3, 728910, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  195, 1, 3, 796007, 20046.63, 9, 0.00, 1: 112; 2: 31; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 469,  7, 13,  195, 1, 3, 728910, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  195, 1, 3, 780803, 20046.63, 0, 0.00, 1: 116; 2: 23; 3: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 633,  9, 11,  195, 1, 3, 786066, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 748,  7, 13,  195, 1, 3, 728910, 20046.63, 90, 0.00, 1: 114; 2: 27; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 484,  8, 12,  195, 1, 3, 764280, 20046.63, 44, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 804,  7, 13,  195, 1, 3, 728910, 20046.63, 90, 0.00, 1: 111; 2: 33; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  92,  7, 15,  196, 1, 3, 826279, 20046.63, 42, 0.00, 1: 114; 2: 26; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 703, 12,  8,  196, 1, 3, 764347, 20046.63, 0, 0.00, 1: 114; 2: 26; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 253,  9, 11,  196, 1, 3, 786175, 20046.63, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 290,  8, 12,  196, 1, 3, 764387, 20046.63, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 178,  6, 17,  196, 1, 3, 805238, 20046.63, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 306,  7, 14,  196, 1, 3, 780722, 20046.63, 0, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  196, 1, 3, 728910, 20046.63, 87, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  38, 12,  8,  196, 1, 3, 764428, 20046.63, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 131, 12,  8,  196, 1, 3, 764414, 20046.63, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 495, 12,  8,  196, 1, 3, 764274, 20046.63, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 824,  7, 13,  196, 1, 3, 728910, 20046.63, 77, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 913,  7, 13,  196, 1, 3, 728910, 20046.63, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 103,  6, 16,  196, 1, 3, 764237, 20046.63, 0, 0.00, 1: 112; 2: 30; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  96, 12,  8,  196, 1, 3, 764332, 20046.63, 14, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 445,  7, 14,  196, 1, 3, 780885, 20046.63, 0, 0.00, 1: 109; 2: 36; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  78,  7, 15,  196, 1, 3, 826915, 20046.63, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 268,  7, 13,  196, 1, 3, 728910, 20046.63, 77, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 458,  9, 11,  196, 1, 3, 786217, 20046.63, 0, 0.00, 1: 108; 2: 38; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 284,  6, 17,  196, 1, 3, 804964, 20046.63, 13, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 383,  7, 13,  197, 1, 3, 728910, 20046.63, 0, 0.00, 1: 109; 2: 35; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 372,  8, 12,  197, 1, 3, 764356, 20046.63, 37, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 859,  7, 14,  197, 1, 3, 780787, 20046.63, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 764,  9, 11,  197, 1, 3, 786326, 20046.63, 56, 0.00, 1: 110; 2: 33; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 148,  9, 11,  197, 1, 3, 786173, 20046.63, 63, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 906, 10, 10,  197, 1, 3, 796100, 20046.63, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  68,  7, 13,  197, 1, 3, 728910, 20046.63, 8, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 228,  8, 12,  197, 1, 3, 764302, 20046.63, 26, 0.00, 1: 109; 2: 35; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 989, 11,  9,  197, 1, 3, 785964, 20046.63, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 998,  7, 13,  197, 1, 3, 728910, 20046.63, 0, 0.00, 1: 113; 2: 27; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 454, 11,  9,  198, 1, 3, 786188, 20046.63, 0, 0.00, 1: 113; 2: 26; 3: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 497,  6, 16,  198, 1, 3, 764527, 20046.63, 0, 0.00, 1: 111; 2: 30; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 931,  7, 13,  198, 1, 3, 728910, 20046.63, 0, 0.00, 1: 111; 2: 30; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 699,  6, 18,  198, 1, 3, 845980, 20046.63, 0, 0.00, 1: 113; 2: 26; 3: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 429,  6, 17,  199, 1, 3, 805109, 20046.63, 0, 0.00, 1: 113; 2: 25; 3: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 591,  6, 18,  199, 1, 3, 846298, 20046.63, 0, 0.00, 1: 112; 2: 27; 3: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 624,  7, 13,  200, 1, 3, 728910, 20046.63, 50, 0.00, 1: 111; 2: 28; 3: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 121,  6, 18,  200, 1, 3, 846096, 20046.63, 0, 0.00, 1: 110; 2: 30; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 686, 12,  8,  200, 1, 3, 764315, 20046.63, 0, 0.00, 1: 110; 2: 30; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  200, 1, 3, 764259, 20046.63, 0, 0.00, 1: 108; 2: 34; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 759,  6, 17,  201, 1, 3, 805146, 20046.63, 0, 0.00, 1: 108; 2: 33; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 929,  7, 15,  201, 1, 3, 826799, 20046.63, 0, 0.00, 1: 109; 2: 31; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 770,  7, 13,  201, 1, 3, 728910, 20046.63, 0, 0.00, 1: 106; 2: 37; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 908,  6, 18,  202, 1, 3, 846149, 20046.63, 85, 0.00, 1: 108; 2: 32; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  186, 1, 4, 764496, 20046.63, 0, 0.00, 1: 119; 2: 27; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  186, 1, 4, 796182, 20046.63, 0, 0.00, 1: 119; 2: 27; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  69,  9, 11,  186, 1, 4, 786268, 20046.63, 0, 0.00, 1: 118; 2: 29; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 491, 10, 10,  186, 1, 4, 795921, 20046.63, 0, 0.00, 1: 122; 2: 21; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 373,  9, 11,  187, 1, 4, 786175, 20046.63, 0, 0.00, 1: 118; 2: 29; 3: 1; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 198, 10, 10,  187, 1, 4, 796125, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 1; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 626,  7, 14,  187, 1, 4, 780930, 20046.63, 0, 0.00, 1: 119; 2: 27; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 623, 11,  9,  187, 1, 4, 786137, 20046.63, 0, 0.00, 1: 117; 2: 30; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 263, 11,  9,  188, 1, 4, 786160, 20046.63, 0, 0.00, 1: 119; 2: 25; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  74,  9, 11,  188, 1, 4, 786009, 20046.63, 0, 0.00, 1: 118; 2: 28; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  10, 11,  9,  188, 1, 4, 786250, 20046.63, 124, 0.00, 1: 114; 2: 35; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 887,  8, 12,  188, 1, 4, 764335, 20046.63, 0, 0.00, 1: 119; 2: 25; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 708,  9, 11,  188, 1, 4, 785989, 20046.63, 38, 0.00, 1: 114; 2: 35; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 995,  7, 14,  188, 1, 4, 780577, 20046.63, 0, 0.00, 1: 117; 2: 29; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 345,  9, 11,  188, 1, 4, 786091, 20046.63, 0, 0.00, 1: 118; 2: 27; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  188, 1, 4, 786238, 20046.63, 67, 0.00, 1: 117; 2: 29; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 864,  8, 12,  189, 1, 4, 764457, 20046.63, 80, 0.00, 1: 114; 2: 34; 3: 1; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  189, 1, 4, 785908, 20046.63, 0, 0.00, 1: 120; 2: 22; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 303,  9, 11,  189, 1, 4, 786047, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 117, 12,  8,  189, 1, 4, 764244, 20046.63, 0, 0.00, 1: 114; 2: 34; 3: 1; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 571, 10, 10,  189, 1, 4, 795993, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  189, 1, 4, 764460, 20046.63, 0, 0.00, 1: 116; 2: 30; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 791,  7, 14,  189, 1, 4, 780954, 20046.63, 0, 0.00, 1: 116; 2: 30; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  189, 1, 4, 785702, 20046.63, 0, 0.00, 1: 117; 2: 29; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 366,  9, 11,  189, 1, 4, 786127, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 267, 11,  9,  189, 1, 4, 785955, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 229,  9, 11,  189, 1, 4, 785960, 20046.63, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  189, 1, 4, 796106, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 395,  9, 11,  189, 1, 4, 786234, 20046.63, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  189, 1, 4, 795869, 20046.63, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 527,  7, 15,  189, 1, 4, 826753, 20046.63, 0, 0.00, 1: 119; 2: 24; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 356, 11,  9,  189, 1, 4, 786026, 20046.63, 81, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 511, 11,  9,  189, 1, 4, 786195, 20046.63, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  51, 11,  9,  189, 1, 4, 786019, 20046.63, 0, 0.00, 1: 118; 2: 26; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  189, 1, 4, 764331, 20046.63, 0, 0.00, 1: 118; 2: 26; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 299, 10, 10,  189, 1, 4, 795756, 20046.63, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  24, 11,  9,  190, 1, 4, 785876, 20046.63, 224, 0.00, 1: 117; 2: 28; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  39,  8, 12,  190, 1, 4, 764298, 20046.63, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 965,  8, 12,  190, 1, 4, 764397, 20046.63, 0, 0.00, 1: 116; 2: 30; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  48, 10, 10,  190, 1, 4, 795938, 20046.63, 7, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  190, 1, 4, 796084, 20046.63, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 883,  7, 15,  190, 1, 4, 826966, 20046.63, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 877,  7, 14,  190, 1, 4, 780928, 20046.63, 0, 0.00, 1: 116; 2: 30; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 379, 11,  9,  190, 1, 4, 786199, 20046.63, 0, 0.00, 1: 119; 2: 23; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 486,  7, 14,  190, 1, 4, 780859, 20046.63, 0, 0.00, 1: 115; 2: 31; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  190, 1, 4, 764538, 20046.63, 80, 0.00, 1: 118; 2: 25; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 139, 10, 10,  190, 1, 4, 796247, 20046.63, 0, 0.00, 1: 115; 2: 32; 3: 1; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 676,  7, 15,  190, 1, 4, 826702, 20046.63, 62, 0.00, 1: 118; 2: 26; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 681,  8, 12,  190, 1, 4, 764338, 20046.63, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
