Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 159, 11,  7,  132, 1, 2, 613130, 16081.55, 0, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 130, 11,  7,  132, 1, 2, 613224, 16081.55, 82, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  132, 1, 2, 613211, 16081.55, 139, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 105,  6, 13,  132, 1, 2, 619553, 16081.55, 65, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  132, 1, 2, 619638, 16081.55, 0, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 122,  7, 12,  132, 1, 2, 658574, 16081.55, 0, 0.00, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 583,  6, 13,  133, 1, 2, 619625, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 303,  7, 12,  133, 1, 2, 658923, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 792, 10,  8,  133, 1, 2, 633908, 16081.55, 8, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  133, 1, 2, 613312, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  133, 1, 2, 613203, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 831,  9,  9,  133, 1, 2, 639121, 16081.55, 255, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 308,  8, 10,  133, 1, 2, 634142, 16081.55, 255, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 309,  7, 11,  133, 1, 2, 613286, 16081.55, 255, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  133, 1, 2, 613275, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 415, 10,  8,  133, 1, 2, 634056, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 423, 11,  7,  133, 1, 2, 612980, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 582,  7, 11,  133, 1, 2, 613252, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  34,  5, 15,  133, 1, 2, 596428, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 141, 10,  8,  133, 1, 2, 633814, 16081.55, 85, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  24,  9,  9,  133, 1, 2, 639093, 16081.55, 208, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  133, 1, 2, 613060, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  133, 1, 2, 633990, 16081.55, 2, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 557, 11,  7,  133, 1, 2, 613251, 16081.55, 32, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  26,  9,  9,  133, 1, 2, 638990, 16081.55, 46, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 780,  8, 10,  133, 1, 2, 634240, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 546,  6, 14,  133, 1, 2, 658503, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 544,  7, 11,  133, 1, 2, 613263, 16081.55, 6, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 713,  8, 10,  133, 1, 2, 634160, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  133, 1, 2, 613183, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 498,  8, 10,  133, 1, 2, 633954, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 603, 10,  8,  133, 1, 2, 633997, 16081.55, 139, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  133, 1, 2, 596447, 16081.55, 2, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 370, 11,  7,  133, 1, 2, 613128, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  133, 1, 2, 639266, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 367, 10,  8,  133, 1, 2, 634170, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  41,  7, 12,  133, 1, 2, 658830, 16081.55, 52, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  133, 1, 2, 658924, 16081.55, 32, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 605,  7, 11,  133, 1, 2, 613154, 16081.55, 85, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 814,  7, 12,  133, 1, 2, 658271, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  133, 1, 2, 639356, 16081.55, 231, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 928,  7, 12,  133, 1, 2, 658994, 16081.55, 6, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 350,  8, 10,  133, 1, 2, 634291, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 348,  9,  9,  133, 1, 2, 639183, 16081.55, 187, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 347, 10,  8,  133, 1, 2, 633950, 16081.55, 139, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 948,  7, 12,  133, 1, 2, 658434, 16081.55, 61, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 649,  8, 10,  133, 1, 2, 634356, 16081.55, 207, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 805,  9,  9,  133, 1, 2, 639007, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 941,  8, 10,  133, 1, 2, 634041, 16081.55, 32, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 162,  8, 10,  133, 1, 2, 634355, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  80,  6, 13,  133, 1, 2, 619388, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  133, 1, 2, 634227, 16081.55, 139, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  22,  7, 11,  133, 1, 2, 613251, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 666,  7, 12,  133, 1, 2, 658818, 16081.55, 46, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  133, 1, 2, 619377, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 829,  6, 13,  133, 1, 2, 619586, 16081.55, 255, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 945,  8, 10,  133, 1, 2, 633625, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  133, 1, 2, 639133, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 318, 11,  7,  133, 1, 2, 613080, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  133, 1, 2, 613257, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  133, 1, 2, 613328, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  133, 1, 2, 658399, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 529, 10,  8,  133, 1, 2, 634344, 16081.55, 207, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  133, 1, 2, 658801, 16081.55, 85, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 217,  7, 11,  133, 1, 2, 612956, 16081.55, 232, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 248, 11,  7,  133, 1, 2, 613136, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 216,  6, 13,  133, 1, 2, 619883, 16081.55, 200, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 191,  7, 12,  133, 1, 2, 658523, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 533,  8, 10,  133, 1, 2, 634087, 16081.55, 85, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 735,  7, 11,  133, 1, 2, 613220, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,   4, 10,  8,  133, 1, 2, 633976, 16081.55, 92, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 209,  7, 11,  133, 1, 2, 613294, 16081.55, 244, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  133, 1, 2, 633938, 16081.55, 71, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 123,  8, 10,  133, 1, 2, 634356, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  133, 1, 2, 658897, 16081.55, 48, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 255,  6, 14,  133, 1, 2, 658675, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 968,  7, 11,  133, 1, 2, 613005, 16081.55, 176, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  133, 1, 2, 619559, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,   7, 11,  7,  133, 1, 2, 613093, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 892,  7, 11,  133, 1, 2, 613123, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 463, 11,  7,  133, 1, 2, 613309, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 855,  7, 12,  133, 1, 2, 658622, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 759, 11,  7,  133, 1, 2, 613349, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 505, 10,  8,  133, 1, 2, 634146, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 493, 10,  8,  133, 1, 2, 633750, 16081.55, 49, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 256,  8, 10,  133, 1, 2, 633946, 16081.55, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,   3,  6, 13,  133, 1, 2, 619524, 16081.55, 126, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 161,  8, 10,  134, 1, 2, 633989, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  134, 1, 2, 658785, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 509,  6, 13,  134, 1, 2, 619587, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 394, 10,  8,  134, 1, 2, 634005, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  134, 1, 2, 633930, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 741,  9,  9,  134, 1, 2, 638941, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 227, 11,  7,  134, 1, 2, 613272, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 913,  6, 13,  134, 1, 2, 619699, 16081.55, 208, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  53,  7, 11,  134, 1, 2, 613307, 16081.55, 85, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 514, 10,  8,  134, 1, 2, 634114, 16081.55, 45, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 221,  6, 14,  134, 1, 2, 658658, 16081.55, 85, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 598,  7, 12,  134, 1, 2, 659231, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 918,  7, 12,  134, 1, 2, 658952, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 801, 10,  8,  134, 1, 2, 634011, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 389,  7, 12,  134, 1, 2, 659096, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 820,  7, 11,  134, 1, 2, 613249, 16081.55, 6, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  134, 1, 2, 613188, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  134, 1, 2, 634015, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 203,  7, 12,  134, 1, 2, 658776, 16081.55, 138, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  96,  7, 12,  134, 1, 2, 658852, 16081.55, 6, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 604,  9,  9,  134, 1, 2, 638822, 16081.55, 187, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  134, 1, 2, 613167, 16081.55, 64, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  134, 1, 2, 634140, 16081.55, 207, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  134, 1, 2, 613222, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 645, 11,  7,  134, 1, 2, 613070, 16081.55, 85, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  134, 1, 2, 613284, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 991,  7, 11,  134, 1, 2, 613246, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 990,  6, 14,  134, 1, 2, 659056, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 592,  7, 12,  134, 1, 2, 658826, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  134, 1, 2, 638998, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  134, 1, 2, 613374, 16081.55, 46, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  134, 1, 2, 658560, 16081.55, 6, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  134, 1, 2, 658769, 16081.55, 85, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 685,  7, 12,  134, 1, 2, 658610, 16081.55, 32, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  134, 1, 2, 613432, 16081.55, 187, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 960,  7, 12,  134, 1, 2, 658820, 16081.55, 160, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 581,  6, 14,  134, 1, 2, 658554, 16081.55, 85, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  134, 1, 2, 633983, 16081.55, 202, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  134, 1, 2, 659042, 16081.55, 112, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  134, 1, 2, 657571, 16081.55, 46, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 468,  7, 12,  134, 1, 2, 658785, 16081.55, 187, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  134, 1, 2, 633877, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 736,  8, 10,  134, 1, 2, 634001, 16081.55, 6, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 568,  7, 12,  134, 1, 2, 658953, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 567,  7, 11,  134, 1, 2, 612998, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 439,  6, 13,  134, 1, 2, 619305, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 441,  8, 10,  134, 1, 2, 633963, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 559,  9,  9,  134, 1, 2, 639271, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 704,  8, 10,  134, 1, 2, 634260, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  134, 1, 2, 634155, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  134, 1, 2, 613200, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  134, 1, 2, 619503, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 727,  7, 12,  134, 1, 2, 658452, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 263,  8, 10,  134, 1, 2, 634009, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  134, 1, 2, 619538, 16081.55, 97, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 407, 11,  7,  134, 1, 2, 613258, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  134, 1, 2, 613154, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  134, 1, 2, 639448, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 106, 11,  7,  134, 1, 2, 613218, 16081.55, 67, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  134, 1, 2, 634142, 16081.55, 32, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 474,  7, 11,  134, 1, 2, 613156, 16081.55, 46, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 473,  6, 13,  134, 1, 2, 619237, 16081.55, 233, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  134, 1, 2, 658996, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 584,  8, 10,  134, 1, 2, 634073, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 243,  5, 15,  134, 1, 2, 596597, 16081.55, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 460, 11,  7,  135, 1, 2, 613250, 16081.55, 187, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 613,  6, 14,  135, 1, 2, 658614, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,   0,  6, 14,  135, 1, 2, 658581, 16081.55, 128, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 381, 10,  8,  135, 1, 2, 633914, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  135, 1, 2, 658330, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  135, 1, 2, 613233, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  135, 1, 2, 619664, 16081.55, 192, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 137,  7, 11,  135, 1, 2, 613181, 16081.55, 254, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  135, 1, 2, 613249, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 151,  9,  9,  135, 1, 2, 639118, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 526,  6, 13,  135, 1, 2, 619637, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 147,  9,  9,  135, 1, 2, 639116, 16081.55, 138, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 482, 10,  8,  135, 1, 2, 634097, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  135, 1, 2, 619876, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 890, 10,  8,  135, 1, 2, 634143, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  135, 1, 2, 634183, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  135, 1, 2, 639365, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 600,  9,  9,  135, 1, 2, 639170, 16081.55, 72, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 144,  6, 14,  135, 1, 2, 658489, 16081.55, 240, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 425, 10,  8,  135, 1, 2, 633942, 16081.55, 71, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 705, 10,  8,  135, 1, 2, 634047, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  135, 1, 2, 613370, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 667,  7, 12,  135, 1, 2, 658768, 16081.55, 139, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 669,  6, 14,  135, 1, 2, 658406, 16081.55, 85, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 676,  7, 12,  135, 1, 2, 658867, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  135, 1, 2, 619678, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  135, 1, 2, 619550, 16081.55, 76, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  135, 1, 2, 639465, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  135, 1, 2, 634203, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  135, 1, 2, 619561, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 961,  6, 13,  135, 1, 2, 619342, 16081.55, 208, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 171,  7, 11,  135, 1, 2, 613121, 16081.55, 84, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 700, 11,  7,  135, 1, 2, 613251, 16081.55, 1, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,  67,  5, 16,  135, 1, 2, 634062, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 190,  6, 14,  135, 1, 2, 657677, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  135, 1, 2, 638723, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  135, 1, 2, 633918, 16081.55, 232, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  135, 1, 2, 658678, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 175,  8, 10,  135, 1, 2, 634129, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  135, 1, 2, 613286, 16081.55, 146, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  135, 1, 2, 658698, 16081.55, 44, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 712, 11,  7,  135, 1, 2, 613135, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  135, 1, 2, 658936, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,   8, 11,  7,  135, 1, 2, 613169, 16081.55, 128, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 186, 11,  7,  135, 1, 2, 613254, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 714,  8, 10,  135, 1, 2, 634128, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 718,  8, 10,  135, 1, 2, 634062, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 240,  5, 16,  135, 1, 2, 633791, 16081.55, 60, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 726,  5, 16,  135, 1, 2, 634223, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  135, 1, 2, 639342, 16081.55, 46, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,  62,  8, 10,  135, 1, 2, 634318, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  135, 1, 2, 619553, 16081.55, 138, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 655,  6, 13,  135, 1, 2, 619593, 16081.55, 0, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 936,  6, 14,  135, 1, 2, 658439, 16081.55, 32, 0.00, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  135, 1, 2, 613138, 16081.55, 126, 0.00, 1: 77; 2: 29; 
