Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
74(1000)
Melhor resultado nxn: CD4_T_cell_signaling, 361, 14, 14,  519, 1, 4, 1583799, 45211.48, 0, 0.00, 1: 211; 2: 105; 3: 22; 4: 8; 
CD4_T_cell_signaling, 673, 10, 20,  532, 1, 4, 1606578, 45211.48, 0, 0.00, 1: 197; 2: 115; 3: 31; 4: 3; 
CD4_T_cell_signaling, 860, 15, 13,  532, 1, 4, 1568124, 45211.48, 65, 0.00, 1: 208; 2: 98; 3: 32; 4: 8; 
CD4_T_cell_signaling, 674, 12, 17,  532, 1, 4, 1626188, 45211.48, 0, 0.00, 1: 209; 2: 95; 3: 35; 4: 7; 
CD4_T_cell_signaling, 753, 10, 19,  532, 1, 4, 1526072, 45211.48, 0, 0.00, 1: 209; 2: 97; 3: 31; 4: 9; 
CD4_T_cell_signaling, 367, 15, 13,  532, 1, 4, 1568103, 45211.48, 0, 0.00, 1: 201; 2: 109; 3: 31; 4: 5; 
CD4_T_cell_signaling,  10, 14, 14,  532, 1, 4, 1583738, 45211.48, 13, 0.00, 1: 202; 2: 108; 3: 30; 4: 6; 
CD4_T_cell_signaling, 233, 15, 13,  532, 1, 4, 1568179, 45211.48, 0, 0.00, 1: 205; 2: 104; 3: 29; 4: 8; 
CD4_T_cell_signaling, 479, 11, 18,  532, 1, 4, 1595642, 45211.48, 0, 0.00, 1: 203; 2: 108; 3: 27; 4: 8; 
CD4_T_cell_signaling, 109, 13, 15,  532, 1, 4, 1568093, 45211.48, 0, 0.00, 1: 203; 2: 108; 3: 27; 4: 8; 
CD4_T_cell_signaling,  11, 16, 12,  532, 1, 4, 1539628, 45211.48, 178, 0.00, 1: 201; 2: 112; 3: 25; 4: 8; 
CD4_T_cell_signaling,  53, 12, 16,  532, 1, 4, 1539739, 45211.48, 0, 0.00, 1: 210; 2: 95; 3: 32; 4: 9; 
CD4_T_cell_signaling, 851, 10, 20,  532, 1, 4, 1606552, 45211.48, 0, 0.00, 1: 205; 2: 102; 3: 33; 4: 6; 
CD4_T_cell_signaling, 849, 16, 12,  532, 1, 4, 1539707, 45211.48, 0, 0.00, 1: 204; 2: 100; 3: 40; 4: 2; 
CD4_T_cell_signaling, 225, 10, 20,  532, 1, 4, 1606601, 45211.48, 0, 0.00, 1: 205; 2: 103; 3: 31; 4: 7; 
CD4_T_cell_signaling, 640,  8, 26,  532, 1, 4, 1664311, 45211.48, 39, 0.00, 1: 200; 2: 116; 3: 20; 4: 10; 
CD4_T_cell_signaling, 524,  9, 23,  532, 1, 4, 1649592, 45211.48, 75, 0.00, 1: 202; 2: 110; 3: 26; 4: 8; 
CD4_T_cell_signaling, 315, 14, 14,  532, 1, 4, 1583693, 45211.48, 0, 0.00, 1: 197; 2: 117; 3: 27; 4: 5; 
CD4_T_cell_signaling, 156, 15, 13,  532, 1, 4, 1568077, 45211.48, 13, 0.00, 1: 200; 2: 113; 3: 26; 4: 7; 
CD4_T_cell_signaling, 150, 16, 12,  532, 1, 4, 1539685, 45211.48, 0, 0.00, 1: 200; 2: 115; 3: 22; 4: 9; 
CD4_T_cell_signaling, 311, 14, 14,  532, 1, 4, 1583765, 45211.48, 0, 0.00, 1: 210; 2: 96; 3: 30; 4: 10; 
CD4_T_cell_signaling, 599, 10, 20,  532, 1, 4, 1606437, 45211.48, 0, 0.00, 1: 207; 2: 100; 3: 31; 4: 8; 
CD4_T_cell_signaling, 895,  9, 23,  532, 1, 4, 1649504, 45211.48, 0, 0.00, 1: 204; 2: 104; 3: 32; 4: 6; 
CD4_T_cell_signaling, 415, 15, 13,  532, 1, 4, 1568200, 45211.48, 0, 0.00, 1: 207; 2: 102; 3: 27; 4: 10; 
CD4_T_cell_signaling, 631,  9, 22,  532, 1, 4, 1595368, 45211.48, 0, 0.00, 1: 203; 2: 109; 3: 25; 4: 9; 
CD4_T_cell_signaling,  88, 12, 16,  532, 1, 4, 1539735, 45211.48, 9, 0.00, 1: 204; 2: 107; 3: 26; 4: 9; 
CD4_T_cell_signaling, 727, 16, 12,  533, 1, 4, 1539640, 45211.48, 0, 0.00, 1: 202; 2: 106; 3: 33; 4: 5; 
CD4_T_cell_signaling, 422, 16, 12,  533, 1, 4, 1539634, 45211.48, 0, 0.00, 1: 201; 2: 108; 3: 32; 4: 5; 
CD4_T_cell_signaling, 478, 12, 17,  533, 1, 4, 1626037, 45211.48, 0, 0.00, 1: 203; 2: 106; 3: 30; 4: 7; 
CD4_T_cell_signaling, 201, 15, 13,  533, 1, 4, 1568198, 45211.48, 0, 0.00, 1: 202; 2: 109; 3: 27; 4: 8; 
CD4_T_cell_signaling,  47, 12, 16,  533, 1, 4, 1539682, 45211.48, 0, 0.00, 1: 205; 2: 101; 3: 34; 4: 6; 
CD4_T_cell_signaling, 608,  9, 22,  533, 1, 4, 1595493, 45211.48, 39, 0.00, 1: 205; 2: 105; 3: 26; 4: 10; 
CD4_T_cell_signaling, 611,  8, 26,  533, 1, 4, 1664420, 45211.48, 0, 0.00, 1: 204; 2: 102; 3: 35; 4: 5; 
CD4_T_cell_signaling, 785, 14, 14,  533, 1, 4, 1583726, 45211.48, 0, 0.00, 1: 214; 2: 90; 3: 29; 4: 13; 
CD4_T_cell_signaling, 613, 10, 19,  533, 1, 4, 1526089, 45211.48, 0, 0.00, 1: 209; 2: 96; 3: 32; 4: 9; 
CD4_T_cell_signaling, 756, 15, 13,  533, 1, 4, 1568154, 45211.48, 36, 0.00, 1: 205; 2: 104; 3: 28; 4: 9; 
CD4_T_cell_signaling, 652, 15, 13,  533, 1, 4, 1568142, 45211.48, 102, 0.00, 1: 205; 2: 103; 3: 30; 4: 8; 
CD4_T_cell_signaling, 642, 12, 16,  533, 1, 4, 1539701, 45211.48, 0, 0.00, 1: 203; 2: 106; 3: 30; 4: 7; 
CD4_T_cell_signaling, 372, 12, 16,  533, 1, 4, 1539729, 45211.48, 117, 0.00, 1: 208; 2: 97; 3: 33; 4: 8; 
CD4_T_cell_signaling, 271, 10, 20,  533, 1, 4, 1606382, 45211.48, 0, 0.00, 1: 203; 2: 104; 3: 34; 4: 5; 
CD4_T_cell_signaling, 873, 15, 13,  533, 1, 4, 1568151, 45211.48, 0, 0.00, 1: 207; 2: 97; 3: 36; 4: 6; 
CD4_T_cell_signaling, 766,  9, 21,  533, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 199; 2: 115; 3: 24; 4: 8; 
CD4_T_cell_signaling, 804, 12, 17,  533, 1, 4, 1626171, 45211.48, 58, 0.00, 1: 210; 2: 96; 3: 29; 4: 11; 
CD4_T_cell_signaling, 145, 11, 18,  533, 1, 4, 1595411, 45211.48, 0, 0.00, 1: 203; 2: 105; 3: 32; 4: 6; 
CD4_T_cell_signaling, 321, 15, 13,  533, 1, 4, 1568143, 45211.48, 0, 0.00, 1: 200; 2: 112; 3: 27; 4: 7; 
CD4_T_cell_signaling,  27, 14, 14,  533, 1, 4, 1583715, 45211.48, 28, 0.00, 1: 205; 2: 103; 3: 30; 4: 8; 
CD4_T_cell_signaling, 660, 10, 20,  533, 1, 4, 1606528, 45211.48, 88, 0.00, 1: 198; 2: 114; 3: 29; 4: 5; 
CD4_T_cell_signaling, 406, 16, 12,  533, 1, 4, 1539687, 45211.48, 0, 0.00, 1: 201; 2: 111; 3: 26; 4: 8; 
CD4_T_cell_signaling, 908, 14, 14,  533, 1, 4, 1583578, 45211.48, 86, 0.00, 1: 197; 2: 120; 3: 20; 4: 9; 
CD4_T_cell_signaling, 714, 10, 20,  533, 1, 4, 1606490, 45211.48, 0, 0.00, 1: 204; 2: 100; 3: 39; 4: 3; 
CD4_T_cell_signaling, 322,  8, 25,  533, 1, 4, 1606597, 45211.48, 0, 0.00, 1: 201; 2: 109; 3: 30; 4: 6; 
CD4_T_cell_signaling, 222,  9, 23,  533, 1, 4, 1649753, 45211.48, 0, 0.00, 1: 205; 2: 100; 3: 36; 4: 5; 
CD4_T_cell_signaling,  18, 14, 14,  533, 1, 4, 1583573, 45211.48, 248, 0.00, 1: 203; 2: 106; 3: 30; 4: 7; 
CD4_T_cell_signaling, 207, 13, 15,  533, 1, 4, 1568223, 45211.48, 0, 0.00, 1: 205; 2: 104; 3: 28; 4: 9; 
CD4_T_cell_signaling, 964, 13, 15,  533, 1, 4, 1568233, 45211.48, 70, 0.00, 1: 208; 2: 93; 3: 41; 4: 4; 
CD4_T_cell_signaling, 882, 12, 16,  533, 1, 4, 1539684, 45211.48, 0, 0.00, 1: 198; 2: 116; 3: 25; 4: 7; 
CD4_T_cell_signaling, 392, 14, 14,  534, 1, 4, 1583789, 45211.48, 25, 0.00, 1: 204; 2: 105; 3: 28; 4: 9; 
CD4_T_cell_signaling, 455,  9, 23,  534, 1, 4, 1649462, 45211.48, 0, 0.00, 1: 201; 2: 106; 3: 35; 4: 4; 
CD4_T_cell_signaling, 699, 15, 13,  534, 1, 4, 1568160, 45211.48, 0, 0.00, 1: 205; 2: 101; 3: 33; 4: 7; 
CD4_T_cell_signaling, 742, 12, 16,  534, 1, 4, 1539696, 45211.48, 0, 0.00, 1: 199; 2: 112; 3: 29; 4: 6; 
CD4_T_cell_signaling, 731, 11, 18,  534, 1, 4, 1595435, 45211.48, 0, 0.00, 1: 201; 2: 111; 3: 25; 4: 9; 
CD4_T_cell_signaling, 692, 16, 12,  534, 1, 4, 1539680, 45211.48, 35, 0.00, 1: 207; 2: 95; 3: 39; 4: 5; 
CD4_T_cell_signaling, 687,  9, 22,  534, 1, 4, 1595391, 45211.48, 0, 0.00, 1: 205; 2: 100; 3: 35; 4: 6; 
CD4_T_cell_signaling, 267, 15, 13,  534, 1, 4, 1568051, 45211.48, 0, 0.00, 1: 215; 2: 86; 3: 33; 4: 12; 
CD4_T_cell_signaling, 970, 11, 18,  534, 1, 4, 1595470, 45211.48, 0, 0.00, 1: 198; 2: 111; 3: 34; 4: 3; 
CD4_T_cell_signaling, 972,  9, 22,  534, 1, 4, 1595509, 45211.48, 164, 0.00, 1: 206; 2: 97; 3: 38; 4: 5; 
CD4_T_cell_signaling, 793, 14, 14,  534, 1, 4, 1583709, 45211.48, 0, 0.00, 1: 205; 2: 102; 3: 31; 4: 8; 
CD4_T_cell_signaling,   5,  9, 21,  534, 1, 4, 1527876, 45211.48, 127, 0.00, 1: 204; 2: 103; 3: 32; 4: 7; 
CD4_T_cell_signaling,  71, 11, 18,  534, 1, 4, 1595495, 45211.48, 0, 0.00, 1: 204; 2: 101; 3: 36; 4: 5; 
CD4_T_cell_signaling, 330, 13, 15,  534, 1, 4, 1568196, 45211.48, 0, 0.00, 1: 204; 2: 104; 3: 30; 4: 8; 
CD4_T_cell_signaling, 952,  9, 22,  534, 1, 4, 1595560, 45211.48, 71, 0.00, 1: 205; 2: 102; 3: 31; 4: 8; 
CD4_T_cell_signaling, 306,  8, 25,  534, 1, 4, 1606463, 45211.48, 0, 0.00, 1: 206; 2: 101; 3: 30; 4: 9; 
CD4_T_cell_signaling, 987, 11, 18,  534, 1, 4, 1595463, 45211.48, 0, 0.00, 1: 207; 2: 97; 3: 35; 4: 7; 
CD4_T_cell_signaling, 140,  9, 22,  534, 1, 4, 1595657, 45211.48, 6, 0.00, 1: 200; 2: 107; 3: 36; 4: 3; 
CD4_T_cell_signaling, 730, 10, 20,  534, 1, 4, 1606524, 45211.48, 0, 0.00, 1: 210; 2: 91; 3: 38; 4: 7; 
CD4_T_cell_signaling, 830, 12, 16,  534, 1, 4, 1539702, 45211.48, 0, 0.00, 1: 209; 2: 94; 3: 35; 4: 8; 
CD4_T_cell_signaling, 627, 10, 20,  534, 1, 4, 1606462, 45211.48, 0, 0.00, 1: 205; 2: 98; 3: 39; 4: 4; 
CD4_T_cell_signaling, 313, 14, 14,  534, 1, 4, 1583817, 45211.48, 0, 0.00, 1: 206; 2: 97; 3: 38; 4: 5; 
CD4_T_cell_signaling, 848, 14, 14,  534, 1, 4, 1583715, 45211.48, 63, 0.00, 1: 200; 2: 109; 3: 32; 4: 5; 
CD4_T_cell_signaling, 483, 14, 14,  534, 1, 4, 1583776, 45211.48, 0, 0.00, 1: 202; 2: 108; 3: 28; 4: 8; 
CD4_T_cell_signaling, 314, 16, 12,  534, 1, 4, 1539665, 45211.48, 0, 0.00, 1: 202; 2: 105; 3: 34; 4: 5; 
CD4_T_cell_signaling, 128, 10, 19,  534, 1, 4, 1526085, 45211.48, 10, 0.00, 1: 201; 2: 109; 3: 29; 4: 7; 
CD4_T_cell_signaling, 461, 12, 17,  534, 1, 4, 1626215, 45211.48, 0, 0.00, 1: 205; 2: 105; 3: 25; 4: 11; 
CD4_T_cell_signaling, 375, 10, 19,  534, 1, 4, 1526079, 45211.48, 0, 0.00, 1: 205; 2: 102; 3: 31; 4: 8; 
CD4_T_cell_signaling, 669,  8, 24,  534, 1, 4, 1539727, 45211.48, 0, 0.00, 1: 203; 2: 104; 3: 33; 4: 6; 
CD4_T_cell_signaling, 622,  8, 25,  535, 1, 4, 1606518, 45211.48, 0, 0.00, 1: 210; 2: 93; 3: 33; 4: 10; 
CD4_T_cell_signaling, 719, 16, 12,  535, 1, 4, 1539672, 45211.48, 0, 0.00, 1: 208; 2: 98; 3: 29; 4: 11; 
CD4_T_cell_signaling, 909,  8, 26,  535, 1, 4, 1664497, 45211.48, 0, 0.00, 1: 207; 2: 96; 3: 36; 4: 7; 
CD4_T_cell_signaling, 738,  9, 21,  535, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 203; 2: 111; 3: 18; 4: 14; 
CD4_T_cell_signaling, 342, 13, 15,  535, 1, 4, 1568197, 45211.48, 0, 0.00, 1: 196; 2: 117; 3: 27; 4: 6; 
CD4_T_cell_signaling, 943, 15, 13,  535, 1, 4, 1568209, 45211.48, 0, 0.00, 1: 201; 2: 110; 3: 26; 4: 9; 
CD4_T_cell_signaling, 349, 15, 13,  535, 1, 4, 1568088, 45211.48, 0, 0.00, 1: 201; 2: 106; 3: 34; 4: 5; 
CD4_T_cell_signaling, 931,  9, 23,  535, 1, 4, 1649306, 45211.48, 0, 0.00, 1: 200; 2: 113; 3: 23; 4: 10; 
CD4_T_cell_signaling, 283, 11, 18,  535, 1, 4, 1595640, 45211.48, 0, 0.00, 1: 202; 2: 107; 3: 29; 4: 8; 
CD4_T_cell_signaling, 264, 11, 18,  535, 1, 4, 1595481, 45211.48, 17, 0.00, 1: 209; 2: 96; 3: 30; 4: 11; 
CD4_T_cell_signaling, 767, 10, 20,  535, 1, 4, 1606428, 45211.48, 0, 0.00, 1: 208; 2: 95; 3: 35; 4: 8; 
CD4_T_cell_signaling, 620,  9, 22,  535, 1, 4, 1595578, 45211.48, 151, 0.00, 1: 206; 2: 103; 3: 25; 4: 12; 
CD4_T_cell_signaling, 157,  9, 22,  535, 1, 4, 1595303, 45211.48, 0, 0.00, 1: 201; 2: 109; 3: 28; 4: 8; 
CD4_T_cell_signaling, 769, 13, 15,  535, 1, 4, 1568059, 45211.48, 0, 0.00, 1: 202; 2: 114; 3: 15; 4: 15; 
CD4_T_cell_signaling, 614,  9, 23,  535, 1, 4, 1649779, 45211.48, 0, 0.00, 1: 210; 2: 95; 3: 29; 4: 12; 
CD4_T_cell_signaling, 788, 11, 18,  535, 1, 4, 1595509, 45211.48, 161, 0.00, 1: 203; 2: 104; 3: 32; 4: 7; 
CD4_T_cell_signaling, 971, 15, 13,  535, 1, 4, 1568125, 45211.48, 0, 0.00, 1: 202; 2: 106; 3: 31; 4: 7; 
CD4_T_cell_signaling, 568,  9, 22,  535, 1, 4, 1595666, 45211.48, 36, 0.00, 1: 196; 2: 114; 3: 33; 4: 3; 
CD4_T_cell_signaling, 566,  9, 21,  535, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 206; 2: 98; 3: 35; 4: 7; 
CD4_T_cell_signaling,  69, 10, 19,  535, 1, 4, 1526098, 45211.48, 0, 0.00, 1: 202; 2: 109; 3: 25; 4: 10; 
CD4_T_cell_signaling, 549, 14, 14,  535, 1, 4, 1583454, 45211.48, 0, 0.00, 1: 199; 2: 115; 3: 22; 4: 10; 
CD4_T_cell_signaling, 203,  9, 22,  535, 1, 4, 1595583, 45211.48, 0, 0.00, 1: 207; 2: 97; 3: 34; 4: 8; 
CD4_T_cell_signaling, 504, 12, 17,  535, 1, 4, 1626186, 45211.48, 33, 0.00, 1: 208; 2: 93; 3: 39; 4: 6; 
CD4_T_cell_signaling, 135, 16, 12,  535, 1, 4, 1539668, 45211.48, 0, 0.00, 1: 199; 2: 114; 3: 24; 4: 9; 
CD4_T_cell_signaling, 833,  8, 26,  535, 1, 4, 1664368, 45211.48, 0, 0.00, 1: 205; 2: 105; 3: 24; 4: 12; 
CD4_T_cell_signaling, 257,  9, 22,  535, 1, 4, 1595569, 45211.48, 0, 0.00, 1: 200; 2: 111; 3: 27; 4: 8; 
CD4_T_cell_signaling,  93, 15, 13,  535, 1, 4, 1568156, 45211.48, 0, 0.00, 1: 207; 2: 100; 3: 28; 4: 11; 
CD4_T_cell_signaling, 122, 16, 12,  535, 1, 4, 1539686, 45211.48, 0, 0.00, 1: 202; 2: 105; 3: 33; 4: 6; 
CD4_T_cell_signaling, 867,  8, 26,  535, 1, 4, 1664496, 45211.48, 0, 0.00, 1: 201; 2: 108; 3: 30; 4: 7; 
CD4_T_cell_signaling, 748, 14, 14,  535, 1, 4, 1583794, 45211.48, 51, 0.00, 1: 203; 2: 106; 3: 28; 4: 9; 
CD4_T_cell_signaling,  40, 14, 14,  535, 1, 4, 1583843, 45211.48, 3, 0.00, 1: 209; 2: 97; 3: 28; 4: 12; 
CD4_T_cell_signaling, 237, 12, 17,  535, 1, 4, 1626137, 45211.48, 0, 0.00, 1: 202; 2: 107; 3: 29; 4: 8; 
CD4_T_cell_signaling, 234,  9, 23,  535, 1, 4, 1649747, 45211.48, 0, 0.00, 1: 200; 2: 107; 3: 35; 4: 4; 
CD4_T_cell_signaling, 747, 13, 15,  535, 1, 4, 1568109, 45211.48, 0, 0.00, 1: 206; 2: 99; 3: 33; 4: 8; 
CD4_T_cell_signaling, 130, 12, 17,  535, 1, 4, 1626210, 45211.48, 0, 0.00, 1: 205; 2: 98; 3: 38; 4: 5; 
CD4_T_cell_signaling, 231, 15, 13,  535, 1, 4, 1568104, 45211.48, 0, 0.00, 1: 201; 2: 105; 3: 36; 4: 4; 
CD4_T_cell_signaling, 407, 16, 12,  535, 1, 4, 1539627, 45211.48, 0, 0.00, 1: 208; 2: 98; 3: 29; 4: 11; 
CD4_T_cell_signaling, 856,  9, 23,  535, 1, 4, 1649292, 45211.48, 64, 0.00, 1: 202; 2: 106; 3: 31; 4: 7; 
CD4_T_cell_signaling, 930, 11, 18,  536, 1, 4, 1595272, 45211.48, 0, 0.00, 1: 203; 2: 103; 3: 33; 4: 7; 
CD4_T_cell_signaling, 763,  9, 22,  536, 1, 4, 1595534, 45211.48, 0, 0.00, 1: 203; 2: 105; 3: 29; 4: 9; 
CD4_T_cell_signaling, 320,  9, 21,  536, 1, 4, 1527876, 45211.48, 19, 0.00, 1: 202; 2: 107; 3: 28; 4: 9; 
CD4_T_cell_signaling, 902,  9, 23,  536, 1, 4, 1649130, 45211.48, 0, 0.00, 1: 200; 2: 109; 3: 30; 4: 7; 
CD4_T_cell_signaling, 959, 12, 16,  536, 1, 4, 1539720, 45211.48, 0, 0.00, 1: 200; 2: 109; 3: 30; 4: 7; 
CD4_T_cell_signaling, 592, 16, 12,  536, 1, 4, 1539659, 45211.48, 39, 0.00, 1: 200; 2: 109; 3: 30; 4: 7; 
CD4_T_cell_signaling, 790, 15, 13,  536, 1, 4, 1568164, 45211.48, 0, 0.00, 1: 203; 2: 104; 3: 31; 4: 8; 
CD4_T_cell_signaling, 473,  9, 23,  536, 1, 4, 1649315, 45211.48, 0, 0.00, 1: 202; 2: 102; 3: 38; 4: 4; 
CD4_T_cell_signaling, 562, 14, 14,  536, 1, 4, 1583802, 45211.48, 0, 0.00, 1: 208; 2: 95; 3: 34; 4: 9; 
CD4_T_cell_signaling, 542, 16, 12,  536, 1, 4, 1539661, 45211.48, 0, 0.00, 1: 200; 2: 110; 3: 28; 4: 8; 
CD4_T_cell_signaling, 809,  9, 23,  536, 1, 4, 1649605, 45211.48, 0, 0.00, 1: 202; 2: 109; 3: 24; 4: 11; 
CD4_T_cell_signaling, 948, 16, 12,  536, 1, 4, 1539719, 45211.48, 69, 0.00, 1: 198; 2: 112; 3: 30; 4: 6; 
CD4_T_cell_signaling, 499, 16, 12,  536, 1, 4, 1539667, 45211.48, 0, 0.00, 1: 197; 2: 113; 3: 31; 4: 5; 
CD4_T_cell_signaling, 493, 11, 18,  536, 1, 4, 1595340, 45211.48, 0, 0.00, 1: 208; 2: 100; 3: 24; 4: 14; 
CD4_T_cell_signaling, 845, 16, 12,  536, 1, 4, 1539731, 45211.48, 0, 0.00, 1: 205; 2: 102; 3: 29; 4: 10; 
CD4_T_cell_signaling,  51, 10, 20,  536, 1, 4, 1606364, 45211.48, 0, 0.00, 1: 198; 2: 113; 3: 28; 4: 7; 
CD4_T_cell_signaling, 125, 10, 20,  536, 1, 4, 1606363, 45211.48, 0, 0.00, 1: 202; 2: 106; 3: 30; 4: 8; 
CD4_T_cell_signaling, 297,  8, 25,  536, 1, 4, 1606445, 45211.48, 0, 0.00, 1: 203; 2: 104; 3: 31; 4: 8; 
CD4_T_cell_signaling,  41,  9, 22,  536, 1, 4, 1595566, 45211.48, 0, 0.00, 1: 197; 2: 113; 3: 31; 4: 5; 
CD4_T_cell_signaling, 174, 10, 19,  536, 1, 4, 1526092, 45211.48, 0, 0.00, 1: 208; 2: 99; 3: 26; 4: 13; 
CD4_T_cell_signaling, 118, 12, 17,  536, 1, 4, 1626001, 45211.48, 0, 0.00, 1: 201; 2: 108; 3: 29; 4: 8; 
CD4_T_cell_signaling, 126, 12, 16,  537, 1, 4, 1539669, 45211.48, 0, 0.00, 1: 201; 2: 109; 3: 26; 4: 10; 
CD4_T_cell_signaling, 944, 11, 18,  537, 1, 4, 1595568, 45211.48, 71, 0.00, 1: 195; 2: 115; 3: 32; 4: 4; 
CD4_T_cell_signaling, 672, 13, 15,  537, 1, 4, 1568116, 45211.48, 41, 0.00, 1: 202; 2: 105; 3: 31; 4: 8; 
CD4_T_cell_signaling, 992,  8, 24,  537, 1, 4, 1539720, 45211.48, 76, 0.00, 1: 199; 2: 110; 3: 30; 4: 7; 
CD4_T_cell_signaling,   4,  9, 23,  537, 1, 4, 1649631, 45211.48, 57, 0.00, 1: 202; 2: 106; 3: 29; 4: 9; 
CD4_T_cell_signaling, 680, 10, 19,  537, 1, 4, 1526064, 45211.48, 42, 0.00, 1: 197; 2: 116; 3: 24; 4: 9; 
CD4_T_cell_signaling,  14,  8, 26,  537, 1, 4, 1664329, 45211.48, 0, 0.00, 1: 204; 2: 101; 3: 33; 4: 8; 
CD4_T_cell_signaling, 350, 13, 15,  537, 1, 4, 1568158, 45211.48, 0, 0.00, 1: 204; 2: 102; 3: 31; 4: 9; 
CD4_T_cell_signaling, 565,  9, 23,  537, 1, 4, 1649464, 45211.48, 0, 0.00, 1: 194; 2: 118; 3: 29; 4: 5; 
CD4_T_cell_signaling, 180,  9, 22,  537, 1, 4, 1595508, 45211.48, 14, 0.00, 1: 198; 2: 113; 3: 27; 4: 8; 
CD4_T_cell_signaling, 953, 15, 13,  537, 1, 4, 1568154, 45211.48, 0, 0.00, 1: 198; 2: 114; 3: 25; 4: 9; 
CD4_T_cell_signaling, 764, 13, 15,  537, 1, 4, 1568229, 45211.48, 169, 0.00, 1: 207; 2: 96; 3: 34; 4: 9; 
CD4_T_cell_signaling, 276, 15, 13,  537, 1, 4, 1568113, 45211.48, 97, 0.00, 1: 202; 2: 103; 3: 35; 4: 6; 
CD4_T_cell_signaling, 729,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 204; 2: 102; 3: 31; 4: 9; 
CD4_T_cell_signaling, 889, 10, 20,  537, 1, 4, 1606531, 45211.48, 0, 0.00, 1: 205; 2: 101; 3: 30; 4: 10; 
CD4_T_cell_signaling, 475, 10, 19,  537, 1, 4, 1526092, 45211.48, 0, 0.00, 1: 203; 2: 100; 3: 38; 4: 5; 
CD4_T_cell_signaling, 193, 16, 12,  537, 1, 4, 1539692, 45211.48, 0, 0.00, 1: 199; 2: 111; 3: 28; 4: 8; 
CD4_T_cell_signaling, 491, 14, 14,  537, 1, 4, 1583769, 45211.48, 0, 0.00, 1: 203; 2: 104; 3: 30; 4: 9; 
CD4_T_cell_signaling, 938, 16, 12,  537, 1, 4, 1539742, 45211.48, 0, 0.00, 1: 206; 2: 101; 3: 27; 4: 12; 
CD4_T_cell_signaling, 512, 10, 20,  537, 1, 4, 1606474, 45211.48, 33, 0.00, 1: 201; 2: 106; 3: 32; 4: 7; 
CD4_T_cell_signaling, 994, 10, 20,  537, 1, 4, 1606503, 45211.48, 0, 0.00, 1: 194; 2: 119; 3: 27; 4: 6; 
CD4_T_cell_signaling, 707, 13, 15,  537, 1, 4, 1568158, 45211.48, 0, 0.00, 1: 205; 2: 102; 3: 28; 4: 11; 
CD4_T_cell_signaling, 502, 10, 19,  537, 1, 4, 1526096, 45211.48, 0, 0.00, 1: 194; 2: 119; 3: 27; 4: 6; 
CD4_T_cell_signaling,  43, 12, 17,  537, 1, 4, 1626082, 45211.48, 0, 0.00, 1: 204; 2: 101; 3: 33; 4: 8; 
CD4_T_cell_signaling, 429, 13, 15,  537, 1, 4, 1568076, 45211.48, 0, 0.00, 1: 202; 2: 106; 3: 29; 4: 9; 
CD4_T_cell_signaling, 630, 10, 20,  537, 1, 4, 1606479, 45211.48, 0, 0.00, 1: 201; 2: 105; 3: 34; 4: 6; 
CD4_T_cell_signaling, 304, 10, 19,  537, 1, 4, 1526077, 45211.48, 18, 0.00, 1: 201; 2: 108; 3: 28; 4: 9; 
CD4_T_cell_signaling, 250,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 204; 2: 98; 3: 39; 4: 5; 
CD4_T_cell_signaling, 993,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 204; 2: 100; 3: 35; 4: 7; 
CD4_T_cell_signaling, 817,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 204; 2: 101; 3: 33; 4: 8; 
CD4_T_cell_signaling, 301, 12, 17,  537, 1, 4, 1626240, 45211.48, 0, 0.00, 1: 202; 2: 105; 3: 31; 4: 8; 
CD4_T_cell_signaling, 249,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 207; 2: 95; 3: 36; 4: 8; 
CD4_T_cell_signaling, 427,  8, 26,  537, 1, 4, 1664246, 45211.48, 0, 0.00, 1: 202; 2: 107; 3: 27; 4: 10; 
CD4_T_cell_signaling, 439, 15, 13,  537, 1, 4, 1568138, 45211.48, 0, 0.00, 1: 205; 2: 99; 3: 34; 4: 8; 
CD4_T_cell_signaling, 744,  8, 24,  537, 1, 4, 1539703, 45211.48, 50, 0.00, 1: 204; 2: 102; 3: 31; 4: 9; 
CD4_T_cell_signaling, 337,  9, 21,  537, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 201; 2: 106; 3: 32; 4: 7; 
CD4_T_cell_signaling, 928, 12, 17,  537, 1, 4, 1626268, 45211.48, 70, 0.00, 1: 205; 2: 101; 3: 30; 4: 10; 
CD4_T_cell_signaling, 581, 10, 19,  537, 1, 4, 1526077, 45211.48, 0, 0.00, 1: 208; 2: 89; 3: 45; 4: 4; 
CD4_T_cell_signaling, 240,  8, 26,  537, 1, 4, 1664465, 45211.48, 16, 0.00, 1: 208; 2: 98; 3: 27; 4: 13; 
