Seed 1656949570
ARCH 2|F_ID 0|LIMIT 3
before: 
3(297)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  189, 1, 3, 469954, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 136,  8,  7,  195, 1, 3, 442566, 12208.51, 5, 0.00, 1: 81; 2: 48; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 936,  9,  6,  195, 1, 3, 427869, 12208.51, 41, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  22,  7,  8,  195, 1, 3, 442520, 12208.51, 0, 0.00, 1: 85; 2: 40; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 876,  7,  8,  195, 1, 3, 442577, 12208.51, 24, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  16,  9,  6,  195, 1, 3, 427869, 12208.51, 128, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 917,  6, 10,  195, 1, 3, 470592, 12208.51, 0, 0.00, 1: 84; 2: 42; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 683,  5, 13,  196, 1, 3, 498937, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  78,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 267,  8,  7,  196, 1, 3, 442651, 12208.51, 0, 0.00, 1: 82; 2: 45; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  49,  5, 12,  196, 1, 3, 470666, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 727,  9,  6,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 82; 2: 45; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 919,  5, 12,  196, 1, 3, 470509, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 558,  8,  7,  196, 1, 3, 442772, 12208.51, 0, 0.00, 1: 80; 2: 49; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 686,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 49; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 742,  6, 10,  196, 1, 3, 470160, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 679,  7,  8,  196, 1, 3, 442824, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 916,  8,  7,  196, 1, 3, 442538, 12208.51, 47, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 209,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 313,  5, 11,  196, 1, 3, 434867, 12208.51, 0, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 657,  5, 11,  196, 1, 3, 434826, 12208.51, 0, 0.00, 1: 82; 2: 45; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 319,  7,  8,  196, 1, 3, 442375, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 758,  8,  7,  196, 1, 3, 442786, 12208.51, 0, 0.00, 1: 82; 2: 45; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 806,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 372,  8,  7,  196, 1, 3, 442683, 12208.51, 24, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 794,  6, 10,  196, 1, 3, 470455, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 367,  6, 10,  196, 1, 3, 470445, 12208.51, 0, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 359,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 49; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 433,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 489,  5, 11,  196, 1, 3, 434733, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 303,  5, 11,  196, 1, 3, 434785, 12208.51, 0, 0.00, 1: 83; 2: 43; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  93,  8,  7,  196, 1, 3, 442553, 12208.51, 0, 0.00, 1: 81; 2: 47; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 761,  6,  9,  196, 1, 3, 427869, 12208.51, 0, 0.00, 1: 84; 2: 41; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 886,  6, 10,  196, 1, 3, 470279, 12208.51, 0, 0.00, 1: 79; 2: 51; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 295,  6, 10,  196, 1, 3, 469829, 12208.51, 0, 0.00, 1: 80; 2: 49; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 217,  7,  8,  197, 1, 3, 442550, 12208.51, 0, 0.00, 1: 78; 2: 52; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 131,  5, 13,  197, 1, 3, 499935, 12208.51, 0, 0.00, 1: 84; 2: 40; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 594,  9,  6,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 322,  5, 13,  197, 1, 3, 498949, 12208.51, 0, 0.00, 1: 77; 2: 54; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 989,  6, 10,  197, 1, 3, 470714, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 493,  6,  9,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 52; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 254,  7,  8,  197, 1, 3, 442688, 12208.51, 0, 0.00, 1: 78; 2: 52; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 328,  8,  7,  197, 1, 3, 442763, 12208.51, 10, 0.00, 1: 81; 2: 46; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 575,  8,  7,  197, 1, 3, 442642, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 985,  5, 13,  197, 1, 3, 498578, 12208.51, 0, 0.00, 1: 82; 2: 44; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 477,  7,  8,  197, 1, 3, 442594, 12208.51, 0, 0.00, 1: 77; 2: 54; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 481,  9,  6,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 527,  9,  6,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 82; 2: 44; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 507,  8,  7,  197, 1, 3, 442788, 12208.51, 0, 0.00, 1: 81; 2: 46; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 329,  6,  9,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 829,  6,  9,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 168,  6, 10,  197, 1, 3, 470766, 12208.51, 5, 0.00, 1: 82; 2: 44; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 772,  7,  8,  197, 1, 3, 442810, 12208.51, 40, 0.00, 1: 77; 2: 54; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 874,  5, 11,  197, 1, 3, 434640, 12208.51, 0, 0.00, 1: 81; 2: 46; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 865,  8,  7,  197, 1, 3, 442746, 12208.51, 0, 0.00, 1: 85; 2: 38; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 888,  5, 13,  197, 1, 3, 499426, 12208.51, 38, 0.00, 1: 82; 2: 44; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 779,  7,  8,  197, 1, 3, 442606, 12208.51, 0, 0.00, 1: 83; 2: 42; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  36,  7,  8,  197, 1, 3, 442839, 12208.51, 36, 0.00, 1: 81; 2: 46; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 193,  5, 12,  197, 1, 3, 469989, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 813,  7,  8,  197, 1, 3, 442646, 12208.51, 0, 0.00, 1: 81; 2: 46; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 296,  5, 12,  197, 1, 3, 470115, 12208.51, 8, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 691,  9,  6,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 148,  6, 10,  197, 1, 3, 470808, 12208.51, 12, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 667,  9,  6,  197, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 210,  5, 12,  197, 1, 3, 470430, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 315,  5, 11,  197, 1, 3, 434790, 12208.51, 0, 0.00, 1: 80; 2: 48; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   6,  5, 12,  198, 1, 3, 470794, 12208.51, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 135,  6,  9,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 153,  8,  7,  198, 1, 3, 442656, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 435,  7,  8,  198, 1, 3, 442758, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 818,  6,  9,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 827,  9,  6,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 802,  8,  7,  198, 1, 3, 442454, 12208.51, 0, 0.00, 1: 77; 2: 53; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 410,  5, 11,  198, 1, 3, 434873, 12208.51, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 380,  5, 11,  198, 1, 3, 434855, 12208.51, 22, 0.00, 1: 84; 2: 39; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 320,  6,  9,  198, 1, 3, 427869, 12208.51, 10, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 666,  5, 13,  198, 1, 3, 499535, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 202,  9,  6,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 76; 2: 55; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 693,  6, 10,  198, 1, 3, 470792, 12208.51, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 697,  5, 13,  198, 1, 3, 499355, 12208.51, 0, 0.00, 1: 84; 2: 39; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 700,  5, 11,  198, 1, 3, 434855, 12208.51, 1, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 105,  9,  6,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 941,  6, 10,  198, 1, 3, 470564, 12208.51, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 534,  6,  9,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 530,  5, 12,  198, 1, 3, 470586, 12208.51, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 191,  9,  6,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 898,  6,  9,  198, 1, 3, 427869, 12208.51, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 880,  9,  6,  198, 1, 3, 427869, 12208.51, 38, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 279,  6,  9,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 76; 2: 54; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 353,  9,  6,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 163,  5, 13,  199, 1, 3, 499585, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 271,  7,  8,  199, 1, 3, 442733, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 384,  5, 11,  199, 1, 3, 434782, 12208.51, 15, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  77,  9,  6,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 644,  9,  6,  199, 1, 3, 427869, 12208.51, 2, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 626,  6,  9,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 146,  8,  7,  199, 1, 3, 442693, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 598,  7,  8,  199, 1, 3, 442707, 12208.51, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 389,  9,  6,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 664,  5, 12,  199, 1, 3, 470636, 12208.51, 28, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 526,  8,  7,  199, 1, 3, 442656, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   7,  7,  8,  199, 1, 3, 442370, 12208.51, 0, 0.00, 1: 74; 2: 58; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 468,  4, 14,  199, 1, 3, 442688, 12208.51, 34, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 455,  5, 11,  199, 1, 3, 434809, 12208.51, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 444,  5, 12,  199, 1, 3, 470403, 12208.51, 17, 0.00, 1: 83; 2: 40; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  31,  6,  9,  199, 1, 3, 427869, 12208.51, 0, 0.00, 1: 75; 2: 56; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 734,  5, 11,  200, 1, 3, 434490, 12208.51, 0, 0.00, 1: 78; 2: 49; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 323,  5, 13,  200, 1, 3, 499902, 12208.51, 0, 0.00, 1: 82; 2: 41; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  18,  5, 11,  200, 1, 3, 434800, 12208.51, 64, 0.00, 1: 79; 2: 47; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 883,  8,  7,  200, 1, 3, 442729, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 826,  9,  6,  200, 1, 3, 427869, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   1,  5, 11,  200, 1, 3, 434878, 12208.51, 127, 0.00, 1: 78; 2: 49; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 621,  7,  8,  200, 1, 3, 442612, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 590,  5, 13,  200, 1, 3, 498612, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 583,  4, 14,  200, 1, 3, 442677, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 946,  6,  9,  200, 1, 3, 427869, 12208.51, 0, 0.00, 1: 78; 2: 49; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 463,  5, 11,  200, 1, 3, 434771, 12208.51, 0, 0.00, 1: 79; 2: 47; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 973,  7,  8,  200, 1, 3, 442721, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 400,  7,  8,  200, 1, 3, 442482, 12208.51, 15, 0.00, 1: 84; 2: 37; 3: 14; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  87,  6,  9,  201, 1, 3, 427869, 12208.51, 0, 0.00, 1: 77; 2: 50; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   3,  7,  8,  201, 1, 3, 442659, 12208.51, 237, 0.00, 1: 76; 2: 52; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 312,  5, 11,  201, 1, 3, 434867, 12208.51, 9, 0.00, 1: 75; 2: 54; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 605,  9,  6,  201, 1, 3, 427869, 12208.51, 0, 0.00, 1: 77; 2: 50; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 912,  5, 13,  201, 1, 3, 499433, 12208.51, 38, 0.00, 1: 77; 2: 50; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 567,  5, 11,  201, 1, 3, 434885, 12208.51, 0, 0.00, 1: 75; 2: 54; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 660,  4, 14,  202, 1, 3, 442585, 12208.51, 27, 0.00, 1: 80; 2: 43; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 684,  5, 11,  202, 1, 3, 434867, 12208.51, 0, 0.00, 1: 77; 2: 49; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 771,  6,  9,  203, 1, 3, 427869, 12208.51, 0, 0.00, 1: 76; 2: 50; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 861,  9,  6,  203, 1, 3, 427869, 12208.51, 0, 0.00, 1: 77; 2: 48; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 338,  7,  8,  204, 1, 3, 442824, 12208.51, 0, 0.00, 1: 76; 2: 49; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 482,  6,  9,  204, 1, 3, 427869, 12208.51, 0, 0.00, 1: 83; 2: 35; 3: 17; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 107,  8,  7,  204, 1, 3, 442716, 12208.51, 0, 0.00, 1: 75; 2: 51; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 225,  4, 14,  207, 1, 3, 442480, 12208.51, 0, 0.00, 1: 76; 2: 46; 3: 13; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 925,  9,  6,  188, 1, 4, 427869, 12208.51, 0, 0.00, 1: 90; 2: 39; 3: 4; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 325,  6,  9,  188, 1, 4, 427869, 12208.51, 0, 0.00, 1: 90; 2: 39; 3: 4; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  83,  5, 12,  190, 1, 4, 470642, 12208.51, 0, 0.00, 1: 87; 2: 42; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 578,  6, 10,  190, 1, 4, 470708, 12208.51, 0, 0.00, 1: 85; 2: 46; 3: 3; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 302,  6,  9,  190, 1, 4, 427869, 12208.51, 0, 0.00, 1: 87; 2: 42; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 231,  8,  7,  190, 1, 4, 442676, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  50,  8,  7,  190, 1, 4, 442555, 12208.51, 0, 0.00, 1: 84; 2: 48; 3: 2; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 345,  6, 10,  191, 1, 4, 470544, 12208.51, 0, 0.00, 1: 85; 2: 45; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 785,  7,  8,  191, 1, 4, 442638, 12208.51, 0, 0.00, 1: 85; 2: 45; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 485,  6, 10,  191, 1, 4, 470655, 12208.51, 0, 0.00, 1: 86; 2: 43; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 614,  7,  8,  191, 1, 4, 442806, 12208.51, 0, 0.00, 1: 86; 2: 43; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 966,  6, 10,  191, 1, 4, 470905, 12208.51, 0, 0.00, 1: 84; 2: 47; 3: 3; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 819,  9,  6,  191, 1, 4, 427869, 12208.51, 0, 0.00, 1: 84; 2: 47; 3: 3; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 774,  8,  7,  191, 1, 4, 442811, 12208.51, 0, 0.00, 1: 83; 2: 49; 3: 2; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 574,  7,  8,  191, 1, 4, 442846, 12208.51, 0, 0.00, 1: 83; 2: 49; 3: 2; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 234,  7,  8,  192, 1, 4, 442586, 12208.51, 0, 0.00, 1: 82; 2: 50; 3: 2; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 490,  7,  8,  192, 1, 4, 442604, 12208.51, 0, 0.00, 1: 86; 2: 43; 3: 4; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  44,  5, 12,  192, 1, 4, 470304, 12208.51, 37, 0.00, 1: 85; 2: 44; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 795,  9,  6,  192, 1, 4, 427869, 12208.51, 0, 0.00, 1: 85; 2: 44; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 860,  6, 10,  192, 1, 4, 470818, 12208.51, 4, 0.00, 1: 86; 2: 42; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 347,  8,  7,  192, 1, 4, 442620, 12208.51, 0, 0.00, 1: 83; 2: 48; 3: 3; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 260,  5, 13,  192, 1, 4, 499363, 12208.51, 47, 0.00, 1: 84; 2: 46; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 563,  7,  8,  192, 1, 4, 442539, 12208.51, 0, 0.00, 1: 88; 2: 39; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 160,  7,  8,  192, 1, 4, 442641, 12208.51, 5, 0.00, 1: 84; 2: 46; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 834,  7,  8,  192, 1, 4, 442626, 12208.51, 0, 0.00, 1: 84; 2: 46; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 587,  7,  8,  192, 1, 4, 442787, 12208.51, 0, 0.00, 1: 90; 2: 36; 3: 6; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 639,  9,  6,  192, 1, 4, 427869, 12208.51, 0, 0.00, 1: 84; 2: 46; 3: 4; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 450,  7,  8,  192, 1, 4, 442660, 12208.51, 0, 0.00, 1: 83; 2: 49; 3: 1; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 654,  7,  8,  193, 1, 4, 442644, 12208.51, 0, 0.00, 1: 83; 2: 48; 3: 2; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  52,  8,  7,  193, 1, 4, 442629, 12208.51, 1, 0.00, 1: 89; 2: 36; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 710,  8,  7,  193, 1, 4, 442644, 12208.51, 0, 0.00, 1: 84; 2: 45; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 821,  8,  7,  193, 1, 4, 442483, 12208.51, 0, 0.00, 1: 84; 2: 45; 3: 5; 4: 1; 
