Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 996, 11,  9,  194, 1, 3, 785912, 18030.87, 6, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 170,  7, 15,  194, 1, 3, 826215, 18030.87, 0, 0.00, 1: 111; 2: 34; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 535,  9, 11,  194, 1, 3, 786494, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 863,  9, 11,  194, 1, 3, 786215, 18030.87, 0, 0.00, 1: 112; 2: 32; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 527,  7, 15,  194, 1, 3, 826459, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 941,  7, 15,  194, 1, 3, 826393, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 118, 12,  8,  194, 1, 3, 764376, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  194, 1, 3, 764584, 18030.87, 80, 0.00, 1: 114; 2: 28; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  195, 1, 3, 786022, 18030.87, 67, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  195, 1, 3, 764428, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 280, 11,  9,  195, 1, 3, 786164, 18030.87, 30, 0.00, 1: 112; 2: 31; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 141,  7, 14,  195, 1, 3, 781037, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  195, 1, 3, 796146, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 142, 10, 10,  195, 1, 3, 796306, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   0,  8, 12,  195, 1, 3, 764293, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 112, 11,  9,  195, 1, 3, 786299, 18030.87, 15, 0.00, 1: 114; 2: 27; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 889,  7, 14,  195, 1, 3, 780609, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 370, 12,  8,  195, 1, 3, 764320, 18030.87, 0, 0.00, 1: 109; 2: 37; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  195, 1, 3, 728910, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 504,  8, 12,  195, 1, 3, 764652, 18030.87, 46, 0.00, 1: 109; 2: 37; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 653, 11,  9,  195, 1, 3, 786587, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 524,  7, 15,  196, 1, 3, 826883, 18030.87, 9, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 293,  9, 11,  196, 1, 3, 786780, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 572, 12,  8,  196, 1, 3, 763811, 18030.87, 47, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 818,  8, 12,  196, 1, 3, 764557, 18030.87, 0, 0.00, 1: 108; 2: 38; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 335, 12,  8,  196, 1, 3, 764348, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  76,  6, 16,  196, 1, 3, 764569, 18030.87, 12, 0.00, 1: 112; 2: 30; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 538, 11,  9,  196, 1, 3, 785715, 18030.87, 0, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 603,  8, 12,  196, 1, 3, 764596, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 392,  7, 13,  196, 1, 3, 728910, 18030.87, 38, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 647,  7, 15,  196, 1, 3, 826703, 18030.87, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 933,  7, 13,  196, 1, 3, 728910, 18030.87, 0, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 422,  7, 13,  196, 1, 3, 728910, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 788,  8, 12,  196, 1, 3, 764259, 18030.87, 73, 0.00, 1: 113; 2: 28; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 790,  9, 11,  196, 1, 3, 785350, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  38, 12,  8,  196, 1, 3, 764242, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 789,  7, 14,  196, 1, 3, 780671, 18030.87, 0, 0.00, 1: 110; 2: 34; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  196, 1, 3, 763996, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 378,  7, 13,  197, 1, 3, 728910, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 505,  8, 12,  197, 1, 3, 764346, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 970,  7, 14,  197, 1, 3, 780730, 18030.87, 0, 0.00, 1: 110; 2: 33; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 840, 11,  9,  197, 1, 3, 785830, 18030.87, 78, 0.00, 1: 109; 2: 35; 3: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 711,  7, 15,  197, 1, 3, 827415, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 810, 12,  8,  197, 1, 3, 764599, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 473, 10, 10,  197, 1, 3, 795945, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  198, 1, 3, 728910, 18030.87, 87, 0.00, 1: 112; 2: 28; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 892,  7, 14,  198, 1, 3, 780406, 18030.87, 2, 0.00, 1: 109; 2: 34; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 965,  8, 12,  198, 1, 3, 764514, 18030.87, 0, 0.00, 1: 110; 2: 32; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 804,  7, 13,  198, 1, 3, 728910, 18030.87, 90, 0.00, 1: 110; 2: 32; 3: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 728,  8, 12,  199, 1, 3, 764367, 18030.87, 66, 0.00, 1: 111; 2: 29; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 870,  6, 17,  200, 1, 3, 805990, 18030.87, 0, 0.00, 1: 110; 2: 30; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  200, 1, 3, 780373, 18030.87, 0, 0.00, 1: 109; 2: 32; 3: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 578,  7, 14,  200, 1, 3, 780642, 18030.87, 0, 0.00, 1: 110; 2: 30; 3: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 560,  7, 13,  201, 1, 3, 728910, 18030.87, 48, 0.00, 1: 106; 2: 37; 3: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 936,  6, 18,  204, 1, 3, 846299, 18030.87, 87, 0.00, 1: 110; 2: 26; 3: 14; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 583, 10, 10,  185, 1, 4, 796771, 18030.87, 0, 0.00, 1: 120; 2: 26; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 129, 11,  9,  187, 1, 4, 786239, 18030.87, 0, 0.00, 1: 118; 2: 29; 3: 1; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 272,  9, 11,  187, 1, 4, 786506, 18030.87, 29, 0.00, 1: 120; 2: 24; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 365,  9, 11,  187, 1, 4, 786478, 18030.87, 0, 0.00, 1: 117; 2: 30; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  187, 1, 4, 786015, 18030.87, 0, 0.00, 1: 117; 2: 30; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 350,  8, 12,  188, 1, 4, 764107, 18030.87, 0, 0.00, 1: 121; 2: 21; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 633,  9, 11,  188, 1, 4, 785597, 18030.87, 0, 0.00, 1: 116; 2: 31; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 662,  7, 14,  188, 1, 4, 780903, 18030.87, 0, 0.00, 1: 117; 2: 29; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 918,  7, 14,  188, 1, 4, 781084, 18030.87, 0, 0.00, 1: 117; 2: 29; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 180,  9, 11,  188, 1, 4, 785950, 18030.87, 19, 0.00, 1: 116; 2: 31; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 717, 10, 10,  188, 1, 4, 796044, 18030.87, 0, 0.00, 1: 117; 2: 30; 3: 1; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 620,  9, 11,  189, 1, 4, 786440, 18030.87, 53, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 624,  7, 13,  189, 1, 4, 728910, 18030.87, 50, 0.00, 1: 118; 2: 26; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 122,  9, 11,  189, 1, 4, 786820, 18030.87, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  189, 1, 4, 780829, 18030.87, 0, 0.00, 1: 121; 2: 21; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  41, 11,  9,  189, 1, 4, 786547, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 304,  7, 14,  189, 1, 4, 780540, 18030.87, 33, 0.00, 1: 120; 2: 23; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  29, 10, 10,  189, 1, 4, 795956, 18030.87, 85, 0.00, 1: 116; 2: 30; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 799, 10, 10,  189, 1, 4, 795973, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 417,  9, 11,  189, 1, 4, 785956, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 746,  7, 14,  189, 1, 4, 780008, 18030.87, 0, 0.00, 1: 117; 2: 29; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 479,  9, 11,  189, 1, 4, 786145, 18030.87, 0, 0.00, 1: 120; 2: 23; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 636,  8, 12,  189, 1, 4, 764609, 18030.87, 50, 0.00, 1: 116; 2: 30; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 784, 10, 10,  189, 1, 4, 796416, 18030.87, 75, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 654,  9, 11,  189, 1, 4, 786170, 18030.87, 0, 0.00, 1: 118; 2: 27; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 256, 10, 10,  189, 1, 4, 796053, 18030.87, 28, 0.00, 1: 117; 2: 28; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 555,  9, 11,  189, 1, 4, 785796, 18030.87, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 152, 11,  9,  189, 1, 4, 785911, 18030.87, 22, 0.00, 1: 119; 2: 24; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 506, 11,  9,  189, 1, 4, 785802, 18030.87, 0, 0.00, 1: 115; 2: 32; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 866,  8, 12,  189, 1, 4, 763959, 18030.87, 0, 0.00, 1: 119; 2: 25; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 135,  9, 11,  189, 1, 4, 786460, 18030.87, 0, 0.00, 1: 116; 2: 31; 3: 1; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  16,  8, 12,  190, 1, 4, 764268, 18030.87, 224, 0.00, 1: 118; 2: 25; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 920,  7, 15,  190, 1, 4, 826560, 18030.87, 86, 0.00, 1: 118; 2: 26; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 176, 10, 10,  190, 1, 4, 796434, 18030.87, 23, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 922,  8, 12,  190, 1, 4, 764220, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 905,  8, 12,  190, 1, 4, 764558, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 400,  7, 15,  190, 1, 4, 826894, 18030.87, 39, 0.00, 1: 120; 2: 23; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  190, 1, 4, 764625, 18030.87, 72, 0.00, 1: 114; 2: 33; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 397, 10, 10,  190, 1, 4, 796454, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  190, 1, 4, 796506, 18030.87, 0, 0.00, 1: 118; 2: 25; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 672,  8, 12,  190, 1, 4, 764116, 18030.87, 55, 0.00, 1: 115; 2: 31; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  18,  9, 11,  190, 1, 4, 786419, 18030.87, 107, 0.00, 1: 117; 2: 28; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 580,  7, 14,  190, 1, 4, 780632, 18030.87, 63, 0.00, 1: 118; 2: 25; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 366,  9, 11,  190, 1, 4, 786855, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  67, 12,  8,  190, 1, 4, 764102, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 995,  7, 14,  190, 1, 4, 780708, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 873, 12,  8,  190, 1, 4, 764366, 18030.87, 0, 0.00, 1: 115; 2: 31; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 820, 12,  8,  190, 1, 4, 764458, 18030.87, 71, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 875,  7, 15,  190, 1, 4, 826412, 18030.87, 0, 0.00, 1: 119; 2: 23; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  190, 1, 4, 786030, 18030.87, 0, 0.00, 1: 115; 2: 31; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 307,  9, 11,  190, 1, 4, 786473, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  190, 1, 4, 764481, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 629,  9, 11,  190, 1, 4, 785756, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  190, 1, 4, 764479, 18030.87, 0, 0.00, 1: 114; 2: 33; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 190,  7, 15,  190, 1, 4, 827359, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 803,  9, 11,  190, 1, 4, 785729, 18030.87, 0, 0.00, 1: 114; 2: 33; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 989, 11,  9,  190, 1, 4, 786549, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 461, 12,  8,  190, 1, 4, 764509, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 455, 10, 10,  190, 1, 4, 795562, 18030.87, 0, 0.00, 1: 115; 2: 31; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 747, 11,  9,  190, 1, 4, 786486, 18030.87, 0, 0.00, 1: 120; 2: 22; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 714, 10, 10,  190, 1, 4, 796132, 18030.87, 0, 0.00, 1: 113; 2: 35; 3: 1; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 724, 10, 10,  191, 1, 4, 795775, 18030.87, 64, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 709, 11,  9,  191, 1, 4, 786170, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 351, 10, 10,  191, 1, 4, 795494, 18030.87, 0, 0.00, 1: 113; 2: 34; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 500, 11,  9,  191, 1, 4, 786476, 18030.87, 72, 0.00, 1: 118; 2: 25; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 723,  7, 13,  191, 1, 4, 728910, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 333,  8, 12,  191, 1, 4, 764356, 18030.87, 0, 0.00, 1: 114; 2: 32; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 992,  7, 14,  191, 1, 4, 780543, 18030.87, 87, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 325, 12,  8,  191, 1, 4, 764576, 18030.87, 0, 0.00, 1: 117; 2: 26; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  191, 1, 4, 795244, 18030.87, 0, 0.00, 1: 116; 2: 29; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 435,  8, 12,  191, 1, 4, 764422, 18030.87, 0, 0.00, 1: 117; 2: 28; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 861, 12,  8,  191, 1, 4, 764508, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  191, 1, 4, 785993, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 868, 12,  8,  191, 1, 4, 764289, 18030.87, 80, 0.00, 1: 118; 2: 25; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 502, 12,  8,  191, 1, 4, 764749, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 887,  8, 12,  191, 1, 4, 764514, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  191, 1, 4, 786214, 18030.87, 0, 0.00, 1: 118; 2: 26; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 589, 11,  9,  191, 1, 4, 786115, 18030.87, 0, 0.00, 1: 117; 2: 26; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 794,  7, 15,  191, 1, 4, 827721, 18030.87, 0, 0.00, 1: 117; 2: 26; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 893, 12,  8,  191, 1, 4, 764570, 18030.87, 0, 0.00, 1: 115; 2: 31; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 917,  9, 11,  191, 1, 4, 785220, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 445,  7, 14,  191, 1, 4, 780974, 18030.87, 0, 0.00, 1: 118; 2: 25; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 745,  8, 12,  191, 1, 4, 764222, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 626,  7, 14,  191, 1, 4, 780660, 18030.87, 0, 0.00, 1: 118; 2: 24; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 630, 12,  8,  191, 1, 4, 764432, 18030.87, 0, 0.00, 1: 117; 2: 27; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 930,  7, 14,  191, 1, 4, 780041, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 416, 10, 10,  191, 1, 4, 796222, 18030.87, 40, 0.00, 1: 117; 2: 26; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  191, 1, 4, 764130, 18030.87, 0, 0.00, 1: 113; 2: 34; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 757,  7, 14,  191, 1, 4, 780893, 18030.87, 0, 0.00, 1: 120; 2: 21; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 671,  8, 12,  191, 1, 4, 764519, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 379, 11,  9,  191, 1, 4, 785889, 18030.87, 0, 0.00, 1: 115; 2: 30; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  191, 1, 4, 764233, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 964, 12,  8,  191, 1, 4, 764272, 18030.87, 55, 0.00, 1: 114; 2: 32; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 299, 10, 10,  191, 1, 4, 796174, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 225, 11,  9,  191, 1, 4, 786607, 18030.87, 0, 0.00, 1: 117; 2: 26; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 216,  7, 15,  191, 1, 4, 827212, 18030.87, 26, 0.00, 1: 117; 2: 28; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  43, 11,  9,  191, 1, 4, 786566, 18030.87, 0, 0.00, 1: 114; 2: 32; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 205, 11,  9,  191, 1, 4, 786175, 18030.87, 0, 0.00, 1: 114; 2: 32; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 253,  9, 11,  191, 1, 4, 786334, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  70,  8, 12,  191, 1, 4, 764563, 18030.87, 0, 0.00, 1: 113; 2: 34; 3: 2; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 921,  9, 11,  192, 1, 4, 785928, 18030.87, 0, 0.00, 1: 113; 2: 33; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 593, 12,  8,  192, 1, 4, 764387, 18030.87, 0, 0.00, 1: 116; 2: 28; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 194,  7, 15,  192, 1, 4, 827213, 18030.87, 0, 0.00, 1: 115; 2: 29; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 576,  7, 15,  192, 1, 4, 827350, 18030.87, 48, 0.00, 1: 115; 2: 29; 3: 5; 4: 1; 
